Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP23435	8	47	21	0	9	8	0	1	9	44	44	4	10	8	2	0
SP112829	4	51	0	0	12	12	0	1	26	80	13	14	168	18	0	12
SP112947	2	49	3	7	0	8	0	1	14	34	21	20	15	12	0	139
SP112985	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	28
SP112925	6	36	11	0	9	10	32	6	26	0	25	12	14	24	12	113
SP112937	6	14	0	17	0	7	0	1	9	12	15	11	3	17	0	10
SP112989	3	23	2	1	0	4	0	0	7	12	25	5	19	10	1	10
SP111145	28	54	10	0	6	13	0	0	4	39	63	27	11	10	3	1
SP111143	9	36	9	5	23	8	0	0	18	65	13	13	7	13	0	0
SP125584	2	3	0	0	0	3	0	2	0	0	0	1	3	0	0	0
SP111144	15	98	2	0	15	13	0	1	28	29	70	23	0	21	0	0
SP116296	0	11	0	0	0	0	0	0	0	41	4	1	0	11	0	2
SP116254	16	79	11	3	10	48	0	2	26	35	0	0	15	9	0	0
SP116256	18	78	11	0	0	49	0	1	29	15	0	3	14	22	0	1
SP116274	12	29	0	1	0	11	0	0	8	0	37	13	6	0	2	0
SP116259	6	62	0	0	3	0	22	0	16	5	42	3	14	13	5	0
SP116290	3	0	0	0	12	8	0	0	3	45	0	9	1	2	0	0
SP116258	4	77	12	4	11	28	0	0	19	27	11	3	10	20	0	0
SP116261	0	4	0	0	0	2	0	0	6	21	7	4	0	3	0	0
SP23463	0	15	1	0	4	5	0	2	6	1	5	10	11	0	0	0
SP116268	4	6	0	0	5	0	0	0	9	6	16	10	6	0	0	0
SP23471	5	20	0	0	11	2	0	0	11	0	17	7	9	6	0	0
SP116266	5	13	0	0	24	1	0	0	13	9	22	20	11	9	0	1
SP116264	5	36	20	0	18	0	0	5	27	1	32	13	17	1	4	0
SP116269	1	43	16	0	1	1	0	2	13	17	35	20	10	6	0	0
SP116275	15	36	0	1	6	7	0	1	5	8	43	10	8	0	1	0
SP23447	5	19	0	1	6	3	0	0	1	4	22	7	9	7	0	0
SP116255	25	93	3	0	1	55	0	2	19	25	4	3	15	19	0	1
SP23455	6	6	0	3	6	0	5	0	8	13	1	27	11	7	0	2
SP23475	10	7	0	0	6	0	0	1	4	28	11	13	2	0	0	0
SP116227	4	83	23	5	24	12	0	0	2	26	3	9	7	15	0	1
SP116226	3	13	6	0	0	2	0	0	7	14	11	4	0	2	4	1
SP23443	16	72	11	1	0	0	0	4	23	39	9	6	3	8	7	0
SP116260	16	41	3	0	13	6	0	1	6	33	30	3	10	7	0	0
