Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP123975	2211	0.999	429.722	19.436%	87.345	5.945%	1000.0	0.999
SP124044	67	0.873	41.441	61.852%	6.854	48.833%	0.48354	0.819
SP123972	413	0.968	141.2	34.189%	23.307	25.187%	0.16136	0.958
SP123850	141	0.911	62.692	44.462%	11.227	41.355%	0.26254	0.865
SP123902	159	0.938	63.039	39.647%	11.007	34.93%	0.20491	0.911
SP123884	219	0.896	93.837	42.848%	18.418	44.449%	0.19416	0.838
SP123964	137	0.869	78.271	57.132%	13.361	49.553%	0.34321	0.802
SP123995	138	0.852	79.132	57.342%	13.892	52.507%	0.32656	0.772
SP123846	176	0.953	59.626	33.878%	9.812	30.166%	0.16164	0.927
SP124003	93	0.867	52.295	56.231%	9.242	50.048%	0.37899	0.804
SP123876	133	0.901	64.761	48.692%	12.043	43.485%	0.2809	0.861
SP123878	91	0.92	43.439	47.735%	6.997	39.299%	0.283	0.88
SP123842	99	0.859	65.727	66.391%	10.478	51.434%	0.46694	0.797
SP123900	143	0.914	66.259	46.335%	11.987	40.71%	0.23	0.878
SP123978	65	0.844	42.423	65.266%	6.924	53.58%	0.44068	0.766
SP123897	92	0.944	37.213	40.449%	6.576	33.046%	0.23912	0.924
SP124013	125	0.881	65.113	52.09%	11.642	47.253%	0.3141	0.822
SP124021	89	0.891	45.884	51.555%	8.012	45.432%	0.31521	0.839
SP123852	121	0.873	68.589	56.685%	10.915	50.726%	0.39699	0.797
SP123998	170	0.929	78.766	46.333%	12.522	37.054%	0.24774	0.896
SP123967	96	0.873	56.235	58.578%	9.6	49.118%	0.44496	0.817
SP123988	291	0.98	70.442	24.207%	11.151	20.018%	0.10969	0.97
SP123984	103	0.887	50.629	49.154%	9.181	46.195%	0.31107	0.828
SP123858	88	0.904	49.38	56.114%	7.629	42.781%	0.42041	0.861
SP123890	98	0.9	45.733	46.666%	8.549	43.513%	0.23432	0.854
SP123950	141	0.91	64.83	45.979%	11.116	41.456%	0.29178	0.862
SP123886	62	0.821	51.669	83.337%	8.942	57.72%	0.64614	0.775
SP124033	87	0.807	60.682	69.749%	10.163	59.782%	0.53854	0.707
SP123892	180	0.906	87.332	48.518%	14.761	42.365%	0.23972	0.858
SP123840	122	0.915	56.066	45.956%	8.99	40.613%	0.25435	0.864
SP123969	143	0.897	69.311	48.469%	11.9	45.335%	0.29186	0.84
SP123953	117	0.864	69.501	59.403%	11.626	50.74%	0.37679	0.796
SP123955	95	0.929	48.652	51.213%	7.719	37.181%	0.34621	0.904
SP123882	212	0.955	66.34	31.292%	11.203	29.605%	0.11306	0.927
