Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP18310	91961	19390	7435	15193	0	0	3	0	0	0	0	0	0
SP17172	34293	0	3155	2169	0	0	225	0	38	0	0	0	0
SP96133	62079	0	1524	10494	67	3152	72	0	0	0	0	0	0
SP110242	82212	12493	14912	14232	631	0	15	0	0	0	0	0	0
SP114330	245	0	546	53	7	26	19	97	81	50	126	28	10
SP21017	75880	15609	9139	11693	0	0	58	0	0	0	0	0	0
SP22383	64280	0	0	10466	0	4345	0	0	197	0	0	0	0
SP81312	3017	0	3093	175	0	4571	509	0	109	110	0	0	5
SP22031	397	0	1809	0	0	1088	141	25	0	0	12	9	13
SP96112	84	38	207	2	0	142	2	122	23	38	58	31	6
SP19215	57292	0	0	12304	0	3857	0	0	278	0	0	0	0
SP96120	417	0	657	29	27	162	170	202	72	91	125	57	6
SP16886	71	0	2901	0	0	3935	652	0	0	64	0	0	40
SP96124	509	91	640	0	46	60	10	118	6	34	101	22	0
SP19295	699	0	1651	0	0	1675	86	25	0	22	85	25	10
SP19670	278	0	501	36	4	60	11	125	15	8	83	28	1
SP17905	0	2531	0	1485	0	18211	565	0	2619	255	0	0	0
SP16934	428	0	388	13	0	145	225	145	54	28	89	15	4
SP20993	548	0	868	36	0	0	143	192	69	60	72	16	0
SP19983	780	0	565	37	0	144	227	324	70	16	72	33	4
SP18121	69268	0	17316	11915	0	1384	147	0	0	0	0	0	0
SP96122	913	0	789	49	26	182	48	286	14	18	111	38	0
SP119755	936	0	459	36	36	314	107	231	111	61	65	53	2
SP96126	999	0	1557	73	65	235	32	149	10	16	114	50	0
SP19606	187	0	241	23	35	13	127	83	121	106	28	36	0
SP96118	5291	0	39	2630	0	1505	0	0	0	0	0	0	0
SP21528	270	0	578	41	0	67	39	148	35	26	67	31	0
SP21400	1279	0	4315	0	0	4520	351	0	0	11	61	0	14
SP23078	63	0	44	2	0	263	286	76	0	23	242	44	10
SP17430	85	0	202	5	0	0	19	116	79	66	25	29	0
SP96110	351	0	222	14	0	208	63	240	34	47	27	36	3
SP18946	4340	0	951	443	0	10644	167	0	226	0	0	0	30
SP21057	852	0	407	60	0	251	97	217	48	73	66	61	0
SP22750	263	0	463	28	0	80	50	207	30	29	37	36	3
SP19750	295	0	630	18	0	60	18	86	36	9	48	28	4
SP17016	578	0	334	15	2	122	13	247	44	39	99	19	0
SP16958	425	68	606	0	0	251	11	300	12	0	451	136	21
SP17329	172	0	216	25	0	110	30	106	97	33	62	9	3
SP96116	356	0	538	0	72	77	28	98	24	31	53	42	0
SP96129	592	0	457	14	0	70	25	329	49	30	78	58	5
SP21193	314	0	286	15	0	99	17	110	63	34	57	44	2
SP18787	608	0	1069	23	28	104	18	171	33	42	92	71	0
SP96114	192	0	426	29	4	248	91	197	50	69	82	32	7
SP19582	45	0	78	11	0	152	35	49	126	41	24	20	1
SP17294	745	0	805	71	0	61	209	125	123	44	59	23	0
SP80367	2	19	187	17	0	149	462	22	73	28	107	19	8
SP82087	176	0	382	38	0	4	107	170	67	46	39	17	0
SP80615	512	0	2972	0	0	13797	1521	0	0	118	246	98	75
SP80271	407	0	456	26	0	120	38	103	67	44	65	43	4
SP81172	253	0	96	16	37	222	193	1	283	136	30	36	0
SP81840	846	0	862	61	0	192	17	66	80	6	165	63	6
SP80657	75	0	174	3	24	190	20	81	32	31	22	30	0
SP81494	156	0	292	47	0	80	74	40	325	81	72	18	0
SP81711	412	30	798	22	0	300	115	217	306	30	73	115	11
SP80423	293	27	225	8	0	55	37	186	158	77	44	35	2
SP80754	197	0	125	26	0	367	6	125	338	0	70	57	9
SP81440	40	0	140	11	5	76	24	52	27	25	63	14	0
SP80950	267	0	180	13	0	76	6	160	25	15	32	15	0
SP82103	233	0	851	21	10	58	5	105	70	38	68	19	0
SP81137	95	0	426	0	0	402	1230	0	0	0	416	62	23
