Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP97749	49	84	3	152	26	40	9
SP49235	122	100	20	85	55	30	15
SP50177	35	107	8	289	2	59	1
SP97775	168	161	59	219	139	234	26
SP97685	12	86	13	168	139	76	7
SP97747	180	96	22	116	82	73	16
SP97771	177	99	27	227	84	51	11
SP97681	162	85	50	228	55	113	2
SP98082	114	162	32	204	72	40	17
SP49334	77	122	14	177	40	50	4
SP49124	0	87	39	316	785	22	31
SP115501	77	349	41	46	31	23	13
SP98305	241	525	66	96	70	151	12
SP49247	293	227	52	187	79	57	8
SP49328	252	140	33	43	82	2	16
SP98092	83	136	36	165	68	39	24
SP120755	14	8	4	97	13	0	3
SP49417	95	173	42	214	80	69	1
SP49175	108	390	18	84	18	24	0
SP49223	13	123	9	34	85	21	0
SP49187	208	39	28	15	51	72	4
SP49157	407	79	30	69	54	64	7
SP49379	135	270	20	132	36	54	4
SP49541	275	201	71	42	153	80	12
SP98164	364	148	36	168	71	89	6
SP49481	0	0	11	105	39	27	0
SP98078	225	71	19	250	128	74	18
SP106677	55	139	37	150	43	74	0
SP106743	40	80	20	51	30	28	18
SP98359	62	273	54	130	85	79	19
SP98192	25	349	8	29	19	12	0
SP98053	221	202	42	159	55	62	20
SP106631	50	43	16	39	47	225	5
SP49551	233	107	24	40	19	55	4
SP49651	45	111	2	0	640	0	0
SP98265	79	310	48	263	80	60	8
SP98297	328	50	38	199	73	57	9
SP98060	16	0	4	61	0	9	0
SP98289	152	146	27	187	101	133	12
SP115498	379	247	87	111	3	57	38
SP98096	232	222	46	55	65	94	21
SP49114	335	65	33	334	189	116	24
SP98090	740	866	119	50	37	67	0
SP49286	175	94	22	166	64	67	15
SP49469	26	216	68	188	118	60	6
SP49205	19	153	35	53	76	26	8
SP98327	136	129	22	194	43	70	16
SP49449	27	299	22	12	23	12	0
SP49391	11	81	7	153	48	24	8
SP49531	343	382	99	148	68	37	18
SP49322	61	323	54	137	16	33	9
SP49433	22	142	21	117	20	58	0
SP109384	69	89	20	88	62	10	6
SP98065	59	110	48	290	40	49	19
SP49591	65	103	56	90	43	40	2
SP49385	100	83	18	230	116	77	7
SP98313	56	428	36	43	26	30	11
SP49119	104	204	36	187	12	63	12
SP109301	329	151	56	97	40	77	1
SP115830	89	274	39	82	43	44	3
SP49229	10	805	2	6	16	60	0
SP98853	137	217	35	91	85	354	11
SP98855	77	200	10	125	46	22	3
SP98859	45	191	21	104	66	13	0
SP98865	1	98	33	70	29	49	3
SP98879	192	45	30	123	88	61	6
SP98871	7	123	19	153	17	86	0
SP98867	229	225	38	55	144	124	0
SP98861	302	58	53	155	139	48	18
SP98877	271	53	22	22	55	85	20
SP98889	154	205	44	154	96	140	20
SP98887	238	224	47	176	62	165	15
SP98875	168	222	24	212	78	99	6
SP98851	22	29	11	20	23	13	2
SP98833	135	21	19	55	68	50	6
SP98873	360	120	32	47	111	83	0
SP98883	184	292	47	48	66	101	3
SP98849	36	46	6	81	37	85	16
SP98869	27	236	44	99	31	40	14
SP98893	107	316	60	112	34	263	2
SP98847	197	117	29	61	52	13	8
SP98881	104	144	44	211	150	136	29
SP98841	206	50	21	19	44	34	4
SP98845	103	0	8816	283	0	0	12
SP98839	90	62	34	243	48	50	10
SP98843	177	72	18	70	46	44	3
SP98863	37	104	6	39	23	15	4
SP98891	257	80	46	1	109	93	18
SP98885	167	112	49	3	89	277	16
SP107047	351	90	29	111	98	124	4
SP107050	181	127	16	152	6	53	0
SP99261	203	94	33	107	85	75	4
SP107052	82	160	26	104	25	65	0
SP99269	212	76	20	84	52	40	0
SP99271	190	0	8	52	9	32	0
SP107056	387	250	46	43	95	100	5
SP107060	155	178	36	113	77	29	4
SP99279	184	145	17	120	50	65	5
SP107063	86	64	17	84	48	59	0
SP107068	120	240	34	96	11	51	0
SP107071	291	75	32	160	108	103	7
SP107073	40	1	1	0	6	1	0
SP98896	307	267	45	147	99	101	14
SP99003	91	397	49	167	68	65	5
SP107076	196	53	44	379	929	87	42
SP107078	65	70	22	82	56	29	2
SP107080	134	90	40	108	335	45	30
SP98898	250	182	23	107	57	70	17
SP107084	236	109	29	106	66	60	25
SP107088	10	57	22	103	43	21	6
SP107091	191	175	43	140	45	47	14
SP107094	58	56	14	48	6	22	0
SP112224	137	103	38	146	80	58	11
SP107097	124	137	23	166	41	31	12
SP107101	334	203	57	199	118	307	0
SP98900	114	158	24	120	42	99	3
SP107104	76	65	14	87	40	109	13
SP107109	14	124	16	96	19	23	0
SP107111	102	226	37	157	27	118	0
SP107115	4	2	3	4	0	0	4
SP98902	199	122	27	175	206	130	4
SP107119	220	263	33	63	45	97	7
SP98904	68	17	19	160	0	55	0
SP98909	399	87	30	84	91	158	5
SP107121	251	200	51	238	81	176	2
SP107123	182	178	19	96	69	46	10
SP98907	342	139	42	193	52	124	21
SP107132	35	13	8	21	5	18	0
SP107136	90	175	38	202	149	205	14
SP107141	37	55	16	77	28	39	4
SP98913	206	124	39	172	99	64	6
SP107146	147	166	34	134	51	55	7
