hdp.1	hdp.2
C[Del(T):R2]G	0.0025280927031405	0.0043802232387108
C[Del(T):R3]A	0.00576121433333558	0.0038582184060331
C[Del(T):R3]C	0.00338016090023193	0.00262255367154034
C[Del(T):R3]G	0.00371006447880481	0.00407748479869025
C[Del(T):R4]A	0.00718154986242402	0.00289994306034629
C[Del(T):R4]C	0.00362492617692886	0.00356081660837352
C[Del(T):R4]G	0.0065985805610757	0.00310383760272456
C[Del(T):R5]A	0.00434099626338976	0.0019262958643806
C[Del(T):R5]C	0.00376464382707571	0.00539140095214981
C[Del(T):R5]G	0.00303851140739701	0.00128630482993977
C[Del(T):R6]A	0.0025645637669241	0.00067096676292732
C[Del(T):R6]C	0.00309542036199655	0.00159020340960401
C[Del(T):R6]G	0.0031414056163324	0.00109604192837483
C[Del(T):R7]A	0.00266589185395788	0.000987452857725579
C[Del(T):R7]C	0.00396737830723835	0.000990295199852616
C[Del(T):R7]G	0.00211731850487354	0.00175320302954226
C[Del(T):R8]A	0.00253817461288207	0.000507329066185039
C[Del(T):R8]C	0.00349568196699899	0.00071075955270584
C[Del(T):R8]G	0.00224626906694686	0.000132661968255795
C[Del(T):R(9,)]A	0	0
C[Del(T):R(9,)]C	0	0
C[Del(T):R(9,)]G	0	0
G[Del(T):R1]A	0.00328345287280788	0.003204305695868
G[Del(T):R1]C	0.00241435310003651	0.003734895561909
G[Del(T):R1]G	0.00392421207232539	0.00618377632878914
G[Del(T):R2]A	0.00203464684499262	0.0059641038872567
G[Del(T):R2]C	0.00228875012352787	0.00333029686117259
G[Del(T):R2]G	0.00223456230573237	0.0041030078708514
G[Del(T):R3]A	0.00313711835762676	0.00329154819707339
G[Del(T):R3]C	0.00213981193068532	0.0027448903969673
G[Del(T):R3]G	0.00297647340356972	0.00403606781341056
G[Del(T):R4]A	0.00523934336267358	0.003281048933298
G[Del(T):R4]C	0.00323844644466053	0.00270973816576354
G[Del(T):R4]G	0.00501384138536638	0.0048127813048601
G[Del(T):R5]A	0.0050567727019941	0.00304380037616368
G[Del(T):R5]C	0.00299755731967007	0.00194230579146351
G[Del(T):R5]G	0.00549221332021132	0.00284274817591244
G[Del(T):R6]A	0.00220067534308641	0.00125846147849124
G[Del(T):R6]C	0.00157853341767422	0.000349028011803725
G[Del(T):R6]G	0.00247108586592211	0.000784776461973175
G[Del(T):R7]A	0.000997600074797982	0.000630187854451665
G[Del(T):R7]C	0.00175975329821357	0.000640107048405202
G[Del(T):R7]G	0.00212824220513722	0.00063326222450744
G[Del(T):R8]A	0.00168998256749711	0.000326753330644903
G[Del(T):R8]C	0.00133586282902068	0.00115480300132766
G[Del(T):R8]G	0.00056300124710287	0.00022199272081982
G[Del(T):R(9,)]A	0	0
G[Del(T):R(9,)]C	0	0
G[Del(T):R(9,)]G	0	0
A[Ins(C):R0]A	0.00169100054673316	0.00153039821097186
A[Ins(C):R0]G	0.000139756803194388	0.000372462832606235
A[Ins(C):R0]T	0.000641640143087161	0.000265787992369065
A[Ins(C):R1]A	0.000771804449634224	0.000202502374805851
A[Ins(C):R1]G	4.87651207111947e-05	4.64055857475453e-06
A[Ins(C):R1]T	0.000507012389120527	0.000572876956053446
A[Ins(C):R2]A	0.000377963944428357	0.000924051226197995
A[Ins(C):R2]G	0.000202910668876569	0.000485576447865877
A[Ins(C):R2]T	0.000181748446681145	0.00018115580536198
A[Ins(C):R3]A	0.000175620994741119	0.00011636200626197
A[Ins(C):R3]G	0	0
A[Ins(C):R3]T	0.000214460817900899	0.000212769610652495
A[Ins(C):R4]A	0	0
A[Ins(C):R4]G	0	0
A[Ins(C):R4]T	4.62789021923984e-05	4.51294321394878e-05
A[Ins(C):R5]A	0.000242885930415011	9.67556462836319e-05
A[Ins(C):R5]G	9.9272552037924e-05	0.000159983256864662
A[Ins(C):R5]T	0.000161114790627512	5.75429263269561e-05
A[Ins(C):R6]A	0.000158158735538235	0.000332728049809899
A[Ins(C):R6]G	0.000194649375845608	2.14045764260553e-05
A[Ins(C):R6]T	0.000102737596745223	0.00012604917228677
A[Ins(C):R7]A	0.000663957380185019	0.000288294701456625
A[Ins(C):R7]G	0.000178714085496787	7.83094259489826e-05
A[Ins(C):R7]T	0.000239029355232311	0.000179473602878631
A[Ins(C):R8]A	0.000657046867294191	3.37600636313392e-05
A[Ins(C):R8]G	2.99912344157167e-05	7.85994608599048e-05
A[Ins(C):R8]T	5.63999649815143e-05	5.68468425407429e-05
A[Ins(C):R(9,)]A	0	0
A[Ins(C):R(9,)]G	0	0
A[Ins(C):R(9,)]T	0	0
G[Ins(C):R0]A	0.000276205173871637	0.000389864927261565
G[Ins(C):R0]G	0.000340709819693952	0.000201458249126531
G[Ins(C):R0]T	0.000107788339877896	0.000246239639372912
G[Ins(C):R1]A	0.00041053927998172	0.00066127959690252
G[Ins(C):R1]G	0.0001330812085888	0.000589640973904747
G[Ins(C):R1]T	0.000166694099901976	0.000427221423788339
G[Ins(C):R2]A	0	0
G[Ins(C):R2]G	1.37818727341153e-05	0.000115143859636097
G[Ins(C):R2]T	0.000197683737029966	0.000782978245525457
G[Ins(C):R3]A	0.000187954204716251	0.000180981784415427
G[Ins(C):R3]G	5.12317627062211e-05	7.09425392115598e-05
G[Ins(C):R3]T	0.000282019401431341	0.000451352328377062
G[Ins(C):R4]A	4.81974015218633e-05	8.1847851862233e-05
G[Ins(C):R4]G	4.65529735251791e-05	6.55478898684077e-05
G[Ins(C):R4]T	5.24846602275043e-05	0.000164565808457232
G[Ins(C):R5]A	0.000188463194334272	0.000312889661902824
G[Ins(C):R5]G	0	0
G[Ins(C):R5]T	0.000231433664009532	8.77065570628605e-05
G[Ins(C):R6]A	0.00043778980106963	0.000271298655676586
G[Ins(C):R6]G	0.000248269474451775	0.000131327807665553
G[Ins(C):R6]T	9.32038296692084e-05	0.000173324862767082
G[Ins(C):R7]A	0.000608966924914948	0.000376291293430408
G[Ins(C):R7]G	0.000202597444496248	0.000150470111786416
G[Ins(C):R7]T	0.000107984105115596	6.17194290442352e-05
G[Ins(C):R8]A	0.000412399049739875	0.000123264837141917
G[Ins(C):R8]G	5.43052769381189e-05	5.67888355585585e-05
G[Ins(C):R8]T	0	0
G[Ins(C):R(9,)]A	0	0
G[Ins(C):R(9,)]G	0	0
G[Ins(C):R(9,)]T	0	0
T[Ins(C):R0]A	0.000348266357869191	0.000404772721682964
T[Ins(C):R0]G	0.000133590198206822	0.000237422578080878
T[Ins(C):R0]T	0.00224352835361905	0.00167489360359328
T[Ins(C):R1]A	0.000618755186799973	0.00154489995651797
T[Ins(C):R1]G	0	0
T[Ins(C):R1]T	0.000518758303382557	0.000406048875291021
T[Ins(C):R2]A	0.000427864503518215	0.00044386942767527
T[Ins(C):R2]G	0.000318921148737886	0.00102730365448628
T[Ins(C):R2]T	0.000395935193249263	0.000464577920315113
T[Ins(C):R3]A	0.000305589536050482	0.000187884615295374
T[Ins(C):R3]G	0	0
T[Ins(C):R3]T	0.000172390868319061	6.1429394133313e-05
T[Ins(C):R4]A	0.000703012545106268	0.000109981238221682
T[Ins(C):R4]G	0	0
T[Ins(C):R4]T	0.00036735346854499	9.02008572967911e-05
T[Ins(C):R5]A	0.000155887858780909	0.000175645142054459
T[Ins(C):R5]G	0.000116832693859659	4.64055857475453e-06
T[Ins(C):R5]T	0.000146863081322916	0.000241483066833789
T[Ins(C):R6]A	0.000247075306501802	0.000178777519092418
T[Ins(C):R6]G	0.000166165533760185	0.0002816819054876
T[Ins(C):R6]T	0.00010541958050172	6.89122948351047e-05
T[Ins(C):R7]A	0.000681634981149374	0.000309931305811418
T[Ins(C):R7]G	0.000103129127220624	3.71824755802206e-05
T[Ins(C):R7]T	0.000230141613440709	0.000117000083065998
T[Ins(C):R8]A	0.000346132516778255	5.01760395895333e-05
T[Ins(C):R8]G	4.39297193399924e-05	6.03272614718088e-06
T[Ins(C):R8]T	0.000171098817750238	0.000372810874499342
T[Ins(C):R(9,)]A	0	0
T[Ins(C):R(9,)]G	0	0
T[Ins(C):R(9,)]T	0	0
A[Ins(T):R0]A	0.00221273448172876	0.000857807252543374
A[Ins(T):R0]C	0.000714523541083058	0.000485054385026217
A[Ins(T):R0]G	0.000499025167422347	0.000332031966023686
A[Ins(T):R1]A	0.00181997068533025	0.00296148846844397
A[Ins(T):R1]C	0.000541545377050895	0.000773987163286871
A[Ins(T):R1]G	0.0016096600904686	0.0014817883599013
A[Ins(T):R2]A	0.000610043633722301	0.001200512503289
A[Ins(T):R2]C	0.000277105693965059	0.00098629271808189
A[Ins(T):R2]G	0.0007465898870184	0.0006892969692976
A[Ins(T):R3]A	0.0010096787899641	0.00167321140110993
A[Ins(T):R3]C	0.000424556071001076	0.000262365580420184
A[Ins(T):R3]G	0.000837366227740122	0.00041376380392155
A[Ins(T):R4]A	0.000882490115030088	0.00116518625113868
A[Ins(T):R4]C	0.00105078948988121	0.000672242916535378
A[Ins(T):R4]G	0.00102735639092846	0.00105682920841816
A[Ins(T):R5]A	0.00331414886207932	0.000298039874463609
A[Ins(T):R5]C	0.0030100862948829	0.00162918410163195
A[Ins(T):R5]G	0.00340285009128141	0.000927357624182508
A[Ins(T):R6]A	0.00654000760195571	0.000667660364942807
A[Ins(T):R6]C	0.00601122611840289	0.00105740927824
A[Ins(T):R6]G	0.00727731821670711	0.00142401340564561
A[Ins(T):R7]A	0.00729859789804515	0.00159733826841269
A[Ins(T):R7]C	0.00679373892653933	0.00192037915219779
A[Ins(T):R7]G	0.00746887450179705	0.00202827213906083
A[Ins(T):R8]A	0.00734990796684645	0.00201307430972851
A[Ins(T):R8]C	0.00613663332967383	0.000471248723266322
A[Ins(T):R8]G	0.00510297329809141	0.000348911997839356
A[Ins(T):R(9,)]A	0	0
A[Ins(T):R(9,)]C	0	0
A[Ins(T):R(9,)]G	0	0
C[Ins(T):R0]A	0.000964535326150367	0.000927299617200323
C[Ins(T):R0]C	0.000675037692638867	0.000397405834945541
C[Ins(T):R0]G	0.000307997448474198	0.000497061830338394
C[Ins(T):R1]A	0.00176402098039544	0.00145852756004535
C[Ins(T):R1]C	0.000683318562193598	0.00124976043116358
C[Ins(T):R1]G	0.00176654635196178	0.000532098047577791
C[Ins(T):R2]A	0.000947033913899943	0.000831414075649458
C[Ins(T):R2]C	0.000739209537557091	0.00101784851639022
C[Ins(T):R2]G	0.00040670228132279	0.00093170814784634
C[Ins(T):R3]A	0.00131963389081531	0.000317240185566656
C[Ins(T):R3]C	0.000908683503834415	0.000526645391252454
C[Ins(T):R3]G	0.0006021347181192	0.0002719947394628
C[Ins(T):R4]A	0.000522673608136567	0.000709077350222492
C[Ins(T):R4]C	0.000718027738837897	0.000460981487419678
C[Ins(T):R4]G	0.000130751602260164	0.000529429726397307
C[Ins(T):R5]A	0.000659219861432666	0.000360861436169349
C[Ins(T):R5]C	0.00143619251334218	0.000224254993125012
C[Ins(T):R5]G	0.00109548269364823	0.000143741301853021
C[Ins(T):R6]A	0.0022137524609648	0.000862563825082498
C[Ins(T):R6]C	0.00467884791061328	0.000992325444229071
C[Ins(T):R6]G	0.00418285710437529	0.000700608330823565
C[Ins(T):R7]A	0.0036606533328092	0.000233188068381415
C[Ins(T):R7]C	0.00285355241081758	0.00113386248075908
C[Ins(T):R7]G	0.00297574907219023	0.000952938703325842
C[Ins(T):R8]A	0.00439146454166894	0.000828803761451158
C[Ins(T):R8]C	0.00402561846545425	0.00032959567277194
C[Ins(T):R8]G	0.00501816779711956	0.00120480501997064
C[Ins(T):R(9,)]A	0	0
C[Ins(T):R(9,)]C	0	0
C[Ins(T):R(9,)]G	0	0
G[Ins(T):R0]A	0.000911600405876152	0.000257318972970138
G[Ins(T):R0]C	0.000618716033752433	0.000613249815653811
G[Ins(T):R0]G	0.000498437871709245	0.00129552794010709
G[Ins(T):R1]A	0.00310229172183984	0.00137238719150147
G[Ins(T):R1]C	0.000652465960731999	0.00255857197019091
G[Ins(T):R1]G	0.00126671854706486	0.00188598101176242
G[Ins(T):R2]A	0.000334719403420316	0.000306624907826905
G[Ins(T):R2]C	0.000421834934197039	0.00077764160316449
G[Ins(T):R2]G	0.000432660751841877	0.000332380007916793
G[Ins(T):R3]A	0.000501570115512453	0.000533374201185848
G[Ins(T):R3]C	0.000571614917561692	0.00026689012503057
G[Ins(T):R3]G	0.000712526735658513	0.000656813059274319
G[Ins(T):R4]A	0.00070375645300953	0.000617310304406721
G[Ins(T):R4]C	0.000232764867625895	0.000167930213423929
G[Ins(T):R4]G	0.00032052642368703	0.000418694397407227
G[Ins(T):R5]A	0.000624393225645747	0.00015209430728758
G[Ins(T):R5]C	0.000753774471242008	0.000197919823213281
G[Ins(T):R5]G	0.000712585465229823	0.0011550350292564
G[Ins(T):R6]A	0.0023884729356125	0.000899224237823058
G[Ins(T):R6]C	0.00360979352405461	0.00137731778498714
G[Ins(T):R6]G	0.00416725461493056	0.000695329695444781
G[Ins(T):R7]A	0.00463388063551347	0.0010078713154545
G[Ins(T):R7]C	0.00345511940974745	0.000795391739712926
G[Ins(T):R7]G	0.00431787638881733	0.00124256756537271
G[Ins(T):R8]A	0.00328335499018903	0.000469682534747342
G[Ins(T):R8]C	0.00327294027954336	0.000808211282775685
G[Ins(T):R8]G	0.00382339297490963	0.000817492399925194
G[Ins(T):R(9,)]A	0	0
G[Ins(T):R(9,)]C	0	0
G[Ins(T):R(9,)]G	0	0
Del2:U1:R1	0.00577877447515731	0.00357897279379724
Del3:U1:R1	0.000975439449890285	0.00366401102967962
Del4:U1:R1	0.00200453815143428	0.00446937997032827
Del5:U1:R1	0.000862913591260037	0.00324189422032351
Del6:U1:R1	0.000782258313327431	0.00238513109345946
Del7:U1:R1	0.000373128543057154	0.0017317984531162
Del8:U1:R1	0.000397716656912337	0.00145481511318554
Del9:U1:R1	0.000314516430889625	0.00117423534035945
Del(10,):U1:R1	0.00597996240994212	0.0115469278806151
Del2:U(2,):R1	0.0105064070830056	0.0120493263533145
Del3:U(2,):R1	0.00356367123405238	0.00768569311150845
Del4:U(2,):R1	0.00195943384066808	0.0081672670776036
Del5:U(2,):R1	0.00176102577225862	0.00509985785969086
Del6:U(2,):R1	0.00132323597118899	0.00498204567887427
Del7:U(2,):R1	0.000928945205936416	0.004584407816
Del8:U(2,):R1	0.00137867668650578	0.00384800917716864
Del9:U(2,):R1	0.00132014288043333	0.00328035284951179
Del(10,):U(2,):R1	0.0123634361278325	0.0353172030610981
Del2:U1:R3	0.0048566223229691	0.00524957388070887
Del2:U1:R4	0.00219460662071769	0.00327849662608189
Del2:U1:R(5,9)	0.00366997175812375	0.0024974906179507
Del2:U2:R2	0.0189599611539124	0.00678449663629112
Del2:U2:R3	0.00472726065389661	0.00178951540038971
Del2:U2:R4	0.00211966768772594	0.000775611358788035
Del2:U2:R(5,9)	0.00444114975899733	0.00639996835139052
Del3:U1:R4	0.000331919960521199	0.000981304117614029
Del3:U1:R(5,9)	0.000888304342589792	0.00155505117840024
Del3:U3:R2	0.01475795820929	0.0107368603744095
Del3:U3:R3	0.00434463749681098	0.000653622675254175
Del3:U3:R4	0.00110979313252414	0.00109035724412076
Del3:U3:R(5,9)	0.00412367727301843	0.0133891716278105
Del4:U1:R(5,9)	0.000679011726964187	0.000360919443151533
Del4:U2:R3	0.000450553694567703	0.000274024983839255
Del4:U2:R4	0.000985834584012182	0.00030407260061079
Del4:U2:R(5,9)	0.000600940550169227	0.000162245529169855
Del4:U4:R2	0.0103378727898692	0.0079649387237443
Del4:U4:R3	0.00316305725162207	0.00177663785034477
Del4:U4:R4	0.00323458986947783	0.00805786590920376
Del4:U4:R(5,9)	0.00288178175809399	0.00612733553512369
Del5:U1:R(5,9)	4.42233671965431e-05	4.7043662551574e-05
Del5:U5:R2	0.00369101652117655	0.00258003455359915
Del5:U5:R3	0.000659611391908067	0.000705538924309241
Del5:U5:R4	0.000115599372862146	9.56535136221277e-05
Del5:U5:R(5,9)	0	0
Del(6,):U1:R(7,9)	0	0
Del(6,):U2:R(4,9)	5.30915324643758e-05	6.32856175632149e-05
Del(6,):U3:R(3,9)	2.78965463723214e-05	6.59539387436987e-05
Del(6,):U(4,):R(2,9)	0.00398728763191249	0.0017027369550418
Ins(2,4):M	0.00322699417825506	0.0028529574047769
Ins(5,):M	0.00360209995021298	0.000835996627242028
Ins2:U1:R0	0.000237678575092178	0.000925617414716975
Ins3:U1:R0	0	0
Ins4:U1:R0	0	0
Ins2:U2:R0	0.000928318757175775	0.000931766154828524
Ins3:U3:R0	0.000311384187086417	0.000329827700700678
Ins4:U2:R0	0	0
Ins4:U4:R0	0.000297856809161312	0.000107892986863043
Ins(5,):R0	0.000251930284396775	0.000567134264817188
Ins2:U1:R1	0.000608692853582167	0.00174368988446401
Ins2:U1:R2	0.000395445780155012	0.000451410335359247
Ins2:U1:R3	0.000365748193595846	0.000393693388085737
Ins2:U1:R4	0.00034799228653641	0.000611567613170462
Ins2:U1:R(5,9)	0.000935816565779704	0.000518060357889158
Ins2:U2:R1	0.00144885852422141	0.00280022905797125
Ins2:U2:R2	0.00140862876787395	0.000405468805469177
Ins2:U2:R3	0.000350732999864217	0.000166828080762425
Ins2:U2:R4	0.000958466603781652	0.00085513893136289
Ins2:U2:R(5,9)	0.00686219803016319	0.00080618103839923
Ins3:U1:R1	6.21750394936791e-05	2.62191559473631e-05
Ins3:U1:R2	4.26768218187092e-05	5.53386610039477e-05
Ins3:U1:R3	0	0
Ins3:U1:R4	0.000164658141429891	8.20218728087862e-05
Ins3:U1:R(5,9)	0.000236993396760226	5.4700584199919e-05
Ins3:U3:R1	0.00217136928700264	0.00131438020931704
Ins3:U3:R2	0.000537375577487875	0.000207664996220265
Ins3:U3:R3	0	0
Ins3:U3:R4	0.000257548746718779	0.000264859880654115
Ins3:U3:R(5,9)	0.000748527962871635	0.00061638219269177
Ins4:U1:R1	0	0
Ins4:U1:R2	0	0
Ins4:U1:R3	9.20488147667755e-05	9.4493373978439e-05
Ins4:U1:R4	0	0
Ins4:U1:R(5,9)	0	0
Ins4:U2:R1	0	0
Ins4:U2:R2	0.000196881099555394	0.000217236148280696
Ins4:U2:R3	0.000107044431974634	0.000116942076083814
Ins4:U2:R4	4.67487387628796e-05	4.29251668164794e-05
Ins4:U2:R(5,9)	0.000110215828825382	5.73108983982184e-05
Ins4:U4:R1	0.00307018622285695	0.00231911914773357
Ins4:U4:R2	4.93915694718364e-05	2.32027928737726e-06
Ins4:U4:R3	0.000399556850146722	0.000283422114953133
Ins4:U4:R4	0.000243845180079744	4.39692924957991e-05
Ins4:U4:R(5,9)	0.000796823247012348	0.000421188697641158
Ins(5,):U1:R1	0	0
Ins(5,):U1:R2	0	0
Ins(5,):U1:R3	0	0
Ins(5,):U1:R4	0	0
Ins(5,):U1:R(5,9)	0	0
Ins(5,):U2:R1	0	0
Ins(5,):U2:R2	0	0
Ins(5,):U2:R3	4.24810565810087e-05	5.62667727188986e-05
Ins(5,):U2:R4	4.56328769079867e-05	8.03976773076222e-05
Ins(5,):U2:R(5,9)	0	0
Ins(5,):U(3,):R1	0.0116482469849413	0.00722053512137149
Ins(5,):U(3,):R2	0.000826971093618225	0.000202502374805851
Ins(5,):U(3,):R3	0.000209899487862477	0.000273038865142119
Ins(5,):U(3,):R4	0.000114796735387574	0.000151398223501366
Ins(5,):U(3,):R(5,9)	0.000534223757160897	0.000400480205001316
Del2:M1	0.0170922824801545	0.0126475523605825
Del3:M1	0.00391424762172643	0.0095089685755295
Del3:M2	0.0101347663557549	0.00735673551554053
Del4:M1	0.00404899283483569	0.011748792178617
Del4:M2	0.00902552136589635	0.00834732075030407
Del4:M3	0.0109532020850094	0.00715811960854104
Del5:M1	0.00299207589301445	0.00745267906407358
Del5:M2	0.00337577575890744	0.00566774621527644
Del5:M3	0.0019809288637676	0.00312193578116611
Del5:M4	0.00185937822767936	0.00206011797228009
Del6:M1	0.00232962590515973	0.00561994846195647
Del6:M2	0.00176717280072242	0.00431055685310729
Del6:M3	0.00142241064060807	0.00334160822269855
Del6:M4	0.000650743226640235	0.00123351847615194
Del6:M5	0.000614291739380401	0.000520496651140904
Del(7,):M1	0.0216602293836104	0.0591286631989319
Del(7,):M2	0.0195740767045788	0.0473252864500794
Del(7,):M3	0.0124355951944489	0.0237570495885449
Del(7,):M4	0.00560051064970724	0.0122213750624735
Del(7,):M5	0.00299630442214879	0.00471997013336501
Del(7,):M(6,)	0.00578384479481376	0.00502038829409818
Complex(0,1)	0	0
Complex(2,5)	0	0
Complex(6,10)	0	0
Complex(11,20)	0	0
Complex(21,)	0	0
