hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16
A[Del(C):R1]A	0.00149328965889514	0.00436299310810923	0.00348206027939207	0.0263016233348233	0.0228505041273756	0.0012700696525998	0.00562668173299801	0.00129339688400405	0.00564962199255064	0.00521888444379881	0.00231551687747947	0.00687580350498555	0.0107719810003992	0.00069057686002444	0.00216840889604173	0.00503486479633399
A[Del(C):R1]G	5.25533900317997e-05	0.000568628512935297	0.000248932665198225	0.00220090565687846	0.00170227799975192	0.000134482298638312	0.000338356989872315	4.11543933529759e-06	0.00131287294399143	0.000299574483920391	0.000403554180875604	0.000793053478257998	0.000971496765000404	8.35651884585416e-05	0.000200056097688435	0.000283347738926088
A[Del(C):R1]T	8.10817847791973e-05	0.00031618441786457	0.00250930981929996	0.00438822426785792	0.0170572939105039	0.00147529395371125	0.00422291180963457	0.00196295155316115	0.0108142180151105	0.00927619422646121	0.00247603456989492	0.00688270766909105	0.000442734408551189	0.000117625132497749	0.000224826626008749	0.000366757023134879
A[Del(C):R2]A	0.000134077713096851	0.000500338379069436	0.000807016943437804	0.0248320688113786	0.0110869482537463	0.000845841160740576	0.00162401623202772	0.00297955924379283	0.0019527297586631	0.00168379711244193	0.000897712684459459	0.00344813552004995	0.00220587985223052	0.000259071028599722	0.000205036170211089	0.00202109331191077
A[Del(C):R2]G	5.08379938840615e-06	4.0949493197774e-05	0.000118640117370983	0.00474274044529174	0.000633841670470798	0.000278485467976681	7.67979196569904e-05	2.96368137029326e-05	0.000104938964143203	0.000268202315094684	0.000140587578446534	0.000884268282353566	8.00133508362166e-05	1.18929734545371e-05	3.21061658723049e-05	9.55071862350794e-05
A[Del(C):R2]T	9.77297286217551e-05	0.000323798070757647	0.00138375041098228	0.0111780274209297	0.0132067825349368	0.000878342610211585	0.00139666052455525	0.000337249423424124	0.00162179193460616	0.00239316836573891	0.00172268142010064	0.00369614107850991	0.000570401874569439	0.000125631948361451	0.00021678617372357	0.000196947505475997
A[Del(C):R3]A	0.000198976503921556	0.00070656823366047	0.000361907793160507	0.0200645036194011	0.00531724203860229	0.000351625811609674	0.000941435351234416	0.000740063351773515	0.00056493161754195	0.00114908874779107	0.000561924759751213	0.00291172460975052	0.000680940049540312	0.000170267975562227	0.000206575633970419	0.000938910170594479
A[Del(C):R3]G	2.58003576110336e-05	0.000229640136429069	0.00011095207521438	0.00171568757970153	0.000489271821038296	0.000131141536267035	7.93551534178616e-05	2.84125411317914e-05	0.000747591821156744	0.000150932658380532	0.000282361549960128	0.000501418320345521	0.000320077753940258	3.82840283770729e-05	6.55941395767801e-05	0.000166712909884601
A[Del(C):R3]T	0.000144879378500588	0.000416849584607799	0.000358029539202738	0.00574861255508823	0.00312306926836555	0.000666877789155232	0.000733994860176278	0.00047888834242384	0.000707835594108319	0.000442952640108779	0.000884191672168027	0.0021022227089915	0.000391173375619603	7.78224817999361e-05	0.000113243325091483	0.000239239365196382
A[Del(C):R4]A	0.000511194109215753	0.000958415553931615	0.000635845920380294	0.00603264837915548	0.00254522163186131	0.000213766503630415	0.000978796392004261	0.000596173654739163	0.00181463147987182	0.000566884948061836	0.00107658723047229	0.000873662542748661	0.00216366944792944	0.000430647702291353	0.000570723730198589	0.00215829091698619
A[Del(C):R4]G	0.000148661608947518	0.000175068661656017	4.81954771448973e-05	0.00217572850842585	0.000246049928533533	4.86011451662198e-05	0.000125123569725143	2.26961299726938e-06	0.000403285419652753	0.00063459567141364	0.000253643100391201	0.000277436712675799	0.000785882998814459	5.79216684612523e-05	0.000458268684742908	0.000440575763580807
A[Del(C):R4]T	0.000260406221011331	0.000867500493863969	0.000267727620312471	0.00286506552010272	0.00113430690128708	0.000149790602162389	0.000424932500037821	0.0001872006936088	0.000628323140011471	0.000464409524807298	0.00134880640926674	0.000925303149960912	0.00111322534704665	0.000193109775620511	0.000479756260227059	0.000575818685796084
A[Del(C):R5]A	0.00159135398668074	0.000949256254307617	0.000270062081834887	0.00793463902625597	0.00164171269380756	0.000260120336677078	0.000641476165378726	0.000121626771202216	0.000470215683211199	0.00158322780200902	0.000705626619998778	0.00150178724403696	0.00250032184046648	0.000745984558291884	0.0020181349758237	0.00167177807429716
A[Del(C):R5]G	0.000336236906820199	0.000326193524803173	5.75620346818558e-05	0.00137005975794227	8.08149074327949e-05	9.47254140716379e-05	2.18332862114613e-05	4.85282812237723e-05	8.62841191435582e-05	0.000340197420476754	0.000109199744476725	0.000233289981352043	0.00132557877259466	8.6878918620319e-05	0.00112550566399785	0.00146337068178249
A[Del(C):R5]T	0.00147513068848827	0.00185866346814789	0.000346072325690573	0.00364140661243543	0.000566530095373842	0.000429731990087493	0.000359512970328355	5.57138194682393e-05	0.000504729330868622	0.000153870520344143	0.000549596588315248	0.000597187513903589	0.00360415056331355	0.000341591716203809	0.000764343756507654	0.00187532111050499
A[Del(C):R6]A	0.00327940858543839	0.00182930453510762	0.000101064294480364	0.00197180535268525	0.000173573409773348	0.000184340005419768	0.000457212591830134	0.00030318639350245	0.00146595626220866	0.000285619639593237	0.000239786803102557	0.000494514156240018	0.0088774180990113	0.00136384367843742	0.00366750346414123	0.00511051630594816
