hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9
A[Del(C):R1]A	8.74292204185771e-05	0.00345165589748701	0.00086299100219387	0.0111316308914973	0.000521519925061483	0.011736953198855	0.00505306052957714	0.000165048833902691	0.00370316039965446
A[Del(C):R1]G	1.11911572387289e-05	0.000813272398298704	0.000214549040663205	0.00111201006356509	3.34720515013065e-05	0.00226145154117983	0.00113839959404466	6.32055517109585e-05	7.17161345003504e-05
A[Del(C):R1]T	0.000129407629419291	0.00826191859450239	5.06328031736833e-05	0.000840824778461767	0.000186401032566068	0.0120961207663726	0.00148304152529537	0.00097597493435515	0.00635013772757648
A[Del(C):R2]A	0.00016445559554423	0.00162109265747773	6.53838762501849e-05	0.00290653475666998	0.000109608037041697	0.00398973464664055	0.00161897907539028	0.000831079685055121	0.00289798379867325
A[Del(C):R2]G	2.51126823707226e-05	4.13579392890152e-05	1.95481075543967e-05	0.000334469767134874	3.64338107941689e-05	0.000446640514002752	0.000178744169643341	5.16548405357018e-05	0.000110834026045996
A[Del(C):R2]T	0.000124819781556558	0.00125363052973797	0.00010651863895511	0.00120806474642349	0.000243398212985822	0.00613241111322377	0.000996492112504464	0.000380820029053498	0.000339021726728929
A[Del(C):R3]A	0.00016955249504808	0.000439544828918652	0.000167955470021184	0.00103400273768379	0.000126423321139624	0.00173844575643606	0.00225214558230601	0.000893834037110796	0.000534611184457158
A[Del(C):R3]G	2.05631330640612e-05	0.000272878056823881	9.37358754956534e-05	0.000397173778620381	5.10799190719714e-05	0.00068721474245618	0.000224403089771186	0.000193692492018936	0.000101054553159585
A[Del(C):R3]T	5.68621853540037e-05	0.00101964038232568	0.000238129795938724	0.000451025614278668	6.32085319508408e-05	0.00269344417126605	0.000488185616224063	0.00066506077189357	0.00127133147523348
A[Del(C):R4]A	0.000272506992634146	0.0015367200515429	0.00106207287163442	0.000708055333565882	0.000376537636183908	0.00131101832292532	0.00140388465650231	0.00188515727973984	0.000655224683389565
A[Del(C):R4]G	4.93556683639879e-05	0.000249021182885862	0.000369382629482157	0.0010216809310927	7.55749198715317e-05	0.000299987208726283	0.000306876587144969	0.000506351293147612	9.77947288641142e-06
A[Del(C):R4]T	0.000164937519041464	0.000779294426326374	0.000492740275188945	0.000891180598331361	0.00029761509401305	0.0010215426973967	0.000681412397336526	0.00103114913220206	8.80152559777028e-05
A[Del(C):R5]A	0.000923769151310652	0.00101792341033772	0.00243517103808048	0.00157492213152531	0.000874063139481244	0.00091801159926309	0.000790949583928945	0.00209047568287658	0.000929049924209085
A[Del(C):R5]G	9.98586976369515e-05	0.000268178975593665	0.000682032726294374	0.000888278245601125	9.43049187799148e-05	0.000195402044504386	0.000100582289424488	0.000476436756002318	2.93384186592343e-05
A[Del(C):R5]T	0.000664321966296891	0.000394150499342144	0.00301430841741901	0.00114660083110454	0.000307368042219687	0.000500528734088727	0.00117287042042689	0.00138925125861204	0.000593288021775626
A[Del(C):R6]A	0.00125175958128023	0.000243990756184285	0.00570770170333053	0.00192819122884467	0.00120925294734001	0.000158015410766065	0.000490949473374659	0.00265816756915998	3.58580672501752e-05
A[Del(C):R6]G	0.000112679139281889	9.4764804809353e-05	0.00137289019617986	0.00123607245027026	0.000115168635826747	6.05833571019178e-05	5.59846904424714e-05	0.000407455848703732	2.60785943637638e-05
A[Del(C):R6]T	0.000685376597497203	0.00019284306433232	0.00294553885108319	0.00231267381052647	0.000265498777399321	0.000121210330731627	0.000284721508225792	0.000976546453918509	0.000107574201750526
A[Del(C):R7]A	0.00216939936784627	8.78065499107641e-05	0.00599622011571877	0.00196874501199351	0.000255224392697462	0.000152432495208797	0.000263804637310082	0.000159521638125468	0.00027708506511499
A[Del(C):R7]G	0.000158332613892298	8.43424836192589e-07	0.00149186071186483	0.000777883301752877	3.78062316495938e-05	3.79463791783071e-06	2.58918137867828e-05	8.82020126136624e-05	0.000306423483774225
A[Del(C):R7]T	0.000656871301367813	8.12398851146933e-05	0.00099837031700861	0.000653728567460829	0.000250888126803194	2.55592852856183e-05	3.26135143770321e-05	0.000396702256919476	1.62991214773524e-05
A[Del(C):R8]A	0.000871030443827014	5.33767432047595e-05	0.00270382582074265	0.00353996004753157	0.000875852709532847	0.000275605569691026	0.000759375279840536	0.000188766895782092	0.00089319185695891
A[Del(C):R8]G	2.50759795878207e-05	4.58762866257612e-05	0.000136363743990369	0.00188857411407695	2.42613972497007e-05	3.60054436916006e-05	0.000132532478085377	4.28940472289479e-05	0
A[Del(C):R8]T	0.000183367103377708	3.41285835502215e-05	0.00052605008803631	0.0023186764036731	0.000165927350017662	7.4191713772759e-05	0.000390322962235761	9.71282457940202e-05	3.25982429547047e-05
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	1.03549720978343e-05	0.00292071996310378	2.77022979389222e-05	0.000177003939007163	3.8986763874777e-05	0.00434559462746731	0.00157648200784272	5.4677878226101e-05	0.000407478036933809
G[Del(C):R1]G	2.73339986228701e-05	0.00120338650735335	0.000101405533571327	0.00148370910072144	7.78859264183567e-05	0.00191818219804212	0.000444759892673899	6.79431480914349e-05	9.77947288641142e-05
G[Del(C):R1]T	0.000160537972412749	0.00625917619864751	3.40456654251345e-05	0.000441949165740475	0.00016611089566398	0.00979750067409344	0.000806891511973582	9.96775238463718e-05	0.00103010447736867
G[Del(C):R2]A	3.23383432828806e-05	0.00159344037177685	3.31210482785715e-05	0.000121793274570629	0.000152007081341209	0.00382961110369792	0.00330002332695435	0.000114431752574141	0.000971427640050201
G[Del(C):R2]G	4.24635240442859e-06	0.000167690930824434	1.28765970096416e-05	0.000168560731064658	1.49297697312034e-05	0.000998258740977521	0.000457164083565774	4.54508452755542e-05	4.56375401365866e-05
G[Del(C):R2]T	6.59102192258978e-05	0.000845382786705179	8.50839831811976e-05	8.20838122160369e-05	0.00014626293690984	0.00478785168042705	0.00212728557167069	0.000184653458924757	0.000948608869981908
G[Del(C):R3]A	2.1308359134286e-05	0.00237854840500983	0.000140296522084979	0.000600180159587976	6.30917301759111e-05	0.00178027400658778	0.0025698122677669	2.00558246773499e-05	0.000459635225661337
G[Del(C):R3]G	1.03326312734593e-05	0.000576330263959743	4.73036327118451e-05	0.000154906480720139	2.27179452238429e-05	0.00065978721589684	0.000373695597617776	4.26158074415231e-05	6.51964859094095e-05
G[Del(C):R3]T	6.86326082533143e-05	0.000298813370536803	0.000123033892521938	0.000475708804998084	6.84333256329677e-05	0.00153285925269244	0.000897347028798286	8.25620169226191e-05	0.000495493292911512
G[Del(C):R4]A	0.000123053260657759	0.00117708972585349	0.000473551588543153	0.00120344736707993	4.41364707015919e-05	0.000628085269613967	0.00109022003619547	0.000595801624807559	0.00119635551643766
G[Del(C):R4]G	4.18268105495971e-05	9.01259682102938e-05	0.000329556049137711	0.00050444209702742	2.50164372947825e-05	0.000201239389807102	0.000257724151578771	0.000135096696786124	2.28187700682933e-05
G[Del(C):R4]T	0.000104263031585175	0.000385445150140013	0.000299176476980343	0.00112199679545958	5.69784087059254e-05	0.00125031138566132	0.00135280857635929	0.000408418407968336	0.000169510863364465
G[Del(C):R5]A	0.000530229146851519	0.000343785987695215	0.00162756816973811	0.000505734963243616	4.15626601611749e-05	0.000675590937799836	0.000303559958564254	0.000711406496485437	0.000146692093296171
G[Del(C):R5]G	7.81115008810128e-05	7.84083874503324e-05	0.000687252834849421	0.000636103370880851	6.74717967357779e-05	9.85733528080161e-05	0.000256176391574437	0.000128456541859202	6.845631020488e-05
G[Del(C):R5]T	0.000359114389870355	0.000710585424492256	0.00177223920095804	0.00163205890277373	0.000118616373933157	0.00034720936948151	0.00027636360420239	0.000925184893158742	0.000814956073867619
G[Del(C):R6]A	0.000845861909395354	5.80457021193971e-05	0.00267165353391595	0.00279148285594094	0.000103206882626349	0.000505711831474576	0.000336085029512467	0.000277946507648868	0.000632405913321272
G[Del(C):R6]G	6.7325670027374e-05	7.6601048515634e-05	0.00102318023691814	0.00134438297715771	9.58525422977344e-05	9.28523182460759e-05	0.000353265165560571	0.000170132350018885	1.95589457728228e-05
G[Del(C):R6]T	0.000207266998139499	2.32243053108745e-05	0.00169008436099842	0.00158690093279374	0.000175154690237115	0.00018556651748748	0.000174344109059592	0.000728567123374718	1.95589457728228e-05
G[Del(C):R7]A	0.000969601352516061	1.94891381791645e-05	0.00221000563662526	0.00278635096861339	5.85760901272864e-05	5.15838135343423e-05	0.000251621554990255	0.000180833301843357	2.28187700682933e-05
G[Del(C):R7]G	4.17310641594183e-05	1.80131447158274e-05	0.000899088933570426	0.0024137020705635	5.06335694320611e-05	8.46160639148456e-06	2.78596800780071e-05	0.000179825622613224	6.51964859094095e-06
G[Del(C):R7]T	0.000140544530370252	2.80438758034036e-05	0.000828118394311839	0.00132079476496833	0.000144392022764983	0.000105886390634333	0.000165256546748433	0.000449515176570405	5.54170130229981e-05
G[Del(C):R8]A	0.000353945680573871	0.000630490187369538	0.00121788979216058	0.00233328051491115	0.000316528638567751	0.000173979059937629	0.000833822536048989	0.000138382934275438	0.000120613498932408
G[Del(C):R8]G	2.20312443801357e-05	2.13868440605978e-06	0.000162758957037236	0.00115273534937526	8.43079382935138e-05	0.000100078123016811	4.7936338419936e-05	5.92049147674451e-05	0.000172770687659935
G[Del(C):R8]T	0.000104202392204728	0.000237966293068623	0.00030238931578932	0.00266298778506595	0.000164100236538403	3.06842273010793e-05	0.00038804554394367	0.00014473732942068	2.93384186592343e-05
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	3.58809597194952e-05	0.00154208182371584	9.80417928541576e-05	0.0013637100078386	0.000123774423743895	0.0112881827444118	0.00585345144953252	0.00020203968564168	0.00183202125405441
T[Del(C):R1]G	3.14973708224771e-05	0.00100271164097067	1.30296938546808e-05	0.000677395934724662	0.000100891704587562	0.00237686087371524	0.00049795861510857	4.93386823052467e-05	0.00100728570730038
T[Del(C):R1]T	0.000202873834603463	0.0124312687829581	0.000479536632589184	0.00908850649453534	0.000321920291928349	0.0237069640445409	0.0118548908663366	0.000154144842233341	0.00373901846690463
T[Del(C):R2]A	0.000491561967177822	0.00115476909000997	0.000102780661505622	0.000691511923003537	7.89246279168394e-05	0.0069732432665604	0.00162399823997577	0.00157100951974873	0.00240575033005721
T[Del(C):R2]G	5.57626976401175e-05	0.000611001049190374	0.000119591134078296	0.000704915515612263	1.84859666286191e-05	0.000968192414486817	0.00144958779834456	0.00022986366438416	6.51964859094095e-05
T[Del(C):R2]T	9.50410584377895e-05	0.00519287634949103	0.000136022980044959	0.00150874848927593	0.000217889539639549	0.0117144107234083	0.0033572904471147	0.000317817517187417	0.00154841654034848
T[Del(C):R3]A	0.000410925953142428	0.000430929846663256	6.04743512589097e-05	0.00101450420434157	2.94569904880952e-05	0.00362480969745454	0.00383913024732099	0.0014186393961595	0.00155819601323489
T[Del(C):R3]G	3.24293023535505e-05	0.000559190666395686	0.000115166690130084	0.000638913376024216	2.18732181015828e-05	0.000826845786758272	0.00029579904768538	9.26839291894781e-05	0.000195589457728228
T[Del(C):R3]T	0.000164122078951774	0.00227052978134603	0.000280977158118084	0.000382213469547255	0.000175304863947739	0.00355670248930864	0.00180937566678054	0.000462284126814927	0.00266327644939938
T[Del(C):R4]A	0.00104052229949465	0.000650129937126594	0.000785486684677642	0.00163368158180018	8.32066644156045e-05	0.001531070975053	0.000321381309471296	0.00163644098975908	9.77947288641142e-05
T[Del(C):R4]G	9.40054016506892e-05	0.0001341346712702	0.000417443515406024	0.000478940970538574	2.1474840619233e-05	0.000151182154745451	0.000213347661168802	0.000192511852920944	2.93384186592343e-05
T[Del(C):R4]T	0.000373809864989627	0.000547292351742255	0.000698378969724026	0.000401210687417891	0.000139488433963913	0.00120642588928212	0.0014669227103931	0.00121520099158644	0.000110834026045996
T[Del(C):R5]A	0.00178178925648554	0.00072633939553971	0.00291697723536889	0.000768569387991302	0.000100879190111677	0.00118487932455329	0.000848570477804569	0.00119162580959788	0.000254266295046697
T[Del(C):R5]G	0.000225672645878199	4.60871428348093e-05	0.000799410815297247	0.000456751164664679	5.27985737602239e-05	4.32748649901268e-05	0.000399742187404992	0.00037448819389102	3.25982429547047e-06
T[Del(C):R5]T	0.00111891944377303	0.000291011690802021	0.00377787865768494	0.000721142305876764	0.000196122694582992	0.00063221430091153	0.000872870309872608	0.00143836434108964	0.000110834026045996
T[Del(C):R6]A	0.00341964775193484	5.45816358278918e-05	0.00460418348542741	0.00177802086007978	0.00155151760556595	0.000274115338324828	0.000509235152283001	0.000385151545744219	0.000260785943637638
T[Del(C):R6]G	0.000258475359153446	1.90975480766465e-05	0.00118321198492367	0.000767566757048129	4.54421476856284e-05	1.82898639870921e-05	3.85834458223194e-05	0.000416261761976014	1.95589457728228e-05
T[Del(C):R6]T	0.00126302254831159	0.000278330195943554	0.00313840136696935	0.00164671578406142	0.000800934799645296	0.000301012197129375	0.000308756010007374	0.000905685548056241	0.000228187700682933
T[Del(C):R7]A	0.00320259228117273	1.06331773991423e-05	0.00440736404714133	0.000878502593905194	0.000123136185473743	3.5845516423033e-05	0.000105402456295127	0.000147970926950212	9.77947288641142e-06
T[Del(C):R7]G	0.00023288234905866	9.12706162022694e-06	0.001172479841213	0.000585272620564491	7.45508185949152e-05	1.82898639870921e-05	4.3757386408235e-05	0.000115537191729586	0.00034554137531987
T[Del(C):R7]T	0.00111758218585686	0.000621423370380468	0.00213152127980709	0.00100823776094674	0.000606113610554379	5.69631852952518e-05	6.11144093139775e-05	0.000195173930887117	1.30392971818819e-05
T[Del(C):R8]A	0.000800170136228874	4.09362268709189e-05	0.0024487083110809	0.00116538696877661	0.000319350652879894	0.000103625600610492	0.000196941405122865	6.67023490394053e-05	5.86768373184685e-05
T[Del(C):R8]G	1.99647181254439e-05	5.60275069756505e-06	0.000339527098496877	0.00159763963789561	4.02152682575206e-05	3.05243000325118e-05	9.37500345482144e-05	6.28821919580053e-05	3.25982429547047e-06
T[Del(C):R8]T	0.000265905279031319	3.93096218296903e-05	0.000717220856348081	0.00181064594327011	0.000207444123767257	4.65679128383592e-05	0.00033007087635277	9.7105685811256e-05	1.95589457728228e-05
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	0.000121479828312488	0.00396409673010517	0.000325184832408025	0.0102081022527363	0.000685357357606294	0.0100191235212216	0.00269856378927026	0.000151400044330366	0.00180268283539517
A[Del(T):R1]C	5.0104085980552e-05	0.000980089781971366	3.69265200360873e-05	0.000499178284575764	5.17598722617412e-05	0.00439043968745792	0.00081991480686719	0.000140721652488657	0.000130392971818819
A[Del(T):R1]G	7.13470184148825e-06	0.000582113748550778	0.000121971543088261	0.00142155917475716	0.000115285437601677	0.00548002416820883	0.00121167497482126	8.65927338431513e-05	5.21571887275276e-05
A[Del(T):R2]A	0.000303693187688542	0.00055822675229718	0.000552951782760494	0.00339275799405896	0.000282009542584039	0.00588207405196642	0.00452611458067312	0.000851864949175179	0.0030251169461966
A[Del(T):R2]C	7.16374491317581e-05	0.000792578367496407	8.25570621367333e-05	0.00119569016978275	0.000163801974863136	0.00358432629024304	0.000312647520875413	0.00029644569351549	0.00155819601323489
A[Del(T):R2]G	6.03313962248146e-05	0.000176366157710986	0.000151201517072305	0.000682211201754372	0.000157227703531374	0.00311580481813173	0.000528449487193944	0.00062372336347535	0.0011702769220739
A[Del(T):R3]A	0.0021979812610878	0.00389002595609811	0.000759557895710643	0.00302120407453912	0.000774095420363216	0.00539207143991796	0.000763222568994166	0.0131727739360007	0.00889932032663439
A[Del(T):R3]C	0.00186214441444308	0.000343635376117323	0.000144130528021498	0.00118363221343986	0.000243033207439166	0.00271596483844889	0.000975442576445525	0.0133884548912205	0.00743565921796815
A[Del(T):R3]G	0.00141485079076441	0.00192117116526883	0.000281748129685396	0.00101823768535365	0.000216654778018863	0.00279027286296242	0.00110014781108041	0.00982566961318842	0.00213844473782863
A[Del(T):R4]A	0.0175532208184842	0.001136123376667	0.00238267198985311	0.00170814012184314	0.00163963411602057	0.00531403420227828	0.00123884921832592	0.0443428493220631	0.0123221358368784
A[Del(T):R4]C	0.00504784064929559	0.000913248363703104	0.00156035755729748	0.00158993521064808	0.00101049595558316	0.00293434552367792	0.000353508384989823	0.0170199127567867	0.00767688621583297
A[Del(T):R4]G	0.00439510080466399	0.00173004507292447	0.00136442377602893	0.00161217778657161	0.000360298017976707	0.00224404854659116	0.00239690536442562	0.0168440952911112	0.00167228986357635
A[Del(T):R5]A	0.0552493900719569	0.00338559765942379	0.0124541660489863	0.0036625316803344	0.00308938400368698	0.00395865060116806	0.00196351045235497	0.0852023997053666	0.0155819601323489
A[Del(T):R5]C	0.007532320642169	0.000655642320877424	0.00549340727534151	0.00697715042338796	0.00206015804919544	0.00214960422508071	0.000621182422310739	0.0157587194803383	0.00965559956318354
A[Del(T):R5]G	0.00949911905262381	0.00279257963263366	0.00812467013014349	0.00144911833318199	0.00130212287288507	0.00271052731131759	0.000684706915060037	0.0219118043793815	0.00230469577689763
A[Del(T):R6]A	0.050046678040774	0.0033369802420804	0.0287388233918667	0.0014238150943793	0.00853712098796514	0.00468688668801182	0.00150187997563384	0.0706516319421532	0.00319136798526559
A[Del(T):R6]C	0.0120339105819898	0.000583740353592006	0.00772955899968157	0.0119960570746609	0.00276634158042091	0.00233546151942013	0.00119272597019678	0.0135960894525877	0.00427036982706632
A[Del(T):R6]G	0.0197180674454775	0.00187550573485211	0.0146800904650904	0.00304860492281503	0.00197540167551604	0.00231023662751424	0.00247312148921045	0.0225958982567337	0.00229491630401121
A[Del(T):R7]A	0.0330785729873113	0.00317175934113339	0.0392902513671583	0.000978356720337721	0.0103857885661904	0.00342354122996224	0.00154592480318573	0.0405004104976864	0.00317506886378824
A[Del(T):R7]C	0.0164451973139135	0.00175025714667751	0.019403372321274	0.0206024432031668	0.00733414196453565	0.00504776256953456	0.000683225487627317	0.0209531630317834	0.0056753540984141
A[Del(T):R7]G	0.0288057706425958	0.00188637989077588	0.0324300437479173	0.00246294971939064	0.00607857502769	0.00106182983023313	0.000971573176434691	0.0454672915029893	0.000505272765797924
A[Del(T):R8]A	0.030953082914001	0.00147165584989375	0.0597075138551479	0.0014352398101265	0.0170157284581824	0.00403938479410949	0.00200043558388693	0.0379671049131318	0.00616432774273467
A[Del(T):R8]C	0.00823091502883038	0.00114606374080784	0.031126938825099	0.0471748148922304	0.0125271676496276	0.00402616898618877	0.00158039562956796	0.01925017009287	0.00257526119342167
A[Del(T):R8]G	0.0100214411434197	0.000754202537449644	0.0387734106853954	0.00554952269292212	0.00904934891468177	0.00161216863905936	0.000778302173607817	0.0154039787913602	0.00041073786122928
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	5.82808277018192e-05	0.00248623568320228	5.08319936924978e-05	0.00137758853089409	0.000228345384241746	0.00569674015596049	0.000751857588390916	8.30733765319403e-05	0.00124525288086972
C[Del(T):R1]C	5.45036326092666e-05	0.000257003596514113	0.000197700156695718	0.00191414120312784	0.000340984010193675	0.00577208770771972	0.00317821461461329	0.000280789065477154	0.000130392971818819
