hdp.1	hdp.2	hdp.3
A[Del(C):R1]A	0.00578834414549497	0.00467498125296268	0.015626602609233
A[Del(C):R1]G	0.000344364167204225	0.000818411773047416	0.00284361649448648
A[Del(C):R1]T	0.00741226720859501	0.00085785547822813	0.0204772326036373
A[Del(C):R2]A	0.00166566793812764	0.0032039800538993	0.00487838042239791
A[Del(C):R2]G	0.000241627963406942	0.000191679085148548	0.00070409372239329
A[Del(C):R2]T	0.0030322847151332	0.00221251037765507	0.00881692547528626
A[Del(C):R3]A	0.00145710164474525	0.00111052254302481	0.00484466110827029
A[Del(C):R3]G	0.000103385468150566	0.000113820170301896	0.000461502533811734
A[Del(C):R3]T	0.00115468560054008	0.000813341470597379	0.00392224314420099
A[Del(C):R4]A	0.000880532315922165	0.00159898573741965	0.00239002028853752
A[Del(C):R4]G	0.000122468194360096	0.000182729369791899	0.000607691318799167
A[Del(C):R4]T	0.000678639330936133	0.000663596132402161	0.00171624067965769
A[Del(C):R5]A	0.000877133558177155	0.000252161838929771	0.00255452670441495
A[Del(C):R5]G	6.62983591356539e-05	0.000452393676253827	6.01781143020559e-05
A[Del(C):R5]T	0.000636775894591853	0.000797228374199219	0.00130458323759468
A[Del(C):R6]A	0.000511569498393999	0.000545156754174253	0.000669924295540806
A[Del(C):R6]G	2.58858874765369e-05	1.52289511310717e-05	3.67135422538721e-05
A[Del(C):R6]T	0.000232430992698266	0.000309108011642641	0.000318542818372216
A[Del(C):R7]A	0.000128650320158745	0.000484042468059395	0.000581389079572513
A[Del(C):R7]G	1.03882296525252e-06	1.92527142853715e-05	2.03529232111018e-05
A[Del(C):R7]T	2.38251788769871e-06	0.000134913350245288	8.66173443580161e-05
A[Del(C):R8]A	5.3273551631102e-05	0.000296621715217639	0.000325646771377629
A[Del(C):R8]G	2.99226180208606e-07	1.13134506625379e-05	1.28184275992997e-05
A[Del(C):R8]T	5.70054102182319e-05	0.0001435563213256	7.23507279917726e-05
A[Del(C):R(9,)]A	0	0	0
A[Del(C):R(9,)]G	0	0	0
A[Del(C):R(9,)]T	0	0	0
G[Del(C):R1]A	0.00318841867765526	0.00303774269990574	0.00676820805290414
G[Del(C):R1]G	0.000232176932733938	0.000473540987540102	0.00176403090896683
G[Del(C):R1]T	0.00726502534482444	0.000730466384643573	0.0237972444920929
G[Del(C):R2]A	0.00274844327720891	0.00169131576459701	0.00612223758237332
G[Del(C):R2]G	0.000155631488370385	0.000344744479040588	0.00160165763600288
G[Del(C):R2]T	0.00272687640912595	0.00295937855919218	0.00631013028982504
G[Del(C):R3]A	0.00159289951856709	0.000884488098926545	0.00300215402422988
G[Del(C):R3]G	0.000460644589988686	0.000924942255841074	0.000309520993756526
G[Del(C):R3]T	0.000940050096898753	0.00111894898873359	0.00316908713479786
G[Del(C):R4]A	0.000568151475338351	0.00101139001042516	0.0010772958816584
G[Del(C):R4]G	0.00028177508354776	0.000574153110178556	0.000395042411480098
G[Del(C):R4]T	0.000436220958751282	0.000827758451585207	0.00144546852047615
G[Del(C):R5]A	0.000885111041057056	0.000248589170299496	0.00195536795726966
G[Del(C):R5]G	0.000210418108233486	7.82919655897158e-05	0.000124896496089665
G[Del(C):R5]T	0.000165031707050524	0.000539184262676167	0.00135278443939174
G[Del(C):R6]A	0.000239324486397034	0.000319663623504818	0.000490035766544221
G[Del(C):R6]G	0.000108031942609277	0.00032043950608614	0.000222786228687676
G[Del(C):R6]T	0.000117612826152937	0.000272316742263192	0.00058720140475876
G[Del(C):R7]A	3.54103132503467e-05	0.000101135392286323	8.037447656538e-05
G[Del(C):R7]G	4.09996324655641e-05	0.000108840086756664	9.30950535723187e-05
G[Del(C):R7]T	4.27215944460098e-05	7.95911178189067e-05	2.58521265017938e-05
G[Del(C):R8]A	0.000204992516550835	0.000537578366170639	0.000124465953483277
G[Del(C):R8]G	1.08060171494202e-05	5.62965965982745e-06	3.47369602881786e-05
G[Del(C):R8]T	9.33077562322194e-05	5.55026702359912e-05	2.38168341806836e-05
G[Del(C):R(9,)]A	0	0	0
G[Del(C):R(9,)]G	0	0	0
G[Del(C):R(9,)]T	0	0	0
T[Del(C):R1]A	0.00230062024675331	0.00443256305575184	0.00633071805445781
T[Del(C):R1]G	8.73740446209129e-05	0.00168482000345105	0.00324578242909046
T[Del(C):R1]T	0.0129955172135534	0.00558731090591202	0.0316586197927364
T[Del(C):R2]A	0.00130714980802185	0.00293619230065732	0.00612376405161415
T[Del(C):R2]G	0.000432325372631585	0.000938890098523916	0.00106790222479174
T[Del(C):R2]T	0.0066916515257749	0.00234112644834498	0.0175261370185015
T[Del(C):R3]A	0.00181483501185012	0.00165425383850314	0.00527201378534801
T[Del(C):R3]G	0.000120526047077232	0.000454558929969145	0.000677869763640524
T[Del(C):R3]T	0.00105526346783304	0.00106267043591628	0.00450282984891614
T[Del(C):R4]A	0.000787235851243916	0.00125738087626627	0.00170659261125089
T[Del(C):R4]G	0.000123038417835588	0.000200881413438651	0.000238461893583919
T[Del(C):R4]T	0.000905610857289838	0.000417406784970476	0.00135284314974716
T[Del(C):R5]A	0.000390806328683394	0.00143902761920051	0.00130074749437413
T[Del(C):R5]G	3.93792944708495e-05	0.000221631761543784	0.000305430838995833
T[Del(C):R5]T	0.00055182953407452	0.000870684606491391	0.000598101960747783
T[Del(C):R6]A	0.0002132861629419	0.000282547566068071	0.000863042224624607
T[Del(C):R6]G	4.50250714559176e-05	0.000152487992901288	0.000111686666120921
T[Del(C):R6]T	0.000168712753644788	0.000652787907606531	0.000532463783391979
T[Del(C):R7]A	2.90870430270705e-05	0.000261147641848342	0.000276878036144874
T[Del(C):R7]G	1.89585191158585e-05	8.33622680397527e-06	2.01180817894353e-05
T[Del(C):R7]T	9.90099909871381e-05	9.37915734352023e-05	9.33690352309296e-05
T[Del(C):R8]A	2.97532447113085e-05	0.000109453575309338	4.72422659919229e-05
T[Del(C):R8]G	9.54136310476497e-07	2.90143997852646e-05	2.98444306701253e-05
T[Del(C):R8]T	2.13579743345124e-05	4.49831459357367e-05	9.66763852527337e-05
T[Del(C):R(9,)]A	0	0	0
T[Del(C):R(9,)]G	0	0	0
T[Del(C):R(9,)]T	0	0	0
A[Del(T):R1]A	0.00445649406316345	0.00515898763346015	0.00966161092878393
A[Del(T):R1]C	0.00226993544883947	0.000684599093440748	0.00482289913652919
A[Del(T):R1]G	0.00211360952989992	0.00470935465569335	0.00442018523860798
A[Del(T):R2]A	0.00181253153484021	0.00617786581298411	0.00734114284129665
A[Del(T):R2]C	0.000952103830761873	0.00122066178201066	0.00270942419212251
A[Del(T):R2]G	0.000696598547525634	0.00173503584586548	0.00342604279033802
