hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21
G[Del(C):R5]T	0.000496046902350578	0.00119923103243748	0.00208735110005495	0.000123566424049147	1.27239776493909e-05	0.000338518754147426	0.00271076798216899	0.000213942763727849	0.000927814286905987	0.000182928457594168	0.000144579964737187	0.000484145171442802	0.00068456406261309	0.0066081003549906	0.000755344726924665	0.00324044433829437	0.000134878138492215	0.000672999126192176	0.000862026323944804	0.000171125519397674	0.00283097823450136
G[Del(C):R6]A	0.000781351771944519	0.00201645527434651	0.00320881887473147	0.000212215118616597	8.55263527085563e-05	0.000519574574452106	0.00302260482949923	0.000287269300469223	0.00220677926757588	0.000159427018963584	0.000105673238600791	0.000309067657944468	0.000417703548828423	0.0149401829980584	0.000265068747275269	0.00385451178479843	0.000298730228643448	0.000651252537755831	0.00120746834266018	0.000192283892214206	0.00430170287371622
G[Del(C):R6]G	0.000248241373240045	0.000846854831027874	0.0032771335219621	3.63062441481789e-06	5.24062522781258e-07	0.000112534218149334	0.000540317454366492	7.11194349013351e-05	0.00195643060357604	3.07227166387742e-05	9.01981759078008e-05	3.72290921615211e-05	4.17104859295665e-05	0.00317239124205833	0.000637329858455685	0.000850591466754393	3.4626364803183e-05	0.000119590332020254	0.000658509306305618	2.91834538747832e-05	0.00333200542951415
G[Del(C):R6]T	0.000194774880746243	0.0016263077504985	0.000869593995609074	8.74650427206128e-05	3.51740349141259e-05	0.000238225752271532	0.0013517923742792	0.000262291367450242	0.00121434211329363	0.000176045908545611	0.000252788566572692	0.000232981483526905	0.000312499899772958	0.00532376701136512	0.000275436871876499	0.00158460682905943	0.000464674332376006	0.000226351131125842	0.00148730969832942	0.000216199647850409	0.00112299322498037
G[Del(C):R7]A	0.000568450519925137	0.00168101443162241	0.00354985234015416	9.89715044240012e-05	0.000183838528954285	7.62885343895795e-05	0.0004969875746192	0.000530842598655857	0.00139675924570985	5.68810605464847e-05	0.000368965452860155	0.000169943083200229	0.000235701930869961	0.00587984499861653	0.000741465484430588	0.00164236269446939	0.000501136664592007	9.67092311691403e-05	0.00167389727791733	0.000180284529198216	0.00200038769543285
G[Del(C):R7]G	0.000177393212195994	0.000622838613203357	0.0018699690827017	2.16585525435688e-05	2.19552901624819e-05	3.3842581649676e-05	0.000108286286354268	0.000177829348254593	0.000987877349463853	2.65754039392594e-05	5.87631769078088e-05	5.34911031056934e-05	6.18681486798415e-05	0.00154011927800421	0.000320420488174266	0.000231164860180407	0.000107225152293448	4.18603272290062e-05	0.000690120139280604	3.22579679849804e-05	0.00189141512295966
G[Del(C):R7]T	0.00012864332532999	0.000808069873615308	0.000459247375777549	1.38623841293047e-05	1.61580519446346e-05	0.000101023226273984	0.000317099430242812	0.000297866465401537	0.000375982301772264	3.27318027806015e-05	0.000109628171572914	0.000125247897271893	8.36401349916606e-05	0.00167985105265684	0.000204553597710322	0.00027323014907948	0.000246843054518596	0.000109178264811823	0.0010211281205685	0.000114418941456942	0.00171268117604313
G[Del(C):R8]A	0.000385407614242434	0.00103163764642513	0.00212799185301649	7.6311400317724e-05	3.79603549110251e-05	0.000975473581390738	0.000156225727776804	0.000661069297468487	0.00282771079263777	7.56064208462338e-05	0.000189486271615636	0.000439408242178709	0.000158492362913193	0.00348756508185715	0.000849731837338252	0.000145553482281758	0.000955226785464537	0.000511813539937021	0.00608764258768272	0.000534911063470411	0.00105214205311511
G[Del(C):R8]G	4.22271096748209e-05	5.46288110421821e-05	0.00148538999130247	3.00465468812515e-06	5.79398317112199e-07	7.01280958311449e-05	1.97827021895879e-05	0.000173576639831102	0.000724659810607322	6.43415658824164e-05	4.24059947483631e-05	9.88899624082179e-05	4.06681246894966e-05	0.000878539554000386	7.89794989543891e-05	4.25625145361778e-05	3.20406864500015e-05	0.00012236829699847	0.00169933872392735	6.96766945873173e-05	0.00145204034920465
G[Del(C):R8]T	0.000133405980657704	0.000221614762274831	0.00169199444905824	4.71525923216004e-05	2.1769752499137e-05	0.000254688993246659	2.42001987950298e-05	0.00038951886864052	0.00121665319030277	5.92839191038861e-05	5.16419608176787e-05	8.28903381459464e-05	5.49885644953801e-05	0.00159823900754115	0.000388701404372804	0.000155623855263248	0.000333636886411398	0.00042964091176458	0.00212296026189455	0.000241990534431181	0.000395101753489071
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	0.000668096023613854	4.97682496040994e-05	0.0012259759035578	0.00207142487576834	0.000393948540028866	0.00160406402007411	0.0157370051462683	0.000664106946342409	0.000171007228836897	0.00148149249958181	0.00109143882143979	0.00180054511787298	0.0250389762922152	0.000292621945187487	0.00119832388319395	0.000161895113611233	0.000405305566797125	0.0109442277513951	0.0015952957958778	0.00197928552617602	0.000269839577445963
T[Del(C):R1]G	8.60347938982862e-05	8.17900640455076e-06	0.000680578097583802	0.00162428900935784	0.000564330705820556	0.0014810942314357	0.0026233399623952	0.00036580213667299	0.000207248740424581	0.000143805262756479	0.000144474811423305	0.000414570957403323	0.000737628267896033	6.66831300317255e-05	0.00208585187196696	2.23254311060092e-05	4.95468733498237e-05	0.00102226990614423	0.000460827015489432	0.000364517527342152	0.000322400793894479
T[Del(C):R1]T	0.00160255514025605	0.000417198651465278	0.0104733060821542	0.00781772453539787	0.00419709956327298	0.00766889628958777	0.014714796431769	0.00444170401520043	0.00228192667989309	0.00813279763856461	0.00302781372917652	0.00483269754058642	0.0659181657692204	0.00144108588091258	0.00233852843844395	0.000157744833371524	0.000867787988791214	0.00705987990454488	0.0144206655722358	0.00588256879435513	0.00193500701983689
T[Del(C):R2]A	0.000539075462863337	7.18862413485423e-05	0.00035288919301864	0.00905631376170316	0.00418736697356419	0.00190289839738714	0.0304386259142489	0.000863807366489237	0.0001931245683435	0.00132108951780328	0.00104877578525749	0.00163682179170054	0.0275903184632752	0.000190644109326611	0.00226855392420298	0.000117353019507332	0.000458568989077703	0.00462048736023814	0.00232817240590501	0.00171546455872251	0.000580546558214329
T[Del(C):R2]G	7.15919334699723e-05	8.97708447551588e-06	0.000264756856552388	0.000226931097827755	5.17487328396052e-05	0.000567596786231972	0.00413343236720506	0.000151021135660945	3.75009654254026e-05	0.000105647445453745	0.000223170383162552	0.000392190566103918	0.00265461077001844	8.15574192963957e-05	0.000734195405028929	3.95061306980988e-05	3.41084532350663e-05	0.000555285510970184	0.000165489440202995	0.000190838363541106	0.000295442647141455
T[Del(C):R2]T	0.000897833325011749	0.000103702368047034	0.00111324073479009	0.00303280056329081	0.00102655710596035	0.00517313534179474	0.021663787483227	0.00078708942935951	0.000101450461442895	0.00301445698163595	0.00139530268930535	0.00474605626555603	0.0332113022320536	0.000228455887221144	0.0043426745316809	0.000223720460094878	0.000461806421314357	0.00432339354844565	0.00143608487094694	0.00278723833375068	0.000677502680166762
T[Del(C):R3]A	0.000468859903757532	6.42635185880876e-05	0.000291414388631827	0.00180452276557431	0.000959480358091076	0.00283046925826315	0.0558150311967452	0.00165538790203196	0.000202763754646039	0.000744371708186983	0.000870722015601153	0.00218188241668009	0.0126672816063439	0.000471384403270994	0.0035132245635825	0.000494473803969529	0.000192951155278954	0.0038704156102801	0.00041645544579681	0.00115372732251068	0.00042802510718319
T[Del(C):R3]G	0.000104537470294984	1.6199023044097e-05	0.000158266821401309	0.000147489848876568	3.27848306177195e-05	0.000457917081638809	0.00657350383999535	0.000152712990729965	5.78517442685384e-05	0.000103234001616355	7.48107409763794e-05	0.000123894220526632	0.000991440557131926	6.1757166445046e-05	0.00165200162221908	5.72788395643664e-05	4.51378359178795e-05	0.00037492984578138	4.24727371479793e-05	0.00012778731600326	0.000330287485763715
T[Del(C):R3]T	0.000651798151031334	0.000172031378892568	0.000433150216364831	0.00187633856512761	0.000710404182667337	0.00178100403013501	0.0220490316002355	0.000264052434772085	0.000261675435312657	0.00113380627602182	0.000371010100630086	0.00103958796035848	0.00892235028832781	0.000580976649903277	0.00141469135993197	0.000571710037543193	0.000356006980641005	0.00238249727685212	0.00194729278824345	0.000778979545369174	0.000409534399609772
T[Del(C):R4]A	0.000823215600653333	0.000602832621758914	0.00125355228199517	0.0016479848088301	0.00107038631011718	0.00175715888433555	0.0154476783251188	0.000846704249791512	0.000212781192761226	0.000402642880204553	0.00051818968896047	0.00118873689901806	0.00262525894658652	0.00237126397165517	0.00240437222575216	0.00206261314146009	0.000387759615151436	0.00192684740290599	0.00120303045816887	0.000548927528997079	0.000805905193517802
T[Del(C):R4]G	0.000129805731391515	0.000191395754563175	0.000316701205217667	1.34412772222568e-05	3.74981382760254e-06	0.000256985880898834	0.00183449030770514	8.14243703217275e-05	0.000142106296382583	4.47206908956358e-05	7.99983044612322e-05	0.000128599290799808	0.000224342866074328	0.000647079246718221	9.50067194535015e-05	0.000741172303819116	4.99163945248282e-05	0.000352059347850031	0.000212938428157623	7.69992929613191e-05	0.000634269269283587
T[Del(C):R4]T	0.000588525398197767	0.000484426769517098	0.00127195255801497	0.00171385958661369	0.000433839137648023	0.000585321323894709	0.008187503447568	0.000252632413056202	0.000145173877017026	0.00028466781767614	0.000219799635267552	0.000548602845185214	0.00196371770377334	0.000526026288979725	0.00099145707840128	0.00171545797078404	0.000209127647871871	0.00150350462548134	0.00102926181706241	0.000537135591970533	0.0006707272948791
T[Del(C):R5]A	0.000710602222379078	0.00211499835832356	0.00107799356874574	0.000399197966613597	0.000807300413587539	0.000995534837127365	0.0111304780991274	0.000492252922581581	0.000256791414654838	0.000107093394700181	0.0002032204627788	0.000497121385529534	0.00046467394993865	0.00355634862819535	0.00250921007530563	0.00554710359159612	0.00027977602307097	0.00168525987607901	0.00165108218649971	0.00040916389730999	0.000889346393494317
T[Del(C):R5]G	9.11397985102264e-05	0.000504582603699945	0.000775461001836671	1.56606244350765e-05	4.15474164023601e-05	7.82535018608043e-05	0.00125994685789997	0.00015726561891569	0.000129245734752546	3.36590733075987e-05	3.97596363489956e-05	9.87766590683062e-05	0.000105470921168304	0.000496057064984227	0.000459915136693603	0.00108177808055642	4.98407445204966e-05	6.00761433838777e-05	0.000516133241559822	5.52545960146262e-05	0.000870533048526249
T[Del(C):R5]T	0.000697311534745641	0.00262081015390086	0.00408044422125741	0.000453327276070882	0.000395263578905907	0.000683861787215186	0.00481426462663856	0.000456985434642835	0.000317162066598813	0.000185382125495514	0.000227867231182622	0.000799325246408824	0.000619221376466348	0.00289878657964568	0.0015905364054596	0.00551044563150056	0.000360795237966458	0.000557215242367266	0.00126729248064713	0.000394354603557004	0.00104890133972884
T[Del(C):R6]A	0.00119670331984469	0.00365272534036998	0.00283672318325341	0.000269553945581652	0.000583053734584766	0.000348662234877262	0.00386050790301667	0.000665421979146056	0.00279407963421869	0.000178035941183459	0.000369865097878924	0.00099135055422448	0.000710425312251337	0.00738667573078242	0.00188865096819696	0.00641230727676093	0.00125498119878201	0.000437137176037859	0.00682948226933828	0.000516378242733592	0.00077819422617726
