hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8
A[Del(C):R1]A	0.00804130562666073	0.0104875461492872	0.00226135042934873	0.0107907107466827	0.00378547827390554	0.0219296973150023	0.00580313841200334	0.0026860856712852
A[Del(C):R1]G	0.000996051820252307	0.00110780041903464	0.00157765540412698	0.00287937359422555	0.000277037211429154	0.00233759699489161	0.00264379059858369	0.00158150605269137
A[Del(C):R1]T	0.00271776981845746	0.00956130933168186	0.0114544838593469	0.00598372636486435	0.0017989646544426	0.0326848839338335	0.00370068804560088	0.00214391930044791
A[Del(C):R2]A	0.00312404494691552	0.00619366982763509	0.000453380367684963	0.00504042035903592	0.00148659213076324	0.00591450963521324	0.00199622433493996	0.000562413247756534
A[Del(C):R2]G	0.000565055036336653	0.000593973141386367	8.88684246312259e-05	0.000502639852062022	7.61068263850658e-05	0.000871263626199894	0.000453368576999176	0.000497173311016776
A[Del(C):R2]T	0.000956361819461293	0.00654198789705245	0.00103976515612673	0.00503671890214892	0.00199654968448075	0.0115505746197696	0.000883841834595756	0.00172323419112602
A[Del(C):R3]A	0.00159044640581963	0.00404342936403528	0.000796191347986729	0.00226700096820087	0.00316177864998617	0.00313994378905713	0.00173684718044657	0.000731137222083494
A[Del(C):R3]G	0.000804787418245864	0.000354757165756637	0.000936398836718286	0.000706926856294445	7.96612660788739e-05	0.000378830921498886	8.27119196436168e-05	0.000114732302542333
A[Del(C):R3]T	0.00186001595482299	0.00333974726176443	0.000645339835241519	0.00126602677816414	0.00356907562195899	0.00346070905312361	0.000627661774253182	0.000778379934895042
A[Del(C):R4]A	0.00171395515953489	0.00187683501438409	0.0016675790552768	0.00135775350664523	0.00167957729766822	0.00209782836712619	0.000572073588856786	0.00113157545448615
A[Del(C):R4]G	0.000417501387458127	0.000281034635576072	0.000444846796708501	0.00059669284337834	0.00037467976066494	0.000568060539105764	0.00060909800176459	0.000152976403389777
A[Del(C):R4]T	0.000436371056841217	0.00126939257600407	0.000299363175383969	0.00170806812598232	0.000743923319445231	0.00177115742097377	5.67226381595876e-06	0.000587159430657821
A[Del(C):R5]A	0.000382250138009338	0.000512203711129433	0.000682456281047746	0.000599725981660746	0.000383461317555524	0.00208424116848091	0.00188948264313055	0.000818873688733513
A[Del(C):R5]G	8.74215062558328e-05	6.1703409106654e-05	0.00050531586416537	8.09822216840829e-05	0.000580628178217934	0.000391344359764902	0.00015737953787551	0.000485925046061645
A[Del(C):R5]T	0.000475424106766978	0.000438189569486748	0.000505269984751518	0.00150928189795698	0.000676388965262879	0.000829738008455739	0.00072202761773686	0.000391439620438547
