hdp.1	hdp.2	hdp.3	hdp.4
A[Del(C):R1]A	0.00473510607487441	0.00900414292569891	0.00259061926230895	0.00179841750384854
A[Del(C):R1]G	0.000276953683554892	0.000657588910167321	0.000522390441829901	7.91415635011232e-05
A[Del(C):R1]T	0.00511875342677619	0.00796602253919882	0.00101205633857681	0.000156830533585476
A[Del(C):R2]A	0.000557916936681024	0.00378008931523458	0.00165714691741248	0.000368765151977927
A[Del(C):R2]G	0.000135640804763642	0.000551132548682723	0.000240455899576479	3.21227561237413e-05
A[Del(C):R2]T	0.00111280224758867	0.0037863770377642	0.000740431343017735	0.000150922597673984
A[Del(C):R3]A	0.00209147950330039	0.00221744115067609	0.000472097587584108	0.0004437595457881
A[Del(C):R3]G	0.000104933369510734	0.000249321867261232	0.000220761058551793	0.000140859749036272
A[Del(C):R3]T	0.000489998739919416	0.00206700801047152	0.000349359879344039	0.000205188886064677
A[Del(C):R4]A	0.00037005393311148	0.00181645593662841	0.00101751919604532	0.000977504001670315
A[Del(C):R4]G	0.000376557259367271	0.000440426382642536	0.000259083717546794	0.00020843631505718
A[Del(C):R4]T	5.17821240968628e-05	0.00102299754397333	0.000486344599634014	0.000598603216523132
A[Del(C):R5]A	7.60840274737663e-05	0.00150537521369092	0.00028282122338311	0.00224217550102959
A[Del(C):R5]G	0.000281012150316025	0.000151129014634724	0.000113750668993398	0.000668789185430243
A[Del(C):R5]T	8.5423390743361e-05	0.000650468623587342	0.000214764689556105	0.00240892950861791
A[Del(C):R6]A	0.000442910746052298	0.000330068153817426	0.000298112715746802	0.0043648233151935
A[Del(C):R6]G	3.08052296326946e-06	4.61762389724251e-05	7.25275107097555e-05	0.00125162603353531
A[Del(C):R6]T	5.69652262255384e-05	0.000218628834359754	0.000180154068510815	0.00187223650490464
A[Del(C):R7]A	0.000536744453457283	0.000141200377675906	0.000135188815290014	0.00569587740453495
A[Del(C):R7]G	4.98751336910293e-06	1.54210744253982e-05	4.12156440367809e-05	0.001374158018086
A[Del(C):R7]T	0.000193046105698219	0.00012277213160591	5.37494078022048e-05	0.000875001700757697
A[Del(C):R8]A	0.00012170510564409	0.000171520620704086	0.000393926877481167	0.00392883003378184
A[Del(C):R8]G	5.56938992883161e-05	1.58932749315747e-05	3.43476224051277e-05	0.000382386699626022
A[Del(C):R8]T	6.84560658504324e-06	0.000125157986795012	0.000144378739201952	0.00067162933076751
A[Del(C):R(9,)]A	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0
G[Del(C):R1]A	0.00216594992350768	0.00311806420557503	0.000702815023227739	2.05190434671731e-05
G[Del(C):R1]G	0.000639184066283466	0.0011269065079904	0.000103335922842992	0.000215685344677545
G[Del(C):R1]T	0.00347272732340254	0.00399409555516545	0.00236446297451041	6.49392882077311e-05
G[Del(C):R2]A	0.000752087677746786	0.00670634070466904	0.000854550210107359	0.00013394986436076
G[Del(C):R2]G	0.00171766048656714	0.00075969605646345	7.26777956469908e-05	7.66715352497918e-06
G[Del(C):R2]T	0.000784751000595421	0.00477835846427919	0.000405656616832382	0.000114432769657607
G[Del(C):R3]A	0.00192640259022106	0.00287234597375567	0.000606707805865765	0.000142491980871321
G[Del(C):R3]G	0.00015876917558311	0.000693898643826477	5.71533616305844e-05	5.69794479495221e-05
G[Del(C):R3]T	0.000326437639726776	0.00149765846331367	0.000688410211993736	0.000267010828272452
