hdp.1	hdp.2	hdp.3	hdp.4
A[Del(C):R1]A	0.00444577143207743	0.0107391996399114	0.0019766404465177	0.00619146051378185
A[Del(C):R1]G	0.000793861122749825	0.0011908554857885	0.000122721986009824	0.001113277514666
A[Del(C):R1]T	0.00269815580547975	0.0105908590248512	0.000494907497316998	0.00425147362626015
A[Del(C):R2]A	0.000737314717951727	0.00615484658956036	0.0004926314252735	7.33223390559382e-06
A[Del(C):R2]G	0.000366535904498445	0.000564085923351225	6.60965292102042e-05	4.27713644492973e-06
A[Del(C):R2]T	0.00132769621306747	0.00779316813456128	0.000547960576141061	0.00249173748891763
A[Del(C):R3]A	0.00235993167527994	0.00461468035755453	0.00083875013357478	0.00072405809817739
A[Del(C):R3]G	0.000407679264060499	0.000785801303329144	0.000103794914513447	3.66611695279691e-06
A[Del(C):R3]T	0.000607198843336733	0.00538447554258512	0.000557692919514696	1.03873313662579e-05
A[Del(C):R4]A	0.000937245730823582	0.002844775069142	0.00101063125617089	2.50517991774456e-05
A[Del(C):R4]G	0.000810858473168898	0.000738731343290479	0.000336064800665429	4.88815593706255e-06
A[Del(C):R4]T	0.000644742158937107	0.00226858466990239	0.000508001192119111	0.00105950779935831
A[Del(C):R5]A	0.000440825383107678	0.000972868278696678	0.0025226113437863	0.000977020167920377
A[Del(C):R5]G	0.000392070502026645	0.000241176669944364	0.000738713501375983	6.11019492132819e-07
A[Del(C):R5]T	0.000221608420441111	0.000889453609603267	0.00240554687901484	1.09983508583907e-05
A[Del(C):R6]A	0.000270569018319955	0.000219754605603423	0.00401231808180165	1.03873313662579e-05
A[Del(C):R6]G	8.94096632482878e-05	5.26067659953635e-05	0.000891562039202181	1.03873313662579e-05
A[Del(C):R6]T	0.00030291798477562	0.000182683315181478	0.00205223317034648	7.94325339772664e-06
A[Del(C):R7]A	5.77292763855065e-05	4.18075771815145e-05	0.00598975741453329	1.83305847639846e-06
A[Del(C):R7]G	7.58580691925364e-05	7.60706519474553e-07	0.00115918892087314	0
