hdp.1	hdp.2	hdp.3	hdp.4
A[Del(C):R1]A	0.00462252688464538	0.00257759880553759	0.00516613871800619	0.00140381457663998
A[Del(C):R1]G	0.000776672835635323	0.000140119120518653	4.46162251364331e-05	0.00149947306364753
A[Del(C):R1]T	0.00350339515982528	0.000238268283803505	0.00559577495952178	0.00132239974346706
A[Del(C):R2]A	0.000996778392129427	0.000428073863498543	0.000529152431573266	0.00168174978504434
A[Del(C):R2]G	0.000149706456991726	2.84134890871575e-05	0.000108539471464193	0.000300903757207828
A[Del(C):R2]T	0.000640511703064854	0.000264327755638598	0.00231994367071529	0.00179270311805146
A[Del(C):R3]A	0.000613015410331861	0.000389798544689437	0.00219073668330225	0.00221212879185381
A[Del(C):R3]G	4.76353188249626e-05	8.08329455980319e-05	0.00033240088090435	0.000355618309391819
A[Del(C):R3]T	0.000614582309281355	0.000265910456599561	0.00142597857136726	0.00239193521166306
A[Del(C):R4]A	0.000793964400692172	0.000881826549233973	0.0004755929541337	0.00084994142494459
A[Del(C):R4]G	9.19857175172303e-05	0.00025566129921628	0.000156696984425356	0.0002093974792517
A[Del(C):R4]T	0.000394071108896773	0.000439770491064477	0.000560703905582304	0.00106485766306211
A[Del(C):R5]A	0.000757671203197047	0.00200130366143226	0.000500121874320815	0.000947649736673735
A[Del(C):R5]G	4.07870954974801e-05	0.000502749634894011	6.20225551223958e-07	0.000164301335376711
A[Del(C):R5]T	0.000324157191302613	0.00195677767553682	0.000272299024263164	0.000259854703167773
A[Del(C):R6]A	0.000475462362450929	0.00414847458621924	0.000232344494398833	0.000889466250345514
A[Del(C):R6]G	2.47363235173875e-05	0.000992685736164194	1.36049475752352e-06	1.31399020614772e-05
A[Del(C):R6]T	0.000181871631366104	0.00170038512840819	9.26937089942128e-05	0.000176757962530991
A[Del(C):R7]A	0.000332715482011523	0.00462197263510372	0.000185447439815963	0.000424891873059926
A[Del(C):R7]G	2.31694245678938e-05	0.00100340736651367	8.20298309683299e-07	6.89056464103864e-05
A[Del(C):R7]T	4.83034381739853e-05	0.000729777068939961	0.000167741000692312	0.000287290818672137
A[Del(C):R8]A	0.000446192371922316	0.00257310279953772	6.41633336379108e-05	0.000815672560368258
A[Del(C):R8]G	1.72597498497527e-05	0.000289594207477428	4.60167344456485e-07	4.44654285760388e-05
A[Del(C):R8]T	0.000195480586201554	0.000619742622805854	2.85303753563021e-05	0.000133816762594084
A[Del(C):R(9,)]A	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0
G[Del(C):R1]A	0.001537278991687	4.46879289262556e-05	0.0024689978757675	0.00100425643475458
G[Del(C):R1]G	0.000226619720147075	0.000342663105627347	0.000521429623096735	0.00127104900621081
G[Del(C):R1]T	0.00201826924637092	9.70005364271072e-05	0.00675473642744921	0.00193645364660402
G[Del(C):R2]A	0.00184320606932343	8.33889742596711e-05	0.00173245002277528	0.00428224152222717
G[Del(C):R2]G	0.000107726291228134	3.59546918726731e-05	0.000788566770191648	0.000330757614691504
G[Del(C):R2]T	0.000714617274193954	0.000143456482566084	0.00200232816666109	0.000986491287167461
G[Del(C):R3]A	0.000493795875540182	0.000115219962151777	0.00197513827878646	0.00139598319501134
G[Del(C):R3]G	0.000138189352022859	1.32275735376667e-05	0.000432997463857706	0.00106664468974247
G[Del(C):R3]T	0.00034082040601931	0.000173788245286307	0.000917273575708542	0.00150467646486388
G[Del(C):R4]A	0.000251356043664463	0.000711338936647901	0.00087235724143442	0.000919372667437436
G[Del(C):R4]G	7.92357732733808e-05	0.000417771281610251	0.000351027654716914	9.8496705852833e-05
G[Del(C):R4]T	0.000283211019769652	0.000410799383706263	0.000210016374554771	0.0011574676927914
G[Del(C):R5]A	0.000213519808625166	0.00215860209934364	0.000431576947272645	0.000886365233459005
G[Del(C):R5]G	4.34675266953449e-05	0.000753692882511471	0.000325498370737502	0.000105276895316555
G[Del(C):R5]T	0.000330981553224773	0.00185089364563578	0.000299588948517018	0.000768211234122202
G[Del(C):R6]A	0.000187542692031022	0.00340233292358797	0.000230303752262548	0.000563386440787896
G[Del(C):R6]G	0.000100551962027914	0.00114284365507765	6.43033845688323e-05	0.000402869397204891
G[Del(C):R6]T	0.000109285236375853	0.00182881930797138	1.22044382660198e-06	0.000483180478604639
G[Del(C):R7]A	0.000177560670804553	0.00215903283441529	1.69861771931981e-05	0.000601176799116704
G[Del(C):R7]G	2.83314419192715e-05	0.000642593285308699	2.60094585997144e-07	7.56858358741086e-05
G[Del(C):R7]T	3.62136594773843e-05	0.000773695351090896	4.50763924808896e-05	0.000334489346876963
G[Del(C):R8]A	0.000314970550253551	0.00156002225858543	9.4754458406344e-05	0.00060122935872495
G[Del(C):R8]G	2.49192609581913e-05	0.000315221274725084	2.60094585997144e-07	0.000124513711934558
G[Del(C):R8]T	0.000180638792091121	0.000502853144872471	7.37268114922673e-05	0.000365604634958541
G[Del(C):R(9,)]A	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0
T[Del(C):R1]A	0.00227152624865939	0.000319441810620985	0.00379906156672936	0.0040666945688107
T[Del(C):R1]G	0.000407680063732223	0.000116986309848716	5.58002923343103e-05	0.000297066905805876
T[Del(C):R1]T	0.00517778178649387	0.0020281394581058	0.0116111425080845	0.00272947301581829
T[Del(C):R2]A	0.00104676008247774	0.000176603048894095	0.00275084037060918	0.0035958130385356
T[Del(C):R2]G	0.000169813667876599	1.99106452114367e-05	0.000114961807010738	0.000698674872412865
T[Del(C):R2]T	0.00285702150485293	0.000292088464055147	0.00443735368804219	0.00286171299016499
T[Del(C):R3]A	0.00145125862550033	0.000178386091748851	0.00144018373721788	0.00151187713119357
T[Del(C):R3]G	2.61043774225292e-05	6.44433091700029e-06	0.000568446721334681	0.000107116481605162
T[Del(C):R3]T	0.000815988477804598	0.000302320926280612	0.00202577669395252	0.00128597593495265
T[Del(C):R4]A	0.000963157672030392	0.000905847542299724	0.00141641509351291	0.00056217756979824
T[Del(C):R4]G	0.000106541174763796	0.000234356608327202	3.39723543863962e-05	0.000640649064909382
T[Del(C):R4]T	0.000539760895992588	0.000659457064218704	0.000527571856781437	0.000552979638355206
T[Del(C):R5]A	0.000249685745291906	0.00251852132008967	0.000645774842479216	0.000435771711966829
T[Del(C):R5]G	9.4157105401554e-05	0.000478995764353317	3.96144061749496e-05	0.000198202282695322
T[Del(C):R5]T	0.000571576103088907	0.00295731681393769	0.000273779562675763	0.000678754780887666
T[Del(C):R6]A	0.000337766146138063	0.00459250902058994	0.000475232823168473	0.000336907088856275
T[Del(C):R6]G	8.42943912016954e-05	0.000932015532660621	8.6271373447668e-05	0.000347944606587916
T[Del(C):R6]T	0.000426458989720825	0.00212881292925244	6.04219730547211e-05	0.000249395341126837
T[Del(C):R7]A	0.000109332959186498	0.00399835005762142	0.00013256820975516	0.000536108004108269
T[Del(C):R7]G	3.47899289598241e-05	0.000945001026409955	4.5256457963503e-05	0.000245978966590853
T[Del(C):R7]T	0.000230246653756056	0.00152412433024933	9.07930177888491e-05	0.000374171851102624
T[Del(C):R8]A	0.000244237391076662	0.00214708911851368	2.02073486043935e-06	0.000364553442793623
T[Del(C):R8]G	6.41553651097259e-05	0.000410777680001102	4.20152792764617e-07	9.51328909250948e-05
T[Del(C):R8]T	7.31749763215321e-05	0.000628325603439092	4.70170982379452e-05	0.000213759926736111
T[Del(C):R(9,)]A	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0
A[Del(T):R1]A	0.00311777098841258	0.001415253536615	0.00339217359785059	0.00154604087655341
A[Del(T):R1]C	0.0016336313463782	0.000124454053939841	0.000824299764852486	0.0013277082638999
A[Del(T):R1]G	0.00141063855984011	0.000247834609232109	0.000877038943982369	0.000938924841704914
A[Del(T):R2]A	0.00251305139333109	0.000949201528116476	0.00264970359120798	0.00147629427641108
A[Del(T):R2]C	0.000616244653852138	0.000284916224257367	0.000667042576703444	0.00129280868402462
A[Del(T):R2]G	0.000809251607701953	0.000219194065998653	0.000149474357844974	0.00442646508725394
A[Del(T):R3]A	0.00199275345027967	0.00114930301163668	0.00358336312583434	0.000967832626240164
A[Del(T):R3]C	0.000627785620226327	0.000235961012993325	0.00132916336354879	0.00314337993075482
A[Del(T):R3]G	0.000973958934839592	0.000353005755894398	0.00081035469358787	0.0014067053550935
A[Del(T):R4]A	0.0039353184113649	0.00225568611155983	0.00431458904345154	0.000699726064577783
A[Del(T):R4]C	0.00210809948360737	0.00144765883793598	0.00160752459239327	0.000605539246601115
A[Del(T):R4]G	0.00116499334584944	0.00113880676591772	0.00223751369423004	0.000955743916343605
A[Del(T):R5]A	0.00415688746738544	0.0107956399840742	0.0028078210922184	0.00182176858141144
A[Del(T):R5]C	0.00182700417510963	0.00432099232999574	0.00116406332326814	0.000886102435417776
A[Del(T):R5]G	0.000595715891473238	0.00642679766226186	0.00136577667834685	0.00199952517649911
A[Del(T):R6]A	0.00535594694623325	0.0231632626377933	0.00117966899842797	0.00284578742886648
A[Del(T):R6]C	0.00245234797819131	0.00763189923035139	0.0007368879766816	0.000935455907560684
A[Del(T):R6]G	0.00302225378290766	0.0125512543640537	0.00151295019946954	0.000870281993335757
A[Del(T):R7]A	0.00769888242722033	0.0318575899565697	0.00132498184289699	0.00110701046887533
A[Del(T):R7]C	0.00688520850573199	0.019858820102544	0.000580491101393933	0.00172915855168215
A[Del(T):R7]G	0.00329013782665866	0.0263933616352876	0.000313694077988401	0.00276957599690992
A[Del(T):R8]A	0.0115734019778242	0.0490717601607553	0.00167867046530141	0.00162603660030368
A[Del(T):R8]C	0.00854157977138228	0.0342477722594957	0.000497380877529922	0.00141763775360865
A[Del(T):R8]G	0.0065020341052657	0.0334068788981952	0.000603739555926908	0.00133690619534293
A[Del(T):R(9,)]A	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0
C[Del(T):R1]A	0.0013865226328611	0.000152343315071574	0.00233704989156357	0.00230762960003662
C[Del(T):R1]C	0.00181418264664981	0.000574879394722529	0.00158107497372494	0.00193808299445964
C[Del(T):R1]G	0.00191569701869239	0.000190266366050761	0.000965431088669706	0.00299321712999626
C[Del(T):R2]A	0.000892734711122692	0.000109503540115557	0.00120661879899244	0.00216414186952529
C[Del(T):R2]C	0.00169712654594068	0.000141556573606616	0.000610902160679753	0.00063796852488884
C[Del(T):R2]G	0.000652521943743715	0.000138474647473771	0.000539476185909768	0.00078224464952386
C[Del(T):R3]A	0.00118437676077287	0.000172362478808815	0.00158037471907034	0.00085367315713005
C[Del(T):R3]C	0.000422871825120715	0.000225342892622309	0.00182484362263181	0.00155849750370769
C[Del(T):R3]G	0.00120340225461647	0.000119335318553436	0.00166510553227787	0.00111352786029782
C[Del(T):R4]A	0.00176448729316536	0.00175997515520107	0.00331224453084609	0.00121890987483087
C[Del(T):R4]C	0.000953406311055371	0.00187418005175763	0.00126640053922009	0.00143650665296893
