hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22	hdp.23	hdp.24	hdp.25	hdp.26
A[Del(C):R4]G	0.000203781471581689	0.000116197613717316	0.000123563264913409	0.000733948873809892	0.000205398452282623	0.000281864793558743	0.000142459802243659	0.00064317248083245	0.000759099727197859	8.97661131727229e-05	0.000174747518265161	3.77582758351227e-05	1.14461041528395e-05	7.38529388721394e-05	0.000218441808663805	0.00180071633999735	0.000623764736628657	0.000875329909248798	1.50616316819148e-05	8.03008633992882e-05	0.000432064887097174	0.00163515713029373	0.000349284660579989	0.000428687726374175	2.14498928072674e-05	0.000270808154155461
A[Del(C):R4]T	0.000470649463306807	0.000338464639514214	0.00100662654501786	0.00230379999347662	0.000397531354201596	0.00104184603600451	0.000190169184455229	0.000605727204113184	0.00071977527504852	0.00030733424741718	0.000374351888479237	0.000113869199701613	0.000158916368390137	0.000127705184075746	0.000388565151013513	0.00370172509699501	0.00173017260555875	0.00258635445243902	1.50187210503424e-05	0.000470497632652236	0.000833575186920027	0.00172710462290117	0.00100485138350058	0.00141269890931492	0.000310131951419937	0.00230889394719509
A[Del(C):R5]A	0.00207368032103198	0.000570692166878157	0.0020489572608106	0.000830426687875951	0.000548916540884508	0.00339563122720094	0.00098090028002638	0.000475998153704131	0.000608264886047577	0.00075288899931671	0.000376539777648335	3.9916785389906e-05	0.000267763368357853	0.00045990064495497	0.000610356873965589	0.00762585216065502	0.0025482937305314	0.00379937428436053	1.34739383137358e-05	0.00122343923793491	0.00214263594527325	0.00544953776629109	0.000344255116926259	0.00100049581384199	0.000250590939143845	0.00039722472931923
A[Del(C):R5]G	0.000521532874748329	5.62033547438838e-05	0.000121714698242809	0.000207086555721851	5.17051405871655e-05	0.000963765670005566	0.000171670192259216	0.000305500281304872	0.000258524392127447	8.51466892973323e-05	0.000138836423816821	0.000448094070474148	3.0233647269643e-05	0.000113233851704183	0.000101792562796759	0.000915967018568593	0.000305397924534274	0.000306603212715912	1.66493250500939e-05	0.000113183442562973	0.000326690211943389	0.000892706709064496	0.00015502425234519	0.000259692607371508	3.6037981114477e-05	0.000108710456957805
A[Del(C):R5]T	0.00203571355214848	0.000260171654932631	0.000464139312277742	0.000884610536848268	0.000272037991639011	0.00199542142754926	0.000946985461000357	0.000559507767878635	0.000538316787263551	0.000559243974148779	0.00054495997445842	0.000194453556413523	7.64666840803978e-05	0.000509964152030563	0.000224157833415911	0.00326344468705547	0.00118134546002017	0.00194593176197993	1.08134791562465e-05	0.000293384438938591	0.00345428859036714	0.00401475961479014	0.000209520500911456	0.000682748974254758	0.00159507238150163	0.000356206227689468
A[Del(C):R6]A	0.00475052266634921	0.000522407785998653	0.00103319223700986	0.000154598488644356	0.000111554889454753	0.00336545785496178	0.00163939350241014	0.00132562926676742	0.000150755121728027	0.00106888084247386	0.00105107816342101	0.000101856624788036	0.000288693387380188	0.0012975522085849	0.000806943293871343	0.00288911796678035	0.00108458149514985	0.00101016533496359	1.36455808400254e-05	0.000522903905803334	0.00354937469571657	0.00383606693323443	0.000258552836144806	0.000556433428182284	0.00268696377631792	0.000317271589629883
A[Del(C):R6]G	0.000954480436055102	6.8245102451389e-05	0.000226330154782574	3.48191137862875e-05	3.80246211979363e-05	0.000851275143793286	0.000194206895216718	0.000355264832495091	1.49189204505168e-05	2.83088084591487e-05	0.000274499057789581	0.000210970846919691	1.96218928334391e-05	0.000130664792555455	0.000128741315658538	0.000529926263392761	0.000138040861656484	0.000144215656917991	3.81904620994421e-06	7.53020779709903e-05	0.00089464846276035	0.00205709405302398	0.000267360252929349	5.88498412409733e-05	1.19946503859279e-05	0.000280972030665491
A[Del(C):R6]T	0.00210604349991209	0.00046579047686975	0.000341962472367283	0.00011393677979693	0.000179926083339503	0.00197712543796421	0.000917269340800821	0.000404342517662649	6.69529262050291e-05	0.000643688266279363	0.000460577681072476	5.14601190959211e-05	6.57249555677331e-05	0.00023101144369957	0.000452163709638794	0.00154417588761337	0.000745112859511366	0.000747763562957464	5.27800768340605e-06	0.000297577084744183	0.00211955307582383	0.00493155169996923	0.000106957818108977	0.0001418435056336	0.000211905490151392	0.000166198202932523
A[Del(C):R7]A	0.00501627617223561	0.000466288281290114	0.000403837278547303	4.1332257359427e-05	7.60941039121514e-05	0.000758368134050415	0.00203448911061199	0.000468619883202643	2.99915855010961e-05	0.00064658596051431	0.000711124754655916	0.000368542044418873	0.000137629968835571	0.000383123788614472	0.000198554027554627	0.000797274920210618	0.000177486724512548	0.000154379573251555	0.000187390728076701	0.000147530748630414	0.000728774891099354	0.00137060494123916	0.000283157592314473	0.000126072982345263	0.00108767705819421	0.000279802378209972
A[Del(C):R7]G	0.00097882043673805	8.53143217517952e-05	3.50333199670037e-05	2.74924889920109e-06	6.8211935501961e-06	0.000219203037687337	0.000219938967343098	0.000101700485290786	1.40021470945881e-05	5.34874218790261e-05	7.08025244999694e-05	1.88322137968052e-05	2.13115558274296e-05	0.000122667260550453	8.06719136037927e-05	0.000109610633251514	3.21104937986784e-05	1.27756669822993e-05	2.4888166311996e-06	3.65138063034634e-05	0.000432857051927424	0.00196033120496342	1.95123432202655e-05	3.55986526054557e-05	7.29404415360479e-06	7.39569903196739e-05
A[Del(C):R7]T	0.000762390354251559	5.61230352363427e-05	0.000146580901521516	4.8268905255935e-05	7.71259187865645e-05	0.000375885968602204	0.000743433127303464	0.000318705834514743	1.6063463584316e-05	0.00027335609039785	0.000166880571098497	0.000303661626786691	9.53548522886548e-05	0.000468175468663543	9.97751422960153e-05	0.000285830686399779	0.000127720233292819	0.000150934557392783	6.95152231472992e-06	9.66143942462821e-05	0.000733240690414297	0.000784275222879157	6.13661479660194e-05	0.000120274739010016	1.17785305591544e-05	0.000333431615509586
A[Del(C):R8]A	0.00208333895485703	0.000417727636609947	0.000201605575563308	9.24474645886684e-06	2.41915726533591e-05	0.000222361601177059	0.000962380147983449	0.00178804519879764	3.10507149681939e-05	0.000523566113880994	0.000581931249769563	0.000487885724875371	0.00014892513535123	0.000874764724509992	0.000387917583939201	7.71911667139131e-05	0.000220676096922018	1.26509171044051e-05	0.00018880677891859	5.85890761502448e-05	9.1043910792648e-05	0.00416799970323652	5.35760706932538e-05	5.81784248440538e-05	5.40839866500622e-05	7.78692761191695e-05
A[Del(C):R8]G	6.87030126696474e-05	9.41680028522852e-06	1.87987304163369e-05	7.78189194189783e-07	2.71636481068316e-06	3.46723167546495e-05	3.29993010402322e-05	2.51924731537307e-05	6.71920844717931e-07	4.79930607663099e-06	1.52274385071465e-05	2.36184741139334e-05	2.05442895050965e-07	0.000117456372893229	4.07718192557606e-05	1.32246101394452e-05	1.10676452737967e-05	1.22830649003579e-06	9.01123263020545e-07	1.86095892366656e-05	0.000110283225204669	0.000224266581379842	1.21737817982324e-06	6.93538208841094e-06	4.91672605909656e-06	3.37451455557865e-06
A[Del(C):R8]T	0.000351423092615354	8.02197701306181e-05	7.17139513622431e-05	8.0236423264874e-06	6.58567058973224e-06	0.000158775954914081	0.00021814045421293	6.10424481429447e-05	1.96793088080099e-05	0.000166798524399137	0.000210185920609065	9.87596328181294e-05	1.51524616880446e-05	0.000323223289718103	5.28763422602198e-05	1.86981936705992e-05	6.73326219448237e-05	1.63886153690061e-05	3.51867178893736e-06	3.5527724800689e-05	0.000213503977859285	0.0008662738471665	2.0941190849166e-05	4.56446719316178e-05	9.50927237803291e-06	3.37048127124927e-05
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	7.76829251058048e-06	0.000498430206417763	0.000106478931006095	0.0050164704713481	0.00197158288972528	3.30507516966729e-05	9.71619887229031e-06	0.00215443282946614	0.00158072225842117	0.000842148505473694	0.00205415782000884	0.00052752096554074	0.000121186151807206	8.74457232719893e-05	0.000879308914425779	0.0157111044773898	0.00973026876292343	0.00673434706864728	0.000363667602576148	0.000369730179813977	7.81562745059541e-05	0.000130392946591156	0.00291672381104617	0.00456083067776344	0.0035068143391831	0.00683637660545051
G[Del(C):R1]G	2.23091922804636e-05	0.000156840167165054	4.28002815426671e-05	0.000577756950148861	0.000213516143653277	6.01564695693169e-05	4.6203574654123e-05	0.000637699709619634	0.000612581123338223	6.43048277223249e-05	0.000350595733859219	5.18667948091411e-05	1.06411034212112e-05	0.00013509047796296	7.58649733983182e-05	0.00461827112651542	0.0010668215893616	0.000987024232614201	8.45339441976416e-06	7.45355255618993e-05	0.000156975478492208	0.000537453860510881	0.000506320730386672	0.00153225565969239	0.000317966295140475	0.00123000383336787
G[Del(C):R1]T	1.47901862484427e-05	0.000628776410309623	0.00107633539785433	0.00783171899014349	0.00727712338321366	5.76490691015721e-05	8.86475088408425e-05	0.00153709537387314	0.00535040888433329	0.00345993012734091	0.000800470315138424	0.000149875641695172	0.00126849248099968	0.000172546821644469	0.00152167054571797	0.0123944654108456	0.0271101311023102	0.00498253571281528	1.42892403136115e-05	0.000971221902318349	0.000112339024567764	0.000181435714394183	0.0055703396197066	0.00591423925010877	0.00295424997208002	0.00609942833706786
G[Del(C):R2]A	1.35086979445976e-05	0.000738627900299244	0.000103773166080984	0.00502027318725168	0.00202988940243287	0.000264188254510839	2.98234455762016e-05	0.0013679712335192	0.000852918098702712	0.000771345892114727	0.00183379551366573	0.000457666591108405	5.2224422464384e-05	9.85236641028102e-05	0.000459785075974935	0.0355820681039064	0.00580646695909102	0.0159877588254689	1.06847472615293e-05	0.000685168295573741	0.000358348086186729	0.000414670895305453	0.00275448102047978	0.00441377302224971	0.00193238140113834	0.00726871779699751
G[Del(C):R2]G	5.60578099784195e-06	0.00014108606947164	4.10187999528556e-05	0.000785900502077786	0.000352882930125091	2.49936663825284e-05	6.37772920119207e-06	0.000536087852202739	0.000379868741287948	4.47184704906687e-05	0.000178461527657148	0.000137080998102326	6.28781040220268e-05	2.09945510615335e-05	0.000119189701312427	0.00681735214812523	0.000617631334629679	0.00188455322269854	6.52241599900585e-06	8.135892165409e-05	2.69718961840372e-05	0.000314373920296271	0.000721139398306091	0.0010526897064083	0.000236543150403569	0.000902070928827334
G[Del(C):R2]T	4.09241244904773e-05	0.00065293581207242	0.000266685557825417	0.00647383707812679	0.00158105217513899	0.000118475729183769	7.15762693828838e-05	0.00365392782784071	0.00228726410937541	0.000382826034892835	0.00192675379237499	8.21172113232783e-05	0.000148652609061876	7.9986301899662e-05	0.000436024345632849	0.0227781724688136	0.00950012577124932	0.00666268306186926	1.30877426295841e-05	0.000287809839494074	0.000575023116614235	0.000929595771374972	0.00249570528410486	0.00380820006395416	0.00185257915510223	0.00673311108233736
G[Del(C):R3]A	3.33513173727516e-05	0.000365809459988173	3.05311656563504e-05	0.00299927349950848	0.00182896588639906	0.000285765429193641	2.13723852348973e-05	0.000895739764455472	0.000692232214659532	0.00037918433808405	0.000430629259884363	0.000238343250694117	0.000105631189753347	4.03418246761047e-05	0.000308764962317449	0.0226172949191974	0.00310755664613784	0.00950898267333432	1.08134791562465e-05	0.000275336268367738	0.000786990629757446	0.000801464322076976	0.000383028326184104	0.00253272818741657	0.00069493330299011	0.00154540666792514
G[Del(C):R3]G	1.08437183735126e-05	0.000141321732202557	2.6140819813677e-05	0.000641841977281266	0.000398092123155082	8.06829039212005e-05	1.38043200379703e-05	0.000762465599090749	0.000431356099575572	4.11379581040746e-05	0.000262263085029071	0.000178061396896038	4.5490926761285e-06	1.4257186303458e-05	0.000160546821577662	0.00582220216516848	0.000300151956157858	0.00186274278571336	1.08134791562465e-05	9.79027781075713e-05	0.000165866391919333	0.000600294249174042	0.000330966833977485	0.00100212002055939	0.00114170701488758	0.000296392621084809
G[Del(C):R3]T	7.40974844258979e-05	0.000223921078073073	3.24095479184111e-05	0.00394218822947517	0.000809431852067302	0.000201655462744435	7.39146616805161e-05	0.00119102568329432	0.000947556441407899	0.000334419367432516	0.000904259995783586	0.000471368434369203	1.25320165981088e-05	4.788360992078e-05	0.000370831775747721	0.0100026535171238	0.00323205852838174	0.00368444765967174	9.78362399850877e-06	0.000127517612729215	0.000556372541018654	0.000945589630558535	0.000646382090362016	0.0014014284282938	2.19901923742011e-05	0.00356315126366361
G[Del(C):R4]A	0.000140765550148007	0.000350734988897028	0.000192563997452675	0.00170657772586493	0.000414430687383832	0.00160627752611971	0.000205848446300689	0.00155878704600815	0.000625415950321225	0.0006027852563565	0.00033220125825236	0.000772777703359598	0.000230016380926346	4.87841215917861e-05	0.000294082624228707	0.00776662902340621	0.00128304366816532	0.00398640154039998	1.52761848397769e-05	0.000767416130115369	0.00506907471500518	0.00283548766317111	0.000587593583518533	0.00112027572284849	0.00320278777286952	0.00188264301498544
G[Del(C):R4]G	0.000124658576240845	0.000124669115183023	7.04989660101959e-05	0.000409228698468373	0.000210404997499341	0.00019550324068614	6.79906261170427e-05	0.000842274999530272	0.000543908535310272	4.90552223355388e-05	0.000297681229139929	0.000305820136341474	8.44412225780903e-06	2.81574624934075e-05	0.000149837058425569	0.00174939280922851	0.000402768489602297	0.000600811405512844	6.2649522095714e-06	5.60087095900651e-05	0.00197143979179209	0.0012681840505212	0.000186961854546375	0.00059570546587262	0.000211257130671072	0.000863660617730568
G[Del(C):R4]T	0.000137819392957062	0.000155047541672572	0.000352889886637842	0.00196041033587994	0.00061730567937577	0.000868072189928389	0.00012182893779299	0.000834896729028784	0.000876623238334583	0.000261056797849094	0.000249277557645815	0.000541347939790222	2.2233952499087e-05	4.7114880445531e-05	0.000288939447273109	0.00460015451717864	0.00120881658564014	0.00197200608581724	1.21437087349911e-05	0.000152817441066821	0.0019803737836692	0.00217359125959328	0.000788958222164225	0.0013527468584975	2.11797430238006e-05	0.00129311128884152
G[Del(C):R5]A	0.000993720172708516	0.000421556494013389	0.000236422732492218	0.000702748957387059	0.000549928168076596	0.00259621022444676	0.00063304409897768	0.00134479504449651	0.000488668669932232	0.000518014239411418	0.000514646905075457	0.000479595796875116	9.87928762466505e-05	6.94382353142806e-05	0.00041776793542242	0.00590863434667335	0.00182290661078231	0.00257672312212261	8.83959010391582e-06	0.000229303536608661	0.00803740009760428	0.00467959682473398	0.000392595889907222	0.000875868511310901	0.00184242152324388	0.000314098739290773
G[Del(C):R5]G	0.000457804880121497	5.75776126915922e-05	3.69266100247949e-05	0.000147091874512648	8.00800496335255e-05	0.000662960066336768	9.04313866923743e-05	0.000653918610541825	0.000444578135180953	3.99289539215883e-05	0.000282149917137074	0.000275569719827337	1.22888392937628e-05	9.02872768679991e-05	0.000419399306321169	0.00115119214777978	0.000374884538847786	0.000337600358657818	9.39742831435711e-06	6.99937925089749e-05	0.00167062536880538	0.000580422309080916	0.000140598606683811	0.000198453998544963	1.50743579174499e-05	0.000424046070109587
G[Del(C):R5]T	0.00108068950602832	0.000303253803092935	0.000202008086048035	0.000794462347815221	0.000215041435206758	0.00206470897858585	0.000511218413468831	0.00015383583210761	0.00028693867191679	0.000122521805436685	0.000210300717262999	0.0014498614831238	1.52614722037859e-05	0.000264983795580754	0.000305938082973815	0.00312152009592868	0.00119171102173182	0.00137255893217418	1.23582618928532e-05	0.000126877019636172	0.00772089554583474	0.00185057549602848	0.000498799276468139	0.000840368824706147	0.00258603581721471	0.00100622377449294
G[Del(C):R6]A	0.00161025821805279	0.00038343473741771	0.000266499210378784	0.00015893587875619	0.000291240963682164	0.00283785301640445	0.000882681298957538	0.000637190099344756	4.33502829732001e-05	0.000502878437049907	0.000721145827269932	0.00064045168282723	0.000101069518940787	0.000232636757447239	0.000176860530565153	0.00310766243381525	0.000815433549096718	0.00121514537791794	9.56907084064673e-06	0.000429575250287099	0.0129600152624076	0.0024832444117757	9.67729922101742e-05	0.000550658470964849	8.36924029180283e-05	0.000293636543459734
G[Del(C):R6]G	0.000688969887107765	8.82587819403342e-05	3.78583472579599e-05	5.86447611784654e-05	6.45220757880273e-05	0.000589203169103874	8.37495689239658e-05	0.000231274436920529	0.000119140676559604	5.09825316345428e-05	6.95127503292976e-05	2.77790794876462e-05	3.73151380806854e-07	0.000114883874613557	4.56161191001378e-05	0.000609932710023497	0.000253820057724187	0.000157645461080531	8.45339441976416e-06	5.11430811530178e-05	0.00356661086220436	0.000338338912524545	0.00010243122882062	0.000123565843660812	1.05358415552069e-05	0.000109745666602345
G[Del(C):R6]T	0.0011156575338543	0.000197591284342766	0.000193950422455625	0.00014585665356949	0.00014349628904528	0.00123319916950837	0.000345758457777528	0.000368957839011367	0.000183616606430292	0.000344218664490564	0.000301550551651944	0.000585362765059499	2.96131258723462e-05	0.000186134115119496	0.00011383481973638	0.00128808577708079	0.000834434738622855	0.000383524307296995	1.01698196826604e-05	0.000225208059418306	0.0062489934600499	0.000974731129898908	0.000250739897309978	0.000162521578250865	0.000159766581942292	9.30209809165286e-05
G[Del(C):R7]A	0.00166228922369346	0.000172360367391454	0.000124986959405685	1.00052896395829e-05	4.05548107160623e-05	0.000491190449302316	0.00096240616625658	0.000238586236516598	1.44804636281161e-05	0.000368680196482367	0.000458686912654737	0.00011214864860722	0.000140569060048443	0.000143112719129666	0.000254605939121572	0.000612889525950764	0.000136204211057889	0.000179315154613727	1.07276578931017e-05	0.00039734046189166	0.00452125563955545	0.000893669780155119	4.8717988754992e-05	8.19419080714406e-05	1.91266046694526e-05	0.000103574741578398
G[Del(C):R7]G	0.000635535427806062	3.10924757379084e-05	4.36574797971788e-05	3.84859553861206e-06	1.74309421501394e-05	0.000136668124651681	7.33064845460832e-05	0.000138015756617932	1.16048701825012e-05	4.65026082417468e-05	6.15985339521908e-05	2.32117984007133e-05	1.25907145681234e-05	0.000130593410532753	5.11951585096005e-05	0.000110004360698748	2.88387843990405e-05	3.74905370220429e-05	1.45037934714735e-05	3.54413526982562e-05	0.00116699281680249	0.000716757060347256	3.24062642234637e-06	2.64200411677994e-05	1.6263016964704e-05	8.79255983804158e-06
G[Del(C):R7]T	0.000582066399480964	0.000134055905981917	5.28779514565796e-05	1.68537074687225e-05	1.72021484171174e-05	0.000166084625586083	0.000237229735980598	0.000275455432055568	2.51059237657742e-05	0.000158758891323292	0.000150633468194642	9.81652606218847e-05	5.92849497147069e-06	0.000233199577241618	0.000273758980665665	0.000207038876076849	5.74304353842027e-05	5.78375619780784e-05	1.97388905233072e-05	0.000157737052067889	0.00196108899755997	0.00104728821795853	4.3619860415075e-05	0.000113861354062563	1.45880883072096e-05	0.000251502166498844
G[Del(C):R8]A	0.00105525863355784	0.000129573018302784	8.31780462791051e-05	6.48314535023416e-06	1.96605595091972e-05	0.000190940871200986	0.000344486814678259	0.000271046195329453	3.82083802377739e-06	0.000352084533807388	0.000313050475278406	2.65277696008153e-05	6.84418330369785e-05	0.000470218092697776	0.000326025115490474	0.000138527726876139	5.62144266545519e-05	5.30906691884609e-05	5.36382894655086e-06	0.000175680856348302	0.00126947884256016	0.000587232597507465	1.78948877043501e-05	0.000186108475084843	2.02612337600133e-05	2.42534831006529e-05
G[Del(C):R8]G	5.39729570464041e-05	1.9800082556803e-05	2.64687913197511e-05	1.08346522728464e-06	6.7830612613591e-06	5.89344818202811e-05	3.79135023778157e-05	7.24532869065079e-05	4.01728945719068e-05	5.55676922335067e-06	3.89295711723723e-05	2.69657280612061e-05	2.05442895050965e-07	0.000160200477179487	3.85676005605042e-05	2.34692439135514e-06	1.6423138685908e-05	5.54977020888566e-06	3.43285052579255e-06	2.7070456437478e-05	0.000297887481635058	0.000434680416982954	7.08708423934656e-06	4.48781705536317e-05	7.88837367723185e-06	7.07169185750745e-06
G[Del(C):R8]T	0.000219354816620684	5.82978403636089e-05	7.85491757047414e-05	6.73548334290794e-06	2.05757344412854e-05	0.000124830911145017	0.000125665006937716	0.000636370291511258	5.0223236020442e-06	0.000178286511509645	0.000138998489681199	2.6559052347986e-05	4.15791263310289e-05	0.00022700581404104	0.000226025815361043	1.19739464835257e-05	3.09225684115138e-05	1.86229176692405e-05	5.19218642026123e-06	0.000100803441214273	0.00104940061458397	0.000512173244382024	2.79996981359345e-05	2.55390497105698e-05	1.03197217284334e-05	2.32317177372108e-05
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	4.32704360923881e-05	0.00108317387395585	0.000863288089067759	0.00748146150410285	0.00200686198612695	0.000225644900440472	1.78225170946112e-05	0.00911639605031653	0.00886096183396216	0.000910354451954892	0.00464104639445994	0.000446905326081659	0.000833397970978885	0.000193379390423718	0.0031516591378277	0.0198911698220439	0.0107811614804269	0.0191070783427778	0.000361607892260673	0.000482924418889754	8.59869794140437e-05	0.000303659754413088	0.00273355697580216	0.0115708797029393	0.00758964204667421	0.00903600888016277
T[Del(C):R1]G	6.81910503020588e-06	0.000156549781253175	0.000270397598962346	0.0011860820894382	0.00018349257388367	3.33953606985636e-05	2.58426497871862e-05	0.00171359778472857	0.00179765019486502	2.31411721609303e-05	0.000428475134437011	0.000166236518465486	0.0010195334266072	8.59659190321349e-05	0.000277569663833735	0.00340781656447192	0.0016308418231852	0.00225590002268417	0.00018756237060299	7.35062580079085e-05	2.18407741415726e-05	0.000227749115234328	0.00052096927627816	0.00288884084660927	0.00021363444876558	0.00142949007629885
T[Del(C):R1]T	0.000338927607877558	0.00232122758951359	0.00102771362207885	0.00990047761335324	0.0109534035161698	0.000157338322268157	0.000132564727743595	0.00201812315942063	0.0195510174806244	0.00491674590396052	0.00276826728766704	0.00376434681530059	0.00640821670955112	0.000295480392048848	0.00402221344353729	0.0206087573949928	0.0538423755564609	0.0112903581508699	0.000172200364500069	0.00113929481597736	0.000201188327658481	0.00167955298780166	0.0127148349567824	0.0161208842764299	0.00495843718566384	0.00919342796753835
