hdp.1	hdp.2
A[Del(C):R1]A	0.0157422464978898	0.00135142040971249
A[Del(C):R1]G	0.0021003554257664	0.000287933817095164
A[Del(C):R1]T	0.00858804106881495	0.00172557678501519
A[Del(C):R2]A	0.00786487173172995	0.00167762533619481
A[Del(C):R2]G	0.000560784247946595	0.000509005754849231
A[Del(C):R2]T	0.00712112126801144	0.0055488606127925
A[Del(C):R3]A	0.00450531152570876	0.000623819083010712
A[Del(C):R3]G	0.000156056392698598	0.000425034438370344
A[Del(C):R3]T	0.00487968221917233	0.0016947347733326
A[Del(C):R4]A	0.0014390323742151	2.58892798795496e-05
A[Del(C):R4]G	3.76120089227416e-05	0.000624719579702174
A[Del(C):R4]T	0.00122663514735727	0.000371004636882589
A[Del(C):R5]A	0.00214877252617173	4.57002070917266e-05
A[Del(C):R5]G	0.000283607925009784	5.04278147219052e-05
A[Del(C):R5]T	0.000642182603782132	0.000623819083010712
A[Del(C):R6]A	2.77330681386563e-05	1.80099338292519e-06
A[Del(C):R6]G	0.000202569738890334	2.02611755579084e-06
A[Del(C):R6]T	0.000217902678232299	0
A[Del(C):R7]A	0.000241365162594502	0.000501351532971799
A[Del(C):R7]G	0	0
A[Del(C):R7]T	5.09382884179401e-05	0.000530167427098602
A[Del(C):R8]A	0.000692040383051813	5.40298014877556e-06
A[Del(C):R8]G	4.03390082016819e-05	3.91716060786228e-05
A[Del(C):R8]T	0	0
A[Del(C):R(9,)]A	0	0
A[Del(C):R(9,)]G	0	0
A[Del(C):R(9,)]T	0	0
G[Del(C):R1]A	0.00849933641302452	0.000681901119610049
G[Del(C):R1]G	3.20551047316936e-05	0.00124133468918119
G[Del(C):R1]T	0.00561432553435551	0.00042525956254321
G[Del(C):R2]A	0.00635540045161166	0.0017170220664463
G[Del(C):R2]G	0.00137168063730693	3.01666391639969e-05
G[Del(C):R2]T	0.00655514028558989	0.000119991184137391
G[Del(C):R3]A	0.00459458216248161	0.00153242024469647
G[Del(C):R3]G	0.00107273977295519	0.000242233610003438
G[Del(C):R3]T	0.00234645424748661	0.0020184633339134
G[Del(C):R4]A	0.00111755517619966	3.60198676585037e-06
G[Del(C):R4]G	0.000487875606847382	1.57586921005954e-06
G[Del(C):R4]T	0.00184720756817421	9.00496691462593e-07
G[Del(C):R5]A	0.000278977171517244	0.00110468431625174
G[Del(C):R5]G	0.000200048550877728	2.00360513850427e-05
G[Del(C):R5]T	0.000405911270029424	1.35074503719389e-06
G[Del(C):R6]A	0.000591810296346613	1.80099338292519e-06
G[Del(C):R6]G	0	0
G[Del(C):R6]T	0.000293126696077783	4.72760763017862e-06
G[Del(C):R7]A	5.96852672371824e-06	0
G[Del(C):R7]G	0.000154255544118166	0.00131472516953539
G[Del(C):R7]T	4.57930067595623e-06	0
G[Del(C):R8]A	2.64982005406456e-05	3.37686259298473e-06
G[Del(C):R8]G	0	0
G[Del(C):R8]T	2.91222941864183e-05	0.000561459687126927
G[Del(C):R(9,)]A	0	0
G[Del(C):R(9,)]G	0	0
G[Del(C):R(9,)]T	0	0
T[Del(C):R1]A	0.0122531795525272	0.00312697476110386
T[Del(C):R1]G	0.00239543732887436	0.000283656457810717
T[Del(C):R1]T	0.0129966727521628	0.00113485095541573
T[Del(C):R2]A	0.0100795553159455	0.00167222235604604
T[Del(C):R2]G	0.000460965783774066	0.00125664313293605
T[Del(C):R2]T	0.0132773478666273	0.000849393504222091
T[Del(C):R3]A	0.00573024873011876	0.00853873475262118
T[Del(C):R3]G	0.00048607475826695	0.00114993427499773
T[Del(C):R3]T	0.00424357104774708	0.0024392204129993
T[Del(C):R4]A	0.00256934784892753	0.0018710070006864
T[Del(C):R4]G	0.000476144364666281	0.000438992137088014
T[Del(C):R4]T	0.00116401706957481	0.0032433639584754
T[Del(C):R5]A	0.00174702893428559	2.70149007438778e-06
T[Del(C):R5]G	0.000407094684810851	4.27735928444732e-06
T[Del(C):R5]T	0.000879637352316267	0.000345340481175905
T[Del(C):R6]A	0.000737936295444543	0.00164543257947502
T[Del(C):R6]G	0.000234727749255195	0.00136177612166431
T[Del(C):R6]T	0.000253096404775603	0.000471860266326399
T[Del(C):R7]A	4.05962722846008e-05	3.44439984484442e-05
T[Del(C):R7]G	0.000126831192879013	9.00496691462593e-07
T[Del(C):R7]T	5.96852672371824e-06	0
T[Del(C):R8]A	2.40799181612081e-05	0.000595228313056774
T[Del(C):R8]G	3.51422737267203e-05	3.37686259298473e-06
T[Del(C):R8]T	0.000125544872464418	2.25124172865648e-07
T[Del(C):R(9,)]A	0	0
T[Del(C):R(9,)]G	0	0
T[Del(C):R(9,)]T	0	0
A[Del(T):R1]A	0.00857337701608857	0.00173458175192982
A[Del(T):R1]C	0.00221097898142152	0.00276790170538315
A[Del(T):R1]G	0.00557578737473426	0.00459095725724917
A[Del(T):R2]A	0.00439741496933258	0.00861144986045678
A[Del(T):R2]C	0.00294629118322029	0.000622018089627786
A[Del(T):R2]G	0.00435404024495245	0.00312314765016514
A[Del(T):R3]A	0.00348855241719672	0.00322062641701597
A[Del(T):R3]C	0.00256219590742239	0.00206461378935086
A[Del(T):R3]G	0.00331134891688219	0.00116929495386418
A[Del(T):R4]A	0.00332565279989248	0.00480482522147153
A[Del(T):R4]C	0.00258684180656602	0.00123660708155101
A[Del(T):R4]G	0.00223588214464807	0.00130932218938661
A[Del(T):R5]A	0.00419072900511554	0.00535795531420243
A[Del(T):R5]C	0.00240078842179908	0.000220171441062604
A[Del(T):R5]G	0.00085108103911227	1.57586921005954e-06
A[Del(T):R6]A	0.00168662332761624	0.000794012957697142
A[Del(T):R6]C	0.000842282607476444	0.00119113199863215
A[Del(T):R6]G	0.00155953487065431	0.00287483568749433
A[Del(T):R7]A	0.00206809450976837	0.00108734975494108
A[Del(T):R7]C	0.00221699896096182	0.00067717351197987
A[Del(T):R7]G	0.00170679283171708	0.00167987657792347
A[Del(T):R8]A	0.00234326417285841	0.00143674247122857
A[Del(T):R8]C	0.000319264726902342	0.00680415300069136
A[Del(T):R8]G	0.00104948309985932	0.00126542297567781
A[Del(T):R(9,)]A	0	0
A[Del(T):R(9,)]C	0	0
A[Del(T):R(9,)]G	0	0
C[Del(T):R1]A	0.0065953763881584	0.000755966972482847
C[Del(T):R1]C	0.00626705596553731	0.000700586425957898
C[Del(T):R1]G	0.010084186069438	0.00865557419833845
C[Del(T):R2]A	0.0059489746534164	0.00157789532761533
C[Del(T):R2]C	0.00516956738780533	0.0039419242668775
C[Del(T):R2]G	0.0021970867209439	0.00129468911815034
C[Del(T):R3]A	0.00405376160736952	0.00220419077652756
C[Del(T):R3]C	0.00446101065063013	0.00135232090640395
C[Del(T):R3]G	0.00189619064956197	0.00186965625564921
C[Del(T):R4]A	0.00340977815500696	0.000425484686716075
C[Del(T):R4]C	0.00279898176934093	0.000269248510747315
C[Del(T):R4]G	0.00215474105289545	0.000475237128919384
C[Del(T):R5]A	0.00286674512878177	0.00173300588271976
C[Del(T):R5]C	0.00151065469489972	0.00296713659836925
C[Del(T):R5]G	0.00130016122225548	0.00149640037703796
C[Del(T):R6]A	0.00116808184208493	0.000891941972893699
C[Del(T):R6]C	0.000601534878680947	0.00100833117026524
C[Del(T):R6]G	0.00121294869814598	0.000290635307169552
C[Del(T):R7]A	0.000908502382419766	0.00182170480682883
C[Del(T):R7]C	0.00109913506786266	0.000284331830329314
C[Del(T):R7]G	0.000897028404321584	0.00043246353607491
