hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6
A[Del(C):R1]A	0.0129000385389865	0.00477607785881778	0.000912002522498572	0.00488612754812522	0.00241394366126499	0.0103981654236008
A[Del(C):R1]G	0.00178175190889883	0.000253835680023361	6.22268512843968e-05	0.000509804710464491	0.000840173913050141	0.00120185377519382
A[Del(C):R1]T	0.00728122669529164	0.00568648432657146	0.000139833587832053	0.00460118702081972	0.00314140991610558	0.00937651057159596
A[Del(C):R2]A	0.0173422337739001	0.000946366998092043	0.000565107976705116	0.00117930310921273	0.000897677038465683	0.00275037077301084
A[Del(C):R2]G	0.00190668804692019	0.000270845581675477	2.77249161617369e-05	0.000584369800593005	0.00100609399044835	0.000734662221660966
A[Del(C):R2]T	0.00742060323215365	0.00139034255527435	0.000197643862439247	0.0028882391529729	0.001411374179503	0.00745842831946854
A[Del(C):R3]A	0.0107555635747936	0.00038213486104169	0.000991196594797998	0.000906066140663615	0.000620121979414647	0.0019483215077893
A[Del(C):R3]G	0.00125629306017658	0.000253681563464768	0.000327953435760682	0.000142376462010436	0.00118787435693519	0.000203067978588694
A[Del(C):R3]T	0.00478731139032261	0.000466088429330055	0.000573669720319583	0.00083088051659364	0.00136176288875474	0.00351525576218992
A[Del(C):R4]A	0.00506846458528249	0.000565642018160445	0.00108920018452901	0.00148373994709761	0.0010807599407714	0.000836476509399289
A[Del(C):R4]G	0.000892055277731354	0.000358697728094176	0.000569318939942971	0.000179031257622285	0.00090851873366395	0.000412681750251415
A[Del(C):R4]T	0.00258786805976363	0.000341750614669635	0.00107942120935361	0.00173144843791548	0.000669235241761566	0.00134063448124944
A[Del(C):R5]A	0.00370179840669457	0.000677405063243813	0.00222213023533865	0.000710641242169259	0.00159326947562092	0.000395237294149853
A[Del(C):R5]G	0.000296379809321818	0.000195288511820086	0.000502395877703857	0.000209018921118909	0.000662454393528021	0.000392945442166756
A[Del(C):R5]T	0.00191691966817666	0.000476785260100547	0.00314415024460227	0.00020772012914841	0.000907177887968051	0.000200248506005172
A[Del(C):R6]A	0.00113618241007949	0.00018902681312466	0.00514346953252543	8.74231306364505e-05	0.000277478439296985	0.000121666012829326
A[Del(C):R6]G	0.000140692906886188	7.02314865528993e-05	0.00117462845630948	0.000247867232058711	5.68135476290802e-05	5.61915939452964e-05
A[Del(C):R6]T	0.000764801967818107	0.000161114591957261	0.00244044236070119	7.94860685945146e-05	0.000200743755614552	0.000124600902419192
A[Del(C):R7]A	0.000206960416500918	0.000133830253065611	0.00470744567304323	0.000184673787183007	0.00106367373561795	9.93905306051193e-05
