hdp.1	hdp.2
A[Del(C):R1]A	0.00243694602657211	0.00419793435904032
A[Del(C):R1]G	0.000465162241085226	0.00039270370164653
A[Del(C):R1]T	0.00240658445172295	0.0028327286865669
A[Del(C):R2]A	0.00254607583805823	0.000954961855120593
A[Del(C):R2]G	0.000768777989576814	2.9233526177161e-06
A[Del(C):R2]T	0.00718452247114576	0.000791254108528491
A[Del(C):R3]A	0.000992193351674398	0.00121124243460704
A[Del(C):R3]G	0.000418474159005859	2.9233526177161e-06
A[Del(C):R3]T	0.00292530909372131	0.000246536070760725
A[Del(C):R4]A	8.90797148876264e-05	0.000639239772407254
A[Del(C):R4]G	0.000571141323105875	0.000100368439874919
A[Del(C):R4]T	0.000515001052630071	1.94890174514407e-06
A[Del(C):R5]A	0.000231148970785577	0.00125411827300021
A[Del(C):R5]G	0.000204510985304711	0
A[Del(C):R5]T	0.000634155912415449	0
A[Del(C):R6]A	1.68993671330224e-05	0.000848746710010242
A[Del(C):R6]G	0	0
A[Del(C):R6]T	2.86429951407159e-07	0.000662626593348983
A[Del(C):R7]A	0.000524739670977915	0
A[Del(C):R7]G	0	0
A[Del(C):R7]T	0.000464875811133819	0.001143030873527
A[Del(C):R8]A	1.66129371816152e-05	0.00124827156776478
A[Del(C):R8]G	9.30897342073266e-05	0.00024458716901558
A[Del(C):R8]T	0	0
A[Del(C):R(9,)]A	0	0
A[Del(C):R(9,)]G	0	0
A[Del(C):R(9,)]T	0	0
G[Del(C):R1]A	0.00124969387798943	0.00187484347882859
G[Del(C):R1]G	0.0010804137767078	0.000255306128613873
G[Del(C):R1]T	0.000532473279665908	0.00308121365907277
G[Del(C):R2]A	0.0021367674374974	0.00269922891702453
G[Del(C):R2]G	0.000186752328317467	9.74450872572034e-07
G[Del(C):R2]T	0.000267812004565693	0.000791254108528491
G[Del(C):R3]A	0.00213590814764318	0.00186802232272059
G[Del(C):R3]G	0.000432222796673403	0.000555436997366059
G[Del(C):R3]T	0.00231349471751562	0.000480404280178013
G[Del(C):R4]A	1.66129371816152e-05	0.000696732373889004
G[Del(C):R4]G	1.60400772788009e-05	0.000364444626341941
G[Del(C):R4]T	0	0.000658728789858695
G[Del(C):R5]A	0.00110647890228585	0
G[Del(C):R5]G	0	0
G[Del(C):R5]T	0	0
G[Del(C):R6]A	0	0
G[Del(C):R6]G	0	0
G[Del(C):R6]T	3.40851642174519e-05	0.000588568327033508
G[Del(C):R7]A	0	0.00102414786707321
G[Del(C):R7]G	0.00127260827410201	0
G[Del(C):R7]T	0	0.000320594337076199
G[Del(C):R8]A	1.46079275217651e-05	0.00085264451350053
G[Del(C):R8]G	0	0
G[Del(C):R8]T	0.000520443221706807	0.000635341968916966
G[Del(C):R(9,)]A	0	0
G[Del(C):R(9,)]G	0	0
G[Del(C):R(9,)]T	0	0
T[Del(C):R1]A	0.0055215101732758	0.00215256197751162
T[Del(C):R1]G	0.000506408154087857	0.00028746300740875
T[Del(C):R1]T	0.00135510010010727	0.00309193261867106
T[Del(C):R2]A	0.00372129792868181	0.00223246694906253
T[Del(C):R2]G	0.00127747758327593	0
T[Del(C):R2]T	0.00117608138047779	0.00434799979341641
T[Del(C):R3]A	0.0105887424436198	0.000983220930425182
T[Del(C):R3]G	0.00113512189742657	0.000691860119526144
T[Del(C):R3]T	0.00294278132075715	0.00146362521060319
T[Del(C):R4]A	0.00251456854340345	0.000547641390385483
T[Del(C):R4]G	0.00048492590773232	0.000616827402338097
T[Del(C):R4]T	0.00393497467243155	0.000190017920151547
T[Del(C):R5]A	1.51807874245794e-05	0.000848746710010242
T[Del(C):R5]G	0	0
T[Del(C):R5]T	0.000492086656517499	0.000241663816397864
T[Del(C):R6]A	0.00156591254434294	0.000533999078169475
T[Del(C):R6]G	0.0012723218441506	0
T[Del(C):R6]T	0.000490081646857649	0.000636316419789538
T[Del(C):R7]A	9.70997535270268e-05	0.000544718037767767
T[Del(C):R7]G	0	0
T[Del(C):R7]T	0	0.000648009830260402
T[Del(C):R8]A	0.000565126294126324	0
T[Del(C):R8]G	3.03615748491588e-05	0.000107189595982924
T[Del(C):R8]T	0	0
T[Del(C):R(9,)]A	0	0
T[Del(C):R(9,)]G	0	0
T[Del(C):R(9,)]T	0	0
A[Del(T):R1]A	0.00220006845675839	0.00583598627583391
A[Del(T):R1]C	0.00311062927228174	0.00333067308245121
A[Del(T):R1]G	0.00593969790233025	0.000256280579486445
A[Del(T):R2]A	0.00942526398100397	0.00157276370833126
A[Del(T):R2]C	0.000776511598264807	0.000721093645703305
A[Del(T):R2]G	0.00441388555118432	0.00189628139802518
A[Del(T):R3]A	0.00397049198640603	0.00121514023809733
A[Del(T):R3]C	0.00261367330659032	0.000905264860619419
A[Del(T):R3]G	0.00152667164100016	0.000621699656700958
A[Del(T):R4]A	0.00537199373864126	0.00317865874632997
A[Del(T):R4]C	0.00163064571336095	0.00223539030168025
A[Del(T):R4]G	0.00163723360224332	0.0039757595600939
A[Del(T):R5]A	0.0049973433622007	0.00292822487207896
A[Del(T):R5]C	0.000282992791990273	0.00370193886490116
A[Del(T):R5]G	2.86429951407159e-07	0.00216522983885506
A[Del(T):R6]A	0.000724094917157297	0.0165071977813703
A[Del(T):R6]C	0.000879339950819977	0.0056586362170258
A[Del(T):R6]G	0.00297457504536334	0.00465495181827661
A[Del(T):R7]A	0.000978444714006854	0.016138855351538
A[Del(T):R7]C	0.000438237825652953	0.0146664600830817
A[Del(T):R7]G	0.00156906327380842	0.00988580410224328
A[Del(T):R8]A	0.00123594524032189	0.0333739679347196
A[Del(T):R8]C	0.00557192184472346	0.0262517065070906
A[Del(T):R8]G	0.00103028853521155	0.0192278646175914
A[Del(T):R(9,)]A	0	0
A[Del(T):R(9,)]C	0	0
A[Del(T):R(9,)]G	0	0
C[Del(T):R1]A	0.00119355360751363	0.00110210393687897
C[Del(T):R1]C	0.00121933230314027	0.00316501643411397
C[Del(T):R1]G	0.0106471741537069	0.00099199098827833
C[Del(T):R2]A	0.0024206195193419	0.000655805437240979
C[Del(T):R2]C	0.00550174650662871	0.000519382315080894
C[Del(T):R2]G	0.0015163601627495	0.000454094106618568
C[Del(T):R3]A	0.00250311134534716	0.00144803399664204
C[Del(T):R3]C	0.00158911337040692	0.0015016287946335
C[Del(T):R3]G	0.00175782061178573	0.000401473759499678
C[Del(T):R4]A	0.000629286603241528	0.00222564579295453
C[Del(T):R4]C	0.000580879941453718	0.00237181342384033
C[Del(T):R4]G	0.00061697011533102	0.000676268905564992
C[Del(T):R5]A	0.00198209526373754	0.00178519399855197
C[Del(T):R5]C	0.00314729230606186	0.00210773723737331
C[Del(T):R5]G	0.00161775636554763	0.00199372648528238
C[Del(T):R6]A	0.000930610912121859	0.00483912303319272
C[Del(T):R6]C	0.000926887322753566	0.00341642475923755
C[Del(T):R6]G	0.000321087975527425	0.00141880047046488
C[Del(T):R7]A	0.00139004455417894	0.0167167047189732
C[Del(T):R7]C	0.000325957284701347	0.0134347541801506
C[Del(T):R7]G	0.000397851202504543	0.0121231433056687
C[Del(T):R8]A	0.00366773552776867	0.0201068193046513
C[Del(T):R8]C	0.00259219106023479	0.0200883047380725
C[Del(T):R8]G	0.000760757950937414	0.0155951117646428
C[Del(T):R(9,)]A	0	0
C[Del(T):R(9,)]C	0	0
C[Del(T):R(9,)]G	0	0
G[Del(T):R1]A	0.00342312434926695	0.000580772720052932
G[Del(T):R1]C	0.000819476090975881	0.00139638810039572
G[Del(T):R1]G	0.00160171628826883	0.000908188213237136
G[Del(T):R2]A	0.00237880074643645	0.0044912440716845
G[Del(T):R2]C	0.00240400658216028	0.00330923516325463
G[Del(T):R2]G	0.0010884338153472	0.00205706579199956
G[Del(T):R3]A	0.0019004627275865	0.00218374440543393
G[Del(T):R3]C	0.00282906863004851	0.000841925553902237
G[Del(T):R3]G	1.40350676189508e-05	0.00123657815729391
G[Del(T):R4]A	0.0012044379456671	0.00100953110398463
G[Del(T):R4]C	0.000928892332413416	0.00069965572650672
G[Del(T):R4]G	0.00134793935132209	0.00253747007217758
G[Del(T):R5]A	0.00113855905684346	0.00426517146924779
G[Del(T):R5]C	1.0884338153472e-05	0.00359767262153595
G[Del(T):R5]G	0.000921158723725423	0.00213209850918761
