hdp.1	hdp.2	hdp.3
A[Del(C):R1]A	0.00302335075500217	0.0180078596581126	0.0016051841502928
A[Del(C):R1]G	0.000269983339273393	0.00160322036994971	0.000505335751018103
A[Del(C):R1]T	0.00442615844811477	0.019276722067863	0.000297256324128296
A[Del(C):R2]A	0.000896946458745048	0.00641023324694484	0.00214024553372373
A[Del(C):R2]G	9.62618646067646e-05	0.000654460012698648	0.000445884486192444
A[Del(C):R2]T	0.00112307457272284	0.00843347077249348	0.0018132635771826
A[Del(C):R3]A	0.00119732322703174	0.00228846918330627	0.00074314081032074
A[Del(C):R3]G	7.98020628248671e-05	0.000482250627668311	0.000267530691715466
A[Del(C):R3]T	0.000476123358088842	0.00301696834163847	0.00145655598822865
A[Del(C):R4]A	0.000922805300052833	0.00119206365698385	0.000951220237210547
A[Del(C):R4]G	0.00014191672830115	0.000284907780364576	0.00101067150203621
A[Del(C):R4]T	0.00025516033158041	0.00149704355739149	0.0021105199013109
A[Del(C):R5]A	0.00116620743736185	0.00126899853386899	0.000416158853779614
A[Del(C):R5]G	4.49408540280475e-05	0.000413458448063278	0.00068368954549508
A[Del(C):R5]T	0.000540325771127517	0.000373066709579589	0.000297256324128296
A[Del(C):R6]A	0.000738373680391135	0.00066647605990075	0.000118902529651318
A[Del(C):R6]G	3.16043225994882e-05	0.000308048880537523	0.000237805059302637
A[Del(C):R6]T	0.000569788064727991	0.000392903706144955	0.000475610118605273
A[Del(C):R7]A	0.000227025845429617	0.000864078780521935	0.000356707588953955
A[Del(C):R7]G	2.83933668485295e-05	0.000137386360492009	0
A[Del(C):R7]T	0.000144484657802892	0.000354603329120746	0.000148628162064148
A[Del(C):R8]A	0.000140375970600105	0.000321896415881655	0
A[Del(C):R8]G	4.57216716163821e-06	1.36124118664394e-07	0.000267530691715466
A[Del(C):R8]T	6.00561463797647e-05	0.000127931921704773	0.000178353794476977
A[Del(C):R(9,)]A	0	0	0
A[Del(C):R(9,)]G	0	0	0
A[Del(C):R(9,)]T	0	0	0
G[Del(C):R1]A	0.00109418849744958	0.00647054860643305	0.00392378347849351
G[Del(C):R1]G	0.000152518310422976	0.000507111841704381	0.000148628162064148
G[Del(C):R1]T	0.00408087840525615	0.0120907545934094	0.00258613001991617
G[Del(C):R2]A	0.00106978272844522	0.00452771093533555	0.00338872209506257
G[Del(C):R2]G	0.000135085618277004	0.000366013005248798	0.000208079426889807
G[Del(C):R2]T	0.000565984188669313	0.00617334015570916	0.00157545851787997
G[Del(C):R3]A	0.000405027202599149	0.00304724977058136	0.00273475818198032
G[Del(C):R3]G	8.9940164987842e-05	0.000602126476532128	0.00118902529651318
G[Del(C):R3]T	0.000334194103302317	0.00137666033681265	0.000891768972384887
G[Del(C):R4]A	0.00073924218337709	0.0017594537334168	0.00127820219375167
G[Del(C):R4]G	5.01101169925298e-05	0.000382583022966218	0.000624238280669421
G[Del(C):R4]T	0.000359460024302384	0.00101193432323122	0.000653963913082251
G[Del(C):R5]A	0.000736377793721488	0.000981838518086515	0.00163490978270563
G[Del(C):R5]G	6.35134563430857e-05	0.000342315033681314	0.000178353794476977
G[Del(C):R5]T	0.000242445948925444	0.000477770906672265	0.0021105199013109
G[Del(C):R6]A	0.000653064139496678	0.000622235721334822	0.000802592075146399
G[Del(C):R6]G	4.79597370032662e-05	0.000263907541330624	0.000297256324128296
G[Del(C):R6]T	0.000403498971383478	0.000533829293722238	0.000921494604797717
G[Del(C):R7]A	0.000378437649644526	0.000125617811687478	0.000624238280669421
G[Del(C):R7]G	2.85687376437704e-05	3.9302745534374e-05	0
G[Del(C):R7]T	0.000129799441449028	0.000233440488589557	0.000237805059302637
G[Del(C):R8]A	0.000112588050544669	0.000406973990046901	0.000326981956541125
G[Del(C):R8]G	0	0	0
G[Del(C):R8]T	0.000128062435477118	4.45373366430139e-05	5.94512648256592e-05
G[Del(C):R(9,)]A	0	0	0
G[Del(C):R(9,)]G	0	0	0
G[Del(C):R(9,)]T	0	0	0
T[Del(C):R1]A	0.00130792791739214	0.00733971347902508	0.00222942243096222
T[Del(C):R1]G	8.18480554360111e-05	0.00112266510630477	0.000267530691715466
T[Del(C):R1]T	0.00425472514477652	0.0192988236747661	0.0100175381231236
T[Del(C):R2]A	0.000858014142201564	0.00468878289247516	0.000564787015843762
T[Del(C):R2]G	0.000161407939543641	0.000646465814457084	0.000178353794476977
T[Del(C):R2]T	0.00264280865581476	0.00985297308192578	0.00318064266817277
T[Del(C):R3]A	0.000997818069969573	0.00363804082050471	0.00107012276686186
T[Del(C):R3]G	5.53086084228856e-05	0.000808948512462856	0.000178353794476977
T[Del(C):R3]T	0.000334887235493031	0.00314107641310076	0.00169436104753129
T[Del(C):R4]A	0.000789569426116109	0.00275318454950663	0.00133765345857733
T[Del(C):R4]G	0.000156142640191288	0.000208789648191423	0.000208079426889807
T[Del(C):R4]T	0.000552969170365362	0.00106546822662597	0.00356707588953955
T[Del(C):R5]A	0.000606194206720981	0.00121931323055649	0.000475610118605273
T[Del(C):R5]G	2.34495806207856e-05	0.000236534218559202	0.000118902529651318
T[Del(C):R5]T	0.000406384238514704	0.00118008473454139	0.000505335751018103
T[Del(C):R6]A	0.000706840341208768	0.000756416977578279	0.000802592075146399
T[Del(C):R6]G	3.00343364325695e-05	0.000187046913964756	0.000326981956541125
T[Del(C):R6]T	0.000506587770519264	0.000408570354711238	0.00124847656133884
T[Del(C):R7]A	0.000213259238003205	0.000148362914424311	5.94512648256592e-05
T[Del(C):R7]G	6.1363076353822e-05	3.53798959328638e-05	0.000208079426889807
T[Del(C):R7]T	0.000206724588132919	0.000170835768923814	0.000445884486192444
T[Del(C):R8]A	9.90761483208689e-05	0.000359132549796306	0.000802592075146399
T[Del(C):R8]G	1.83513010734246e-05	4.28295976997697e-05	0.000208079426889807
T[Del(C):R8]T	2.97796312299577e-05	0.000187257287602691	0
T[Del(C):R(9,)]A	0	0	0
T[Del(C):R(9,)]G	0	0	0
T[Del(C):R(9,)]T	0	0	0
A[Del(T):R1]A	0.00284953324394767	0.0137479914886291	0.00187271484200826
A[Del(T):R1]C	0.00113097460949893	0.00495828389759091	0.00196189173924675
A[Del(T):R1]G	0.000542613942455898	0.00643206260561066	0.000445884486192444
A[Del(T):R2]A	0.00114773087143468	0.00749761745667578	0.00148628162064148
A[Del(T):R2]C	0.000242312333081451	0.00422352302980014	0.000564787015843762
A[Del(T):R2]G	0.000294171982531265	0.00499657189969524	0.00071341517790791
A[Del(T):R3]A	0.00221663257040858	0.00681808585630312	0.00326981956541125
A[Del(T):R3]C	0.00129721359690194	0.00368421164657169	0.00107012276686186
A[Del(T):R3]G	0.00103756460806239	0.00411657897220944	0.000564787015843762
A[Del(T):R4]A	0.00334485135312515	0.00669568552378408	0.00104039713444904
A[Del(T):R4]C	0.00330910076386675	0.00274238124445263	0.00442911922951161
A[Del(T):R4]G	0.00157087554738027	0.00415575796854503	0.00187271484200826
A[Del(T):R5]A	0.00798509161178271	0.00599736879503574	0.00068368954549508
A[Del(T):R5]C	0.00611166803865085	0.0037028111511492	0.00071341517790791
A[Del(T):R5]G	0.00269781662858866	0.00406367618972851	0.00178353794476977
A[Del(T):R6]A	0.0147755239624233	0.0054520432007463	0.00074314081032074
A[Del(T):R6]C	0.0074060172458972	0.00431230070500909	0.000802592075146399
A[Del(T):R6]G	0.0065065696655724	0.00352776790946667	0.00074314081032074
A[Del(T):R7]A	0.0170901888073715	0.00427679705987744	0.00154573288546714
A[Del(T):R7]C	0.0169754921317888	0.00702693737909394	0.00163490978270563
A[Del(T):R7]G	0.0108758453436022	0.00262535162716089	0.000594512648256592
A[Del(T):R8]A	0.0207051320626433	0.00523983807466839	0.0013079278261645
A[Del(T):R8]C	0.0173508232130605	0.00814581575991586	0.00353735025712672
A[Del(T):R8]G	0.00838271148603049	0.00404804666592186	0.00169436104753129
A[Del(T):R(9,)]A	0	0	0
A[Del(T):R(9,)]C	0	0	0
A[Del(T):R(9,)]G	0	0	0
C[Del(T):R1]A	0.00102373536820911	0.0137321515911845	0.00175381231235695
C[Del(T):R1]C	0.00108075175413803	0.00818459875881534	0.00214024553372373
C[Del(T):R1]G	0.000738678491535244	0.0124339234965623	0.000505335751018103
C[Del(T):R2]A	0.000233952991841634	0.00659955714616726	0.000862043339972058
C[Del(T):R2]C	0.000758178053767984	0.00454305583598499	0.000564787015843762
C[Del(T):R2]G	0.000401256730501469	0.00545891128127891	0.000653963913082251
C[Del(T):R3]A	0.0009808906127337	0.00751001712639412	0.000832317707559228
C[Del(T):R3]C	0.000473613885518847	0.0055793192516975	0.00074314081032074
C[Del(T):R3]G	0.000913656790234432	0.00611642789918757	0.000564787015843762
C[Del(T):R4]A	0.00191471921991596	0.00583689083405029	0.000594512648256592
C[Del(T):R4]C	0.00165364638723886	0.00409908083550113	0.000891768972384887
C[Del(T):R4]G	0.001716024108908	0.00792347557445739	0.00115929966410035
C[Del(T):R5]A	0.00211104682518817	0.00579824395926949	0.000386433221366785
C[Del(T):R5]C	0.00280728558427511	0.00330847195429833	0.0013079278261645
C[Del(T):R5]G	0.00137433081636157	0.00386070275388002	0.00148628162064148
C[Del(T):R6]A	0.00383105018095009	0.00400485819554561	0.00107012276686186
C[Del(T):R6]C	0.00363965801091538	0.00395879874375753	0.00163490978270563
C[Del(T):R6]G	0.00166831907710735	0.00350499805689008	0.00184298920959543
C[Del(T):R7]A	0.00802258755800326	0.00303265974004451	0.000951220237210547
C[Del(T):R7]C	0.0128746548598362	0.00642186567163071	0.00772866442733569
C[Del(T):R7]G	0.00747515091867824	0.00224747107374853	0.000445884486192444
C[Del(T):R8]A	0.0101811640441968	0.00453644762876983	0.00276448381439315
C[Del(T):R8]C	0.012940331222654	0.00554828295264202	0.00178353794476977
C[Del(T):R8]G	0.00776194480132401	0.00196213017118821	0.000237805059302637
C[Del(T):R(9,)]A	0	0	0
C[Del(T):R(9,)]C	0	0	0
C[Del(T):R(9,)]G	0	0	0
G[Del(T):R1]A	0.000641978199940377	0.0046940174835838	0.000237805059302637
