hdp.1	hdp.2	hdp.3	hdp.4
A[Del(C):R1]A	0.00178417783937746	0.00485157438264036	0.00142181674234356	0.00371090111321733
A[Del(C):R1]G	0.000447623355930242	0.000184521758672702	0.000315528419561928	0.000847759241675516
A[Del(C):R1]T	0.00504645503850877	0.00448308536896179	0.00116256631293306	0.0159693566437532
A[Del(C):R2]A	0.000617790460481633	0.000778591394846979	0.00154207692488633	0.00238188811009051
A[Del(C):R2]G	0.000193509504284985	0.000190911347079815	0.000137380631964808	0.000740961187785165
A[Del(C):R2]T	0.00284122982211854	0.001384565798207	0.000854925006395476	0.00562505084832901
A[Del(C):R3]A	0.00158303910920552	0.000422071129546491	0.00090297932767922	0.00169763854397416
A[Del(C):R3]G	0.000243680506309787	7.2908701363673e-05	0.000111246339086377	0.000412086783621578
A[Del(C):R3]T	0.00097348417070782	0.000492753285417164	0.000433849747789807	0.00180284655239717
A[Del(C):R4]A	0.000710452713969535	0.000987025057798903	0.00101268189974506	0.000842724097695574
A[Del(C):R4]G	0.000464245973922346	8.51888248777439e-05	0.000117984772384539	0.000749971445433482
A[Del(C):R4]T	0.000573076123329619	0.000667818623863852	0.000644072770543433	0.000528955125471813
A[Del(C):R5]A	0.00200156025248089	0.000847366911186291	0.000826705530574617	0.00113025731970806
A[Del(C):R5]G	0.00060538665283099	0.000216043159426083	3.67504348063712e-05	0.000584341709251176
A[Del(C):R5]T	0.000450932722126238	0.000801923202982431	0.000330980722630026	0.000439382564144422
A[Del(C):R6]A	0.000690647041468304	0.00128038735544644	0.000704952796030953	0.00117398357006019
A[Del(C):R6]G	9.03886431242398e-05	0.000105244795966025	5.4426933013059e-05	6.96969929855144e-05
A[Del(C):R6]T	0.000470511033591103	0.0010218308264251	0.000253411917171705	0.00150444801969112
A[Del(C):R7]A	0.00029109791356082	0.000776932149259284	0.000911429805919586	0.000157414501267664
A[Del(C):R7]G	0.0001847434732162	3.32275658821162e-05	6.46553040780215e-05	0.000444417708124364
A[Del(C):R7]T	0.000289935846041615	0.000165958682072064	0.000245063868970616	0.000505104443461561
A[Del(C):R8]A	0.000470258410217362	0.000597661113770264	0.000484691629428165	0.000519944867823495
A[Del(C):R8]G	2.0058295874971e-05	8.75689252323294e-06	7.4408107103483e-06	0.000310323873711169
A[Del(C):R8]T	7.38418121442573e-05	9.40950068497411e-05	7.20083176118466e-05	0.000241951918615113
A[Del(C):R(9,)]A	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0
G[Del(C):R1]A	0.00127991632305467	0.00139826630419075	0.000676499194406032	0.00538892909642751
G[Del(C):R1]G	0.000152635042413822	0.000200542649231524	0.000182310837050599	0.000478868693250283
G[Del(C):R1]T	0.00147716465327101	0.00358471265125196	0.00112683286208809	0.00732586948323787
G[Del(C):R2]A	0.000548849541787935	0.000835487736477473	0.00239717020920348	0.00245980033799066
G[Del(C):R2]G	0.000404273184996425	0.00012800077337053	0.000113660761440768	0.00072453071795588
G[Del(C):R2]T	0.00135749696113028	0.00102534126117747	0.000615955724761851	0.000832653809735689
G[Del(C):R3]A	0.000424078857497656	0.0006573001158452	0.00162279179583674	0.00257083851312728
G[Del(C):R3]G	0.000510753937027915	5.81546384129361e-05	8.68314075815276e-05	0.000237446789790954
G[Del(C):R3]T	0.000584343125798432	0.000302985068973602	0.000875535393584316	0.000852794385655458
G[Del(C):R4]A	0.000865260317397523	0.000427087255024972	0.000690100440335764	0.000394861291058618
G[Del(C):R4]G	0.000158192756636107	0.000141500804951646	6.49040627448375e-05	0.00126779625263384
G[Del(C):R4]T	0.000216498231295342	0.000576073859478943	0.000280431498246745	0.000293893403881884
G[Del(C):R5]A	0.000806702219364547	0.000378482875920131	0.000825351990769883	0.000373130669671499
G[Del(C):R5]G	0.000348544468749339	3.71304186140978e-05	0.000213961719187243	3.71010609048366e-05
G[Del(C):R5]T	0.000871778000440019	0.000183016067946593	0.000653437802705916	0.000116338326694452
G[Del(C):R6]A	0.000468313210239563	0.000818865422710771	0.000576388463875358	0.000733540975604197
G[Del(C):R6]G	6.99261498512844e-05	0.000107492668523134	6.35285736459727e-05	0.000207235925911301
G[Del(C):R6]T	0.000342910967514933	0.000539749603888173	0.000212908153068963	0.000910831045213738
G[Del(C):R7]A	0.000747285201860854	0.000187366789024868	0.000380615393091189	0.000591761921432143
G[Del(C):R7]G	0.000262778833364545	4.63394448964455e-05	4.34669188104024e-05	3.63060381711615e-05
G[Del(C):R7]T	0.000215816148186244	0.000100787439567205	0.000189210231839053	0.000188420387880991
G[Del(C):R8]A	0.00043208701844522	0.000420023731392009	0.000202306644003777	0.000947667098540683
G[Del(C):R8]G	8.43256821544752e-05	1.05355696699393e-05	3.14313891953356e-05	1.85505304524183e-06
G[Del(C):R8]T	0.000310499388664067	0.000165749676843794	0.000168812021160144	0.000487348935742818
G[Del(C):R(9,)]A	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0
T[Del(C):R1]A	0.0023844615000589	0.00209940206760597	0.00179763987288286	0.00135683879880545
T[Del(C):R1]G	0.000209980548252845	9.60400350964992e-05	0.000394128841844398	0.000465618314355699
T[Del(C):R1]T	0.0073637945081649	0.00548253557431071	0.00367347044789108	0.0180321756300621
T[Del(C):R2]A	0.00212820034973685	0.000844867379272694	0.00257664227087982	0.00274812858273682
T[Del(C):R2]G	0.000260833633386745	0.000116577997833648	0.000393616691648012	0.000181000175700024
T[Del(C):R2]T	0.00190735699641318	0.0023819216858604	0.00196443255898297	0.00799686867045963
T[Del(C):R3]A	0.000655128195120433	0.000570400860425899	0.00115944219673511	0.000344774858837088
T[Del(C):R3]G	0.00028607070842339	0.000107616365494967	0.000116228828854074	0.000327549366274129
T[Del(C):R3]T	0.00126973560109294	0.000677803955279774	0.000665948900360484	0.000747586377232457
T[Del(C):R4]A	0.00171450431289992	0.000711859011249327	0.00159939384829328	0.00234823214769826
T[Del(C):R4]G	0.000151119302171381	6.32944608632506e-05	0.000265923014826273	0.000314298987379544
T[Del(C):R4]T	0.000792858458483584	0.000588690950605939	0.000373459923204541	0.000627007929291738
T[Del(C):R5]A	0.000969240098028984	0.000844880175511159	0.000290257465585976	0.00118113877466326
T[Del(C):R5]G	0.000133940912757048	5.60176665891954e-05	0.000201970088160437	0.000240096865569871
T[Del(C):R5]T	0.000229356761018718	0.000467318628760546	0.000533799516830188	0.00159190052039538
T[Del(C):R6]A	0.000645250621207192	0.000914939581109845	0.000431106086023454	0.000441767632345447
