hdp.1	hdp.2	hdp.3
A[Del(C):R1]A	0.00133996204317203	0.0105959140753103	0.0092886159118306
A[Del(C):R1]G	5.02831825224156e-05	0.0012021439389785	0.00172017303645574
A[Del(C):R1]T	0.00120323385032085	0.0106171374781343	0.00588861127610405
A[Del(C):R2]A	0.000547513680116034	0.00611875866543622	0.00333489214062105
A[Del(C):R2]G	0.000143016273294655	0.000574735480227652	0.000465872825034764
A[Del(C):R2]T	0.000728859344782876	0.00745526214268755	0.00247232851660112
A[Del(C):R3]A	0.000622369736726442	0.00458628614264642	0.00296721886662855
A[Del(C):R3]G	0.000219996971420095	0.000724306905553037	0.000431193343945962
A[Del(C):R3]T	0.000757488352672293	0.00536266100848761	0.00305975646157469
A[Del(C):R4]A	0.000638444044754307	0.00280958868381172	0.000934930500373601
A[Del(C):R4]G	0.000218473238616385	0.000765052381728204	0.000294421716998802
A[Del(C):R4]T	0.000929090711805556	0.00218439786708782	0.000618037895118279
A[Del(C):R5]A	0.00281422718332454	0.000982501849115412	0.00120351954268381
A[Del(C):R5]G	0.000590006510416667	0.000206361257252457	4.98959880971528e-05
A[Del(C):R5]T	0.0029026251469651	0.000903419597182043	0.000154819112003577
A[Del(C):R6]A	0.00355448233259713	0.000219121228299833	0.00097297176789448
A[Del(C):R6]G	0.000856101764405327	4.51147995944194e-05	0.000101561337474346
A[Del(C):R6]T	0.00171160262009933	0.000157545838603834	0.000184721317636268
A[Del(C):R7]A	0.00557950176770174	5.30300757521497e-05	0.000245233473413666
A[Del(C):R7]G	0.000768927079212816	4.32155882174928e-08	6.19276448014308e-06
A[Del(C):R7]T	0.000940937197828762	3.60713691337483e-05	1.75166766724047e-05
A[Del(C):R8]A	0.00222716083338827	1.27645200566615e-05	0.000106515549058461
A[Del(C):R8]G	8.51358877790963e-05	5.00391021465706e-08	0
A[Del(C):R8]T	0.000256630941785338	5.39739951790055e-06	5.8388922241349e-06
A[Del(C):R(9,)]A	0	0	0
A[Del(C):R(9,)]G	0	0	0
A[Del(C):R(9,)]T	0	0	0
G[Del(C):R1]A	0.000503368350859265	0.00510156379700073	0.00459273107460211
G[Del(C):R1]G	6.34817131460971e-05	0.000611057044872133	0.000311938393671207
G[Del(C):R1]T	0.000367820514405327	0.0081425969752682	0.00135533074051131
G[Del(C):R2]A	0.000354557600705432	0.00526147057142403	0.00226142065202025
G[Del(C):R2]G	0.000302364386922029	0.000838396058447218	0.00167593900445472
G[Del(C):R2]T	0.000733516387295622	0.00632037985501261	0.00137373209782374
G[Del(C):R3]A	0.000535302356660953	0.00311550500928942	0.00301499162118966
