hdp.1	hdp.2
A[Del(C):R1]A	0.00967319574583501	0.0069161324433446
A[Del(C):R1]G	0.000908353460557899	0.000798268403939632
A[Del(C):R1]T	0.00558245190519475	0.00792027104295887
A[Del(C):R2]A	0.00736415451808217	0.0011596149352941
A[Del(C):R2]G	0.00161717175225397	0.000188320402616971
A[Del(C):R2]T	0.00687574663666433	0.00145749795442949
A[Del(C):R3]A	0.00446834769917319	0.0017304157749899
A[Del(C):R3]G	0.000470625268359415	0.00096193258321151
A[Del(C):R3]T	0.00299563504311162	0.00115621620776533
A[Del(C):R4]A	0.00229263816950117	0.00113301216800071
A[Del(C):R4]G	0.00053576754313523	0.000880332224997987
A[Del(C):R4]T	0.00214764847530617	0.000309006127411374
A[Del(C):R5]A	0.000708757651924345	0.0019205900289862
A[Del(C):R5]G	0.000176704294807284	0.000377104268078774
A[Del(C):R5]T	0.000680393398699874	0.000720468441053737
A[Del(C):R6]A	0.000302031543020378	0.000216931508904635
A[Del(C):R6]G	2.59993021271871e-05	2.68808450002895e-05
A[Del(C):R6]T	0.000189590246298893	8.96028166676317e-05
A[Del(C):R7]A	0.000184708744675013	0.000286914398474354
A[Del(C):R7]G	5.26201619145577e-05	5.02084748568626e-05
A[Del(C):R7]T	9.83273898524405e-05	0.000136041793719856
A[Del(C):R8]A	0.00011970290938558	0.000537956772758667
A[Del(C):R8]G	8.61084758498092e-06	2.73443078451221e-05
A[Del(C):R8]T	1.82374113463592e-05	1.69627401208723e-05
A[Del(C):R(9,)]A	0	0
A[Del(C):R(9,)]G	0	0
A[Del(C):R(9,)]T	0	0
G[Del(C):R1]A	0.00717767206008419	0.00122088472338097
G[Del(C):R1]G	0.00104808265455573	0.000375991957251176
G[Del(C):R1]T	0.00665709477976613	0.00229475903238104
G[Del(C):R2]A	0.00816024860123376	0.00426738049008044
G[Del(C):R2]G	0.00184645072914702	0.000286018370307678
G[Del(C):R2]T	0.00592840180288712	0.00339270251178941
G[Del(C):R3]A	0.00359434666929762	0.00187612849340526
G[Del(C):R3]G	0.00152187635098779	0.000402532929498588
G[Del(C):R3]T	0.00293899749632026	0.00131116728555435
G[Del(C):R4]A	0.00344785614075243	0.00104121562720087
G[Del(C):R4]G	0.000515286460235038	0.000124547915168008
G[Del(C):R4]T	0.00183317061913919	0.000721549854358346
G[Del(C):R5]A	0.00128911058722054	0.000566320698862421
G[Del(C):R5]G	0.000124948249639811	0.000146114386214217
G[Del(C):R5]T	0.000688822326969679	0.000665903415455448
G[Del(C):R6]A	0.000566739306543885	0.000305978170158468
G[Del(C):R6]G	0.00016839664608093	0.00024687120868082
G[Del(C):R6]T	0.000215832107512981	0.00044106214066567
G[Del(C):R7]A	0.000214103874018812	0.000209732386048236
G[Del(C):R7]G	5.51670323270168e-05	6.34635122190743e-05
G[Del(C):R7]T	5.32113996888786e-05	2.99705972991734e-05
G[Del(C):R8]A	2.87432517977532e-05	0.000172068305524842
G[Del(C):R8]G	0	0
G[Del(C):R8]T	4.77689801765403e-05	4.04757551153785e-05
G[Del(C):R(9,)]A	0	0
G[Del(C):R(9,)]G	0	0
G[Del(C):R(9,)]T	0	0
T[Del(C):R1]A	0.00820184748463726	0.00534972072037946
T[Del(C):R1]G	0.00105026568633784	0.000993417159137136
T[Del(C):R1]T	0.0127481627703061	0.0075622305465642
T[Del(C):R2]A	0.0099748482902821	0.00308199702061365
T[Del(C):R2]G	0.00142694478835196	0.000712157007369739
T[Del(C):R2]T	0.0122960629522088	0.00453869163944543
T[Del(C):R3]A	0.0101279182340595	0.00123716771799608
T[Del(C):R3]G	0.00134752184733486	0.000273165000744321
T[Del(C):R3]T	0.00369234054040558	0.00236814064947953
T[Del(C):R4]A	0.00425770029214271	0.00137481618291136
T[Del(C):R4]G	0.000244014441422276	0.0002521855826349
T[Del(C):R4]T	0.00321245254691513	0.00112476252936269
T[Del(C):R5]A	0.00245504663812423	0.000538482030649478
T[Del(C):R5]G	0.000137712921587969	0.000265069849721246
T[Del(C):R5]T	0.000921330371707095	0.00136554692601471
T[Del(C):R6]A	0.000425221239280158	0.00138260235870455
T[Del(C):R6]G	0	0
T[Del(C):R6]T	0.000679210923151232	0.000398732534170961
T[Del(C):R7]A	0.000143746578874629	0.000245295435008389
T[Del(C):R7]G	2.96528483736315e-05	4.04448575923896e-05
T[Del(C):R7]T	5.47577138678716e-05	0.000207693149530973
T[Del(C):R8]A	6.23073654476612e-05	4.4585125672894e-05
T[Del(C):R8]G	0	0
T[Del(C):R8]T	7.7831147009317e-05	8.24036938112323e-05
T[Del(C):R(9,)]A	0	0
T[Del(C):R(9,)]G	0	0
T[Del(C):R(9,)]T	0	0
A[Del(T):R1]A	0.0109974319208274	0.00508956357681344
A[Del(T):R1]C	0.0051601413749574	0.00186896026807185
A[Del(T):R1]G	0.00664141939877516	0.00156313658552833
