MutationType	SP117956	SP117975	SP2149	SP117113	SP117245	SP117402	SP117136	SP117378	SP116947	SP117369	SP117244	SP117162	SP117079	SP117344	SP118074	SP117598	SP117312	SP118038	SP117552	SP118073	SP117933	SP118012	SP117108	SP117812	SP117354	SP117370	SP116991	SP117629	SP124199	SP124195	SP117850	SP117127	SP117614	SP116948	SP117409	SP117593	SP117372	SP118077	SP117840	SP117363	SP117887	SP116946	SP117901	SP117454	SP124197	SP117919	SP117250	SP117983	SP117676	SP117011	SP117057	SP117126	SP117728	SP117618	SP117257	SP116963	SP117078	SP117944	SP117639	SP117834	SP117105	SP117785	SP117882	SP117778	SP117032	SP117710	SP117538	SP124207	SP117800	SP117724	SP124193	SP2293	SP2357	SP2144	SP2145	SP2147	SP2146	SP2148	SP2150	SP2152	SP2349	SP2155	SP2154	SP2158	SP2156	SP2159	SP2153	SP2160	SP2151	SP116341	SP116331	SP116351	SP116371	SP116361	SP116343	SP116333	SP116373	SP116363	SP116353	SP116345	SP116365	SP116375	SP116335	SP116355	SP116347	SP116367	SP116339	SP116349	SP116357	SP116359	SP116369	SP116377	SP116379	SP7692	SP5052	SP7785	SP3415	SP2799	SP9979	SP5393	SP11292	SP13036	SP7421	SP4875	SP8795	SP4820	SP4593	SP8085	SP11235	SP6730	SP10635	SP5381	SP10084	SP9251	SP3016	SP11045	SP2826	SP11171	SP5784	SP8564	SP5844	SP6519	SP6766	SP5448	SP12049	SP2714	SP2801	SP8891	SP9481	SP5808	SP6429	SP5017	SP8229	SP8157	SP5279	SP8660	SP11878	SP9433	SP2881	SP7378	SP9816	SP4265	SP2793	SP6825	SP4523	SP9930	SP5820	SP10470	SP9648	SP4535	SP11808	SP96163	SP11948	SP4557	SP96147	SP10150	SP4472	SP6813	SP96511	SP5636	SP5559	SP3631	SP5473	SP8394	SP6115	SP7291	SP2997	SP8831	SP2731	SP6223	SP7171	SP10563	SP8987	SP5980	SP12186	SP10944	SP2766	SP6673	SP117698	SP124201	SP2143	SP124191	SP117247	SP117362	SP117470	SP117586	SP117709	SP2157	SP3368	SP5666	SP2781	SP8532	SP12856	SP7456
1:Del:C:0	4	2	33	8	7	5	2	11	8	41	5	15	8	19	10	24	6	9	4	8	3	10	3	9	10	6	6	22	3	6	4	1	13	9	28	0	20	6	2	42	34	8	32	8	87	37	16	9	4	20	8	6	3	2	6	2	8	24	13	11	7	11	2	11	4	26	46	30	11	7	5	85	43	18	30	51	18	22	5	7	13	31	41	8	5	20	32	5	7	34	19	13	13	19	17	28	33	17	33	9	24	21	11	36	7	30	14	5	18	31	39	38	7	45	91	59	26	8	9	18	11	30	23	49	16	38	8	11	5	8	9	4	60	15	22	6	10	23	33	20	21	5	9	24	69	49	16	30	4	38	31	9	11	7	30	27	27	19	69	5	33	19	61	22	13	38	13	40	54	9	12	29	21	9	13	23	24	33	60	4	36	71	32	16	7	2	17	47	16	29	12	14	40	54	24	38	38	126	11	25	3	6	8	1	23	6	10	2	3	14	6	19	46	12
1:Del:C:1	3	1	15	3	7	6	4	5	6	8	3	8	7	6	11	27	1	2	4	1	5	8	3	5	6	3	2	9	11	7	4	5	8	10	14	4	2	6	11	29	15	10	11	9	26	11	6	7	4	5	4	3	5	4	1	2	7	13	11	7	3	4	1	17	4	19	14	6	6	6	5	25	18	10	15	22	3	3	7	1	8	19	29	8	1	5	13	6	0	18	4	5	12	9	9	10	21	5	20	2	10	7	4	13	7	15	10	5	10	16	36	17	3	14	34	38	15	7	3	13	4	20	10	27	14	30	6	4	3	12	6	2	29	4	23	2	3	17	12	14	10	5	6	13	35	27	20	17	2	12	12	9	7	1	19	16	7	10	24	8	24	7	22	10	11	21	11	18	31	7	6	7	11	9	18	9	11	11	29	2	16	16	14	7	4	4	6	25	5	17	9	12	19	20	5	14	23	58	4	16	4	5	6	3	12	5	3	2	7	11	4	9	11	5
1:Del:C:2	1	1	3	0	1	3	2	3	8	4	0	3	0	7	6	17	1	1	0	3	1	4	3	5	5	1	3	2	2	2	1	2	5	2	13	6	3	2	3	19	7	4	3	1	17	12	1	1	2	2	3	1	1	3	0	1	15	2	3	2	5	6	0	7	2	12	12	8	4	4	1	6	8	3	9	14	2	4	3	1	3	29	23	6	1	6	7	1	0	10	3	3	4	9	5	4	9	3	5	2	3	6	0	3	2	6	7	1	5	7	21	7	2	10	9	15	5	5	3	12	2	7	3	13	9	21	2	4	2	4	2	0	6	4	11	3	0	2	6	5	7	4	0	2	12	8	7	11	4	8	3	5	3	3	6	10	7	3	9	2	9	3	12	10	5	1	5	16	11	4	3	2	10	4	7	5	6	14	13	4	6	0	11	9	5	4	1	21	1	4	9	0	17	16	5	8	9	23	6	11	1	4	3	6	8	2	1	1	4	5	2	3	6	5
1:Del:C:3	4	0	1	1	1	2	1	1	3	2	0	0	0	2	8	8	1	2	1	0	0	2	1	1	2	3	0	3	1	0	1	1	3	0	3	1	3	0	0	9	4	1	1	0	4	5	3	2	3	3	1	2	1	0	1	1	2	4	2	2	3	6	1	4	2	6	3	5	2	2	1	4	3	1	2	3	4	0	1	1	0	8	5	1	0	3	4	1	1	3	1	1	1	1	3	2	1	2	6	0	1	4	1	3	1	5	3	2	2	4	4	5	1	4	7	5	1	2	4	5	3	3	4	8	1	12	5	3	0	2	6	0	8	3	3	0	0	3	4	3	3	2	2	6	2	1	1	4	0	5	3	2	2	1	8	5	4	2	6	1	5	1	6	9	3	2	1	6	6	1	2	3	5	4	2	3	4	2	4	0	4	3	2	3	2	1	1	6	1	3	8	1	7	8	2	7	4	12	1	7	0	0	1	0	6	3	0	0	1	3	2	1	0	0
1:Del:C:4	1	1	2	0	0	0	1	0	1	0	1	1	0	3	1	4	0	0	1	0	0	1	0	0	0	0	3	2	0	2	1	0	1	2	3	1	2	1	1	5	1	0	1	1	3	3	2	0	1	0	0	1	0	0	0	0	1	3	1	1	3	1	1	3	0	1	2	2	0	1	0	2	1	1	3	2	0	0	0	0	3	6	5	1	1	1	1	3	0	2	4	2	2	2	1	2	2	2	3	1	0	4	1	2	0	3	2	3	1	2	8	3	0	5	4	3	4	1	2	3	2	2	3	3	4	8	1	1	6	5	0	0	6	1	2	0	2	0	0	2	2	0	1	1	3	5	5	3	0	4	3	1	1	2	1	0	1	2	7	2	3	0	2	4	6	2	1	3	3	0	1	2	1	2	3	2	1	4	2	2	5	5	0	3	1	2	2	7	0	7	2	2	3	8	0	2	2	6	1	1	0	0	1	0	2	0	0	0	1	0	1	1	2	1
1:Del:C:5	1	1	3	0	0	1	1	0	0	0	1	2	0	1	7	1	0	0	0	1	0	1	0	1	1	2	1	3	0	1	2	0	3	3	6	3	0	1	0	3	0	0	1	1	3	4	0	0	0	0	0	3	1	0	2	2	1	0	6	1	1	0	2	3	0	2	1	12	2	2	0	5	3	0	4	2	1	1	0	0	6	1	2	5	0	1	4	0	0	2	3	4	3	2	1	2	1	0	6	2	4	5	4	0	1	2	4	1	0	2	5	1	2	6	5	8	1	0	1	1	0	10	2	2	4	8	0	0	1	3	0	0	4	3	2	0	0	1	2	3	5	1	0	0	2	1	5	0	0	4	1	9	0	3	4	3	1	1	9	1	1	0	5	5	4	0	1	2	4	1	0	1	4	2	3	4	3	5	2	4	5	3	10	1	1	4	1	5	2	0	2	2	3	4	2	3	1	4	1	3	1	1	1	1	1	0	2	1	3	1	4	2	1	3
1:Del:T:0	8	4	15	5	7	7	6	3	4	5	3	4	8	14	9	41	5	3	4	9	3	8	5	4	4	4	3	12	3	5	5	3	12	14	16	6	5	7	5	18	16	13	11	6	19	16	2	5	2	4	3	5	5	1	7	4	9	15	9	4	6	3	1	8	9	26	33	17	3	1	4	6	16	6	25	28	10	8	7	2	13	10	27	2	6	6	14	3	3	16	9	4	13	12	13	8	9	7	23	6	21	13	9	9	5	14	11	8	13	17	32	9	6	12	34	30	18	5	4	14	5	25	11	21	12	26	14	7	8	14	8	3	27	9	19	2	8	15	12	12	12	5	9	11	31	24	17	15	8	27	25	11	10	6	22	18	14	3	21	4	30	2	31	27	13	13	9	28	29	8	7	17	15	7	14	6	14	8	25	5	22	15	12	12	10	10	7	25	6	22	17	6	22	25	10	19	15	34	6	25	6	9	9	4	16	1	7	0	2	8	10	7	7	4
1:Del:T:1	4	3	7	3	8	5	2	3	5	4	4	2	4	8	2	35	1	1	2	6	0	3	3	3	3	0	4	7	5	3	4	1	5	4	12	3	6	5	4	13	13	13	5	4	8	6	9	5	1	1	2	6	2	2	1	1	5	5	9	14	2	6	1	8	2	19	11	9	2	3	2	3	11	3	8	11	8	4	2	0	3	8	14	3	3	4	7	0	1	10	9	2	8	5	4	3	14	3	16	6	4	4	6	8	5	6	4	6	4	6	9	11	4	6	15	10	6	3	10	7	3	21	4	15	8	16	4	5	2	8	7	1	13	7	7	3	6	5	15	10	9	3	1	9	21	16	16	4	2	10	12	7	9	2	7	7	8	4	12	1	15	5	15	10	6	13	11	8	14	9	3	14	9	5	10	4	10	5	4	4	19	6	15	4	3	5	5	19	2	17	8	8	8	6	9	12	2	19	8	15	6	9	7	5	7	3	8	0	5	10	7	6	2	2
1:Del:T:2	4	5	13	3	3	4	1	1	5	3	3	3	8	14	7	21	3	2	1	1	3	4	3	5	7	3	7	10	6	3	6	2	11	5	20	4	6	4	7	13	9	6	8	3	27	17	5	8	1	8	5	5	3	2	5	2	9	8	11	15	3	2	0	11	3	16	29	10	3	3	4	4	19	4	10	33	8	5	3	1	4	23	25	4	1	4	5	4	3	17	8	7	7	4	8	13	11	2	26	2	3	5	7	8	4	9	3	5	12	7	32	12	7	8	30	21	9	5	7	6	5	12	13	29	15	24	1	7	5	6	2	1	17	9	9	4	3	11	20	8	6	5	4	11	18	21	13	13	2	8	25	5	8	7	11	8	12	2	21	4	8	5	17	9	2	19	5	15	18	6	6	12	7	5	11	7	4	4	30	4	12	5	4	6	8	5	4	22	1	11	12	6	19	18	5	16	15	37	7	19	3	9	8	2	12	1	7	1	3	5	6	6	6	4
1:Del:T:3	2	1	16	4	6	3	1	7	4	2	1	2	0	7	5	9	3	4	1	3	2	5	1	3	5	2	2	14	4	2	2	1	5	6	18	3	6	5	5	16	22	2	7	3	36	15	1	1	2	1	1	7	2	2	3	1	7	12	10	7	6	7	2	6	3	10	27	18	4	4	1	1	15	6	11	26	5	1	2	2	7	26	37	5	1	1	8	1	2	9	4	10	6	5	11	5	17	6	19	6	8	14	1	14	1	9	7	4	7	25	20	11	3	11	46	35	15	1	0	10	2	28	13	28	12	35	3	3	6	7	1	1	39	11	13	4	8	12	21	5	9	2	2	4	27	30	10	19	3	19	20	8	6	3	13	16	8	7	19	7	16	3	25	11	6	14	4	18	15	6	6	5	11	7	8	12	9	8	32	6	6	7	12	3	11	5	4	28	3	15	4	3	20	30	4	13	23	57	3	13	2	4	3	0	18	3	2	2	9	3	6	5	2	3
