MutationType	SP111062	SP111006	SP110846	SP111086	SP111096	SP111021	SP111058	SP111092	SP111076	SP111098	SP111039	SP111052	SP111166	SP111014	SP111066	SP111094	SP111015	SP110853	SP111051	SP110855	SP111004	SP111078	SP110863	SP111013	SP111042	SP111040	SP111031	SP23496	SP111030	SP111019	SP111026	SP110860	SP110851	SP111059	SP111170	SP111054	SP111033	SP111113	SP110865	SP111061	SP111101	SP110859	SP111168	SP111067	SP111036	SP111116	SP111099	SP23502	SP111069	SP111043	SP111024	SP111011	SP111082	SP111074	SP110845	SP110857	SP111017	SP111080	SP23506	SP111075	SP111112	SP111001	SP111027	SP111117	SP110842	SP111173	SP111008	SP111070	SP110847	SP111077	SP111091	SP111072	SP111084	SP23504	SP23500	SP111029	SP111175	SP111049	SP23498	SP111002	SP110866	SP111035	SP111009	SP111114	SP111000	SP111045	SP110861	SP111047	SP111088	SP111056	SP111089	SP111038	SP110849	SP111164	SP111057	SP111119	SP111095	SP111064
T[Del(C):R3]T	0	2	2	0	2	0	1	3	1	1	4	0	5	0	3	5	1	1	1	6	2	2	1	1	0	1	2	0	1	0	2	1	1	3	4	2	2	3	1	2	0	1	2	0	3	2	0	5	4	1	0	3	2	1	0	1	0	0	0	1	3	4	3	2	3	1	0	0	1	8	0	1	4	1	1	1	3	3	2	2	1	2	1	1	2	1	1	4	0	3	4	2	1	2	0	2	0	0
T[Del(C):R4]A	2	5	0	3	2	0	3	3	1	0	0	0	2	0	1	3	0	2	1	1	7	0	2	0	0	1	2	2	0	0	0	3	1	5	1	2	0	1	3	2	1	0	0	0	1	2	2	2	1	5	2	0	2	1	2	0	2	0	1	3	0	1	0	0	1	0	1	2	1	1	1	1	4	0	0	0	2	3	2	0	0	5	3	1	0	3	1	0	2	1	0	2	1	2	1	4	2	3
T[Del(C):R4]G	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1
T[Del(C):R4]T	0	3	1	0	0	0	1	1	1	0	1	0	0	0	2	1	0	0	1	3	1	0	1	0	0	0	1	0	1	0	1	0	4	2	0	0	1	1	3	2	0	0	0	0	1	0	2	3	1	0	0	2	0	1	1	1	3	0	0	1	0	0	0	2	4	2	0	0	2	3	0	0	1	0	0	0	2	0	1	0	1	2	0	2	2	1	1	2	2	0	2	1	0	2	0	2	0	0
T[Del(C):R5]A	0	1	0	2	1	0	2	1	0	1	0	0	0	0	0	1	1	2	1	2	0	1	0	1	0	1	2	0	0	1	0	1	0	0	2	1	0	0	2	1	1	2	1	0	0	1	3	2	1	0	5	1	0	1	0	1	0	0	0	1	2	3	0	2	0	1	2	0	2	3	0	1	0	0	1	0	5	1	0	1	0	1	3	0	1	1	0	2	2	1	2	1	0	2	1	2	3	0
T[Del(C):R5]G	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	1	0	1	0
T[Del(C):R5]T	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	3	4	2	2	0	0	0	1	1	1	1	0	3	0	1	2	0	0	0	0	1	0	1	0	2	0	1	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	2	0	1	1	2	1	3	1	2	0	1	1	0
T[Del(C):R6]A	1	1	1	2	2	0	3	1	1	1	1	1	0	0	0	0	1	3	0	1	0	2	0	0	0	0	1	0	0	0	0	2	3	0	0	0	3	1	1	0	1	1	1	0	0	2	0	3	2	1	2	4	0	2	1	2	1	1	1	0	3	2	0	1	2	1	4	2	2	1	1	1	1	0	2	1	1	1	1	0	0	3	2	2	1	0	1	1	0	0	0	0	0	1	2	6	2	2
T[Del(C):R6]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
T[Del(C):R6]T	1	1	1	1	0	0	0	0	2	0	0	0	1	0	1	1	1	2	0	0	0	0	1	0	0	0	3	0	0	0	1	3	2	2	2	0	2	0	0	0	4	1	1	1	2	2	1	1	3	0	1	1	0	0	1	2	1	0	1	1	1	2	0	1	2	0	1	0	1	1	0	0	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	1	1	0	1	2	1	0	0	2	3	2
T[Del(C):R7]A	2	1	1	4	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	2	3	0	0	1	1	1	0	0	2	1	2	1	0	3	1	0	0	1	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	2	0	1	1	0	1	1	0	0	0	0	1	0	3	2	0	0	1	3	0	2	0	0	0	0	4	0	1	2	1	2	0	2	1	1
T[Del(C):R7]G	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
T[Del(C):R7]T	0	2	0	0	1	0	1	0	2	0	0	0	2	1	3	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	1	2	0	1	2	2	0	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	2	2	0	0	1	0	0	0	0	1	1	0	0	1	2	0	1	1	0	2	0	0	1	0	2	0	3	0	7	0	0
T[Del(C):R8]A	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	1	1	0	0	0	0	1	1	0	0	1	0	2	4	1	2	0	0	0	2	0	2	1	0	0	1	1	0
T[Del(C):R8]G	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R8]T	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
T[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R1]A	2	3	1	13	4	0	8	12	3	5	0	1	6	0	8	7	5	9	4	7	6	2	2	6	0	7	12	2	4	0	8	8	7	3	13	3	7	6	9	4	16	4	2	3	4	9	4	8	10	7	6	10	2	3	4	2	3	1	3	6	7	13	1	5	6	6	5	9	5	14	7	0	7	3	1	4	19	3	9	2	5	7	7	16	3	3	4	4	7	6	5	5	4	4	6	7	4	3
A[Del(T):R1]C	2	5	1	5	1	0	6	7	1	2	3	0	6	2	4	4	1	4	2	4	3	0	5	1	0	2	5	2	2	1	5	6	5	1	6	2	1	15	9	3	5	3	3	3	2	5	2	11	0	3	2	6	4	2	3	2	3	0	1	1	1	3	1	2	3	14	3	2	3	5	4	1	10	0	1	1	15	1	2	3	2	1	4	5	0	2	5	4	0	3	2	5	3	4	0	6	3	4
A[Del(T):R1]G	2	0	1	4	2	0	2	1	2	3	0	0	2	0	2	7	1	3	0	0	3	2	4	1	1	0	3	1	1	2	2	0	3	2	5	3	1	2	14	2	4	2	1	0	1	1	2	3	2	0	1	0	2	1	0	0	2	1	0	2	2	4	1	2	4	5	1	3	0	0	4	2	5	0	3	0	4	3	1	3	4	2	2	4	6	6	2	3	1	2	2	1	3	3	0	4	4	2
A[Del(T):R2]A	0	3	1	6	2	0	9	2	4	6	1	1	3	2	8	2	6	6	0	5	1	2	3	1	0	5	5	4	3	1	9	3	4	2	1	7	0	10	2	4	21	3	2	1	1	0	5	7	6	4	5	10	6	5	5	2	5	0	0	5	0	5	1	6	2	9	3	2	1	5	2	3	3	2	0	0	9	1	3	1	4	5	6	12	3	3	1	2	2	7	0	6	3	5	2	6	6	3
A[Del(T):R2]C	0	2	3	2	2	0	1	2	3	1	3	0	1	2	1	1	1	1	2	1	1	1	4	0	1	0	3	1	4	1	2	5	1	0	1	3	3	6	4	2	10	0	0	0	0	5	3	4	4	3	1	1	0	1	2	0	2	1	1	0	1	6	0	2	2	6	7	1	1	4	2	0	2	3	0	1	7	2	4	1	1	3	2	3	4	1	4	2	1	2	0	5	3	2	3	1	2	1
A[Del(T):R2]G	2	3	4	3	2	0	4	3	2	4	0	1	6	1	0	1	1	5	1	0	3	0	2	1	1	0	2	2	1	2	2	4	1	1	3	4	2	2	5	1	12	2	1	0	3	2	0	3	1	3	1	5	2	2	2	3	2	1	1	1	3	9	0	0	0	3	2	0	1	2	1	2	0	2	1	0	4	4	4	1	1	3	0	3	1	4	1	3	0	3	0	0	3	2	1	3	1	1
A[Del(T):R3]A	2	7	4	7	3	0	11	5	2	3	1	0	3	1	8	4	3	7	4	4	1	1	6	4	0	4	5	2	1	3	4	11	3	0	9	4	4	13	9	2	14	3	1	3	1	8	1	6	5	10	5	5	6	3	4	6	2	0	5	5	5	8	1	4	2	10	3	4	0	7	6	3	7	1	0	1	16	8	4	2	4	7	4	5	3	1	4	5	8	5	4	4	4	2	6	8	3	6
A[Del(T):R3]C	1	1	1	4	1	0	2	3	2	5	0	0	2	0	7	3	1	3	0	3	1	1	2	0	0	2	1	1	1	1	2	2	3	3	2	2	2	6	5	0	10	2	1	1	2	4	3	5	4	5	6	3	4	1	1	2	1	0	1	4	2	1	1	2	1	2	1	3	1	0	0	1	2	1	1	0	6	2	1	0	2	2	3	4	1	2	1	1	0	1	1	3	2	1	1	2	4	2
A[Del(T):R3]G	2	2	1	3	1	0	5	1	1	2	1	1	1	2	5	4	2	2	1	3	1	1	0	1	0	0	0	1	0	1	2	5	3	1	1	2	1	5	4	3	7	3	0	0	0	3	4	4	4	0	0	5	7	1	1	0	3	2	2	1	2	6	1	1	2	2	5	2	0	1	2	1	4	1	0	2	4	0	3	2	1	4	1	6	2	2	0	0	4	3	4	1	2	6	2	5	3	2
A[Del(T):R4]A	5	11	1	4	6	0	6	13	2	5	3	1	6	4	13	8	0	8	2	9	3	4	7	3	1	1	13	7	1	3	6	6	5	1	9	12	12	14	13	5	24	8	6	4	3	8	3	6	11	9	6	8	2	4	6	6	4	4	1	3	6	12	2	3	5	8	4	3	5	7	1	1	4	0	2	2	18	4	7	1	7	10	4	8	7	11	6	8	11	5	6	11	5	5	2	8	5	6
A[Del(T):R4]C	3	5	1	5	2	0	6	4	2	7	2	1	0	1	6	2	1	4	0	1	4	2	4	5	1	4	2	4	3	3	0	6	3	2	2	9	4	8	10	2	25	1	1	1	2	1	1	12	1	6	7	3	8	3	4	0	1	3	2	4	1	2	1	2	3	4	2	0	1	7	5	0	0	0	1	0	15	2	3	2	2	7	1	6	3	1	1	0	7	3	0	10	2	6	6	7	1	3
A[Del(T):R4]G	0	4	3	4	2	0	7	10	0	6	2	0	9	4	12	2	4	0	0	3	1	1	2	2	0	1	4	2	3	3	2	5	4	2	4	7	2	16	5	1	12	2	0	2	1	2	2	9	0	3	3	1	2	5	4	0	0	0	6	4	4	5	0	3	2	11	2	2	3	4	6	0	3	0	1	2	10	2	1	2	5	6	3	6	2	2	2	1	1	2	0	4	1	7	4	8	3	1
A[Del(T):R5]A	12	14	1	18	9	0	17	17	8	6	1	1	8	5	11	15	2	12	6	12	8	4	6	16	2	2	24	7	6	4	12	16	10	10	10	15	11	23	15	9	11	2	1	3	6	11	9	26	16	17	12	8	14	16	10	6	11	5	3	3	6	27	3	11	16	23	7	8	12	10	5	6	10	0	0	3	36	12	11	0	13	16	9	29	8	11	5	7	9	9	5	22	11	16	6	35	17	14
A[Del(T):R5]C	1	7	3	6	5	0	11	19	5	2	1	0	10	2	12	5	0	8	4	5	5	1	8	5	2	2	12	5	2	3	6	12	5	4	5	10	9	12	13	3	12	3	1	1	4	7	4	11	10	17	6	1	4	3	2	4	2	5	0	5	4	16	2	5	4	9	3	7	5	5	4	3	5	3	0	1	20	3	8	2	5	12	3	14	10	5	3	3	1	8	2	6	3	4	4	14	8	3
A[Del(T):R5]G	1	5	2	5	6	0	15	13	9	3	3	0	7	1	7	3	0	9	5	8	3	1	2	5	0	1	11	1	1	3	9	7	3	1	5	11	6	12	12	4	18	4	0	1	4	4	7	5	2	12	5	6	3	4	5	6	4	1	1	0	0	10	1	3	3	10	3	8	4	7	3	0	3	0	2	0	23	5	6	1	3	4	2	15	5	8	2	6	1	4	5	9	4	6	6	13	2	7
A[Del(T):R6]A	19	18	8	34	15	0	14	27	25	12	0	0	15	11	25	23	5	25	7	11	18	8	6	15	3	2	57	10	6	3	14	32	16	14	22	22	26	44	38	7	21	12	6	6	25	25	17	23	13	31	13	10	21	9	16	13	23	4	2	17	10	15	3	17	32	38	16	25	27	23	9	4	8	3	2	2	81	15	29	3	14	26	24	41	20	16	7	10	13	18	4	38	20	29	12	106	30	14
A[Del(T):R6]C	5	8	4	13	4	0	9	14	14	9	1	0	1	4	17	10	4	6	5	9	9	5	5	6	1	0	19	6	2	5	9	15	10	10	16	7	11	19	11	8	13	8	3	1	9	9	11	10	8	12	7	10	3	3	10	5	8	2	0	9	7	11	4	12	14	17	7	3	10	11	6	2	8	3	3	2	35	7	13	3	5	17	10	16	15	10	1	8	5	16	3	16	5	18	6	33	12	9
A[Del(T):R6]G	6	15	5	16	9	0	5	15	8	6	0	0	9	5	14	4	1	9	5	12	4	6	3	5	0	1	28	4	3	1	6	12	6	8	14	7	9	20	12	7	16	3	1	1	12	12	5	10	2	11	9	8	13	6	11	10	9	2	2	10	2	22	0	15	10	16	8	9	16	11	4	3	1	0	1	3	36	4	4	3	7	11	8	13	13	11	4	12	4	10	1	17	2	11	5	51	8	19
A[Del(T):R7]A	25	29	6	32	33	0	30	34	30	19	0	1	25	8	35	21	5	16	13	20	19	15	10	10	2	7	46	13	5	7	8	22	17	19	30	28	28	36	39	20	20	19	6	7	26	42	19	26	18	42	20	16	24	18	19	14	19	6	4	15	13	32	1	23	29	34	15	27	39	33	5	10	9	1	2	1	90	23	20	3	14	23	20	59	28	32	7	9	22	15	15	54	23	20	12	109	37	20
A[Del(T):R7]C	12	24	9	22	18	0	34	26	21	17	1	2	16	3	30	20	3	18	7	18	13	7	7	12	0	3	42	8	5	4	16	21	14	14	17	18	22	26	23	17	22	6	3	3	17	25	14	31	13	29	21	19	19	13	9	8	18	2	3	6	8	23	0	19	14	32	10	15	38	19	5	18	12	2	4	2	76	23	28	3	10	26	19	51	20	28	10	20	20	18	12	45	27	22	14	69	26	18
A[Del(T):R7]G	17	19	4	30	8	0	19	26	25	16	0	0	12	4	14	13	3	15	5	16	14	7	7	10	3	1	34	7	6	3	8	22	13	6	24	16	20	30	15	12	28	11	2	1	13	25	9	20	9	30	16	13	17	6	12	9	18	5	0	4	10	23	1	20	19	24	16	13	27	16	3	8	9	2	1	0	65	16	19	2	6	23	16	35	11	13	7	11	9	7	7	32	21	21	14	68	21	13
A[Del(T):R8]A	20	26	5	34	27	0	45	41	60	18	0	0	34	2	46	31	9	21	11	23	11	0	9	10	0	1	99	10	3	3	25	35	16	20	44	16	52	79	39	18	46	14	1	4	42	50	24	25	23	41	36	13	38	14	11	13	33	2	6	25	19	44	0	31	30	56	20	36	47	45	0	24	11	3	3	2	104	36	34	6	24	34	30	93	28	31	22	23	36	22	13	78	30	30	21	124	41	41
A[Del(T):R8]C	8	27	13	30	15	0	29	45	28	13	0	1	22	3	34	18	5	10	11	27	16	4	9	15	0	2	67	5	1	2	26	30	10	14	30	6	40	54	25	14	39	14	1	4	15	27	18	31	9	30	27	17	21	7	8	14	31	1	2	11	14	31	3	17	26	36	14	29	34	28	1	14	10	1	3	1	57	15	23	2	6	34	23	67	26	29	3	14	18	11	10	38	34	31	25	82	42	17
A[Del(T):R8]G	8	21	5	20	8	0	23	20	26	16	0	0	17	0	10	15	3	8	8	12	7	2	4	7	0	3	49	6	2	0	17	24	6	14	19	11	16	30	21	9	29	9	3	4	21	20	18	20	11	13	25	9	11	5	9	7	11	0	1	10	13	24	0	10	19	29	12	21	22	12	1	10	7	0	0	0	53	13	13	6	10	19	15	39	16	21	7	7	16	8	5	45	19	24	10	75	21	20
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	1	5	0	4	1	0	4	5	0	4	0	0	4	3	9	4	4	3	0	2	2	3	3	1	0	3	4	3	1	1	3	3	1	2	1	2	0	10	5	3	2	1	5	3	1	0	3	3	2	6	1	2	2	0	5	2	3	0	5	2	6	6	2	4	4	8	10	2	1	5	2	3	3	3	1	1	9	2	5	2	2	2	0	5	1	3	0	3	4	3	5	1	3	2	1	2	5	1
C[Del(T):R1]C	1	3	2	8	3	1	12	8	3	3	1	0	6	1	17	7	0	4	1	2	3	2	5	3	1	0	5	3	4	5	13	9	2	1	5	10	6	23	14	0	0	1	1	3	1	5	2	30	7	1	8	8	9	8	9	3	7	1	2	4	1	12	2	0	2	27	0	0	3	10	8	1	3	0	1	0	14	7	1	1	3	5	4	15	12	1	4	4	2	3	2	7	5	11	4	9	8	3
C[Del(T):R1]G	1	6	1	4	1	0	12	10	1	2	1	0	6	3	5	2	3	3	2	6	2	2	8	3	0	2	2	3	3	2	6	6	5	3	5	5	1	14	6	2	4	2	1	4	1	5	4	6	4	6	6	7	3	4	4	1	6	0	0	2	4	4	2	2	3	11	4	4	0	4	1	0	4	3	1	0	12	3	6	0	5	3	3	5	5	2	1	7	1	6	1	3	1	4	0	3	3	6
C[Del(T):R2]A	1	5	1	3	0	0	2	7	1	1	0	0	3	1	8	4	4	2	0	1	1	3	3	1	0	1	3	0	0	2	1	2	2	1	6	3	3	10	5	2	2	3	2	3	1	0	0	2	3	3	4	2	2	3	1	3	3	3	2	2	1	3	1	3	5	5	3	1	2	11	1	1	3	1	2	0	9	1	1	1	2	2	2	3	4	4	2	4	1	2	1	4	4	3	1	1	2	3
C[Del(T):R2]C	0	2	0	2	0	0	1	2	2	4	1	0	1	1	4	2	2	4	1	2	2	0	3	1	1	1	1	1	0	0	2	2	2	3	2	0	0	2	4	0	1	1	2	2	3	0	3	2	2	2	1	2	2	2	0	0	3	0	2	1	0	6	0	0	0	2	1	1	0	4	3	1	2	0	0	0	2	0	2	0	1	1	0	2	3	1	1	2	0	1	3	4	1	2	0	2	0	5
C[Del(T):R2]G	1	4	1	3	0	0	6	1	1	0	1	0	3	0	6	4	1	1	3	1	3	2	4	1	0	0	1	1	2	1	1	0	5	3	3	0	1	5	4	3	0	1	1	0	1	4	0	3	1	5	4	2	0	0	2	1	0	1	0	1	0	3	1	2	3	2	3	1	0	5	1	1	2	4	0	2	6	1	3	0	1	1	2	6	0	1	1	2	3	2	2	3	1	0	1	4	0	1
C[Del(T):R3]A	1	6	1	4	4	0	4	8	1	1	2	0	2	0	2	3	1	1	1	6	3	2	7	3	0	0	2	2	1	3	2	1	3	2	2	6	2	6	10	4	0	2	0	1	1	1	3	13	2	6	4	2	5	3	4	3	2	1	1	2	1	2	0	1	3	8	2	5	1	4	1	1	2	1	1	0	6	0	6	0	4	3	5	3	3	1	3	6	2	3	1	5	1	4	3	6	3	6
C[Del(T):R3]C	0	2	0	1	0	0	1	2	1	1	2	0	3	1	3	3	0	4	2	3	0	0	1	1	0	0	2	1	3	3	3	3	3	2	2	3	0	5	3	0	2	2	1	1	1	0	3	3	2	2	2	4	1	0	2	0	1	0	2	2	1	5	1	0	2	5	3	1	2	2	0	1	2	1	4	2	3	3	1	2	0	2	2	2	2	2	3	0	1	2	1	1	0	3	2	3	5	2
C[Del(T):R3]G	4	2	2	3	1	0	6	3	3	2	2	1	3	1	4	6	1	4	3	2	0	0	0	3	0	3	5	2	2	3	4	2	1	1	1	3	3	1	10	2	1	1	1	2	1	5	1	3	1	1	1	1	1	3	2	0	1	1	1	3	3	3	1	0	3	9	4	3	0	5	1	1	3	0	0	3	12	3	3	0	3	2	0	7	1	2	2	2	1	3	0	2	2	1	2	4	1	0
C[Del(T):R4]A	2	6	3	3	5	0	7	7	2	2	0	0	2	0	7	2	1	5	4	2	3	2	4	2	1	3	3	0	2	1	4	3	4	2	4	5	1	8	12	2	3	2	1	4	4	5	3	8	3	7	3	3	2	3	5	3	3	1	3	0	1	10	0	4	7	7	2	5	2	8	1	2	5	2	1	1	10	0	1	1	5	5	2	7	4	0	4	3	2	2	6	5	1	5	0	9	2	1
C[Del(T):R4]C	3	5	2	4	3	0	2	2	2	1	0	0	3	0	3	2	2	2	2	5	4	0	3	0	0	4	3	1	1	6	4	1	2	2	4	5	2	6	7	2	2	1	1	3	2	0	0	6	3	6	1	1	4	2	1	2	2	2	2	0	2	9	0	3	3	5	0	1	2	4	1	2	2	1	1	0	6	2	0	0	1	3	1	8	2	1	1	1	2	0	2	3	0	5	2	3	2	0
C[Del(T):R4]G	1	4	2	10	2	0	1	4	2	6	1	2	4	0	4	6	8	3	4	4	3	0	1	3	0	2	4	3	0	1	2	2	1	3	4	4	5	6	14	1	4	5	4	3	4	5	3	8	0	4	2	4	3	2	4	2	1	1	2	5	1	9	1	5	1	8	2	1	3	10	2	1	8	0	2	0	13	2	6	3	1	2	4	4	5	0	2	3	1	2	2	1	2	5	2	10	6	2
C[Del(T):R5]A	5	2	1	6	1	0	5	6	3	1	0	2	1	2	7	2	1	1	2	0	8	3	3	1	1	0	2	2	2	1	2	7	7	2	8	5	5	5	10	1	3	2	0	0	4	3	2	8	4	8	4	2	4	1	5	2	1	3	2	3	1	8	1	3	0	6	3	3	3	8	3	3	3	1	0	0	13	4	6	1	3	10	3	6	3	4	2	2	2	5	3	1	5	7	3	6	6	6
C[Del(T):R5]C	1	3	1	3	2	0	4	2	2	0	0	2	4	1	4	4	0	6	2	2	6	1	0	2	0	1	5	2	0	1	4	5	6	1	6	6	2	5	5	3	1	1	2	1	1	3	2	8	3	3	4	4	3	1	2	3	2	1	1	1	2	4	0	4	4	4	1	1	1	5	1	0	5	1	0	1	10	3	0	1	1	7	2	9	4	5	1	1	3	3	0	11	3	7	2	6	9	3
C[Del(T):R5]G	2	3	2	2	3	0	6	2	2	1	1	0	1	1	3	0	4	6	1	4	3	0	0	2	1	2	6	1	1	0	4	3	6	2	4	5	1	1	9	0	2	1	0	0	3	2	3	2	5	4	3	2	0	1	4	4	5	2	2	0	0	6	0	4	5	6	2	1	3	6	2	4	2	0	1	1	7	3	3	3	2	5	4	3	3	4	2	2	2	3	2	4	4	3	0	7	3	1
C[Del(T):R6]A	8	10	4	15	4	0	5	10	8	4	0	0	9	2	12	2	2	9	4	9	2	6	1	1	0	1	14	1	3	0	4	10	8	7	7	9	5	13	10	6	4	3	1	2	7	10	5	14	4	6	9	7	5	6	6	4	7	1	1	1	1	14	1	10	4	7	4	6	12	8	3	2	2	2	0	1	18	9	6	2	3	10	9	14	4	4	6	3	12	5	3	10	4	8	2	34	12	3
C[Del(T):R6]C	2	4	3	8	0	0	6	8	4	4	0	1	3	3	7	3	1	4	2	5	4	3	0	5	0	0	10	2	1	2	5	3	6	1	2	5	4	8	3	5	6	1	2	3	8	2	0	16	5	8	7	3	3	5	5	4	4	0	1	5	3	9	1	7	2	9	1	5	6	5	2	1	2	1	0	0	19	2	7	1	2	6	7	11	5	7	3	6	4	8	0	5	0	8	1	17	4	6
C[Del(T):R6]G	1	6	0	7	2	0	1	6	5	1	0	0	1	0	2	2	5	3	3	3	1	2	1	1	0	1	13	2	0	1	2	3	2	5	3	6	4	6	5	2	4	0	0	1	3	2	2	6	6	4	5	2	3	2	1	1	5	0	1	3	4	2	1	3	4	6	1	5	3	3	0	1	1	1	2	1	9	3	1	1	2	5	2	7	3	2	1	4	5	4	1	2	2	7	0	9	2	3
