signature	cluster_id	retained
C.H.All.1	1	TRUE
C.H.All.2	2	TRUE
C.H.All.3	3	FALSE
C.H.All.4	4	TRUE
C.H.All.5	5	TRUE
C.H.All.6	6	TRUE
C.H.All.7	7	TRUE
C.H.All.8	8	TRUE
C.H.All.9	9	TRUE
C.H.All.10	10	TRUE
C.H.All.11	11	TRUE
C.H.All.12	12	TRUE
C.H.All.13	13	TRUE
C.H.All.14	14	TRUE
C.H.All.15	15	TRUE
C.H.All.16	16	TRUE
C.H.All.17	17	TRUE
C.H.All.18	18	TRUE
C.H.All.19	19	TRUE
C.H.All.20	20	FALSE
C.H.All.21	21	TRUE
C.H.All.22	22	TRUE
C.H.All.23	23	TRUE
C.H.All.24	24	TRUE
C.H.All.25	25	TRUE
C.H.All.26	26	TRUE
C.H.All.27	27	FALSE
C.H.All.28	28	FALSE
C.H.All.29	29	FALSE
C.H.All.30	30	TRUE
C.H.All.31	31	TRUE
C.H.All.32	32	TRUE
C.H.All.33	33	FALSE
C.H.All.34	34	FALSE
C.H.All.35	35	FALSE
C.H.Biliary.1	36	TRUE
C.H.Biliary.2	37	FALSE
C.H.Biliary.3	38	TRUE
C.H.Biliary.4	39	TRUE
C.H.Bladder.1	1	TRUE
C.H.Bladder.2	10	TRUE
C.H.Bladder.3	40	TRUE
C.H.Bladder.4	41	TRUE
C.H.Bladder.5	8	TRUE
C.H.Bladder.6	21	TRUE
C.H.Bladder.7	42	FALSE
C.H.Bladder.8	43	FALSE
C.H.Bladder.9	44	TRUE
C.H.Bladder.10	45	TRUE
C.H.Bladder.11	46	FALSE
C.H.Bladder.12	47	FALSE
C.H.Bone.SoftTissue.1	8	TRUE
C.H.Bone.SoftTissue.2	48	TRUE
C.H.Bone.SoftTissue.3	25	TRUE
C.H.Bone.SoftTissue.4	49	TRUE
C.H.Bone.SoftTissue.5	7	TRUE
C.H.Bone.SoftTissue.6	10	TRUE
C.H.Breast.1	11	TRUE
C.H.Breast.2	2	TRUE
C.H.Breast.3	25	TRUE
C.H.Breast.4	19	TRUE
C.H.Breast.5	5	TRUE
C.H.Breast.6	8	TRUE
C.H.Breast.7	15	TRUE
C.H.Breast.8	1	TRUE
C.H.Breast.9	12	TRUE
C.H.Breast.10	50	TRUE
C.H.Breast.11	51	FALSE
C.H.Breast.12	4	TRUE
C.H.Breast.13	6	TRUE
C.H.Breast.14	52	FALSE
C.H.Breast.15	53	FALSE
C.H.Breast.16	54	TRUE
C.H.CNS.1	55	TRUE
C.H.CNS.2	56	TRUE
C.H.CNS.3	57	TRUE
C.H.CNS.4	58	FALSE
C.H.CNS.5	48	TRUE
C.H.CNS.6	59	FALSE
C.H.CNS.7	8	TRUE
C.H.CNS.8	60	FALSE
C.H.Colon.1	1	TRUE
C.H.Colon.2	61	TRUE
C.H.Colon.3	4	TRUE
C.H.Colon.4	50	TRUE
C.H.Colon.5	17	TRUE
C.H.Colon.6	21	TRUE
C.H.Colon.7	22	TRUE
C.H.Colon.8	30	TRUE
C.H.Colon.9	13	TRUE
C.H.Colon.10	36	TRUE
C.H.Colon.11	8	TRUE
C.H.Colon.12	62	TRUE
C.H.Colon.13	45	TRUE
C.H.Colon.14	63	TRUE
C.H.Colon.15	64	FALSE
C.H.Colon.16	65	FALSE
C.H.Esophagus.1	25	TRUE
C.H.Esophagus.2	1	TRUE
C.H.Esophagus.3	4	TRUE
C.H.Esophagus.4	38	TRUE
C.H.Esophagus.5	66	FALSE
C.H.Esophagus.6	8	TRUE
C.H.Esophagus.7	16	TRUE
C.H.Esophagus.8	67	FALSE
C.H.Head.1	10	TRUE
C.H.Head.2	21	TRUE
C.H.Head.3	39	TRUE
C.H.Head.4	8	TRUE
C.H.Head.5	48	TRUE
C.H.Head.6	68	FALSE
C.H.Head.7	14	TRUE
C.H.Kidney.1	39	TRUE
C.H.Kidney.2	9	TRUE
C.H.Kidney.3	8	TRUE
C.H.Kidney.4	10	TRUE
C.H.Liver.1	69	FALSE
C.H.Liver.2	68	FALSE
C.H.Lung.1	2	TRUE
C.H.Lung.2	16	TRUE
C.H.Lung.3	11	TRUE
C.H.Lung.4	25	TRUE
C.H.Lung.5	1	TRUE
C.H.Lung.6	8	TRUE
C.H.Lung.7	14	TRUE
C.H.Lung.8	62	TRUE
C.H.Lung.9	70	TRUE
C.H.Lung.10	12	TRUE
C.H.Lung.11	24	TRUE
C.H.Lung.12	71	FALSE
C.H.Lymphoid.1	72	FALSE
C.H.Lymphoid.2	73	FALSE
C.H.Lymphoid.3	74	FALSE
C.H.MSI.1	1	TRUE
C.H.MSI.2	5	TRUE
C.H.MSI.3	55	TRUE
C.H.MSI.4	7	TRUE
C.H.MSI.5	23	TRUE
C.H.MSI.6	18	TRUE
C.H.MSI.7	4	TRUE
C.H.MSI.8	16	TRUE
C.H.MSI.9	14	TRUE
C.H.MSI.10	25	TRUE
C.H.MSI.11	45	TRUE
C.H.MSI.12	30	TRUE
C.H.MSI.13	75	TRUE
C.H.MSI.14	70	TRUE
C.H.MSI.15	66	FALSE
C.H.Other.1	41	TRUE
C.H.Other.2	26	TRUE
C.H.Other.3	16	TRUE
C.H.Other.4	48	TRUE
C.H.Other.5	4	TRUE
C.H.Other.6	25	TRUE
C.H.Other.7	1	TRUE
C.H.Other.8	8	TRUE
C.H.Other.9	10	TRUE
C.H.Other.10	76	FALSE
C.H.Other.11	77	FALSE
C.H.Other.12	78	FALSE
C.H.Ovary.1	36	TRUE
C.H.Ovary.2	8	TRUE
C.H.Ovary.3	79	FALSE
C.H.Pancreas.1	41	TRUE
C.H.Pancreas.2	1	TRUE
C.H.Pancreas.3	25	TRUE
C.H.Pancreas.4	8	TRUE
C.H.Prostate.1	1	TRUE
C.H.Prostate.2	50	TRUE
C.H.Prostate.3	19	TRUE
C.H.Prostate.4	25	TRUE
C.H.Prostate.5	80	TRUE
C.H.Prostate.6	8	TRUE
C.H.Prostate.7	81	FALSE
C.H.Prostate.8	45	TRUE
C.H.Prostate.9	29	FALSE
C.H.Prostate.10	63	TRUE
C.H.Prostate.11	82	FALSE
C.H.Thymus.1	83	FALSE
C.H.Thymus.2	84	FALSE
C.H.Uterus.1	36	TRUE
C.H.Uterus.2	1	TRUE
C.H.Uterus.3	85	FALSE
C.H.Uterus.4	23	TRUE
C.H.Uterus.5	86	TRUE
C.H.Uterus.6	45	TRUE
C.P.All.1	1	TRUE
C.P.All.2	87	TRUE
C.P.All.3	88	TRUE
C.P.All.4	16	TRUE
C.P.All.5	19	TRUE
C.P.All.6	57	TRUE
C.P.All.7	89	TRUE
C.P.All.8	4	TRUE
C.P.All.9	90	FALSE
C.P.All.10	91	TRUE
C.P.All.11	92	TRUE
C.P.All.12	93	TRUE
C.P.All.13	94	TRUE
C.P.All.14	25	TRUE
C.P.All.15	9	TRUE
C.P.All.16	6	TRUE
C.P.All.17	95	TRUE
C.P.All.18	2	TRUE
C.P.All.19	96	TRUE
C.P.All.20	97	TRUE
C.P.All.21	98	TRUE
C.P.All.22	99	FALSE
C.P.All.23	100	TRUE
C.P.All.24	15	TRUE
C.P.Biliary.1	1	TRUE
C.P.Biliary.2	101	FALSE
C.P.Biliary.3	36	TRUE
C.P.Biliary.4	102	FALSE
C.P.Bladder.1	103	FALSE
C.P.Bladder.2	104	TRUE
C.P.Bone.SoftTissue.1	105	TRUE
C.P.Bone.SoftTissue.2	106	FALSE
C.P.Breast.1	36	TRUE
C.P.Breast.2	107	FALSE
C.P.Breast.3	108	TRUE
C.P.Breast.4	104	TRUE
C.P.Breast.5	44	TRUE
C.P.Breast.6	15	TRUE
C.P.CNS.1	57	TRUE
C.P.CNS.2	38	TRUE
C.P.CNS.3	109	FALSE
C.P.CNS.4	19	TRUE
C.P.CNS.5	110	FALSE
C.P.Colon.1	1	TRUE
C.P.Colon.2	93	TRUE
C.P.Colon.3	4	TRUE
C.P.Colon.4	98	TRUE
C.P.Colon.5	111	FALSE
C.P.Colon.6	112	TRUE
C.P.Colon.7	113	FALSE
C.P.Colon.8	114	FALSE
C.P.Colon.9	61	TRUE
C.P.Esophagus.1	4	TRUE
C.P.Esophagus.2	31	TRUE
C.P.Esophagus.3	115	TRUE
C.P.Esophagus.4	36	TRUE
C.P.Head.1	50	TRUE
C.P.Head.2	54	TRUE
C.P.Head.3	104	TRUE
C.P.Head.4	116	FALSE
C.P.Kidney.1	86	TRUE
C.P.Kidney.2	9	TRUE
C.P.Kidney.3	117	FALSE
C.P.Liver.1	115	TRUE
C.P.Liver.2	86	TRUE
C.P.Liver.3	87	TRUE
C.P.Liver.4	54	TRUE
C.P.Liver.5	118	FALSE
C.P.Lung.1	16	TRUE
C.P.Lung.2	36	TRUE
C.P.Lung.3	119	FALSE
C.P.Lymphoid.1	120	FALSE
C.P.Lymphoid.2	121	FALSE
C.P.Lymphoid.3	25	TRUE
C.P.MSI.1	16	TRUE
C.P.MSI.2	91	TRUE
C.P.MSI.3	122	TRUE
C.P.MSI.4	1	TRUE
C.P.MSI.5	123	TRUE
C.P.MSI.6	98	TRUE
C.P.MSI.7	93	TRUE
C.P.MSI.8	124	FALSE
C.P.Myeloid.1	125	FALSE
C.P.Myeloid.2	126	FALSE
C.P.Other.1	1	TRUE
C.P.Other.2	2	TRUE
C.P.Other.3	112	TRUE
C.P.Other.4	9	TRUE
C.P.Other.5	25	TRUE
C.P.Other.6	98	TRUE
C.P.Other.7	122	TRUE
C.P.Other.8	95	TRUE
C.P.Other.9	88	TRUE
C.P.Other.10	100	TRUE
C.P.Other.11	57	TRUE
C.P.Other.12	89	TRUE
C.P.Other.13	93	TRUE
C.P.Other.14	56	TRUE
C.P.Other.15	4	TRUE
C.P.Other.16	16	TRUE
C.P.Other.17	94	TRUE
C.P.Other.18	87	TRUE
C.P.Other.19	91	TRUE
C.P.Other.20	96	TRUE
C.P.Other.21	5	TRUE
C.P.Other.22	127	FALSE
C.P.Other.23	6	TRUE
C.P.Other.24	92	TRUE
C.P.Other.25	97	TRUE
C.P.Other.26	19	TRUE
C.P.Ovary.1	36	TRUE
C.P.Ovary.2	123	TRUE
C.P.Ovary.3	105	TRUE
C.P.Pancreas.1	115	TRUE
C.P.Pancreas.2	25	TRUE
C.P.Pancreas.3	91	TRUE
C.P.Pancreas.4	108	TRUE
C.P.Pancreas.5	86	TRUE
C.P.Pancreas.6	128	FALSE
C.P.Prostate.1	115	TRUE
C.P.Prostate.2	36	TRUE
C.P.Prostate.3	95	TRUE
C.P.Prostate.4	129	FALSE
C.P.Prostate.5	130	FALSE
C.P.Prostate.6	97	TRUE
C.P.Prostate.7	131	FALSE
C.P.Skin.1	88	TRUE
C.P.Skin.2	89	TRUE
C.P.Skin.3	86	TRUE
C.P.Skin.4	132	FALSE
C.P.Skin.5	133	FALSE
C.P.Skin.6	134	FALSE
C.P.Stomach.1	4	TRUE
C.P.Stomach.2	25	TRUE
C.P.Stomach.3	1	TRUE
C.P.Stomach.4	120	FALSE
C.P.Stomach.5	135	FALSE
C.P.Stomach.6	136	FALSE
C.P.Stomach.7	137	FALSE
C.P.Thymus.1	1	TRUE
C.P.Thymus.2	2	TRUE
C.P.Thymus.3	112	TRUE
C.P.Thymus.4	9	TRUE
C.P.Thymus.5	25	TRUE
C.P.Thymus.6	98	TRUE
C.P.Thymus.7	122	TRUE
C.P.Thymus.8	95	TRUE
C.P.Thymus.9	88	TRUE
C.P.Thymus.10	100	TRUE
C.P.Thymus.11	57	TRUE
C.P.Thymus.12	89	TRUE
C.P.Thymus.13	93	TRUE
C.P.Thymus.14	56	TRUE
C.P.Thymus.15	4	TRUE
