MutationType	SP23435	SP112829	SP112947	SP112985	SP112925	SP112937	SP112989	SP111145	SP111143	SP125584	SP111144	SP116296	SP116254	SP116256	SP116274	SP116259	SP116290	SP116258	SP116261	SP23463	SP116268	SP23471	SP116266	SP116264	SP116269	SP116275	SP23447	SP116255	SP23455	SP23475	SP116227	SP116226	SP23443	SP116260	SP116280	SP116224	SP116249	SP116232	SP116251	SP116272	SP116286	SP116282	SP116288	SP23467	SP116263	SP116292	SP116248	SP116276	SP116265	SP116267	SP116253	SP23481	SP116233	SP116284	SP116270	SP116257	SP116298	SP116294	SP23439	SP23483	SP116262	SP116228	SP116222	SP23451	SP116247	SP116225	SP116273	SP116221	SP116271	SP23459	SP23479	SP116223	SP116229	SP23477	SP116252	SP116278	SP23431	SP116231	SP116250	SP112815	SP112799	SP112835	SP112955	SP112807	SP112953	SP112911	SP112847	SP112859	SP112919	SP102652	SP112981	SP102620	SP112987	SP112825	SP112967	SP102622	SP112785	SP112793	SP112963	SP112801	SP112997	SP112973	SP112819	SP112941	SP112965	SP112791	SP112949	SP112857	SP112843	SP112915	SP112837	SP112823	SP102633	SP112899	SP112893	SP112895	SP102626	SP112795	SP112927	SP112779	SP112975	SP112867	SP112903	SP112933	SP112869	SP112999	SP112939	SP112921	SP112901	SP112831	SP112891	SP112775	SP112897	SP112885	SP112789	SP102630	SP112971	SP112821	SP112813	SP112961	SP112977	SP112905	SP102647	SP112873	SP112959	SP112931	SP112865	SP113003	SP113001	SP112879	SP112945	SP112935	SP112863	SP112983	SP112809	SP112923	SP112853	SP113005	SP112957	SP112783	SP112943	SP112861	SP112917	SP112787	SP112995	SP112811	SP112797	SP112909	SP112781	SP112991	SP112907	SP112817	SP112993	SP112827	SP112855	SP112969	SP112883	SP112929	SP112833	SP112777	SP112887	SP112877	SP112871	SP112875	SP112913	SP112849	SP112881	SP112951	SP112845	SP114910	SP114906	SP114921	SP114901	SP114926	SP114974	SP114958	SP114935	SP114900	SP114941	SP114937	SP114945	SP114943	SP114949	SP114960	SP114962	SP114996	SP114987	SP114966	SP114903	SP114914	SP114944	SP114930	SP114946	SP114951	SP114953	SP114924	SP114957	SP114986	SP114971	SP114991	SP114992	SP114920	SP114898	SP114932	SP114934	SP114968	SP114982	SP114973	SP114908	SP114904	SP114918	SP114984	SP114994	SP114978	SP114912	SP114917	SP114980	SP114976	SP114916	SP125579	SP111131	SP111126	SP111146	SP111123	SP111127	SP111121	SP111156	SP111122	SP111129	SP111152	SP111154	SP111124	SP111128	SP111125	SP111130	SP106835	SP106834	SP106825	SP106841	SP106827	SP106833	SP106839	SP106840	SP106828	SP106829	SP106836	SP106837	SP80037	SP102690	SP80213	SP79939	SP109649	SP79988	SP80183	SP79971	SP80217	SP79968	SP80160	SP80244	SP79998	SP80216	SP80042	SP79907	SP79958	SP80205	SP80014
1:Del:C:0	13	6	13	0	11	4	7	18	6	0	22	3	3	2	10	14	3	4	3	3	6	4	8	12	12	12	5	3	3	5	2	4	5	10	19	4	0	2	1	10	2	6	0	9	5	3	6	0	15	10	12	2	3	5	5	5	1	2	16	0	8	17	3	6	10	7	9	3	5	5	6	4	15	2	2	2	8	6	3	13	9	20	2	15	17	11	12	21	7	7	14	16	18	14	3	26	34	16	13	20	18	17	8	14	11	11	1	10	26	20	38	9	11	12	9	8	13	15	14	21	14	14	6	8	15	4	12	4	7	9	19	27	14	10	26	16	9	10	5	12	12	16	17	11	2	16	13	10	7	13	13	4	10	16	21	11	8	7	10	13	3	15	10	18	17	11	13	14	13	22	21	40	15	6	10	9	6	15	8	79	9	1	9	13	9	12	9	0	11	28	21	54	32	13	23	30	11	26	59	50	51	51	19	30	82	60	63	82	33	26	51	33	15	18	34	42	29	22	25	61	66	25	21	14	12	89	23	22	22	26	24	23	59	19	25	23	25	20	25	0	15	13	9	16	19	1	10	15	17	11	19	6	12	13	4	3	14	21	10	13	13	13	10	8	17	0	5	10	14	0	1	1	5	6	11	0	10	0	7	0	6	9	13	15	13	3
1:Del:C:1	5	14	8	0	12	7	3	13	8	1	13	1	4	6	7	3	2	5	2	2	4	5	9	5	8	5	4	6	8	6	7	2	7	1	19	2	1	1	2	4	1	6	1	6	4	4	0	0	10	10	6	6	5	2	3	6	0	1	22	0	2	14	3	1	4	3	6	3	2	4	1	5	10	1	7	0	8	1	7	7	6	11	7	10	12	4	9	24	9	9	7	6	6	6	3	17	12	6	11	17	7	13	10	10	13	9	3	9	16	11	19	7	8	8	8	11	11	13	10	6	9	5	11	1	10	5	10	6	3	8	12	18	19	6	33	19	7	5	5	10	4	10	12	17	1	7	13	4	8	4	9	5	8	18	20	10	11	1	10	6	7	6	4	16	10	13	8	4	13	10	14	23	9	6	4	7	9	20	5	10	7	0	3	10	3	11	8	1	10	17	15	36	42	5	8	24	5	41	40	38	38	38	15	25	40	22	25	42	35	16	37	12	12	14	27	30	23	12	10	24	23	20	37	6	5	42	11	10	14	18	14	10	25	10	15	17	9	10	17	0	7	12	6	9	8	2	7	6	15	8	16	7	1	10	4	4	11	24	4	16	8	13	9	7	10	1	4	5	13	1	3	3	5	8	4	0	11	0	2	0	4	3	7	11	8	7
1:Del:C:2	2	2	6	0	1	2	2	4	4	0	5	1	1	1	3	2	3	1	1	2	2	0	3	4	4	3	2	1	4	1	0	1	1	3	9	1	0	0	2	2	0	0	0	1	3	1	1	1	6	3	5	1	2	2	3	4	0	0	11	0	0	10	2	3	7	3	1	1	0	2	0	1	4	0	6	0	4	1	0	4	3	5	3	2	10	1	1	10	3	3	4	6	7	10	0	13	11	1	2	10	4	4	3	8	2	7	3	7	15	4	6	1	4	0	4	5	9	5	1	6	5	4	3	3	4	2	2	4	7	5	2	6	11	3	23	4	4	5	2	7	7	2	10	4	1	6	3	4	0	8	7	5	6	6	5	5	3	3	4	3	5	2	7	4	7	4	5	5	3	10	10	13	8	3	3	2	2	7	7	4	6	0	2	5	5	6	4	0	4	4	5	30	33	5	8	14	5	36	20	17	19	19	7	16	20	12	16	35	30	5	19	15	5	4	15	27	14	8	9	13	13	6	31	5	4	36	5	5	7	6	6	4	13	8	4	5	9	5	4	0	3	7	9	5	7	0	1	5	3	2	18	1	5	10	0	0	4	13	0	2	3	3	3	3	8	1	2	4	3	0	0	3	5	4	2	0	3	0	1	0	3	3	7	10	4	3
1:Del:C:3	1	6	1	0	2	0	1	4	2	0	4	1	1	0	1	4	1	1	1	1	0	1	1	1	1	2	0	0	3	3	7	0	1	2	5	2	0	0	0	2	1	2	0	1	0	0	0	0	2	0	1	0	1	1	0	0	0	1	4	0	1	3	0	1	1	2	3	1	0	0	2	1	4	0	2	0	3	1	0	5	3	2	0	3	5	0	0	1	3	1	1	4	5	1	0	1	3	3	2	6	4	4	3	2	1	3	1	2	3	5	9	4	0	1	3	3	5	0	2	6	6	1	3	1	2	1	0	2	2	4	1	4	3	1	6	7	2	0	1	4	5	4	1	2	0	1	7	0	3	5	5	5	5	5	3	1	1	0	3	6	1	0	1	3	1	4	5	0	0	2	6	17	5	2	2	2	0	3	1	1	3	0	3	3	0	1	1	0	1	8	4	15	11	3	2	13	2	9	15	15	15	14	6	13	18	11	8	16	12	6	15	8	4	5	16	9	13	2	2	9	9	9	11	2	2	19	2	3	7	7	6	2	11	1	6	7	3	2	11	0	4	2	7	3	1	0	3	2	3	2	9	1	3	1	0	0	2	5	1	1	4	3	2	0	1	1	1	3	2	1	2	2	0	2	4	0	3	0	0	0	2	0	4	1	2	1
1:Del:C:4	4	1	3	0	1	1	1	3	2	0	1	1	1	1	1	0	1	1	2	1	0	2	1	0	0	1	0	1	0	0	1	0	1	1	2	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	2	2	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	8	0	0	1	2	2	2	1	2	0	1	3	1	2	2	1	3	2	0	1	5	2	2	2	3	0	1	4	0	1	0	1	3	3	2	1	0	0	4	4	1	1	0	2	2	3	0	0	2	0	0	1	2	5	0	0	1	0	5	6	1	0	1	3	1	1	3	2	0	0	1	0	1	0	2	1	3	2	6	2	1	2	2	0	1	1	2	1	2	2	0	3	1	5	1	7	1	1	1	0	0	3	1	1	3	0	1	3	2	1	2	0	1	3	2	5	6	1	5	2	1	8	5	4	6	4	3	3	13	1	2	11	8	3	4	1	3	4	4	6	3	4	7	1	1	3	6	2	1	10	5	5	1	3	2	5	0	5	3	3	5	4	2	0	2	4	0	0	3	0	1	2	3	2	3	1	1	3	0	1	0	2	0	4	0	2	3	1	3	1	2	2	2	0	0	1	0	0	0	0	2	0	2	0	0	2	1	1	1	0
1:Del:C:5	3	1	2	0	2	1	0	2	2	0	1	0	2	2	0	0	0	2	0	0	0	0	0	3	2	0	0	1	1	1	4	0	2	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0	2	0	0	4	0	1	4	1	0	1	0	0	0	0	0	1	0	0	0	0	0	17	1	0	4	0	0	2	2	5	0	1	3	1	0	1	0	4	1	0	1	0	2	2	3	1	5	2	4	1	1	0	0	5	2	3	1	2	0	3	0	1	2	3	1	1	0	2	0	2	1	0	1	2	0	2	4	4	0	5	2	3	0	0	1	1	1	0	1	0	0	4	2	0	3	0	1	2	2	0	2	1	0	1	2	1	2	0	1	4	3	0	2	1	3	1	9	2	2	2	0	1	1	1	1	1	0	2	2	1	1	2	0	2	8	4	3	5	5	4	10	5	5	7	7	6	8	5	9	11	5	4	8	6	8	8	5	5	5	10	2	9	2	3	4	3	8	5	5	4	8	4	4	4	8	5	2	3	5	5	8	4	4	8	0	1	2	2	2	3	0	0	1	3	3	2	0	0	6	0	0	0	3	1	2	1	3	2	0	1	0	0	3	2	0	0	0	0	1	1	0	4	0	0	0	2	0	2	2	0	1
1:Del:T:0	15	15	10	1	7	5	4	15	11	0	15	8	8	7	7	7	4	7	8	3	2	3	4	2	5	8	3	6	6	3	5	4	10	6	11	7	0	2	5	5	3	9	0	8	7	5	0	0	6	5	6	5	6	8	5	8	0	3	14	2	4	11	10	5	6	6	5	4	2	6	5	6	6	4	4	0	9	2	1	16	14	9	12	14	14	8	5	17	18	7	9	14	13	10	1	19	25	10	18	14	8	12	11	9	6	12	3	13	17	5	15	8	8	6	7	10	20	7	14	11	12	17	11	6	13	3	10	14	4	14	6	13	14	10	23	16	7	4	9	18	15	10	21	10	0	10	8	1	12	14	11	11	11	16	18	14	17	3	9	10	8	18	8	9	10	9	16	10	11	26	14	24	16	10	12	10	5	14	7	26	13	0	8	11	8	21	8	0	7	18	12	53	26	12	19	30	14	24	49	51	51	50	24	30	56	36	34	59	25	14	50	24	16	19	32	47	30	19	19	34	33	16	25	14	11	59	19	19	13	17	14	19	30	18	16	16	22	15	16	0	7	7	12	13	15	2	13	7	23	13	23	4	8	17	11	2	9	31	3	12	6	17	9	5	17	1	8	7	14	0	1	5	2	14	9	0	17	1	3	0	7	2	11	11	8	2
1:Del:T:1	7	12	15	0	5	3	4	9	10	0	9	6	4	3	0	6	8	6	2	0	2	2	4	2	4	3	1	4	2	7	4	2	5	4	4	0	0	1	3	1	5	1	1	5	2	5	6	0	7	6	4	1	4	3	3	4	0	1	5	0	1	8	4	4	6	5	1	0	3	3	5	1	9	1	9	1	7	2	2	8	3	20	8	15	5	2	8	14	10	6	9	14	6	9	0	13	18	8	8	16	8	16	9	6	6	5	5	11	20	5	12	8	5	4	8	10	23	9	2	23	5	10	13	5	14	1	5	3	7	8	6	14	13	4	13	14	12	5	7	8	9	6	15	7	3	5	6	8	8	12	18	4	17	14	8	6	5	4	11	8	8	3	10	15	7	11	6	10	6	15	18	31	8	5	13	12	2	15	4	9	15	0	7	8	3	9	5	1	7	10	9	42	19	11	14	30	12	20	29	31	31	30	12	29	32	14	13	34	14	9	30	31	11	11	29	40	28	16	17	14	13	10	17	12	11	36	16	15	8	11	9	13	14	16	9	9	15	14	9	1	6	20	10	10	6	0	11	14	13	6	15	6	7	9	6	2	3	14	2	10	3	9	9	5	10	3	2	9	13	0	1	2	0	4	8	1	12	1	2	0	4	5	10	8	2	3
1:Del:T:2	4	14	9	1	9	3	2	6	6	0	12	4	4	3	3	4	4	4	3	0	3	1	4	8	6	3	3	4	1	3	7	5	7	7	13	6	0	0	1	2	0	6	1	2	1	4	2	1	7	6	8	2	5	3	8	2	0	1	5	0	0	18	2	6	7	3	2	2	1	2	2	3	8	5	4	0	12	2	0	7	5	8	9	8	8	5	5	15	8	2	11	9	10	13	1	16	30	11	6	16	7	8	7	14	9	7	4	11	16	7	18	5	6	5	7	1	19	9	9	20	13	8	2	6	12	4	4	9	9	5	9	14	9	7	16	13	16	3	4	12	5	12	10	9	1	12	2	13	5	6	17	7	9	13	10	6	4	4	11	5	7	5	15	21	14	15	9	5	14	15	15	53	7	6	10	9	5	8	4	8	18	1	11	16	6	14	8	1	13	13	8	39	23	8	16	22	6	22	31	33	34	33	18	24	35	23	22	41	27	11	34	19	19	15	21	34	21	17	16	23	22	16	22	6	8	46	14	16	11	15	10	15	23	18	12	14	18	17	16	0	9	17	4	12	8	0	13	16	20	13	17	6	7	18	7	2	6	21	4	11	5	9	9	4	7	1	2	4	6	0	1	8	2	8	7	0	15	0	3	0	5	9	11	12	7	5
1:Del:T:3	9	13	9	1	6	8	8	11	7	0	10	2	5	6	7	4	1	7	1	2	3	5	5	3	4	8	5	7	2	4	3	2	1	5	14	1	0	0	2	7	2	1	0	2	1	2	5	0	12	10	4	2	6	4	2	7	1	1	13	0	2	6	7	4	1	10	5	0	1	2	2	1	11	3	6	0	21	4	1	12	3	15	11	15	7	4	3	17	10	8	14	8	7	11	0	12	26	4	5	19	16	7	16	11	11	7	1	3	9	15	21	6	4	7	5	7	15	9	11	17	11	14	3	5	16	5	4	6	11	12	6	9	8	5	15	25	13	7	7	11	5	6	16	11	1	7	10	14	9	6	10	4	14	16	13	7	8	3	14	6	5	7	16	11	9	8	8	12	10	14	12	99	12	9	4	18	8	13	5	9	8	0	11	10	5	11	8	0	14	13	10	30	30	9	19	26	10	29	35	30	31	33	8	25	45	25	26	49	27	13	32	24	8	5	27	31	27	19	17	24	25	14	22	11	9	48	19	20	10	11	10	17	24	16	12	13	19	19	12	0	10	17	9	12	7	1	9	12	15	3	17	7	2	12	1	6	4	19	1	14	4	7	5	3	11	1	3	3	3	0	0	2	4	7	7	0	11	0	5	0	7	2	19	8	5	3
