MutationType	SP127630	SP127634	SP127636	SP127628	SP127640	SP127638	SP127632	SP59388	SP116649	SP59416	SP124977	SP59356	SP116612	SP116659	SP116668	SP116630	SP59412	SP116686	SP116694	SP116712	SP116726	SP116723	SP59276	SP116703	SP59312	SP116701	SP59296	SP59280	SP59344	SP59460	SP59404	SP116709	SP59448	SP116614	SP59464	SP59364	SP116663	SP59444	SP116690	SP59270	SP59352	SP116652	SP116715	SP116718	SP116720	SP59284	SP116618	SP59436	SP116645	SP59320	SP116672	SP116635	SP59328	SP116627	SP116725	SP59292	SP116683	SP59372	SP116610	SP116638	SP59336	SP124971	SP116665	SP116674	SP116657	SP116670	SP116642	SP116606	SP116604	SP59376	SP59272	SP124969	SP116608	SP59396	SP116688	SP59392	SP59456	SP59348	SP59300	SP59340	SP59380	SP59440	SP59428	SP59400	SP116624	SP59432	SP59452	SP116679	SP116676	SP59360	SP59384	SP59332	SP116616	SP124981	SP59368	SP116648	SP59420	SP116706	SP116654	SP59308	SP59288	SP116622	SP59316	SP59324	SP116697	SP59304	SP116620	SP13289	SP116742	SP115134	SP96884	SP13385	SP13291	SP13514	SP115117	SP115114	SP13279	SP13487	SP13361	SP13421	SP116738	SP13293	SP13281	SP13677	SP13399	SP116732	SP115073	SP13307	SP13299	SP13481	SP116780	SP13433	SP115064	SP13359	SP116734	SP116770	SP13323	SP13367	SP96882	SP13283	SP116728	SP13478	SP116744	SP115093	SP13315	SP13331	SP115108	SP116752	SP115085	SP115102	SP13379	SP116750	SP115125	SP115089	SP13297	SP13339	SP13671	SP116776	SP13683	SP116758	SP116782	SP13317	SP115128	SP116754	SP116766	SP116748	SP115070	SP115131	SP115097	SP115060	SP13594	SP96834	SP115057	SP116768	SP13442	SP13325	SP116736	SP13619	SP115111	SP116760	SP13311	SP13509	SP13539	SP13624	SP116746	SP13490	SP116774	SP115105	SP13278	SP116756	SP13319	SP13280	SP13363	SP13347	SP116730	SP13365	SP115099	SP116764	SP116772	SP96888	SP13327	SP116740	CPCT02150038T	CPCT02040203T	CPCT02300038T	WIDE01010265T	CPCT02310012T	CPCT02080232T	CPCT02180068T	CPCT02290041T	CPCT02040278T	CPCT02310017T	CPCT02150022T	CPCT02150026T	CPCT02150030T	CPCT02180037T	CPCT02150033T	CPCT02230051T	CPCT02340030T	CPCT02340031T	CPCT02230066T	CPCT02180043T	CPCT02120032T	CPCT02300023T	CPCT02180001T	CPCT02330016T	CPCT02180015T	WIDE01010545T
1:Del:C:0	22	71	27	15	32	27	42	4	22	11	16	15	32	36	74	27	29	25	35	5	33	13	8	11	21	34	12	16	9	13	9	11	53	26	10	50	29	13	34	5	24	3	75	20	19	4	20	4	32	12	9	19	9	9	7	8	23	7	36	19	4	34	8	19	61	21	47	17	16	6	7	42	7	4	12	3	25	16	33	13	11	13	9	28	17	16	32	8	57	9	14	11	24	17	49	55	9	42	17	12	11	7	10	13	148	73	67	3	3	1	4	6	8	5	2	10	8	5	9	9	11	9	1	4	9	6	4	15	13	3	13	6	3	10	7	4	7	7	13	5	7	4	11	18	1	8	9	12	7	5	6	8	5	8	12	3	15	10	1	4	12	4	0	4	10	12	6	5	8	10	2	5	13	5	9	4	4	4	12	4	4	9	5	11	2	10	6	7	7	11	2	7	5	6	10	3	4	10	6	2	8	5	19	1	31	30	44	35	93	40	33	54	9	34	29	25	10	15	64	36	16	41	60	21	52	32	20	52
1:Del:C:1	6	32	14	13	11	20	19	3	10	10	12	7	14	10	33	12	12	7	12	0	11	8	1	7	11	9	2	4	3	7	3	6	28	18	7	16	20	2	19	2	10	1	25	6	5	1	7	2	13	5	1	7	4	7	1	9	11	3	18	7	1	20	3	8	31	10	16	10	8	0	2	18	1	2	1	0	17	6	10	7	1	8	8	21	4	4	16	4	11	2	4	4	7	6	16	26	6	25	4	5	8	1	4	12	67	38	32	3	3	3	2	5	7	1	1	3	5	2	8	3	1	5	2	4	5	3	1	8	3	3	7	3	6	2	1	2	4	3	8	2	5	2	4	0	1	5	4	5	7	4	1	2	3	1	5	5	8	7	2	1	0	5	2	1	7	8	1	2	2	2	4	2	4	3	7	2	6	4	9	5	5	1	2	5	0	6	4	5	3	5	2	4	2	5	4	1	2	5	7	2	5	2	18	3	16	13	21	18	49	20	18	21	1	27	9	11	7	6	39	11	8	9	19	7	17	19	11	15
1:Del:C:2	5	16	10	8	9	6	14	1	6	0	1	3	4	5	20	6	14	4	4	0	5	3	0	2	8	8	0	1	1	6	0	3	15	7	4	7	3	0	10	0	5	0	13	5	3	1	4	1	8	5	2	2	1	0	1	3	4	0	14	5	3	7	1	3	10	3	10	7	5	0	0	8	1	1	3	2	2	3	3	5	0	2	3	9	1	3	6	3	12	0	1	2	4	3	6	12	2	5	3	1	1	2	1	1	44	18	13	0	1	2	3	1	2	3	2	1	1	2	0	0	2	3	1	3	1	0	3	2	3	0	4	4	2	0	0	0	0	2	2	2	2	1	3	2	0	1	2	1	1	2	2	0	1	3	2	1	0	2	3	3	2	1	1	2	1	4	5	3	1	1	2	3	2	1	1	0	3	2	4	1	1	0	2	3	1	4	1	1	2	4	1	3	0	2	0	1	1	0	4	2	0	4	11	0	6	5	8	11	16	5	6	18	1	8	7	10	4	2	15	7	1	8	19	4	10	9	2	15
1:Del:C:3	6	7	8	2	7	10	6	0	4	3	2	0	6	7	11	4	2	1	6	2	3	2	0	0	8	3	0	4	0	2	3	2	11	5	3	3	7	2	5	2	4	0	11	3	2	1	3	0	6	3	1	1	3	3	0	1	3	1	7	1	0	9	0	2	9	6	12	5	1	0	0	6	1	0	1	0	1	5	6	2	1	4	1	5	4	2	11	0	7	3	0	1	3	1	7	15	2	4	2	3	2	0	1	2	45	12	8	1	1	1	0	3	0	1	0	4	2	0	1	0	4	0	0	0	3	2	0	3	1	0	2	2	2	0	0	1	1	1	2	1	0	0	0	2	0	0	0	1	1	1	3	1	1	2	3	1	0	0	2	0	2	2	0	0	3	2	0	1	0	2	1	1	0	1	1	0	2	0	1	0	0	1	1	1	1	2	0	1	0	1	0	2	2	0	1	3	0	1	2	1	1	1	4	0	11	0	7	13	23	9	3	14	1	5	9	8	3	2	9	6	5	1	124	1	4	6	0	6
1:Del:C:4	0	6	6	2	7	4	7	2	5	3	2	3	3	5	9	3	6	2	4	1	2	1	0	0	3	7	1	2	0	3	0	0	13	6	1	5	8	2	2	0	5	1	8	3	1	1	2	0	3	0	0	1	2	0	3	2	5	0	3	1	0	6	0	0	7	7	7	1	1	0	1	7	1	0	3	0	2	5	4	2	1	1	0	4	3	0	0	0	7	5	1	1	7	1	8	11	1	9	1	2	6	3	0	3	35	13	5	1	0	0	2	1	0	0	0	0	0	0	2	1	1	1	1	1	1	0	0	2	2	0	0	1	0	0	2	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	2	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	3	1	1	2	0	1	0	1	1	2	1	1	0	0	0	2	0	0	1	1	1	1	0	1	1	1	0	0	1	0	2	1	1	0	9	5	12	3	20	6	6	7	1	9	6	9	2	2	9	5	4	5	118	9	10	3	1	9
1:Del:C:5	4	7	6	3	7	9	13	1	3	2	4	1	8	6	13	9	6	1	5	0	12	4	1	1	8	9	1	3	3	8	0	4	25	8	0	0	8	3	11	1	3	1	19	4	2	1	1	1	10	1	1	2	3	3	2	2	3	0	4	0	0	9	1	5	7	6	9	3	3	0	4	15	3	2	3	0	5	1	1	1	1	1	4	11	4	1	9	0	7	5	5	2	5	0	4	31	2	3	2	3	6	1	0	0	50	13	10	0	0	0	1	4	0	2	0	1	1	1	2	1	0	1	1	2	3	2	0	0	2	1	0	1	2	2	0	2	1	0	1	0	1	0	4	0	0	1	1	0	0	2	1	2	0	3	0	0	1	0	0	2	1	0	1	0	1	1	0	0	1	1	2	0	0	0	0	0	1	0	2	0	0	1	4	1	0	3	0	1	0	0	0	0	0	0	0	2	3	1	1	0	1	0	7	0	7	9	29	23	37	22	11	44	1	23	22	8	1	1	5	13	6	15	342	4	32	17	1	18
1:Del:T:0	11	48	27	9	19	16	25	4	26	17	10	8	12	41	62	8	19	12	27	4	15	7	1	16	27	23	2	6	5	30	1	15	35	32	12	22	17	8	29	3	18	1	44	27	9	5	12	6	34	29	2	13	4	8	1	14	22	1	32	11	1	33	4	13	31	13	21	15	17	0	5	31	7	3	7	2	17	11	7	15	8	5	10	14	10	23	22	4	24	8	7	1	23	12	31	25	17	22	28	11	10	9	13	12	75	50	45	3	3	1	5	5	10	6	1	5	6	4	4	2	5	11	3	7	4	0	6	7	7	9	6	3	5	5	7	2	7	6	12	2	6	7	3	3	3	4	7	7	7	6	3	3	7	5	6	4	13	3	2	2	6	1	3	4	9	4	7	2	8	4	1	5	14	4	6	1	13	8	8	6	4	5	4	6	1	8	8	5	5	4	2	4	4	9	7	4	5	3	4	2	9	3	19	4	27	28	45	39	39	37	24	54	11	34	33	21	12	6	34	18	16	16	55	34	32	23	13	22
1:Del:T:1	8	51	19	5	10	8	11	9	17	14	4	6	8	14	81	5	14	2	10	1	10	6	0	4	11	9	2	4	3	14	3	8	15	18	8	20	9	3	24	2	16	1	13	12	3	1	6	2	15	11	2	7	1	4	4	10	9	6	24	8	0	16	3	14	21	14	18	6	18	1	0	20	3	1	0	0	13	6	7	5	6	7	5	15	5	9	15	1	22	7	1	0	20	6	19	12	6	18	6	6	5	4	10	1	40	34	28	3	2	4	6	3	0	1	2	3	1	4	2	2	4	6	0	3	4	3	2	4	7	0	6	4	2	3	2	1	0	2	9	1	0	1	2	2	1	4	2	3	7	6	3	7	1	4	4	0	5	3	3	2	2	2	0	2	5	4	1	2	5	2	0	2	7	2	1	2	1	2	7	4	3	1	4	6	1	5	6	2	5	7	0	4	1	3	4	4	0	1	1	1	3	5	14	0	12	12	35	32	25	25	16	36	5	20	13	10	9	6	187	12	7	10	49	12	40	10	7	11
1:Del:T:2	11	38	26	7	18	19	23	1	18	3	12	9	10	14	43	14	13	5	11	1	12	9	3	6	12	14	4	10	5	10	3	8	27	13	5	17	12	4	16	0	15	4	31	9	7	5	6	3	23	10	5	6	4	5	1	8	18	1	23	5	4	19	9	8	21	11	20	7	14	1	2	21	1	5	4	2	13	11	6	5	4	4	4	15	5	10	14	1	27	10	7	6	11	13	22	21	7	16	19	7	10	6	7	7	88	36	39	3	1	0	0	4	10	2	1	4	4	4	2	3	4	5	2	3	8	4	2	1	9	5	6	4	5	4	0	1	6	3	7	4	1	3	6	4	2	8	3	2	8	4	9	4	1	1	3	3	2	4	2	5	7	4	2	1	17	4	2	2	3	2	6	6	6	3	3	0	3	1	8	4	6	3	4	6	1	3	3	3	5	2	1	3	2	3	3	5	3	1	7	1	3	6	10	0	15	15	30	30	57	27	17	31	3	23	16	4	8	5	32	17	6	19	85	17	25	13	9	24
1:Del:T:3	14	45	22	10	27	28	28	9	31	11	10	11	17	21	57	23	19	7	26	2	21	5	4	8	21	16	4	14	3	12	2	10	40	25	6	18	25	12	31	1	15	10	48	19	8	5	8	1	35	4	7	14	7	3	2	7	13	3	23	9	5	39	4	19	39	21	32	10	9	2	3	36	9	3	6	2	12	16	14	13	3	15	4	19	14	10	14	3	46	18	9	3	17	14	42	50	4	29	13	7	13	4	10	8	149	67	49	4	3	2	1	3	8	3	1	0	3	4	5	4	3	7	2	0	4	6	2	7	7	2	6	6	7	4	5	1	5	9	8	1	5	5	4	9	3	2	4	5	6	3	7	7	2	6	4	3	7	3	1	2	5	3	4	2	2	12	3	3	5	6	6	1	7	0	9	1	2	4	12	1	6	2	4	4	4	9	3	4	4	6	4	2	1	6	2	4	1	2	6	0	2	5	7	2	23	20	38	42	82	27	21	47	9	37	24	21	9	4	34	29	6	15	212	16	39	22	13	27
