MutationType	SP127630	SP127634	SP127636	SP127628	SP127640	SP127638	SP127632	SP59388	SP116649	SP59416	SP124977	SP59356	SP116612	SP116659	SP116668	SP116630	SP59412	SP116686	SP116694	SP116712	SP116726	SP116723	SP59276	SP116703	SP59312	SP116701	SP59296	SP59280	SP59344	SP59460	SP59404	SP116709	SP59448	SP116614	SP59464	SP59364	SP116663	SP59444	SP116690	SP59270	SP59352	SP116652	SP116715	SP116718	SP116720	SP59284	SP116618	SP59436	SP116645	SP59320	SP116672	SP116635	SP59328	SP116627	SP116725	SP59292	SP116683	SP59372	SP116610	SP116638	SP59336	SP124971	SP116665	SP116674	SP116657	SP116670	SP116642	SP116606	SP116604	SP59376	SP59272	SP124969	SP116608	SP59396	SP116688	SP59392	SP59456	SP59348	SP59300	SP59340	SP59380	SP59440	SP59428	SP59400	SP116624	SP59432	SP59452	SP116679	SP116676	SP59360	SP59384	SP59332	SP116616	SP124981	SP59368	SP116648	SP59420	SP116706	SP116654	SP59308	SP59288	SP116622	SP59316	SP59324	SP116697	SP59304	SP116620	SP13289	SP116742	SP115134	SP96884	SP13385	SP13291	SP13514	SP115117	SP115114	SP13279	SP13487	SP13361	SP13421	SP116738	SP13293	SP13281	SP13677	SP13399	SP116732	SP115073	SP13307	SP13299	SP13481	SP116780	SP13433	SP115064	SP13359	SP116734	SP116770	SP13323	SP13367	SP96882	SP13283	SP116728	SP13478	SP116744	SP115093	SP13315	SP13331	SP115108	SP116752	SP115085	SP115102	SP13379	SP116750	SP115125	SP115089	SP13297	SP13339	SP13671	SP116776	SP13683	SP116758	SP116782	SP13317	SP115128	SP116754	SP116766	SP116748	SP115070	SP115131	SP115097	SP115060	SP13594	SP96834	SP115057	SP116768	SP13442	SP13325	SP116736	SP13619	SP115111	SP116760	SP13311	SP13509	SP13539	SP13624	SP116746	SP13490	SP116774	SP115105	SP13278	SP116756	SP13319	SP13280	SP13363	SP13347	SP116730	SP13365	SP115099	SP116764	SP116772	SP96888	SP13327	SP116740
[Del(C):R1]A	9	24	5	7	10	7	15	0	6	4	5	7	8	11	21	7	9	10	8	1	11	7	3	4	12	11	3	5	4	3	0	6	20	7	3	14	7	5	8	2	4	1	21	4	6	0	10	2	9	4	3	8	4	2	4	2	6	4	13	6	1	11	2	8	10	6	14	8	3	1	3	12	2	0	0	1	5	6	9	5	4	3	2	13	5	6	13	2	17	2	2	5	15	5	16	21	4	11	9	5	5	2	2	3	50	26	15	1	1	0	3	1	2	3	0	3	4	1	6	4	6	3	1	1	4	3	3	7	4	1	7	4	1	6	1	0	2	3	4	2	3	1	3	9	0	2	2	5	2	3	2	4	2	2	4	3	7	5	0	1	5	2	0	3	5	6	2	1	3	2	1	1	8	0	2	2	2	2	7	1	3	2	0	4	2	6	2	1	2	3	1	3	2	1	2	1	1	3	4	1	3	4
[Del(C):R1]T	12	45	21	8	22	20	27	4	15	7	10	8	22	23	53	18	18	15	25	4	22	6	5	7	9	21	9	11	5	10	9	5	32	18	5	36	22	8	24	3	19	2	53	16	12	4	9	2	23	7	6	11	5	7	3	5	17	3	22	12	2	22	6	11	51	14	33	9	12	5	4	26	4	4	10	2	19	9	23	8	7	9	7	15	11	9	16	6	38	5	12	4	9	12	33	33	4	31	7	7	6	4	8	10	94	46	52	2	2	1	1	5	6	1	1	7	2	4	3	5	5	5	0	2	3	3	1	8	9	2	6	2	2	3	5	4	5	4	8	3	4	3	7	8	1	6	4	7	5	2	4	3	3	6	8	0	8	4	0	2	7	2	0	1	5	6	4	4	5	6	0	3	5	4	7	1	2	2	5	3	1	7	5	5	0	4	4	6	4	7	1	4	3	5	6	2	2	6	1	0	5	1
[Del(C):R2]A	3	6	4	4	2	9	9	1	4	4	2	4	7	2	8	4	5	4	4	0	4	0	0	3	2	4	0	1	2	3	2	3	15	5	2	5	3	1	10	2	3	0	9	1	1	0	2	1	3	2	0	4	1	4	0	2	7	0	8	4	1	10	2	6	11	2	3	3	3	0	1	5	1	0	0	0	5	2	7	1	0	1	4	5	0	1	9	2	4	2	1	2	4	2	5	6	3	8	1	2	2	1	3	1	30	15	15	1	1	1	0	4	2	0	0	0	2	1	3	1	1	4	1	1	2	2	1	6	1	1	2	1	3	0	0	1	2	1	3	1	4	1	0	0	0	1	1	1	4	1	0	1	0	0	2	0	2	2	1	0	0	1	2	1	3	4	1	1	1	0	3	2	2	2	2	1	2	2	4	1	4	0	0	4	0	3	2	4	0	1	0	1	0	2	3	0	0	1	3	1	3	0
[Del(C):R2]T	3	24	10	8	9	11	10	2	6	5	9	3	5	8	24	6	7	3	7	0	7	8	0	3	7	5	1	3	1	4	1	3	12	9	5	11	14	1	8	0	7	1	16	4	4	1	5	1	10	3	1	2	2	2	1	5	4	2	10	2	0	9	1	2	20	8	13	7	5	0	0	12	0	2	1	0	12	3	3	6	1	6	3	16	3	3	5	2	6	0	3	2	3	4	10	20	3	15	1	3	5	0	1	9	36	22	15	2	2	2	2	1	5	1	1	3	2	1	4	2	0	1	1	3	3	1	0	2	2	2	5	2	3	2	1	1	2	2	4	0	1	1	4	0	1	4	3	4	2	3	1	0	3	1	2	5	6	5	1	1	0	4	0	0	4	4	0	1	1	2	1	0	1	1	5	1	4	2	5	4	1	1	2	1	0	3	2	1	3	3	1	2	2	3	1	1	2	4	3	1	2	2
[Del(C):R3]A	2	6	4	3	7	2	8	0	6	0	1	2	3	2	10	3	8	2	3	0	3	1	0	1	5	2	0	1	0	3	0	2	5	4	3	5	2	0	4	0	1	0	7	3	3	0	0	1	6	3	2	1	0	0	1	2	0	0	7	3	0	4	0	2	5	3	6	3	3	0	0	5	0	1	0	2	1	1	2	4	0	2	2	4	0	1	4	2	9	0	0	1	3	2	4	5	1	3	2	0	1	2	1	0	29	9	10	0	1	0	1	0	0	1	2	1	1	2	0	0	1	1	1	1	1	0	1	2	1	0	2	3	0	0	0	0	0	2	2	2	1	0	3	2	0	1	0	0	0	2	0	0	0	1	2	0	0	2	1	0	1	0	1	0	0	0	1	2	0	0	2	0	1	1	0	0	1	1	2	0	1	0	0	2	0	2	0	0	1	2	0	3	0	1	0	1	1	0	2	0	0	3
[Del(C):R3]T	3	6	6	4	2	4	6	0	0	0	0	1	1	3	9	3	6	1	0	0	2	1	0	1	2	5	0	0	1	2	0	1	9	2	0	2	0	0	4	0	3	0	2	1	0	1	3	0	2	2	0	1	0	0	0	1	4	0	5	1	3	1	1	0	4	0	4	4	1	0	0	1	1	0	3	0	1	2	0	1	0	0	1	4	1	2	2	1	3	0	0	1	1	1	0	6	1	2	1	1	0	0	0	1	13	8	2	0	0	2	2	1	2	2	0	0	0	0	0	0	1	1	0	1	0	0	2	0	1	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	1	0	1	0	0	1	0	0	2	3	1	1	0	2	1	4	4	1	1	1	0	3	1	0	1	0	1	1	2	1	0	0	0	0	0	2	1	0	1	2	1	0	0	0	0	0	0	0	0	1	0	1
[Del(C):R(4,5)]A	5	6	9	1	9	9	7	2	4	4	2	2	6	8	10	3	5	2	4	2	1	2	0	0	9	6	1	3	0	2	3	2	15	8	3	5	6	3	2	2	5	0	11	3	2	1	3	0	7	0	0	1	3	1	2	3	5	0	5	1	0	11	0	1	7	9	12	1	0	0	0	7	2	0	2	0	3	8	7	1	2	2	0	6	4	1	7	0	10	6	1	2	8	1	4	17	2	5	2	2	6	2	0	3	43	14	9	1	1	0	0	2	0	0	0	3	1	0	2	1	4	1	1	1	1	2	0	3	2	0	1	0	2	0	2	0	1	1	2	1	0	0	0	3	0	1	0	0	2	1	1	3	1	1	0	1	0	0	1	1	1	1	0	0	3	1	1	0	0	1	2	1	0	2	1	0	1	1	1	1	0	1	0	0	0	2	0	1	0	1	1	1	1	1	1	2	0	1	3	1	2	1
[Del(C):R(4,5)]T	1	3	4	3	3	5	3	0	5	2	1	0	0	4	9	3	3	1	4	1	3	1	0	0	2	3	0	2	0	3	0	0	7	3	1	1	8	1	2	0	4	1	8	2	1	0	2	0	2	2	1	1	1	2	1	0	3	0	5	1	0	4	0	0	6	4	6	3	0	0	0	5	0	0	2	0	0	2	2	2	0	3	1	3	3	1	3	0	3	2	0	0	1	1	8	7	1	4	1	2	2	0	1	2	30	10	4	1	0	1	2	2	0	1	0	1	1	0	1	0	0	0	0	0	2	0	0	2	1	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	3	0	0	0	1	0	2	1	0	1	1	0	0	1	0	1	2	1	0	1	0	1	1	0	1	1	0	1	1	1	1	2	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0
[Del(C):R(1,5)]G	1	12	2	2	2	0	3	1	1	1	3	1	7	2	3	5	2	1	6	0	1	1	1	1	3	4	1	1	0	1	0	0	5	6	3	2	5	0	8	0	2	0	5	3	1	1	2	0	0	2	0	1	3	1	0	3	0	2	3	3	1	4	0	2	4	1	1	2	4	0	2	8	1	0	2	0	1	2	3	1	0	2	1	1	2	1	6	0	4	2	1	2	1	0	6	4	1	6	3	1	1	2	0	2	14	4	3	0	0	0	0	0	0	1	1	0	3	0	1	0	1	2	0	2	3	0	0	0	1	0	0	0	1	1	1	0	0	1	2	1	1	1	2	1	0	0	3	0	1	0	2	2	0	3	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	2	1	1	2	1	0	1	1	0	0	0	1	0	2	3	1	0	0	1	2	3	1	2	0	1	3	0	1	1	4	2	0	1
Del(C):R(6,9)	4	7	6	3	7	9	13	1	3	2	4	1	8	6	13	9	6	1	5	0	12	4	1	1	8	9	1	3	3	8	0	4	25	8	0	0	8	3	11	1	3	1	19	4	2	1	1	1	10	1	1	2	3	3	2	2	3	0	4	0	0	9	1	5	7	6	9	3	3	0	4	15	3	2	3	0	5	1	1	1	1	1	4	11	4	1	9	0	7	5	5	2	5	0	4	31	2	3	2	3	6	1	0	0	50	13	10	0	0	0	1	4	0	2	0	1	1	1	2	1	0	1	1	2	3	2	0	0	2	1	0	1	2	2	0	2	1	0	1	0	1	0	4	0	0	1	1	0	0	2	1	2	0	3	0	0	1	0	0	2	1	0	1	0	1	1	0	0	1	1	2	0	0	0	0	0	1	0	2	0	0	1	4	1	0	3	0	1	0	0	0	0	0	0	0	2	3	1	1	0	1	0
A[Del(T):R(1,4)]A	7	29	26	5	11	11	23	4	16	12	10	4	6	20	30	9	10	6	9	1	12	4	2	6	20	11	3	11	2	8	0	7	28	18	5	26	10	1	23	1	13	4	27	11	3	7	4	1	20	7	5	8	7	3	0	4	9	3	23	4	0	24	2	6	23	12	18	5	5	1	0	20	8	0	4	0	7	12	11	7	5	8	3	16	14	13	10	0	26	5	2	2	14	5	20	27	3	6	8	4	8	8	9	1	72	35	31	8	0	2	2	3	7	1	0	3	1	5	3	3	2	6	2	4	4	4	3	3	7	2	4	1	3	4	4	0	3	4	7	2	1	3	2	7	0	5	2	1	2	2	2	3	2	3	2	1	7	2	3	3	2	2	2	0	9	2	2	1	2	1	4	2	7	4	8	1	5	2	3	5	4	1	3	1	1	4	1	1	3	0	2	2	2	4	0	3	4	0	6	0	4	3
A[Del(T):R(1,4)]C	2	17	15	3	9	7	10	5	9	3	1	3	1	5	17	10	6	3	2	0	6	2	2	1	6	2	0	3	0	5	1	3	15	11	1	3	8	2	9	1	1	2	19	12	2	1	3	2	8	2	0	4	1	2	2	4	3	0	6	0	3	11	2	2	10	7	7	3	1	0	2	17	3	1	4	0	5	3	7	7	2	1	5	11	2	4	8	0	15	4	2	0	3	4	12	16	3	17	5	1	6	1	1	1	56	30	19	1	1	0	2	0	3	1	0	1	0	1	2	1	2	5	0	0	2	1	0	1	3	2	2	4	1	1	3	0	3	2	3	0	1	2	2	3	2	2	1	2	5	2	4	2	0	1	3	2	1	0	0	0	3	0	1	0	3	3	1	1	1	0	1	1	2	1	1	0	3	1	2	2	1	0	5	0	2	1	2	0	2	0	1	1	1	1	2	2	0	0	1	1	1	3
