hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19
A[Del(C):R5]T	0.0021197694216137	0.000753689614884472	6.27131421660723e-06	0.000278375780585701	0.000422251593439768	6.56180440675284e-05	0.000475518577661466	0.000104383916311571	0.00304137711712492	0.00376277239954294	0.000170348207564136	0.000421883407940248	0.00272130653498802	5.85280570476981e-05	0.000546627852536245	0.000940602500372367	0.000256255939483682	5.9812987796988e-05	0.000501365783564088
A[Del(C):R6]A	0.00433350460796922	0.000309341905051277	7.63874363225843e-06	0.000426821489092674	0.000879200147602576	0.000363918115264951	0.00044610575930331	0.000367978352396652	0.00241674148159481	0.0066086685764838	0.00066204765041161	0.000305347065111089	0.00426928391677005	0.00020452749798449	0.000891879204592488	0.00181635127761233	0.000235459000971046	0.000105790752886951	0.000133975211115083
A[Del(C):R6]G	0.000980619742414401	8.72794043121638e-05	6.31846695507796e-06	0.000237069613315762	0.000167849309994581	3.40342858487484e-05	0.000106507991168847	4.71280805673463e-05	0.000342550648858781	0.00117912919371995	4.35408373342683e-05	0.000190863451018227	0.00153534205498953	3.17895542731675e-05	0.000319898195520991	0.00117818170139135	5.20693719797849e-05	1.71866771099382e-05	6.76817776358582e-06
A[Del(C):R6]T	0.00204984323618605	0.00047056048321299	3.4893026468341e-06	0.000374106697356846	0.000472276465383041	0.000112960466412762	0.000396210634951145	0.000111549826780637	0.00101766961096666	0.0029656496567437	0.000183594833645636	0.000328033383234191	0.0029172200341402	0.000475239805685247	0.000388024024306192	0.000843253141842228	0.000160264802710955	8.55877668143907e-05	0.00325601413334351
A[Del(C):R7]A	0.0045389149831785	0.000119527574111606	0.000194882268099532	0.000579729118643683	0.000694081285728556	0.000184261963116061	0.000378031879160341	0.00030275768754507	0.00060914170657272	0.00378325330059021	9.55912845709994e-05	0.00020979620802353	0.00717588260409985	5.30360407356881e-05	0.000898502069973125	0.00248352621728091	0.00023707654063314	9.9223996916243e-05	0.000346738953119089
A[Del(C):R7]G	0.000842173500245333	0.000148234681067048	1.22597120023901e-05	0.000133002652438393	0.000100460171993371	1.63343904973499e-05	0.000123325042406033	4.41435024023467e-05	5.0774273141109e-05	0.00102785398113443	5.5964867791864e-05	0.000224542864641601	0.00292477845306114	7.34807729920757e-05	0.000340180720749192	0.00153119777863275	1.59699947590859e-05	1.92499162267315e-05	5.72691964611107e-06
A[Del(C):R7]T	0.000835570996893008	0.000104739739341696	4.33805193930726e-06	0.000230363372704666	0.000491550800707351	0.000101807613253478	0.000229515302512369	9.19665772322718e-05	0.000157420531040093	0.00102665815465993	0.000142436687084057	0.000177157821116421	0.000941991184725702	4.31343762899474e-05	0.000337662652140929	0.000821107968089699	6.6344801378582e-05	8.41424521031345e-05	0.000273850884895857
A[Del(C):R8]A	0.0020804748764116	0.00082063574638801	0.000199078861823427	0.000304960280219329	0.000330978696760687	8.28603107651376e-05	0.000730384279947029	0.000405624957498584	0.000117216633393717	0.000445290347205813	0.000242935180032144	9.01661097418107e-05	0.00935597397681321	6.11337582176298e-05	0.00103358092846571	0.000768203698185559	0.000842798072827301	0.000115813696210662	0.000494597605800502
A[Del(C):R8]G	8.64194807783226e-05	5.31159426599925e-05	4.2437464623658e-07	0.000138399706635371	3.87538847020311e-05	7.48444282165059e-06	0.000270105445748142	6.47903529833965e-05	2.01347315345498e-05	9.15598143512932e-05	8.97338364214708e-05	0.000128196575168727	0.00172252231356454	2.33310473984659e-05	0.000338593992585081	0.000715694877812714	0.000111498977342643	2.32297683301907e-05	1.00654951355892e-05
A[Del(C):R8]T	0.000411725281855119	0.000183155351126113	9.28908947873402e-06	0.000147216676363107	0.000111778516323862	8.94590207084864e-06	0.000172289668646559	0.000103451844566897	2.21693085584439e-05	0.000151142342977244	0.000142748706113814	0.000121814788151063	0.00231378727598976	4.53792880671193e-05	0.000167503303585285	0.000740023620716308	0.000197656499979147	2.13655218185704e-05	0.00034448289386456
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	2.7058525000571e-05	0.00279458897981601	0.000396224461369553	3.77526612887604e-05	4.52733773219654e-05	0.000160900758450849	0.000856398688846458	4.37684003587586e-05	0.0161384739433134	6.5821073090768e-05	0.0027711686474202	0.00016061869244112	0.000229641669864409	0.0013778146032393	0.000421759244838813	0.000302604858730211	0.00229498923612939	2.20462859941621e-05	0.00556847486923534
G[Del(C):R1]G	4.35601022871659e-05	0.000380029536918286	7.16721624755112e-06	0.000131933928835031	2.12791187691804e-05	2.53171981047944e-05	0.000336443152585248	4.40817973042673e-05	0.00372907439579844	4.68270462313538e-05	0.00101542338429455	0.000342838689244728	0.00171601284255095	0.000552288384894614	0.000509132776136491	0.000578405116621763	0.000499725613067002	1.13216319048405e-05	0.00113861575145863
G[Del(C):R1]T	4.08483083982937e-05	0.00959443182789241	5.56402313954627e-06	4.21344280625444e-05	0.000364191802020594	0.00118904472136899	0.000824625582595364	0.000214850656239077	0.0102054485964504	0.000174021224097711	0.00588168635506744	0.000396081340842411	0.000478691873008756	0.00360448647222176	0.00132333128886859	0.000629641621111311	0.00580067695489788	0.000104659637025968	0.00109175913617227
G[Del(C):R2]A	3.67959211422364e-05	0.0034908198391186	6.60138338590235e-06	4.26153536840573e-05	3.37813903308947e-05	5.21696665319787e-05	0.0020817739215717	0.000116012079662802	0.0305209562949662	0.000223878962822622	0.00213201184764621	0.000437102925285073	0.000263525684265733	0.000679125900304831	0.000315138011028658	0.000624070940757413	0.00192375960447338	2.37534330806459e-05	0.00190185795156761
G[Del(C):R2]G	3.63144886061294e-06	0.000152666577330922	4.38520467777799e-06	1.76072213653879e-05	1.23602002939676e-05	4.58292953448013e-05	0.000216476981411473	2.25434704378069e-05	0.00648759203469611	1.58494461301907e-05	0.000589361399161406	7.34033802577348e-05	7.51945799866625e-05	0.000289593619255186	0.000152187927392561	4.08172690128137e-05	0.000147897898945211	1.31230386464062e-05	0.00113531843408663
G[Del(C):R2]T	7.8470262627912e-05	0.00228336195098577	6.03555052425358e-06	0.000133056088618561	0.000174037302989773	0.000125715019860309	0.00135024354029204	0.000149272751345982	0.0192651742135159	0.000241702471704357	0.00226479012749098	0.000275424878192543	0.000210928439197342	0.00160078244796485	0.000603957030987387	0.000665128918180581	0.00192878339167787	5.69851981445301e-05	0.0029427689830032
G[Del(C):R3]A	8.9488478164441e-05	0.00199041138086017	5.98839778578285e-06	1.72064500141272e-05	7.08619912127974e-05	0.000128541983963555	0.000804222709366983	3.48390231393176e-05	0.0211896996753684	0.000297773446397271	0.00170599241056258	0.000593949728673248	0.000349941009866985	0.000563713382332007	0.000422759573464014	0.000435733803113622	0.00142381147272271	2.08104371830879e-05	0.00146314119807159
G[Del(C):R3]G	9.32257917712136e-06	0.00017086184993185	4.99819027789749e-06	1.73400404645474e-05	1.73326946651039e-05	1.39502928332541e-06	0.000341583587275157	1.99096370408377e-05	0.00509979741677644	9.96964960772115e-05	0.000356439193447827	0.00020323480724144	0.000101346349813829	0.000175143206329721	0.00022245238979026	0.000153812674215936	0.000207096427213484	9.30028596808358e-06	0.00080784275614082
G[Del(C):R3]T	7.31474984179387e-05	0.000131509283608912	6.27131421660723e-06	2.23096052201804e-05	0.000111304945431373	2.19661753818858e-05	0.000974220175348284	5.30501461646006e-05	0.00881914968973663	0.000300032229737981	0.00128811383361897	0.000618054628976612	0.000417085663913266	0.000568604082989418	0.000349942548367527	0.000363160217392018	0.000749622653244146	2.03705587927056e-05	0.00180901243609278
G[Del(C):R4]A	0.000233499101021962	0.00057329584735997	5.23395397025115e-06	2.51684408591736e-05	0.000207802907624251	0.000276164130347196	0.000868892328125907	4.66782828787147e-05	0.00677704493574601	0.00171418877912741	0.000689136575267783	0.00637798946950158	0.000912392871774396	0.000165642418987047	0.000250668555839016	0.00265793665403996	0.000436367697096202	3.39544224195123e-05	0.0011238645947944
G[Del(C):R4]G	0.000137459251457422	0.000154938202551601	3.96083003154141e-06	1.76072213653879e-05	6.34742852899662e-05	1.3138371028144e-06	0.000213549316621194	2.40000355161554e-05	0.00147570555627536	0.000335078170702103	9.70237355712473e-05	0.00282166992415167	0.000572240044379967	0.000651986520427234	0.000158569334139529	0.0010833769746278	8.43260227016471e-05	1.45159868826169e-05	0.000791182626261224
G[Del(C):R4]T	0.000219573565891919	0.000475571421199782	6.03555052425358e-06	0.000111173972839726	0.000147659404278126	4.72907545939993e-05	0.000296023222418677	2.84022071186112e-05	0.00403896321954353	0.0010338394406311	0.000623428204137599	0.00178982183780804	0.000939084100525341	0.000302702300525458	0.000419034211687405	0.000895211771562836	0.000153161321655199	2.07999638880788e-05	0.00106555414021582
G[Del(C):R5]A	0.00111448139292325	0.00016527187022214	5.94124504731212e-06	9.73607202662725e-05	0.000388833274126448	0.000157859742235346	0.00163960575793593	7.3502138541189e-05	0.00571012749663602	0.00354644802301949	0.000461802346723488	0.00706151148281793	0.00209640930565924	0.000782993157709342	0.000355772049666109	0.00501130839515112	0.000210605375686809	3.14408316173276e-05	0.00104976172543412
G[Del(C):R5]G	0.000353842111513556	7.51863406373731e-05	8.44034018626086e-06	2.80807126783349e-05	6.60473538058241e-05	1.49836478579395e-06	0.000208998953904519	3.24081670386623e-05	0.000891398802478697	0.00089236494343706	0.000152520574818476	0.00153593228341146	0.00150794952963767	6.36191962566417e-05	0.000182508232963291	0.00211599886158677	1.70055624792624e-05	1.74066163051294e-05	0.000563667727592993
G[Del(C):R5]T	0.00128782339206624	9.21344464504776e-05	7.02575803213893e-06	0.000218153205536255	0.000270361622522072	1.96116021470667e-05	0.000416919891704091	7.22923938551582e-05	0.00273617622110457	0.00291677894939457	0.00025077820382558	0.00547242452189748	0.00216225326430041	0.000377425792537039	0.000302513173896818	0.00316973431482532	0.000126390612326999	2.37115399006095e-05	0.00146192639693454
G[Del(C):R6]A	0.00189542798121872	0.000230681314076395	6.08270326272431e-06	0.000181148650769848	0.000251529286697419	0.00010792655122108	0.000768296404227353	0.0001146740533255	0.00221565847685966	0.00448415313850005	0.000656629865440375	0.0108939816925921	0.004859511919264	0.000200278200691986	0.000459978697139574	0.00694146317048704	0.000269102114260417	3.7169723987307e-05	0.00136196561765696
G[Del(C):R6]G	0.00071434758060427	5.12006508072632e-05	1.34385304641584e-05	0.000369003542150793	5.28978686910412e-05	1.29907488817604e-06	0.000391558144392949	3.18820498866167e-05	0.000578567730388884	0.00124270413771841	8.95778269065923e-05	0.00220147092676304	0.00430919188915356	0.000426974202476049	0.000180818022527608	0.00355835804334117	4.64464960115537e-05	1.77627083354389e-05	0.000381621100054493
G[Del(C):R6]T	0.00140836985011423	0.00012487257463085	4.99819027789749e-06	0.000404805782863418	0.000117019367534076	4.19985006461458e-05	0.000148039980054206	7.35297434534877e-05	0.00103056346112917	0.00226231387601546	0.000406064401862356	0.00413753869027109	0.00244503163815699	0.000236116613706124	0.000431831519271866	0.00156047823740648	0.000212513901319862	7.36901036840496e-05	0.00027523922905249
G[Del(C):R7]A	0.00176391948076482	0.00015366876492828	3.72506633918775e-06	0.000277307056982339	0.000376599359403811	0.000214886177383347	0.000264658627533668	0.000147528770416053	0.000319252385677814	0.00133659233377666	0.000238198163853106	0.00436893986824414	0.00325725897576183	0.000238922753427589	0.00119273666214415	0.00210882918964981	0.000186085528428084	4.0416445440129e-05	0.00047325181439227
G[Del(C):R7]G	0.000602198645499102	2.200358547089e-05	8.25172923237794e-06	0.000246073609674086	7.01516348740636e-05	4.23675560121049e-05	0.000168408810668746	4.61976326410434e-05	8.74642739133877e-05	0.000373850787822187	0.000133331404488422	0.00132734571910753	0.00188381453778623	0.000244935909973586	0.000350666924268535	0.00136024322690806	2.21320506146818e-05	2.08523303631243e-05	0.000737037204152537
G[Del(C):R7]T	0.000678455830814438	0.000104561572657721	2.26333144659509e-06	0.000266192331507375	0.000103049026205645	3.05134976574986e-05	0.000197776238875115	0.000111562817327601	0.000131513993386399	0.00050293677582544	0.000203762609114473	0.0017939859446731	0.000996926085130466	3.33128872648199e-05	0.000544868653919513	0.00142265547902117	9.9097839933256e-05	2.72515136136863e-05	0.000282354492855234
G[Del(C):R8]A	0.00105739940986129	0.000102312218272539	5.51687040107554e-06	0.000161831471639081	0.000204882553787235	4.1762305211932e-05	0.000341379331592114	0.000549974291545176	5.22392505550912e-05	0.000310123992842833	0.000309097397023792	0.00236588350177928	0.00402110883587983	5.10717429306626e-05	0.000736793773595898	0.00150110922733855	0.000556057073680241	2.69477880584223e-05	0.000630308247111376
G[Del(C):R8]G	0.000114513967937742	5.28486926340303e-05	2.93761560672655e-05	0.000161617726918409	3.73963148102288e-05	1.03335502468549e-06	6.42838024687318e-05	4.5338632723043e-05	1.36109719735437e-05	7.3293406775301e-05	5.8134818316992e-05	0.000712234556515288	0.00161461254684474	6.74275287357727e-05	0.000164502317709683	0.000979253393691999	4.05925429487377e-05	1.63383402142009e-05	5.72691964611107e-06
G[Del(C):R8]T	0.000286183736192413	0.000159436911321965	2.82916430824386e-06	0.000313456632866056	5.2061226780977e-05	8.84994767569927e-06	0.000226451467266727	9.28613011544235e-05	1.8124741544177e-05	0.000177944041103985	0.000164987153325584	0.00144013949757998	0.00207034744565271	4.56198143289592e-05	0.000215450089413857	0.000884792536086102	0.000143926796282716	2.13969417035977e-05	0.000789794282104591
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	7.73486004364584e-05	0.00345694589832789	0.000391084812876244	0.000121487155612168	0.000237132731565748	0.000893165653372261	0.00323577314061144	0.000196319640994803	0.0193000406759687	0.000385593930344196	0.00396119504423012	0.00025119534793019	0.00225235489254748	0.010193623239904	0.000541384750776574	0.000310582623187644	0.00313601571789821	9.57782828582481e-05	0.00680115093730585
T[Del(C):R1]G	1.67050248429901e-05	9.19562797665028e-05	0.000202190942562495	3.16609367495974e-05	0.000102291312777663	0.000919228343316293	0.00142312877652446	3.91470132762838e-05	0.00238791318479099	6.3087755434783e-05	0.000584014527606025	7.09511025352666e-05	0.000736181611316213	0.00172461338510207	0.000443387039597457	0.000421858682602526	0.000537947476193518	1.61079277240006e-05	0.000591781696764811
T[Del(C):R1]T	0.00035272477033215	0.0117217643053872	0.000195825322868946	0.000535377089104162	0.000425535018294359	0.00611793413700651	0.00138275423650968	0.000406581386518815	0.0219106078895709	0.000238133973653488	0.0121951503165859	0.00116428574570503	0.0117201946681882	0.0223706661226497	0.00226860734559246	0.00159734101110634	0.00934828377030625	0.000273876664488047	0.00798072284138515
T[Del(C):R2]A	0.000136436612412887	0.00353431478084395	5.37541218566334e-06	0.00011806724008141	0.00149460552239226	0.00597684427060034	0.00168001434056456	0.000115542796153724	0.0307343225718647	0.000251376644611767	0.00106032575921321	0.000238662705877695	0.00054753881965896	0.00596633410035822	0.000653249086346401	0.000936424490106945	0.00185529231718898	5.28691932059526e-05	0.00227063686817325
T[Del(C):R2]G	1.3718126647771e-05	0.000365174889641886	5.51687040107554e-06	2.5916547381527e-05	0.000158867248733703	5.45242397667978e-05	0.00135312581493053	3.64027602301199e-05	0.00520035428603996	2.90857899642661e-05	0.000290092601574959	5.46319090817118e-05	0.000689818113811483	0.00281732419264053	0.000225867304752151	6.42691455644051e-05	8.09112167483377e-05	2.17111405538708e-05	0.00125974877912486
T[Del(C):R2]T	0.000145205022051438	0.00394772830017202	0.000197900043361658	0.000115742766244098	0.000433617294859508	0.00178036737203062	0.00355549002226308	0.000128759053871314	0.0229052824774367	0.000239462669736258	0.00621309311271886	0.000325247537092075	0.0018043702202778	0.0182916614235282	0.000910781966199724	0.000516388314039952	0.0044706656657548	0.000103319055264802	0.00424087076945504
T[Del(C):R3]A	0.000102237258224927	0.000488288068268485	5.89409230884138e-06	4.27222260443934e-05	0.00106615015026089	0.00149691070765208	0.00171765412393416	9.53960816307914e-05	0.0522528328421923	0.000435331453709238	0.0022736117564232	0.000562799570099953	0.000571227060400872	0.00348137711387006	0.000673945540660892	0.00088384689590257	0.00124375962398656	3.4729446250186e-05	0.00539423767757789
T[Del(C):R3]G	3.2994512553095e-05	0.000339452074643021	6.88429981672674e-06	8.30932601613906e-06	0.000104801238507855	7.87933206322683e-05	0.000908483888022359	2.29104533895424e-05	0.00666029135815028	9.31669038990251e-05	0.000154974179007019	2.07252290625334e-05	0.000416911838260049	0.000566840223735925	0.000178024001195151	0.000225148330970007	3.49268749259537e-05	1.6862004964656e-05	0.000993533787090482
T[Del(C):R3]T	0.000253180221535052	0.000950385633992671	6.60138338590235e-06	0.000121540591792336	0.000325706274157641	0.00120060353543083	0.00173012506813771	0.000170505800358787	0.023519401009378	0.000486992422832195	0.00173428686348827	0.000291007288653249	0.000935068128537213	0.00327496549350116	0.000712027016599557	0.000609336147352198	0.00120881563223878	0.000100229433237117	0.00163980799200314
T[Del(C):R4]A	0.000669598840469917	0.000710417381514089	4.76242658554384e-06	9.62652785728265e-05	0.00152773969917009	0.001318221480562	0.0016061759111446	0.000165109851913578	0.0143379204023147	0.00268329541203077	0.000966819329068317	0.00183863279468754	0.00217436112014522	0.00157276113846051	0.000824960668975632	0.00179884833748805	0.000772447935142582	8.4592803788526e-05	0.00273833530593899
T[Del(C):R4]G	0.000186678076485742	4.05551914397679e-05	5.37541218566334e-06	2.47943875979969e-05	7.02463490525614e-05	1.86742015175306e-06	0.000701856569548725	5.67768093249238e-05	0.00176342302254255	0.00068430379112361	0.000255685412202667	0.000239850356075124	0.00115482571212039	0.000377345617116426	0.000212690562171925	0.000567005854045733	9.18060738374676e-05	1.75637157302659e-05	0.00115406108020117
T[Del(C):R4]T	0.000529872499074327	0.00104793189346888	7.40297993990478e-06	0.000106818924156026	0.000956155417632067	0.000577815224267528	0.000589334383268064	0.000115830212005304	0.00786544324647584	0.00166131932928156	0.000573037130831848	0.000371378949853303	0.00133504095659062	0.000954368119270238	0.000645211963254273	0.000914090188317709	0.000467708597850636	7.74814364773449e-05	0.000449129334670772
T[Del(C):R5]A	0.00223825943896333	0.000353839034373988	6.837147078256e-06	7.51312693163442e-05	0.00118506380136492	0.000817642163282391	0.000733720456103394	0.000124017504229422	0.00839364238977672	0.00432105253077787	0.00107945819881058	0.000542932088402229	0.00334891304691177	0.00156013350971391	0.000711233652517501	0.00203011753946419	0.000292389550348023	0.000129868858112879	0.00121757782536713
T[Del(C):R5]G	0.000470860104773727	6.57212355512109e-05	8.25172923237794e-06	0.000113765627577878	0.000131605351022743	8.12659915841943e-05	0.000226598985260036	4.70225323732631e-05	0.000998176191223129	0.00087929310483228	0.000176120559614639	0.000162191229276604	0.00131472733111634	3.61992024068982e-05	0.00031382723558874	0.000948700619034977	8.52160974363443e-05	2.16797206688435e-05	0.00047724330384259
T[Del(C):R5]T	0.00271867149653086	0.000110351989886903	5.70548135495846e-06	0.00022069142409424	0.000599951177998124	0.000435359853007314	0.00104204440965642	7.26041669822964e-05	0.00465914860200627	0.00537967531691474	0.000563676559939139	0.000602813118109613	0.00424877248969039	0.00202567208950495	0.000441144923713387	0.0013639226268949	0.000129368939323871	3.55777831459233e-05	0.000652521753617504
T[Del(C):R6]A	0.00375078255517431	0.00040695497703398	8.01596554002428e-06	0.000251898153312409	0.00152339863265561	0.000545449068672915	0.00103635929314507	0.000482140902935442	0.00359224960317143	0.00735156786485759	0.000157030668066781	0.000709756619683616	0.00602757835096913	0.00039233842077111	0.000732826953185621	0.0041906130700506	0.000251292061155563	0.000164284105512792	0.00113080631557757
T[Del(C):R6]G	0.000715141926284638	4.42744209677422e-05	6.50707790896089e-06	0.000104173833237705	0.000154320968165807	2.05416216692836e-05	0.000142116565245966	3.03865131673759e-05	0.000490054409711918	0.00148522280844504	4.91288145035522e-05	0.000323297444792594	0.00187327710680843	0.000400877103066425	0.000246494770885594	0.00208606505141351	1.44637144388291e-05	1.78360214005026e-05	0.000478978734038381
T[Del(C):R6]T	0.00204955516884956	0.000138101450915981	6.50707790896089e-06	0.000398901084954843	0.000854164033086315	0.000310648663742415	0.000376636131992882	0.000632318121113799	0.0018984427171252	0.00275803140312451	0.000516235484732909	0.000502559312863718	0.00420980557342946	0.000406288943957822	0.0013401988991349	0.0012756170272109	0.000430436718335191	8.9578092212859e-05	0.000408693811108836
T[Del(C):R7]A	0.00350058815158196	0.000190972414385508	4.33805193930726e-06	0.000417069386211996	0.00129658974654612	4.5777627593567e-05	0.000783695013221187	0.000149832968683809	0.000566862253513247	0.0037920353489849	0.000112397764128363	0.00027971361501659	0.00593432987900002	6.84698092037454e-05	0.000424070348903931	0.00227180597691706	6.42479907054973e-05	0.000107110388058098	0.000325740247750015
T[Del(C):R7]G	0.000692628743769691	6.67011523130724e-05	5.84693957037065e-06	0.000117265697378889	9.43353217838443e-05	1.11528531592841e-05	0.000221367770266552	3.43989683609091e-05	0.000121748843239491	0.000464550113281781	7.1665098061908e-05	0.00023497879091345	0.00259477944140982	4.74638490030647e-05	0.000189234580615501	0.00128319934213704	1.45920906024874e-05	2.38895859157642e-05	7.63589286148143e-06
T[Del(C):R7]T	0.00190828118568869	8.65890084117614e-05	7.07291077060966e-06	0.00048124623859388	0.000353583814028837	0.00013156823796442	0.000790492188451332	0.000213890979582105	0.000341716738638514	0.000607897439240104	0.000225206826068679	0.000469327100857894	0.00247154904125472	6.33786699948018e-05	0.000388748400207199	0.000796762031728223	0.000265978294278066	3.8793084713718e-05	0.000424833311929694
