hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8
A[Del(C):R1]A	0.00201872146274161	0.00206709387134461	0.00130057532419233	0.00274242201213815	0.0067896774754989	0.00260948896936742	0.0309048355744401	0.0121815713596402
A[Del(C):R1]G	0.000153991064418668	0.000216170898936267	0.000217395976257767	0.000618370056753459	0.000232286959814095	0.000481323219511966	0.0044091253199993	0.00139546218485396
A[Del(C):R1]T	0.00374132034142165	0.000255340181781475	0.0020674354607917	0.00138969381989164	0.00428335925616968	0.00151357558078158	0.00481467190552645	0.0135463087172757
A[Del(C):R2]A	0.00085055630232864	0.000418346036316918	0.00124862558769507	0.000517843002485968	0.00140066899702309	0.00124528220602841	0.0212183863932475	0.00400127442618808
A[Del(C):R2]G	8.77020656874563e-05	2.31660484200006e-05	0.000250561781716285	0.000111099517594253	3.7267299937775e-05	0.000299910618638029	0.00497466539945256	0.000468196810636071
A[Del(C):R2]T	0.00190967953716443	0.000147417309341513	0.00203776942705511	0.000459909753513833	0.00169470543757329	0.000534027512227289	0.00952261584341235	0.0046206869429118
A[Del(C):R3]A	0.00150747991371962	0.000401631232869859	0.000329087909726888	0.00101606590412644	0.000850248584658645	0.000834204718081886	0.0138245209080975	0.0026252679948276
A[Del(C):R3]G	0.000114569059099223	0.000102093661313937	0.000392876717752215	0.0003269915490253	4.75834338317714e-05	0.000328648720583967	0.00231217674545271	0.000344078419908166
A[Del(C):R3]T	0.00110147352281592	0.000281569275659775	0.000398317769101139	0.000874854876223481	0.000396631563607131	0.00103078613157849	0.00928031185045718	0.00249764102705605
A[Del(C):R4]A	0.000791258578449809	0.00103560153231818	0.00144748371061328	0.00117812297256108	0.000855821994917962	0.000908582551504117	0.00874224142319185	0.00133664891881712
A[Del(C):R4]G	0.000875373497877928	0.000160880572225146	0.00059591816155679	0.000148399492426522	4.16355046028e-05	0.000538132955362423	0.00118729941123379	0.000573652346637421
A[Del(C):R4]T	0.000143412643306951	0.00056696500195361	0.00174657748300464	0.000411404082045821	0.000367010840547425	0.000489694058112174	0.00301033912417888	0.00193731929093759
A[Del(C):R5]A	0.001399792318873	0.00211799697448392	0.000493194393125092	0.000872443523782878	0.000585266651285119	0.00170581162264814	0.00512717612073966	0.00118986353458967
A[Del(C):R5]G	0.000314680575423648	0.000519648018189325	0.000375159123409989	0.000252482784957256	4.33998261944435e-05	0.000299377444204895	0.00147410620988409	0.000167470130809663
A[Del(C):R5]T	0.000823140255917995	0.00176585041908729	0.000453794619286903	0.000440396035864247	0.00065042407714794	0.000609978210227267	0.00306645991897142	0.000268416055074114
A[Del(C):R6]A	0.000282798897955462	0.00318492639327406	0.000724780850036586	0.000203860598560391	0.000850745576656292	0.000656311068466635	0.00207371259635177	0.000360431956976044
A[Del(C):R6]G	0.000478481386755604	0.000896492144735099	8.58264330867981e-05	5.25735622449118e-05	2.73913589559794e-05	0.000203752609622263	0.000453396947402902	5.67120843044857e-05
A[Del(C):R6]T	0.000128990851203087	0.0014799928797859	0.0010340184920282	0.000331191152330468	0.000570092420614133	0.00056833728699948	0.000578831846640969	0.000201733268775516
A[Del(C):R7]A	0.000230053206529909	0.0035076158761171	0.000283618219308492	0.000210669123098564	0.000812794912721753	0.000293325914388821	5.41516440980665e-05	0.000306465284652045
A[Del(C):R7]G	0.000304248568444965	0.000735597435377069	0.000117160326784622	9.03497285255349e-05	3.87227765023099e-05	0.000118471359042436	5.69084550703317e-05	2.65125525191365e-05
A[Del(C):R7]T	0.000265595237323949	0.000669680697114463	0.000303851274575848	0.000240871819003764	3.92712426711408e-05	0.000305082410639432	6.94125619802488e-05	6.65638514835592e-05
A[Del(C):R8]A	0.00133537010033797	0.00267355331019977	0.000641497219841496	0.00022920006265261	0.000852272052077633	0.000397028341633437	8.65441730221826e-05	0.000429265481179933
A[Del(C):R8]G	6.77897435948118e-05	0.000308293169189031	0.000365370699375242	0.000113819887889639	7.0068771782416e-05	0.000128068498838853	0.000108303288196133	2.40545663416614e-05
A[Del(C):R8]T	0.000218706111219763	0.000464781805464739	0.00031853391062797	0.00022362760953357	0.000347814524638345	0.000210630559809695	3.0817208368536e-05	0.000113513369720251
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0
