hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7
A[Del(C):R1]A	0.00327519077491956	0.00101710731218654	0.00250867414895423	0.00053824899439867	0.00444622318790363	0.0153206018922936	0.0111847063295347
A[Del(C):R1]G	0.000180636141155359	0.000104587137757994	0.00160776603430676	4.59845360443118e-07	3.58753510071386e-05	0.00176702080430253	0.000362502298323878
A[Del(C):R1]T	0.00257024774221252	0.000225855660923868	0.000895097132623539	0.000172717917382435	0.00634464283824927	0.0148615702620415	0.000421312511615784
A[Del(C):R2]A	0.00107032387870532	0.000165135586850639	0.00125915286863474	4.13860824398806e-07	0.00123968088340131	0.00476183162481084	0.00188373816822429
A[Del(C):R2]G	5.90419706618027e-05	1.42884830146604e-05	0.000233994976932232	9.19690720886236e-08	8.47821720339506e-05	0.00054049743166807	9.92294532766806e-05
A[Del(C):R2]T	0.00101110135797855	0.000154620039884548	0.000444608758476827	0.000361944283204778	0.00205764869060484	0.00854620324266999	0.000829142204834045
A[Del(C):R3]A	0.00072518143533762	0.000340759992186787	0.00210197404092487	0.000366036906912722	0.00222645320601328	0.00291802865462357	0.000771296093399383
A[Del(C):R3]G	0.000177426128953891	8.62317054083543e-05	0.000207204977128981	2.29922680221559e-07	0.000212171940401818	0.000248963212470145	0.000155717057548861
A[Del(C):R3]T	0.000980225197450758	0.000131363448253322	0.00145603992098895	2.29922680221559e-07	0.00124344734589602	0.00276819355718272	0.00100742801040476
A[Del(C):R4]A	0.000798631721067231	0.000945189411511292	0.000432300457969442	2.75907216265871e-07	0.000648901845374623	0.00226503559972454	0.000662279545511283
A[Del(C):R4]G	0.000134100411621187	0.000212556131690768	0.000140218538679864	1.37953608132935e-07	0.00023008102020315	0.000499522984976718	0.000544673726531369
A[Del(C):R4]T	0.000452271614470724	0.000448797917464222	0.000611548663313989	2.29922680221559e-07	0.000433355612108777	0.0014652297178595	0.000454720101729691
A[Del(C):R5]A	0.000563855753455712	0.00228401197008837	0.000698827783082904	2.29922680221559e-07	0.000443388618493829	0.00185400092377789	0.00079386484142124
A[Del(C):R5]G	7.28414541152049e-05	0.000539788699178434	8.18341838567259e-05	4.59845360443118e-08	5.61292783919476e-05	0.000177624668259421	0.000524617486379907
A[Del(C):R5]T	0.0002733611960293	0.00228669185195732	0.000243420664309635	4.59845360443118e-08	0.000171590553826446	0.000773960461644333	0.000584055826639411
A[Del(C):R6]A	0.000420971371232207	0.00471683123891562	0.000434267955820065	1.83938144177247e-07	0.000175724675349929	0.00101181845024486	0.00100000734762476
A[Del(C):R6]G	5.75891724646699e-05	0.000958878613856045	1.91716651025821e-05	9.19690720886236e-08	9.0550333685292e-05	2.02839712377176e-05	0.00122825115852541
A[Del(C):R6]T	0.00037842033964335	0.00185810488610003	0.000183778025977377	4.59845360443118e-08	7.76332464745686e-05	0.000142129191434777	0.00085723262712921
A[Del(C):R7]A	0.000314102528129821	0.00538956036670175	0.000340285616629841	0.000183386329744715	9.8589811114357e-05	0.000114710776639442	0.000978855537180975
A[Del(C):R7]G	3.73213779630504e-05	0.00113302873247374	5.20700593955572e-05	1.83938144177247e-07	2.67247262911297e-05	7.72181269279015e-05	0.000510857123508328
A[Del(C):R7]T	5.60859882028965e-05	0.000772067636014967	0.000219627667046287	3.67876288354494e-07	7.03290871030401e-05	0.000105938533487261	0.000590191020276421
A[Del(C):R8]A	0.000242982597889831	0.00283583833286397	0.00086251902867834	0.000183662236960981	4.42661470636932e-05	0.00012172150152265	0.000699382859411293
A[Del(C):R8]G	1.43537301644471e-05	0.00019333554062753	6.13127237170885e-05	1.37953608132935e-07	6.29105449225614e-07	3.70684713992795e-05	0.000810941130377583
A[Del(C):R8]T	9.47887841048392e-05	0.000521907345668603	0.000235779451726983	4.59845360443118e-07	2.20922225286501e-05	6.09049360021855e-05	0.00105278462050694
A[Del(C):R(9,)]A	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0
G[Del(C):R1]A	0.000903827326939682	2.21255548739371e-05	0.000853665288350537	0.000364749339903481	0.00225175631739318	0.00590463280306272	0.000177117197258906
G[Del(C):R1]G	0.000130434825418595	0.000143786564675737	0.00143288750442115	0	0.000419262016005995	0.000930823958064742	0.00146467522760875
G[Del(C):R1]T	0.00145594522675353	4.46239017138962e-05	0.00159731084224007	2.29922680221559e-07	0.00736655519381084	0.010690978399503	0.000411014150867947
G[Del(C):R2]A	0.00125801196949098	4.76357794469264e-05	0.00220716654228725	9.19690720886236e-08	0.00207368679445977	0.00606808873741953	0.000321747083449458
G[Del(C):R2]G	0.000123504642111173	1.47583415680617e-05	0.00014834018678418	2.29922680221559e-07	0.000644922957663287	0.000665170507280205	0.00013218420766976
G[Del(C):R2]T	0.000943649113360514	8.37234485199877e-05	0.000526305675041649	3.21891752310183e-07	0.00181523883763699	0.0052593868937279	0.00048941316098659
G[Del(C):R3]A	0.000414710902700632	0.000100711508073501	0.00098281093215015	2.75907216265871e-07	0.00154970731685995	0.0042033596371607	0.000273001509243027
G[Del(C):R3]G	0.000190812026793369	1.01807375777392e-05	0.000369317648867522	3.67876288354494e-07	0.000329022149944996	0.000645882176803212	4.43048626215475e-05
G[Del(C):R3]T	0.000422031578009016	0.000136748533709669	0.00071532273599336	2.29922680221559e-07	0.000942440813943166	0.00220296417336363	0.000416199850251609
G[Del(C):R4]A	0.000309784022506263	0.000677529000193935	0.000791277304180201	2.75907216265871e-07	0.000716322341050074	0.00196259646308223	0.00100086919625472
G[Del(C):R4]G	7.83419328384536e-05	0.000241272367171546	0.000181810528126754	2.29922680221559e-07	0.000219778397197	0.000626929654156759	0.00146588765873225
G[Del(C):R4]T	0.000161378167365909	0.00040045172313865	0.000433718886652449	2.29922680221559e-07	0.000365191628175149	0.00190875527425228	0.000550560590902118
G[Del(C):R5]A	0.000201995633724188	0.00173180437477393	0.000445867041985947	1.37953608132935e-07	0.000728920790435865	0.00124406785893882	0.00483732263830797
G[Del(C):R5]G	6.52541525480977e-05	0.000622839715397446	0.000142620716288183	1.37953608132935e-07	0.000202359529434026	0.000226841135212628	0.00159865617055792
G[Del(C):R5]T	0.000164233377695534	0.00179046354231802	0.00083595780769493	2.75907216265871e-07	0.000307853160088586	0.00101514118035757	0.00222446052913679
G[Del(C):R6]A	0.000203108325984998	0.00261578978603723	0.000209813055675156	1.37953608132935e-07	0.000463642545878638	0.000790356131686322	0.00815021034146194
G[Del(C):R6]G	6.60582301629848e-05	0.000907887706714921	0.000355018972627529	4.59845360443118e-08	6.83764091502489e-05	9.42323903419382e-05	0.00267424326074907
G[Del(C):R6]T	0.000168843702610135	0.00165477148697244	0.000161174678577197	4.59845360443118e-08	4.42661470636932e-05	0.000188971438112411	0.00277001071190201
G[Del(C):R7]A	0.000139615586279956	0.00230360675987977	0.00034223023659848	9.19690720886236e-08	1.18958121308116e-05	4.97525812089821e-05	0.00130286679923457
G[Del(C):R7]G	4.02983546155568e-05	0.00070114572293196	3.92813233665078e-05	9.19690720886236e-08	4.05078547696181e-05	2.22516872973742e-05	0.000451973872196934
G[Del(C):R7]T	0.000104051422321241	0.000543972409770695	0.00024930027997952	3.21891752310183e-07	4.4037381445793e-05	8.95075152525831e-05	0.00207747881871872
G[Del(C):R8]A	0.000246793044028265	0.00134847857387812	0.000432529236789281	3.21891752310183e-07	4.50259757231475e-05	0.000141551837620866	0.0025452727259368
G[Del(C):R8]G	6.62072889375462e-05	9.28828767870404e-05	8.9361007029458e-05	4.59845360443118e-08	1.60952952594086e-06	1.70201547794848e-05	0.00161511894015056
G[Del(C):R8]T	8.26982280104921e-05	0.000292614964846653	0.000517955248117494	2.29922680221559e-07	4.43478490700861e-05	4.37610625482912e-05	0.00161510433254666
G[Del(C):R(9,)]A	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0
T[Del(C):R1]A	0.00193536653238801	0.000270579442749416	0.00239336962375493	0.000359966948154873	0.00281186442221996	0.0105728034999801	0.000666223598563646
T[Del(C):R1]G	0.000237675265747704	4.46154611410806e-05	0.000250535685606655	0.000183202391600538	4.62515058190416e-05	0.0014452167494324	0.000511499858079824
T[Del(C):R1]T	0.00418042261341109	0.000787179074879148	0.00162666316482553	0.000168855216354713	0.010869120207876	0.023186140336555	0.00896113686423563
T[Del(C):R2]A	0.0013306161892185	0.000142631612962136	0.00228065029921982	5.51814432531742e-07	0.00169620718452312	0.00906644615992758	0.000396640268632667
T[Del(C):R2]G	0.000215331145499026	9.45625507773431e-06	0.000212832936097042	2.75907216265871e-07	0.000161655589849065	0.00132109157080693	7.42650582156108e-05
T[Del(C):R2]T	0.00254115398872138	0.000203500803821774	0.00166974221660138	0.00017308579367079	0.00430656177817554	0.0142197059964739	0.00078277767006293
T[Del(C):R3]A	0.000876772109647122	0.000150039622369954	0.00133421519942421	2.29922680221559e-07	0.00137070639105366	0.00546645071513135	0.000397808876944478
T[Del(C):R3]G	5.7719336464991e-05	1.55334675049602e-05	0.000125233525980352	3.67876288354494e-07	0.00029023003730963	0.000947702720073473	1.87853786123673e-05
T[Del(C):R3]T	0.000906287846429624	0.000265394117516371	0.000779014759436783	4.13860824398806e-07	0.00187394989943096	0.00376736913717601	0.000542760130420778
T[Del(C):R4]A	0.000756418695995337	0.000883594331389513	0.000378217144959293	2.75907216265871e-07	0.00146586471789952	0.00274494622912462	0.00107976486490588
T[Del(C):R4]G	0.00012765519418593	0.000176534580438096	0.000279888008192112	0	4.7820184341786e-05	0.000354507024472384	0.00052106783863278
T[Del(C):R4]T	0.000432904470874553	0.000642393709086899	0.000512235777621496	3.21891752310183e-07	0.000466126286872984	0.00228402936192913	0.000809655661234591
T[Del(C):R5]A	0.000312968841675411	0.00283080775146588	0.000189634763765278	2.29922680221559e-07	0.000772770257266954	0.00126296146793079	0.00117845383683835
T[Del(C):R5]G	8.94058728657515e-05	0.000569617683508734	0.000164560605110827	4.59845360443118e-07	0.000123255646844385	0.000217090925396066	0.000311463330305518
T[Del(C):R5]T	0.000296011831504541	0.00328952756227483	0.000598279491763276	2.29922680221559e-07	0.000531969933825051	0.000733145081820079	0.00156118766656046
T[Del(C):R6]A	0.000522327139095184	0.00482277871565906	0.000180048931213987	2.29922680221559e-07	0.000304707632842458	0.000637528220597843	0.00350656992323281
T[Del(C):R6]G	5.08689310932504e-05	0.000944602791700608	0.000331637777239893	0	6.34089271615583e-05	4.86450045047442e-05	0.00109971885183006
T[Del(C):R6]T	0.000476723551756861	0.00234692940661793	0.000180689511909539	0	0.000119824162575881	0.000503140283361835	0.00116225400411587
T[Del(C):R7]A	0.000218893860152978	0.00466349103900749	0.000222029844654606	2.29922680221559e-07	8.30255788965025e-05	6.75621789585087e-05	0.000905262428744656
T[Del(C):R7]G	2.96689943957827e-05	0.00100663115456025	0.000150147539460915	0	5.57452789619008e-05	1.51702660287897e-05	0.000700872835008852
T[Del(C):R7]T	0.000363065186444174	0.00159511070478756	0.000212260989047443	2.29922680221559e-07	4.05160249702574e-05	0.000180093150382164	0.00115034880693929
T[Del(C):R8]A	0.000104540587032126	0.00221366401595682	0.000418001781729449	2.29922680221559e-07	4.38739774330071e-06	7.42135305493839e-05	0.00154154043931814
T[Del(C):R8]G	1.87184230139257e-05	0.000311540135861345	0.000114549555093829	4.59845360443118e-08	1.87996316710148e-05	1.40155584009672e-05	0.000844231859660309
T[Del(C):R8]T	4.87674123138718e-05	0.000529913228984192	0.000248408042582144	0	3.04666781839262e-05	2.42959911078558e-05	0.00109381737985542
T[Del(C):R(9,)]A	0	0	0	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0	0	0	0
A[Del(T):R1]A	0.0027677275248933	0.000726805064291358	0.00380337924619209	2.75907216265871e-07	0.00239523321081981	0.0118002518169899	0.00524117906326607
A[Del(T):R1]C	0.0011027179194304	8.47869606947522e-05	0.000667896886640552	5.0582989648743e-07	0.00183325413004664	0.0047714345504912	0.000373195064376952
