hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6
A[Del(C):R1]A	0.00864988862803826	0.00990421911809298	0.00305193970396824	0.0132110290015103	0.00776704520239617	0.00732007317675511
A[Del(C):R1]G	0.00106287268381887	0.00121831031701214	0.00163079517951482	0.0027510425821791	0.00268695089168026	0.000209396131925957
A[Del(C):R1]T	0.00247241262561673	0.0103051395952756	0.0127793274084833	0.00921935472909213	0.00632914677102516	0.00248957614866166
A[Del(C):R2]A	0.00342808993139664	0.0057044878839877	0.000498681642183262	0.00547080575260898	0.00212327267631811	0.00124279001963688
A[Del(C):R2]G	0.000762235534383734	0.000405979968338024	6.8256011587817e-05	0.000598796937951677	0.000531268306699838	5.75439751857591e-05
A[Del(C):R2]T	0.00101501674633487	0.00639231770903816	0.0011590937896996	0.00615745295642879	0.00112004831406515	0.00163121185214076
A[Del(C):R3]A	0.00158431501468747	0.00409088061740002	0.000782830009007176	0.00247982077217647	0.00169781318907464	0.00364844787115265
A[Del(C):R3]G	0.000783304639390496	0.000362380792474413	0.00109169349507122	0.00060969664512051	7.09628719076737e-05	7.11307471046189e-05
A[Del(C):R3]T	0.00214215380403412	0.00301666056763669	0.000782376982381593	0.00172297808027671	0.000769894202831164	0.00525408462321084
A[Del(C):R4]A	0.00161326401301489	0.00177425663384106	0.00162792601088613	0.00160619550346778	0.000612398993089805	0.00183661187467881
A[Del(C):R4]G	0.000450859627892699	0.000306692715946554	0.000524906850175336	0.000581565783236241	0.000602337093341702	0.000489923010956533
A[Del(C):R4]T	0.000508229095117496	0.00111437607773581	0.000286312827368365	0.00162030100686274	6.24896931724291e-06	0.0012060258132682
A[Del(C):R5]A	0.00050971858714762	0.00049739596577053	0.000828988388524896	0.000604819255147902	0.00199130291751668	0.000610605514471111
A[Del(C):R5]G	0.000103615792353664	4.617522294109e-05	0.000493648013010119	8.0614325814871e-05	0.00016332052012184	1.75828813067597e-05
A[Del(C):R5]T	0.000596925943104912	0.000377677124303759	0.000425794691756154	0.00149063799878812	0.000653070251018979	0.000838383749581408
A[Del(C):R6]A	0.00071769491787001	0.000310186374564704	0.000187754368158228	0.000762647472923502	0.00283967993838304	0.000353256069890355
A[Del(C):R6]G	9.69130782181034e-05	0.000100794155747251	5.49168942789885e-05	0.000130098080419597	0.000846576470385128	1.67836594291798e-05
A[Del(C):R6]T	0.000269622081517544	7.62880346931918e-05	0.000273124718934731	0.0001400703965373	0.000139489704928965	0.000740878680516649
A[Del(C):R7]A	0.000175423722644668	4.64446134851401e-05	0.000527725682512296	0.000345012369564739	0.00141502084878585	0.00064976738647253
A[Del(C):R7]G	5.477486820458e-06	1.8857338083508e-05	4.51013173913599e-05	2.63333261431904e-05	2.33012415219227e-06	9.59066253095986e-06
A[Del(C):R7]T	0.000143808053102025	3.28993201921202e-05	3.80542365489599e-05	3.80688301852643e-05	1.80055048123948e-06	7.35284127373589e-05
A[Del(C):R8]A	0.000352601202034483	0.000177301070257483	0.000398613094221182	0.000623950989054542	0.000141184340676014	0.00207637843795281
A[Del(C):R8]G	0.00011637257086973	2.53479665042155e-05	1.75170295225371e-05	4.20760754679237e-05	0.000274001417350973	1.03898844085398e-05
A[Del(C):R8]T	0.000110318506489224	2.10292993449121e-05	0.00024418135118916	5.97308532560975e-05	0.00032844159072492	5.27486439202792e-05
A[Del(C):R(9,)]A	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0
G[Del(C):R1]A	0.00188079600087726	0.00500469543509052	0.000994141761695713	0.00391189574347658	0.00153872925832042	0.000860761962153647
G[Del(C):R1]G	0.000966103749990781	0.000976650162090186	0.00113649279471219	0.00164092114616008	0.000169781318907464	0.000540273989244072
G[Del(C):R1]T	0.00362765783936833	0.00741372879371317	0.00995913599164659	0.0059470496805447	0.00291106646922748	0.00425825416374618
G[Del(C):R2]A	0.00118349751419396	0.00489984358427352	0.00105303522302148	0.00428252013503363	0.00109155725056789	0.000802418765090308
G[Del(C):R2]G	0.000388300962627468	0.00139217665783299	0.000513832865994422	0.00138133179674941	0.000688975345909578	8.95128502889587e-05
G[Del(C):R2]T	0.00337903279066254	0.00719074918933019	0.00163995638460994	0.00098202697824075	0.00100100015283496	0.00208836676611651
G[Del(C):R3]A	0.00101314286926471	0.00350270003828461	0.00364530391089832	0.00217901404271559	0.00147465084413514	0.000501911339120233
G[Del(C):R3]G	0.00020701536812231	0.000871537339183632	0.00135344221207465	0.00027225224450388	0.000177724923971756	0.000811210205743688
G[Del(C):R3]T	0.00093535294678821	0.00169582189324997	0.000682610452169902	0.00148019626250873	0.000278449836186976	0.000927896599870366
G[Del(C):R4]A	0.00133095722517629	0.000933539256587666	0.000842931541334502	0.00124278415341952	0.00107079796266654	0.000567447533081792
G[Del(C):R4]G	0.000307820344870738	0.000292415017111898	0.000649136818168502	0.000143287642035664	0.00109314597158075	0.000576238973735171
G[Del(C):R4]T	0.00102465039640068	0.00113846127606479	0.00132102564019961	0.000706969662039008	0.000562513153286052	0.000233372788253357
G[Del(C):R5]A	0.000320336882736785	0.000981482354974085	0.000219415895657297	0.00139112092451133	0.000296773085201943	0.00160323908642546
