hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7
A[Del(C):R1]A	0.00018201271939848	0.000108825292942199	0.000776181233289169	0.000604274889862895	0.0109738720312748	0.00212881264487305	0.00371182060713723
A[Del(C):R1]G	5.58356838443992e-05	1.00496641965915e-05	0.00021846823431568	2.42708788684248e-05	0.00226291991191512	0.00150760668312289	6.75812664729337e-05
A[Del(C):R1]T	0.000911825337016986	0.000121491028859908	4.0816366462392e-05	0.000211264474689629	0.014147677175925	0.0060932996542258	0.00630243582193302
A[Del(C):R2]A	0.000793350007853918	0.000155462118687515	5.52968726692841e-05	0.00011662128920348	0.00361051784686678	0.00283895423523017	0.00318468672864834
A[Del(C):R2]G	4.60617391869173e-05	2.4094185084297e-05	2.3311209121487e-05	3.23788279588433e-05	0.000578417984339122	7.49638682215803e-05	0.000141277028483895
A[Del(C):R2]T	0.000345699292564181	0.000127269421240135	0.000106264064217177	0.000250748635542456	0.00643060987035274	0.000266806885820893	0.000357537081197283
A[Del(C):R3]A	0.00081244564972962	0.000167061681979258	0.000163439469847885	0.000123302874874819	0.00167856823305922	6.58284864311368e-05	0.00095868853725176
A[Del(C):R3]G	0.000169343041137365	1.88817855795815e-05	0.000105265316777857	3.63741589152044e-05	0.000853928979592293	0.00034257681714163	2.28489043789443e-05
A[Del(C):R3]T	0.000613888774008289	5.03750112486971e-05	0.000232970047134611	5.65248527348818e-05	0.00310694737694902	0.001811492471505	0.00133070731840753
A[Del(C):R4]A	0.00169197241962917	0.000260555807438838	0.00108773716782701	0.000311669865712273	0.00133603715019405	0.000491161115086196	0.00059085335830622
A[Del(C):R4]G	0.000468703846081648	4.33428788360854e-05	0.000379402401697999	5.91127375588884e-05	0.000292572621432111	0.000429631631850562	3.25033710179348e-05
A[Del(C):R4]T	0.000929746485542962	0.000161237220411489	0.000513238109668928	0.000319285965347836	0.00113854792539553	0.000547316844327452	0.000145782446248757
A[Del(C):R5]A	0.0019511642020205	0.000934373616392162	0.00246206513531086	0.00087149669868565	0.00128019910088116	0.00106239116468863	0.00104654418366657
A[Del(C):R5]G	0.000445227479010707	0.000105579060548638	0.000649793074001314	0.000117302311525587	0.000364714804006914	0.00077032763509416	2.22052732696782e-05
