hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8
A[Del(C):R1]A	0.0345964635030403	0.000586837437104638	0.000190233199119807	0.000826698161873105	0.000458880036006071	0.00143487456940437	0.00216584983957354	0.000459953504638314
A[Del(C):R1]G	0.0033269362130537	8.73125629681227e-07	2.96706024852149e-05	0.000145274357335655	9.68457007402795e-05	0.000498739671217469	0.000203891733996694	5.78611470730925e-05
A[Del(C):R1]T	0.00934120110942634	0.000194852536357194	0.000590283070238675	9.09901496252386e-05	0.0003104057141334	0.000393135199054863	0.00399334494944495	0.000218376113176025
A[Del(C):R2]A	0.0270300864244758	1.06715354738817e-06	0.000468504502295117	9.19156823406852e-05	0.000164296440682063	0.000404000887842948	0.00383702118743643	0.00042567243223167
A[Del(C):R2]G	0.00432003512394443	4.85069794267348e-07	3.97030296529664e-05	1.7852497711281e-06	6.54385192569657e-06	9.6413056175201e-05	8.3190669167292e-05	1.89398190091956e-05
A[Del(C):R2]T	0.0123687237743736	0.000391839379809164	0.000316409843095465	0.000137978417218778	0.000124443445255896	0.000170912501000008	0.000891156066639207	0.000119889054328208
A[Del(C):R3]A	0.0144074319557828	0.000391354310014897	0.000398113404806226	0.000303543193996179	0.000101371819047775	0.00112727534812573	0.00113488229819374	0.000164776425380001
A[Del(C):R3]G	0.00229263887572864	1.1156605268149e-06	6.18246956651731e-05	9.92472726066007e-05	3.35627384360916e-05	0.000121139901415173	1.41780364556188e-05	1.44889615420346e-05
A[Del(C):R3]T	0.00806222117097005	7.76111670827757e-07	0.000193482523949493	0.000234625971264658	0.000124851402326243	0.000174944423254706	0.000533173332280552	0.000188924694616726
A[Del(C):R4]A	0.00740636416676339	1.30968844452184e-06	0.000662435586237934	0.00122812843817407	0.000198239571521586	0.000701930329476841	0.000336111819138999	0.00021307296385345
A[Del(C):R4]G	0.00148395321290383	1.06715354738817e-06	6.53365921982682e-05	0.000330354848392983	7.57807822835932e-05	0.000308612896647755	1.28789751339873e-05	3.39022760264601e-05
A[Del(C):R4]T	0.00340282805122221	1.16416750624164e-06	0.000284923119661671	0.000629802388728364	0.000178337882008727	0.000845257192903744	0.000321314698772291	0.000160988461578162
A[Del(C):R5]A	0.00620100323001411	1.26118146509511e-06	0.000854080108263565	0.00276373941181318	0.000369526411733375	0.00319069698404926	0.000374586361875757	0.000260801307756623
A[Del(C):R5]G	0.00074175454771717	1.40670240337531e-06	7.81916651776663e-05	0.000685845794177918	6.97441202291385e-05	0.000699891589127714	3.01828778947818e-05	5.27473959406097e-05
A[Del(C):R5]T	0.00301461713377505	1.21267448566837e-06	0.000282910069935536	0.00288483336998306	0.000265943906398991	0.00291944201111735	7.97704842814341e-05	7.66115678921961e-05
A[Del(C):R6]A	0.00266658578503811	1.26118146509511e-06	0.000747826092284064	0.00548483850305606	0.000666612878813293	0.00556046498405363	0.000331646295845891	0.000254551167483588
A[Del(C):R6]G	7.50036032295282e-05	6.79097711974287e-07	0.000113945178791856	0.0012831434739398	9.92769043622105e-05	0.000909859065866029	2.43979954468916e-05	4.10994072499544e-05
A[Del(C):R6]T	0.000807483933201493	1.40670240337531e-06	0.000336135542314065	0.0026953541989981	0.000284213767630464	0.00222926576007794	0.000151431984219247	0.000147825287366771
A[Del(C):R7]A	0.0010471506193832	0.000194270452604073	0.000562341064800902	0.0057828641509086	0.000398524441328289	0.00293705034955171	0.000128464986009465	0.00017917068782699
A[Del(C):R7]G	4.75466937923167e-06	2.91041876560409e-07	7.15507891789475e-05	0.00124227606270441	0.000101101685312005	0.000896897688674371	1.84507303337974e-05	4.58343620022533e-05
A[Del(C):R7]T	6.01126057231433e-05	6.79097711974287e-07	0.000379383289963052	0.000979183447431772	0.000252690814546106	0.00058511848019948	8.85188503692962e-05	0.000131347644828771
A[Del(C):R8]A	0.000111421235727599	0.000195725661986875	0.000296027714618343	0.00231493694323671	0.00039564669010233	0.000581826882652566	8.39619868270108e-05	0.000135893201390978
A[Del(C):R8]G	6.77671009325657e-05	5.33576773694083e-07	2.48020854845067e-05	8.41466921692476e-05	8.07424223283505e-05	0.000142005668563781	1.4309972371097e-06	1.7235235298368e-05
A[Del(C):R8]T	3.57906431293813e-06	6.30590732547553e-07	9.03574874356158e-05	0.000386664258800754	0.000195405923762692	0.000188680293986814	1.11029147333192e-05	4.94329276140004e-05
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0
G[Del(C):R1]A	0.018889935699889	0.000390481184385215	3.77884443156093e-05	1.54584530873258e-05	0.000121312099094316	0.000127073888688331	0.000181229203284169	9.10058303391847e-05
G[Del(C):R1]G	0.0029784868714043	1.1156605268149e-06	1.04591061857911e-05	4.94138488877991e-05	6.44902947150788e-05	8.62990817057883e-05	2.66713527597467e-05	2.47164638070002e-05
G[Del(C):R1]T	0.0136535294890473	1.06715354738817e-06	0.000259574009795062	2.65840419067831e-05	0.000235275457989008	0.000315571948900921	0.00147696168027899	0.00020672812448537
G[Del(C):R2]A	0.0309161142825017	1.21267448566837e-06	2.09838552974344e-05	4.82661883206453e-05	0.000221101706261151	0.000365196483544199	0.000104574436391336	7.92631425534834e-05
G[Del(C):R2]G	0.00677686684059874	8.73125629681227e-07	1.18594886039723e-05	3.36208328633341e-06	2.74158177139756e-05	1.47723253230048e-05	6.57954261573203e-05	3.08719049849888e-05
G[Del(C):R2]T	0.0212439934091923	1.01864656796143e-06	0.000113934238304214	0.000140142107033556	0.000149295748946747	0.00019897650223045	0.000201648823433564	0.000138734174242358
G[Del(C):R3]A	0.023148656488487	1.45520938280204e-06	5.43195211427331e-05	0.00018051041618239	6.73900976745703e-05	0.000271835843087244	0.000188333444886841	9.64036787568054e-05
G[Del(C):R3]G	0.00456286288152662	8.24618650254492e-07	5.95162527727025e-06	1.56284768750523e-05	2.22722508675772e-05	0.000123451992425635	2.8416966410689e-06	7.57592760367823e-06
