hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7
A[Del(C):R1]A	0.00315315347261771	0.00459145836517497	0.000580541648892745	0.00429484650810888	0.00257858211281495	0.000781492011233032	0.00160373179840211
A[Del(C):R1]G	0.000869056625121978	0.000119140862362285	7.7986083693464e-05	0.000246623425656221	0.000782098017205567	9.8073695981537e-05	0.000805538806058327
A[Del(C):R1]T	0.000873202783534361	0.00920802959703048	6.91389915225596e-05	0.00452057674660911	0.00023508939727957	0.000227216539926691	0.00016801595198151
A[Del(C):R2]A	0.00146708542139236	0.00173811379453317	9.91244312235768e-05	0.00138288801523217	0.000599788338367369	0.000127654893786655	0.000355724936474341
A[Del(C):R2]G	8.15047456329086e-05	4.51256910274923e-05	2.28211760795776e-06	0.000190588124708806	2.20764383227328e-05	8.91834277389358e-06	1.93804446936811e-05
A[Del(C):R2]T	0.000810955852632655	0.00270111799060914	5.45679504194342e-05	0.00195396264352268	0.000501001449794881	0.000356808576372523	0.000667062402843799
A[Del(C):R3]A	0.000612867679009435	0.00220186258065047	0.000343021864133994	0.00044611712951217	0.0004097511102821	0.000563006650538285	0.00151980196936577
A[Del(C):R3]G	0.000725250393871411	0.000178372366679487	6.15720927100702e-05	0.00011461131123975	0.000184625556109978	0.000156843048153679	0.00034744135930688
A[Del(C):R3]T	0.000748818031162854	0.00130260891374424	0.000250841724024006	0.00043345723758731	0.000306030050202728	0.000356733710955743	0.000412459625376004
A[Del(C):R4]A	0.00145186465564163	0.000913843661430139	0.00101787109042998	0.00130010105300354	0.00180861260750694	0.000473692208319985	0.00181644780830615
A[Del(C):R4]G	0.000210472094144419	0.00052101128674875	0.000224741169815009	4.86489088312551e-05	0.000708873320375191	0.000318290319439316	0.000556093727581592
A[Del(C):R4]T	0.00123839205211983	0.00067604611793977	0.000498129687249789	0.000635945660705484	0.0011402392851939	0.000387437890012558	0.00226251062407845
A[Del(C):R5]A	0.00125890462531794	0.000396253922069739	0.00214904512273979	0.000894757506449364	0.00449587382693156	0.00206705287364445	0.00715435367623592
A[Del(C):R5]G	0.000140696612441279	0.000176887544227938	0.000401170003144114	7.51997580336684e-05	0.00127295258204678	0.00137044888686261	0.00194382734399445
A[Del(C):R5]T	0.000201416011296318	0.000742411225774194	0.00183183077523366	0.000266276816499573	0.00838543347576085	0.00301432499215925	0.00599684098751493
A[Del(C):R6]A	0.000647073485911599	6.15878529903114e-05	0.00415210622906753	0.000638495101010353	0.00910688893347859	0.00449223382663217	0.0104555936183322
A[Del(C):R6]G	0.000210581203576323	9.87729717769145e-06	0.00102349554649646	5.28048457665885e-05	0.00229981733935832	0.00190176874974885	0.00318214398357539
A[Del(C):R6]T	0.000378118736266191	0.000189960437551353	0.00194712979273244	0.00037773625119803	0.00562345934971264	0.00243652306362986	0.00336703967770946
A[Del(C):R7]A	5.51002631119396e-05	2.21109430284923e-05	0.00410461704058804	0.000109564816389702	0.00636836803877036	0.00913660353833799	0.0112497229690466
A[Del(C):R7]G	5.49365989640823e-05	5.16459983147265e-07	0.000799754746354963	2.50927788910673e-05	0.00240468440056187	0.0024278573916376	0.00161764195628709
A[Del(C):R7]T	0.00014680674062795	3.80889237571108e-05	0.000609396134533961	0.00012775140596176	0.00194193073828647	0.00153962601243077	0.00145556517284074
A[Del(C):R8]A	0.000111782612986499	0.000159037396060411	0.0014672850287148	0.00042194983237561	0.0010400835619453	0.00344799227703334	0.00226532391443721
A[Del(C):R8]G	1.32022412604845e-05	4.51902485253857e-07	5.92938615421805e-05	1.54537991082774e-06	0.000192225771898806	0.000150161309706082	0.000153480618461249
A[Del(C):R8]T	6.15377195943246e-05	1.35570745576157e-06	0.000290942789934138	0.000128598309076733	0.000543873033516784	0.000485436720577316	0.000298521365846217
A[Del(C):R(9,)]A	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0
G[Del(C):R1]A	0.00234656199726124	0.002610963444801	2.11142516016909e-05	0.000605500803366183	0.000110931317152333	0.000104605703595574	0.000241005207400454
G[Del(C):R1]G	8.47234738741011e-05	0.000397996974512861	3.4377894265925e-05	8.76501069197721e-05	0.000279926691263087	6.02105114451535e-05	0.00016567154334921
