hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12
A[Del(C):R1]A	0.0262219116091661	0.00948547108407884	0.00153054446210694	0.00481497414085336	0.0116609346728961	0.0021653562025075	0.00159284221921204	0.00471849082433073	0.00616186229018858	0.00184829279171345	0.0127701333447247	0.00795320090203602
A[Del(C):R1]G	0.00188238178609976	0.0018065897738279	0.00154336194914429	0.000393863322295715	0.0019191622244211	0.000461848510613085	0.000109916160688433	0.00040506702286684	0.000375596284355689	0.00221699551001688	0.00120773077853352	0.000987769851818071
A[Del(C):R1]T	0.00920431916343361	0.00882444902971643	0.00157727283266811	0.000764049396666338	0.010480513722812	0.00212170387674391	0.000260833564846533	0.00247128464477826	0.00428255627336342	0.0010464939208825	0.000850138010284088	0.00169822508944704
A[Del(C):R2]A	0.0216708624428908	0.00271003149566977	0.000439686402492418	0.00279314032533041	0.0036971509918252	0.00167881007839625	0.000416286698176808	0.000890658538569846	0.000766759905447194	0.00172403358660914	0.00465254389376141	0.00158833695893858
A[Del(C):R2]G	0.00398476057779584	0.000407556177599068	0.000486244135745365	0.000231536466883578	0.000351753211416304	0.000110433166327883	2.72629374438837e-05	0.00027067102406212	0.000339484344647937	0.000350944216521313	0.000919679207749301	0.0001611833192602
A[Del(C):R2]T	0.0122538609891143	0.00250494628810007	0.000862453459576589	0.00106798944256543	0.00415036022331355	0.000911363905464063	8.41635142215797e-05	0.0016268355625641	0.00308825990203201	0.00213434050030579	0.000501555979078737	0.000716234383072216
A[Del(C):R3]A	0.012450062022304	0.000793025694862851	0.00110292736768503	0.000811623805035949	0.00145247470822007	0.000125025784214346	0.000506481663824341	0.000563726178778968	0.00110388272458256	0.000922083793666735	0.00126680116582251	0.00128385614281188
A[Del(C):R3]G	0.00198001934603298	0.000178869894555074	0.000178394742780042	0.000222635245859107	0.000122988711995066	0.000139022144595771	5.34380768850189e-05	0.000217857610659152	0.00034712418072542	0.000852709929764371	0.000106001309393585	0.00033810110020165
A[Del(C):R3]T	0.0055980719521688	0.00104411342161703	0.000350764675984921	0.000455103722944071	0.00203601981785113	0.000562647410938507	0.000284711702255079	0.000249527415725664	0.00117440737600886	0.000873989947480614	0.000518659692912413	0.000788494792884497
A[Del(C):R4]A	0.00629644207620507	0.000976786248193827	0.000231410441852118	0.000549435721753988	0.00117732740644292	0.000339741249976032	0.00127756047933508	0.000367066905382079	0.00146397857094217	0.00055790873870719	0.000667503719640595	0.000677003687727546
A[Del(C):R4]G	0.000831609051247173	0.000635653201520533	0.000158207036621871	5.76380241396297e-05	0.000333690579959143	2.69884975964703e-05	0.000248814368164379	0.000487342841328804	0.000187537237092887	0.0013120665296864	0.000111925034672565	0.00072808795876238
A[Del(C):R4]T	0.00305065292166857	0.000587596912755909	0.000280389912287239	0.000603994970621625	0.00144229857782167	0.000106918385245552	0.000362455265764009	0.000259214435593358	0.000686916259576128	0.0011582265907354	0.000426508220086585	0.000945965960327137
A[Del(C):R5]A	0.00634704323931887	0.000903077033785586	0.000634626401197281	0.000374772821204409	0.000349412701424672	3.66227635989312e-05	0.00224237903287998	0.000255474625663269	0.000819750397189525	0.00133158578943558	0.000625745628061304	0.00203603090484502
A[Del(C):R5]G	0.000546520339028719	9.91625213263097e-05	0.000130537540795197	0.00020423589840029	0.000127959751694684	0.000165257474817457	0.000694534743549484	0.000125092081417669	7.54617784185696e-05	0.000375846364912662	0.000403021900846684	0.000360078726303342
A[Del(C):R5]T	0.00367018152623293	0.000430884696736555	0.000133313678540615	0.000476477125427535	0.000144109270636946	2.64550040393308e-05	0.00179292906434259	0.000290063306772778	0.000936676014494468	0.000278099144055306	0.000369148204180965	0.00191985742637274
A[Del(C):R6]A	0.00305801393258814	0.00016078328637402	0.000710815959321536	0.000285792027033909	0.000278663154829793	0.000100328170716181	0.00437476420521418	0.000332259308569346	0.000294287556084475	0.000375192369096323	0.00125624692289587	0.00232511472763752
A[Del(C):R6]G	0.000150090549693444	1.75798837238966e-05	0.00010485662590673	4.64120136240623e-05	9.9349561079582e-05	0.000129356496619361	0.000924327215389016	8.61433292189343e-05	4.12497629192287e-05	0.000473291741547092	0.000197401887465739	0.000480850211004193
A[Del(C):R6]T	0.00138752741050654	6.74788068781864e-05	0.000353652384278027	0.000113097867134448	0.000187678372937696	8.92503339120483e-05	0.00189860087032387	0.000182557453514163	0.00025655666687519	0.000492509157073345	0.000588200890377626	0.00159179600949585
A[Del(C):R7]A	0.000136433328175996	3.67029737491376e-05	0.000129297138823839	0.000133162266526078	9.55793047669747e-05	0.000134691432190756	0.00589630709283536	0.000394376639359365	0.000357112162567523	0.000281419430507486	0.000358635677629535	0.00452384755930447
A[Del(C):R7]G	7.56934141729738e-05	1.16642595687433e-05	3.31495786101829e-05	4.53962272247992e-05	2.46211474989295e-05	6.9040342688645e-06	0.00100770887479612	1.22592793805853e-05	3.90554842559937e-05	0.000145237378597625	0.000163945354552062	0.00135995525507186
A[Del(C):R7]T	0.000364532075350456	8.24386948292783e-06	2.84373637137047e-05	4.47260176417802e-05	4.42152865810493e-05	6.77850637306696e-06	0.00097991175083303	0.000112559157408053	0.000112818034685351	0.000259736953827342	0.000361764405769842	0.000183582780795706
A[Del(C):R8]A	1.94904754537137e-05	2.42210451699805e-05	0.000109385077548192	7.8927650425216e-05	5.97084451126137e-05	0.00052734269024545	0.00387274542694576	0.000201420689942027	9.3410710288873e-05	0.000208322821189042	0.00162798154233949	0.00731762145390897
A[Del(C):R8]G	1.85182664643361e-06	3.506763572831e-06	2.85883121017534e-05	4.77524327901002e-06	6.53307571577298e-06	6.43330465962374e-06	0.000300916978751381	2.16544116439803e-05	7.68666519529579e-06	5.48350338314551e-06	0.0002072052356387	0.000329284739634944
A[Del(C):R8]T	1.8240492467371e-05	5.4319326278663e-06	1.66633894459027e-05	0.00017751129127741	1.62767205722413e-05	0.000122609372220244	0.000478160065824211	7.28989291738377e-05	4.08283008589122e-05	7.24426135021058e-05	0.000479821747597408	0.00157209629473676
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	0.019260848949556	0.0013617701545195	0.000798602291431971	0.0014406050266745	0.00490801383599605	0.000422432751332659	3.33041013520047e-05	0.00104959133911101	0.00160100725953681	0.000751189656120448	0.000503141201336493	0.00103497323686182
G[Del(C):R1]G	0.00440156046024188	0.000623750935009792	0.000561002965669854	0.000432693590011875	0.000764695494918188	0.000291413010093981	0.000175004359933245	0.000310185308494185	0.000494033813178593	0.000608417338676714	0.000700334506926211	0.000740953939493697
