hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9
A[Del(C):R1]A	0.000261930941687629	0.00121947562248065	0.0029917917741198	0.01902268149705	0.0089444148681915	0.00280488308501004	0.00476484051921669	0.00501475239252584	0.0485203090681366
A[Del(C):R1]G	1.06316077506037e-05	0.000901924596080252	0.000173292344866982	0.00123677201298541	0.00205746435336445	0.000107452304328033	0.000271264778655509	0.00177096764008955	1.21013365926267e-05
A[Del(C):R1]T	0.000195259777728846	0.000459203288842989	0.000684482505482223	0.0173173120873148	0.00770142696481351	0.0014308025596325	0.00394074727624525	0.003926841286657	0.0330305982295745
A[Del(C):R2]A	3.14511815509419e-05	0.000880476189553595	0.00067152638364485	0.00444207259481505	0.00726988433159116	0.000442315104604526	0.00293191613413321	0.00165840630263488	1.21013365926267e-05
A[Del(C):R2]G	1.20601627420758e-07	0.000392756889488777	2.55210645666949e-05	0.000159122540264325	0.000468623542966432	6.8213930685797e-06	0.000344099933848093	0.000680874659905211	0
A[Del(C):R2]T	7.1970456896997e-05	0.00123898657752716	0.000357901905997947	0.00838008016784452	0.00571603558680508	0.000462103289902568	0.00134873522495814	0.00116464035263037	1.21013365926267e-05
A[Del(C):R3]A	2.10952346630142e-05	0.00121944833443163	0.000324172824629543	0.00177973933648745	0.00323690741945971	0.000400987295247591	0.000789984387218346	0.00145705047294788	0
A[Del(C):R3]G	1.38533940831297e-05	4.38246067198622e-05	7.22332456419933e-06	0.000337181685357436	0.000924289970075659	1.71763906546669e-05	0.000193792103934401	0.000360346933081486	0.000242026731852533
A[Del(C):R3]T	1.26646066128393e-05	0.00023145723175459	0.000125986650662225	0.00369949418552171	0.0033046299450067	0.000405196893672795	0.000689043053065008	0.000706420771682451	6.05066829631333e-06
A[Del(C):R4]A	3.76334506899155e-05	0.000992029733931426	0.000872396855629489	0.001010470080928	0.00242119022746994	0.000284501254153061	0.000998592462633487	0.000403451938159604	1.21013365926267e-05
