hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6
A[Del(C):R1]A	0.0106325749827002	0.00311118895598189	0.00114710052331245	0.00964827811519041	0.00694612964230054	0.00352271293943817
A[Del(C):R1]G	0.00164083533400453	0.000633453598236055	0.000270345580266339	0.00122400456340816	0.00228623573075583	5.40569760527596e-05
A[Del(C):R1]T	0.0103317502083808	0.00205205887783546	0.000704278560807529	0.0109357917361645	0.00532577118903727	0.00222534551417194
A[Del(C):R2]A	0.00377781438724304	0.00151481177914603	0.000535824819559316	0.00240009929194117	0.00240312161242659	0.00110816800908157
A[Del(C):R2]G	0.000481007245465908	0.00023204338899573	1.29568211674683e-06	0.000883984839924315	0.000480870006185646	0.000873921112852947
A[Del(C):R2]T	0.00259025295255771	0.000819404629534483	0.000247505416440895	0.00462763940472846	0.00346255812048098	0.00212624105807521
A[Del(C):R3]A	0.00128351566594414	0.000248220902775763	0.000412554225614867	0.00195113055294232	0.000512343577189668	0.0016036902895652
A[Del(C):R3]G	0.000198639529917086	0.000250751463590517	0.000119820463656832	0.000547864922113153	0.000363258240854824	0.000657693208641909
A[Del(C):R3]T	0.00173133953573289	0.000484240887337535	0.000408154932846378	0.00126596358370129	0.00114773374095982	0.000207218408202245
A[Del(C):R4]A	0.00140101717890324	0.000230100279798687	0.00192616706118429	0.00227199789745588	0.000963638477328364	0.00179288970574986
A[Del(C):R4]G	0.0005809225806618	6.15920426876689e-05	0.000362278746270865	0.000657319467993132	0.000873424167064321	0.00131538641728382
A[Del(C):R4]T	0.000698440949382334	1.66293996398108e-05	0.000550453974621655	0.0011430474863882	0.0019031180574579	0.000405427320395697
A[Del(C):R5]A	0.000735596666170864	2.67516428988261e-05	0.00296064870283764	0.00107646191545831	0.00088438687157134	0.000684721696668288
A[Del(C):R5]G	0.000253212866854481	0.000174834639147902	0.00104086965581033	0.000106508026038396	0.000194741557312293	5.40569760527596e-05
A[Del(C):R5]T	0.000653683284186896	3.38462508973323e-05	0.00220482911271161	0.000956015695071248	0.000143836639100583	0.00124331044921347
A[Del(C):R6]A	0.000192717539066472	2.25942929888734e-05	0.00498527253882357	0.000472829772225783	0.000454328721589705	0.00046849379245725
A[Del(C):R6]G	1.59511689040733e-05	0.000179443874917633	0.00109268187440908	4.19301328437026e-05	0.000177245899864759	2.70284880263798e-05
A[Del(C):R6]T	8.88354813463553e-05	8.76658567968288e-06	0.0020042093096116	0.000393533723547889	0.000364039961719501	3.60379840351731e-05
A[Del(C):R7]A	4.00998564524026e-05	0.000210804753586189	0.00725991782512826	0.000208524053690849	0.000130175136370274	0.000360379840351731
A[Del(C):R7]G	1.58725086840462e-05	2.71131515866481e-06	0.00105742726797667	0.000127985844687581	3.80809735506979e-05	1.80189920175865e-05
A[Del(C):R7]T	6.61869565656863e-06	1.80754343910987e-07	0.00122378682533851	0.000350751410946081	1.52993940658229e-05	0.000243256392237418
A[Del(C):R8]A	3.38238946116665e-05	0.000540952562739607	0.00376659311159642	5.25318267835158e-05	8.07592102817586e-05	0
A[Del(C):R8]G	1.96650550067828e-07	4.51885859777468e-08	0.000119684869016708	1.87768421277346e-07	1.30286810779514e-07	0
A[Del(C):R8]T	1.63276142427746e-05	6.32640203688455e-07	0.000375220501367208	9.70473863509604e-05	2.68390830205798e-05	0
A[Del(C):R(9,)]A	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0
G[Del(C):R1]A	0.00212670827593783	0.000842721939899	3.67913456871601e-05	0.00309440913892594	0.00375419584021015	0.00185595617781141
G[Del(C):R1]G	0.000523702889179206	4.06697273799721e-07	0.000111579322751477	0.000800702323225456	0.00103725052541879	0
G[Del(C):R1]T	0.00666299259761819	0.000109085246550281	0.000232153089964558	0.00782540783770522	0.00185792714651895	0.000945997080923293
G[Del(C):R2]A	0.00157822179886293	0.000385910524249958	0.000143805648887774	0.00440514826923952	0.00298282347078927	0.00143250986539813
G[Del(C):R2]G	0.000407628497354884	0.000162272212246089	9.64228551997644e-07	0.00114775614064484	0.000525707281495338	9.00949600879327e-06
G[Del(C):R2]T	0.00279734845612771	2.39499505682058e-05	0.000373171515694213	0.00345415899036862	0.00333130346482139	0.000891940104870534
G[Del(C):R3]A	0.00111846404997864	0.000209810604694678	0.000224589922259826	0.00232777956229997	0.00113526343192806	0.0013424149053102
G[Del(C):R3]G	0.000339812150517208	0.000173027095708792	0.000175730653601571	0.000924586150094363	0.000960790779892755	0.000162170928158279
G[Del(C):R3]T	0.00108897208605561	0.000378409218977652	0.0001024191515075	0.00151240241476545	0.00169996369464956	0.00116222498513433
G[Del(C):R4]A	0.000682607770808301	0.000759981638973746	0.00104829722887494	0.00172739725712801	0.000884517158382119	0.00203614609798728
G[Del(C):R4]G	0.000519444000123452	0.000166926636601797	0.000171406691188706	0.000266790039185681	0.000555003201519189	9.00949600879327e-05
G[Del(C):R4]T	0.00106090724326736	0.000570822218070897	0.000841560600898194	0.00054226075692426	0.000669078610557423	0.00046849379245725
G[Del(C):R5]A	0.000519674362196388	0.000341083446960033	0.0023623448863231	0.00117359596415755	0.000774164229651871	9.00949600879327e-05
G[Del(C):R5]G	0.000328108633494599	0.00038003600807285	0.000754569106222657	0.000203396531417506	0.000504451918936738	0.00245058291439177
