hdp.1	hdp.2	hdp.3	hdp.4	hdp.5
A[Del(C):R1]A	0.0146143176520385	0.00506519572863677	0.00650211944698823	0.000518308825540803	0.003506315358301
A[Del(C):R1]G	0.00267342783331049	0.0011738363648138	0.000528053303416899	0.000158896774741512	0.00108126638230028
A[Del(C):R1]T	0.0173191735395905	0.000561235850477906	0.00861758147698247	0.00063854109353897	0.00695360724072283
A[Del(C):R2]A	0.00431254341789686	0.00226360462767537	0.00179769352155844	0.000189702718144833	0.00296827660565105
A[Del(C):R2]G	0.00115723440976165	0.000188546276625102	0.00012144418145896	2.5638797340846e-05	0.000256371488636581
A[Del(C):R2]T	0.00782244317043581	0.00156878773169457	0.0038418739334838	7.59129716437996e-05	0.00135337518868139
A[Del(C):R3]A	0.00390419477769356	0.00101920743181773	0.00158211060307372	7.29027105075847e-05	0.00216297655013348
A[Del(C):R3]G	0.000633643307920746	7.59513946051466e-05	0.000176992296133252	2.50948872290065e-05	0.00017041364464365
A[Del(C):R3]T	0.00323095991855442	0.00113223438190939	0.00101117572183409	0.000132273312543026	0.00145237349987262
A[Del(C):R4]A	0.00188615765794401	0.00212485933998207	0.000704304211970766	0.000203966291939795	0.00112786386325752
A[Del(C):R4]G	0.000569659904112823	0.00011975486720825	0.000234456827758029	2.16626268680886e-05	0.000294605319165605
A[Del(C):R4]T	0.00180153065850139	0.000926035038354528	0.000697680683313431	2.55356419748075e-05	0.00118500978495894
A[Del(C):R5]A	0.00182083559093793	0.000412830755181435	0.000961076106446037	0.000322454296475855	0.000467647539658126
A[Del(C):R5]G	0.000101916891486148	0.000292767267921965	6.23360075591318e-05	9.49967143609253e-05	0.000154983563037294
A[Del(C):R5]T	0.00120606038851538	0.000858725005183531	0.000334180451407746	0.000439160526507614	0.00103340581944162
A[Del(C):R6]A	0.000770327866048081	0.000533110276476759	0.000312442408042385	0.000759504826859954	0.000623791772550766
A[Del(C):R6]G	5.58105127034018e-05	1.71181255076478e-05	8.6238762771848e-06	0.000122135953389604	4.72460905822941e-05
A[Del(C):R6]T	0.00039123253952234	0.000172672918657373	0.000199223432181129	0.000280957706046725	0.000192568783941272
A[Del(C):R7]A	0.000142837711774991	0.000894607229805331	8.59624909851904e-05	0.000593143354721473	0.000165429591735402
