hdp.1	hdp.2	hdp.3
A[Del(C):R1]A	0.00629445849263237	0.000506876867927616	0.0137436290403409
A[Del(C):R1]G	0.000745667437459096	0.000131504931933965	0.00211117434039375
A[Del(C):R1]T	0.007807640230021	0.000672744688684633	0.0160057601626052
A[Del(C):R2]A	0.00192452797651546	0.000194949442681489	0.00436356810625172
A[Del(C):R2]G	6.23604618663136e-05	4.93472707583973e-06	0.00143436700349445
A[Del(C):R2]T	0.00384076362566641	6.48999780030382e-05	0.00704944632914043
A[Del(C):R3]A	0.00165237523246943	6.37771889773556e-05	0.0034627682629199
A[Del(C):R3]G	0.000246273722394013	1.04377794609756e-05	0.000779077336738203
A[Del(C):R3]T	0.000957877815100385	0.000127817748219995	0.0030090429840776
A[Del(C):R4]A	0.000713368162348313	0.000190555317729126	0.00176867920576881
A[Del(C):R4]G	0.000355976053222629	5.96048495115473e-06	0.000535399159942608
A[Del(C):R4]T	0.0008502335655207	3.71490689978946e-06	0.00148743948196909
A[Del(C):R5]A	0.000979514669280114	0.000322254311963826	0.00125964973962897
A[Del(C):R5]G	8.04391755777735e-05	8.40151146254623e-05	0.000183510862809386
A[Del(C):R5]T	0.000243033594480243	0.000443030370985712	0.00128212227026342
A[Del(C):R6]A	0.000212870403697797	0.000759947969679318	0.000862272332807342
A[Del(C):R6]G	1.54806111435667e-06	0.000141914988209121	0.000105434363095228
A[Del(C):R6]T	0.000204170060225638	0.000325179108067765	0.000516213125883156
A[Del(C):R7]A	0.000137807440362131	0.000572871911770518	8.55155291237835e-05
A[Del(C):R7]G	9.5763780562529e-06	0.000115993809468053	6.70067798314767e-05
A[Del(C):R7]T	0.000148973881190882	0.000323557301697334	0.000131282214536434
A[Del(C):R8]A	4.13056306636873e-05	0.000439745173466122	0.000281794875248198
A[Del(C):R8]G	6.00023687735144e-09	0.000166325253323036	0
A[Del(C):R8]T	8.84434915721603e-06	0.000112195733010805	7.13924762744648e-05
A[Del(C):R(9,)]A	0	0	0
A[Del(C):R(9,)]G	0	0	0
A[Del(C):R(9,)]T	0	0	0
G[Del(C):R1]A	0.00287717358505879	0.000329628679391766	0.00551235410161934
G[Del(C):R1]G	0.000332677133427873	6.88366703893823e-05	0.00159349561468661
