hdp.1	hdp.2	hdp.3
A[Del(C):R1]A	0.00551897706499239	0.00228671221937856	0.00647917668960612
A[Del(C):R1]G	0.00010720068875909	0.000508055043720428	0.00285523040558914
A[Del(C):R1]T	0.00498011043093645	0.00087155506694656	0.00931871901604368
A[Del(C):R2]A	0.000749809064333965	0.000341822300183376	0.00205252368899952
A[Del(C):R2]G	0.000256548960855779	0.000132543792318565	0.000690275482669902
A[Del(C):R2]T	0.00231735238057909	0.00019346261809382	0.00670142447758696
A[Del(C):R3]A	0.000783971725764988	0.000894559997522546	0.00176752358441232
A[Del(C):R3]G	0.000153927598134423	4.40632901032346e-05	0
A[Del(C):R3]T	0.00090704444748982	0.000157738615324381	0.000190871629677662
A[Del(C):R4]A	0.000963410171282444	0.00153150901284516	0.000128119313071308
A[Del(C):R4]G	0.000130106210842983	0.000134180681609549	0.000726881000690275
A[Del(C):R4]T	0.000342302398346876	0.000153801232975798	0.00385926747129081
A[Del(C):R5]A	0.000933648997984776	0.000871798388327652	0.00154789047629008
A[Del(C):R5]G	3.98623662663405e-05	0.000319215531867359	0
A[Del(C):R5]T	0.000401504636714329	0.000231730435301951	0.000870688392913172
A[Del(C):R6]A	0.000915171639719897	0.00102683834833447	0
A[Del(C):R6]G	1.5889816756179e-05	0.000225824361779077	0
A[Del(C):R6]T	0.000534989767740496	0.000634936083897212	0
A[Del(C):R7]A	0.000682559660793404	0.0012876125084886	0.000303302863597381
A[Del(C):R7]G	0.000105875796371474	0.000119846840250665	0.000248394586566821
A[Del(C):R7]T	0.000190882314664183	0.000478790117612708	0.000211789068546447
A[Del(C):R8]A	0.000615897122337291	0.000620027119273929	0.000217018428263643
A[Del(C):R8]G	6.29724019402684e-05	0.000174837472377493	0
A[Del(C):R8]T	7.26556758336534e-05	0.000426476020677893	0
A[Del(C):R(9,)]A	0	0	0
A[Del(C):R(9,)]G	0	0	0
A[Del(C):R(9,)]T	0	0	0
G[Del(C):R1]A	0.00115004216003199	0.000126350157163492	0.00289967996318531
G[Del(C):R1]G	0.000200085426215747	0.000510709458786888	0.00185903737946326
G[Del(C):R1]T	0.0031674264554014	0.000389314209747455	0.00529211203380258
G[Del(C):R2]A	0.00123207878532159	0.000339167885116916	0.00132041332859205
G[Del(C):R2]G	7.00592424297338e-05	3.73387719348695e-05	0.00121059677453093
G[Del(C):R2]T	0.00149081515240122	0.00023392032773178	0.00603206643378585
G[Del(C):R3]A	0.000630835506305047	2.55929852657844e-05	0.00501234128893258
G[Del(C):R3]G	0.000107005067064274	0.000203637875848583	0.00119490869537934
G[Del(C):R3]T	0.000572975944115648	0.000295657598152527	0.000468027694689062
G[Del(C):R4]A	0.000260594773180379	0.00570199324451366	8.62844353337377e-05
G[Del(C):R4]G	2.15984134867145e-05	0.00161224747111665	0.000237935867132428
G[Del(C):R4]T	0.000275435346300728	0.00100352373600073	0.000719036961114481
G[Del(C):R5]A	0.000500311376386776	0.00446306713236904	0.00162633087204803
G[Del(C):R5]G	0.000113905177754143	0.00127768057211493	0
G[Del(C):R5]T	0.00010095857831542	0.00290859742919901	0.000130733992929906
G[Del(C):R6]A	0.000227792571717848	0.00603293244292455	7.05963561821491e-05
G[Del(C):R6]G	0.000114002988601551	0.00129586331532018	0
G[Del(C):R6]T	3.16195793984178e-05	0.00274400157495294	0
G[Del(C):R7]A	0.000134169806958022	0.00304182694540974	0.000290229464304391
G[Del(C):R7]G	3.95956094097734e-05	0.000749518334266065	0.000264082665718409
