hdp.1	hdp.2	hdp.3	hdp.4
A[Del(C):R1]A	0.00225640709857418	0.0103231314419106	0.00383970719757478	0.00863421691173656
A[Del(C):R1]G	0.0001642054015743	0.00109946491297813	0.000935501336596363	0.00114391467161994
A[Del(C):R1]T	0.000489492512593971	0.00962944535278428	0.00285344001169489	0.0048069931033427
A[Del(C):R2]A	0.000535265180523053	0.00553473113876841	0.00071874827223973	5.95345925750157e-06
A[Del(C):R2]G	9.68282335025078e-05	0.000608495220361005	0.000384044057260456	1.27574126946462e-05
A[Del(C):R2]T	0.000564087774031414	0.00752384773214356	0.000867623403284681	0.00271009970343268
A[Del(C):R3]A	0.000897233895327653	0.00414720837302342	0.00266492188598471	0.000715690852169653
A[Del(C):R3]G	0.000109397671949591	0.000920012682030041	0.000316980985092971	9.78068306589544e-06
A[Del(C):R3]T	0.000554847370024524	0.00476836575869191	0.000575943856719054	8.50494179643082e-06
A[Del(C):R4]A	0.00111350912904314	0.00266664176099064	0.00090983321055413	8.93018888625236e-06
A[Del(C):R4]G	0.000371489131054124	0.000608008214003025	0.00122322880661263	1.0205930155717e-05
A[Del(C):R4]T	0.000434392325738068	0.00221137411999833	0.000518373916881474	0.000966586635164362
A[Del(C):R5]A	0.00239541762080579	0.000998270118172573	0.000446014247276704	0.000956805952098467
A[Del(C):R5]G	0.000771906638019382	0.000379342708985362	0.000196911195495415	3.82722380839387e-06
A[Del(C):R5]T	0.00219392703350133	0.000863692959920995	0.000291883261851677	7.22920052696619e-06
A[Del(C):R6]A	0.0039750040164645	0.000250084172801198	0.000260796309200528	5.52821216768003e-06
A[Del(C):R6]G	0.000869568685755508	7.72962393833615e-05	6.01774954990126e-05	8.93018888625236e-06
A[Del(C):R6]T	0.00207181058324192	0.000301251880281085	0.00014903810327379	9.3554359760739e-06
A[Del(C):R7]A	0.00583438486745642	7.99010826007158e-05	8.62530521133444e-05	8.93018888625236e-06
A[Del(C):R7]G	0.00121881862225029	3.68138358762621e-06	0.000107969101606218	4.25247089821541e-07
A[Del(C):R7]T	0.000652540530232054	7.00712437435903e-06	4.60396546471796e-06	2.55148253892924e-06
A[Del(C):R8]A	0.00409061796020054	8.68409232019329e-05	0.00017592852103232	8.50494179643082e-06
A[Del(C):R8]G	0.000372690072450305	1.23033185173931e-06	7.26041279480301e-05	9.3554359760739e-06
A[Del(C):R8]T	0.000621571176196839	5.12638271558045e-08	2.03715286049467e-07	4.25247089821541e-07
A[Del(C):R(9,)]A	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0
G[Del(C):R1]A	0.000272520359519043	0.00486011198935481	0.00185759820737067	0.000664661201391068
G[Del(C):R1]G	0.000366249790869745	0.000706873708662191	0.000965243768359586	0.00112095132876958
G[Del(C):R1]T	0.000367593849634384	0.00709895711273026	0.00356701391566896	0.00112647954093726
G[Del(C):R2]A	0.000287945922840984	0.0047894864554801	0.00608884618473253	0.000576209806708188
G[Del(C):R2]G	4.4721066395638e-05	0.00103087711623286	0.000805816185497272	0.00113328349437441
G[Del(C):R2]T	0.000143577833033665	0.00610671690222689	0.000670671464732056	0.0016444304963399
G[Del(C):R3]A	0.00022606321721908	0.00261907854135765	0.00216867144916821	0.0025110840653962
G[Del(C):R3]G	8.49557144148666e-05	0.000674574293564837	0.000450658955798631	0.000994652943092584
G[Del(C):R3]T	0.000331360265437668	0.00346430370754576	0.000920630120714752	0.00088578968809827
G[Del(C):R4]A	0.00048889515314302	0.00121145715137838	0.00139117168843181	0.000886640182277913
G[Del(C):R4]G	0.000170284778486577	0.000424727215964235	0.000474412158151999	6.37870634732311e-06
G[Del(C):R4]T	0.000638807485354473	0.0018811806052986	0.000484149748825164	0.000899397594972559
G[Del(C):R5]A	0.00116519316653892	0.000812618168127827	0.000561113383894653	0.000953829222469716
G[Del(C):R5]G	0.000355347980889899	8.77284282095677e-05	8.6049336827295e-05	4.25247089821541e-06
G[Del(C):R5]T	0.00154577336173719	0.000568339623752024	0.000584459155675921	0.00275304965950466
G[Del(C):R6]A	0.00196707978200288	0.000481892791221352	0.000332178145432261	6.80395343714465e-06
G[Del(C):R6]G	0.000997472055696003	0.000102521246333215	0.000209500800173272	6.80395343714465e-06
G[Del(C):R6]T	0.00112771508348605	0.000185562238347223	8.77198021729006e-05	4.25247089821541e-06
G[Del(C):R7]A	0.00206497206202739	1.16529087103538e-05	1.66639103988464e-05	1.27574126946462e-06
G[Del(C):R7]G	0.000795465001366242	1.33157791037202e-05	0.000250203114325956	1.70098835928616e-06
G[Del(C):R7]T	0.000547175034576378	2.12937122048423e-05	1.39748686229935e-05	0.00152961378208808
G[Del(C):R8]A	0.00174284597810233	7.17501340829429e-05	0.000132618651218203	5.52821216768003e-06
G[Del(C):R8]G	0.000123945863577948	1.46934944585325e-05	3.78910432052009e-06	9.3554359760739e-06
G[Del(C):R8]T	0.000414349671659822	2.950874050656e-06	3.30426193972236e-05	2.55148253892924e-06
G[Del(C):R(9,)]A	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0
T[Del(C):R1]A	0.000679844835135916	0.00727005013586276	0.00340351202708566	0.00103292518117652
T[Del(C):R1]G	0.000142445339074572	0.00111022070471326	0.00114223160887936	1.0205930155717e-05
T[Del(C):R1]T	0.00175135835027838	0.0121051517855439	0.00397216287656414	0.00841351367211918
T[Del(C):R2]A	0.000464689650390963	0.00591726181700502	0.0029531382726875	0.00182686149787334
T[Del(C):R2]G	0.000270050029289592	0.000984508984570437	0.000325903714621938	8.07969470660928e-06
T[Del(C):R2]T	0.000621029819194415	0.00909026523471632	0.00237878339519963	0.00110053946845815
T[Del(C):R3]A	0.000275588049199445	0.00574520439312416	0.00143717060002178	7.65444761678773e-06
T[Del(C):R3]G	0.00036713960755189	0.000865339810368375	0.000387384987951667	0.00117410721499727
T[Del(C):R3]T	0.000680529309506797	0.00575584163725899	0.000840570013297312	0.000677843861175536
T[Del(C):R4]A	0.00182721677805481	0.00252661461711456	0.000916066898307244	0.0032948144519373
T[Del(C):R4]G	0.000598603949806648	0.000356850704820753	0.00153686886101439	1.23321656048247e-05
T[Del(C):R4]T	0.000825214746522433	0.00250171321307363	0.00132545313715225	7.22920052696619e-06
T[Del(C):R5]A	0.00347691201677455	0.00087056551674907	0.00124881544654044	9.3554359760739e-06
T[Del(C):R5]G	0.000944020829824495	0.000205523091046015	0.000262059343974035	0.00295971974515792
T[Del(C):R5]T	0.00370148805786054	0.000925167900648396	0.000341915736105426	0.000935968844697211
T[Del(C):R6]A	0.00447213152954093	0.000283184585197861	0.000282634587865031	0.00117283147372781
T[Del(C):R6]G	0.00106974010427245	4.47020572798616e-05	2.94164873055431e-05	2.97672962875079e-06
T[Del(C):R6]T	0.00213224344769641	0.000341977786967175	0.000395533599393645	5.10296507785849e-06
T[Del(C):R7]A	0.00445222577033686	9.78882779540087e-05	5.91181760115554e-05	5.95345925750157e-06
T[Del(C):R7]G	0.00105348072671689	2.08131138252566e-05	1.09598823894613e-05	4.25247089821541e-06
T[Del(C):R7]T	0.00150749257692212	3.1866876555727e-05	8.5641906255196e-05	3.82722380839387e-06
T[Del(C):R8]A	0.00356092813455303	1.52349686328657e-05	0.000281208580862685	1.23321656048247e-05
T[Del(C):R8]G	0.000571865891882332	6.40797839447557e-08	4.48173629308828e-07	0
T[Del(C):R8]T	0.000620948926768765	5.39231381895119e-06	0.000331241055116434	2.55148253892924e-06
T[Del(C):R(9,)]A	0	0	0	0
T[Del(C):R(9,)]G	0	0	0	0
T[Del(C):R(9,)]T	0	0	0	0
A[Del(T):R1]A	0.00158778764312071	0.013373069634556	0.00659324523299101	0.00129955510649463
A[Del(T):R1]C	0.000221085221794493	0.00689061451119068	0.000730563758830599	0.00064850181197785
A[Del(T):R1]G	0.000394139010235997	0.00911610540759204	0.000895573140530668	0.000609379079714268
A[Del(T):R2]A	0.00143776952850649	0.0113958526570594	0.00142910347469422	0.00277516250817538
A[Del(T):R2]C	0.000230506078135525	0.0109245907019945	0.00127570586429897	0.00329396395775765
A[Del(T):R2]G	0.000507649750905154	0.00749048459263272	0.00192262412667766	0.0023571446188808
A[Del(T):R3]A	0.00136407030624547	0.0138258157360501	0.00386150473318207	0.00180347290793315
A[Del(T):R3]C	0.000656031349523546	0.0123241348352075	0.00104257409094396	0.000419293630564039
