hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16
A[Del(C):R1]A	0.00847016817943354	0.00215301601589964	0.00440577540827013	0.00882004086341479	0.00109736060071968	0.00272146780457514	0.00609701340546317	0.00216188608012758	0.00172526312992578	0.0240063789182967	0.00639279906779926	0.00152200097148247	0.00486653106247114	0.00286777967386474	0.00643325326428678	0.00472218885600936
A[Del(C):R1]G	0.0017639562488447	0.000297951299509155	0.000177806159687154	0.00127944035421906	0.000178832390030699	0.000531551993579108	0.000473180685208206	9.45558025167156e-05	0.00026825293813403	0.00341595219390706	0.0018535442007122	0.000950213641421301	0.000711443282884347	2.80056608775854e-05	0.000208838097614913	0.000377835385330309
A[Del(C):R1]T	0.00509407605577238	0.00115981305829527	0.00448340643297264	0.00783710681052946	0.000122725619024813	0.00153298315141886	0.00367358145463644	0.000219814074164309	0.0029992955955509	0.00132900410880709	0.00304336622004161	0.00287826392693548	0.00618790295817479	0.00768226395273142	0.00109324464703084	0.00591215432775557
A[Del(C):R2]A	0.00335318135953052	0.00147301455539995	0.00108408424971079	0.00544461024700362	0.000304321719733328	0.00107598852384982	0.00131866419090162	0.000323472163971515	0.000767424910626118	0.0299638195139136	0.00300372565937728	0.00153426805573598	0.000947111250923814	0.00119677524150215	0.00106024046635058	0.00114244722200911
A[Del(C):R2]G	0.0005534027765964	8.20149310037408e-05	0.000203965462556607	0.000681560797218281	1.12650604981018e-05	0.00018808541123054	0.00031856262752923	1.0437279023221e-05	0.000209132257641998	0.00451841615942398	0.000655448241021664	0.000302794000530926	0.000380551953741043	1.74257445460531e-05	0.000135708971244618	0.000260462964379965
A[Del(C):R2]T	0.00326843823815726	0.000290216223324886	0.0021418027875715	0.00664325492101267	0.000211289066181688	0.0014064091524923	0.00295498902556348	0.00013681909719047	0.000999643871995875	0.0128685162892254	0.00130636613225312	0.00156339134928749	0.00110407875279305	1.2446960390038e-05	0.000413268102604723	0.00167107519265737
A[Del(C):R3]A	0.00196688664803251	0.000725063989637355	0.0017547070277978	0.00344458163157255	0.000237432082700846	0.000410195223156313	0.00219389512129607	0.00054921840771148	0.00185224000042846	0.0138093878988943	0.000641226055134461	0.00274473803862208	0.000438723576682959	2.17821806825664e-05	0.00158077215616614	0.000751719288300521
A[Del(C):R3]G	0.000420042181676215	0.000171237610723118	0.000299116967203707	0.000525659323177808	5.98598117200663e-05	0.000103952557325725	0.000183932530170906	8.28607755839909e-05	0.000207988321871704	0.00131275538751081	0.000248935804407439	0.000285143519590622	0.000290674235115725	1.92927886045588e-05	0.00080924291875712	0.000278010225029888
A[Del(C):R3]T	0.00164623950373254	0.000331302646950402	0.00125328801158731	0.00293234351773196	8.36108586194907e-05	0.00047818061071966	0.0019833360302648	0.000329998096673184	0.000859147760571539	0.00711967159685839	0.00113285546442924	0.00097501256714243	0.000611819945784678	1.99151366240607e-05	0.000207105001369146	0.000949896174800988
A[Del(C):R4]A	0.00112638443710652	0.00145811402949485	0.000813688485077374	0.00187402111924063	0.000554151901173203	0.000790574417780647	0.00281662471540157	0.000819997800392406	0.0005808593859072	0.00967919843409424	0.00109541955872007	0.000387516309044389	0.000187202560801791	2.4271572760574e-05	0.00189694919300257	0.000135656398650455
A[Del(C):R4]G	0.000379174872254368	0.00011590488564557	6.12791838394638e-05	0.00019656773833222	0.000140495554203791	0.000241208903674892	0.000931208043097506	0.000231367097300799	0.000221091586149621	0.00212561533201083	0.00018755993959695	0.000569845777157736	0.000113742663056445	2.05374846435626e-05	0.000525693302547516	6.69742772897827e-05
A[Del(C):R4]T	0.000937168521974084	0.000372645684477766	0.000380263015429405	0.00117744622705065	0.000241189874099475	0.000412224465624073	0.000904040291975754	0.000511184017299208	0.00260796556794929	0.0034385120127503	0.000778234553465468	0.000638859157634327	0.000295258090705413	2.05374846435626e-05	0.000793908784582617	0.000220780705085769
A[Del(C):R5]A	0.000834943021469175	0.000850096998362939	0.000629477576138126	0.000593687195031494	0.000302111463793743	0.000464782998517742	0.00194902456769271	0.0022861760731426	0.000326229682855767	0.00504624056396721	0.000758470470220394	0.00507327773667177	0.000868739141171181	1.99151366240607e-05	0.00199038568625261	0.000719571635201426
A[Del(C):R5]G	5.60551603561279e-05	0.00014167907314984	0.0001813727854555	0.000133763542428464	0.000109591164196294	0.000218858412062657	0.000208069615828877	0.000645033518618976	0.000694057030085875	0.000722714864612828	0.000199767676054537	0.000551312772170416	0.000146171142858565	1.68033965265512e-05	0.000603871013633741	0.000177917167620308
