hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7
A[Del(C):R1]A	0.00432260420119448	0.00510225018965363	0.00721325898929736	0.00933262005964875	0.0118965077404071	0.00665732236129757	0.171221328914003
A[Del(C):R1]G	0.000746509921296409	1.27074403668153e-05	0.00182683047720984	8.16260593265509e-06	0.00119712575303703	0.0015383249209438	1.20967071251117e-05
A[Del(C):R1]T	0.00527128738288385	0.0075294368019853	0.0022047050060136	0.00971126751097251	0.0106704445944746	0.00700831331860222	0.00120362235894861
A[Del(C):R2]A	0.000544697212431913	0.00264295108948779	0.0021935323035597	0.00529221134294401	0.00603683992958428	0.00282558678561192	0.00380970670021487
A[Del(C):R2]G	0.00101704375148577	0.000359591086359404	0.000367201165007021	8.20321591241954e-06	0.000382195706932302	4.34102648923866e-06	2.0413193273626e-05
A[Del(C):R2]T	0.00113044922557137	0.00225543966056986	0.00161954251715743	0.00250612307122394	0.00654214604172807	0.00142684904653568	0.00624719318592488
A[Del(C):R3]A	0.00124365038712418	0.00169765508096359	0.000907235922722599	0.00170549732016774	0.00286956515193544	0.00492301906001435	0.00207685340454262
A[Del(C):R3]G	0.00099483377733251	5.39738704239991e-05	0.000641587757114936	0.00104095561130223	0.000459055643669608	4.59390181870887e-06	6.80439775787533e-06
A[Del(C):R3]T	0.000673942917001278	0.000712648321293088	0.000438981096973377	0.00317943653571857	0.00335338108509103	1.60997293096036e-05	0.00217362706154351
A[Del(C):R4]A	0.000857968417128313	0.00146923229014309	0.000656880003490377	0.00134678936890833	0.00229413059466392	5.31038191887448e-06	1.36087955157507e-05
A[Del(C):R4]G	0.000117323467361554	0.000428532225462874	0.000825718886941676	2.599038704925e-06	0.000107339834584484	9.98857551407342e-06	4.53626517191689e-06
A[Del(C):R4]T	0.000732063823389362	0.00032256592828032	0.000737148692628407	0.00281414976773731	0.00158409088528024	0.000349262975886609	1.51208839063896e-05
A[Del(C):R5]A	0.000218902851313597	0.000596168909786442	0.000350161233331529	0.000325895087609737	0.00151656618851111	0.000306358461653163	0.00246999638610875
A[Del(C):R5]G	4.97440925434819e-05	2.12882377279123e-07	0.00044022944361627	2.63964868468946e-06	7.50521209338197e-05	3.03450395364256e-06	3.78022097659741e-06
A[Del(C):R5]T	9.09431138624131e-05	0.000483505005503337	0.000702257403959543	3.19194440948602e-05	0.00082241428013077	0.00153116011994214	1.05846187344727e-05
A[Del(C):R6]A	0.00153073353246995	0.000668843678276038	0.00102183414454019	1.36449532008563e-05	0.000697181388105636	0.00239392859820626	7.56044195319482e-06
A[Del(C):R6]G	5.84093476108534e-05	0.000329656549000463	0.00057879592097741	0.00098661945837739	1.57829106666155e-05	1.51725197682128e-06	6.80439775787533e-06
A[Del(C):R6]T	0.00176465936413613	0.000197145456927951	0.000348039044038611	0.000136936851765736	0.000334051042377337	2.99235806539752e-06	7.56044195319482e-06
A[Del(C):R7]A	0.000521417602077546	5.58079339820962e-05	0.000709497814488324	2.19699990525692e-05	4.86382661395347e-05	0.00102157418517142	3.02417678127793e-06
A[Del(C):R7]G	2.84595339799384e-05	1.7292599262058e-05	0.000325131883141522	8.05701998526751e-05	2.84252812514064e-05	2.52875329470213e-06	6.04835356255585e-06
A[Del(C):R7]T	1.52873848067913e-05	0.000186550464766444	0.000808054781944738	0.00082320489980523	6.08610753774414e-05	2.23373207698688e-06	1.05846187344727e-05
A[Del(C):R8]A	0.000733289698586133	5.70361015433219e-05	0.00157815982594552	7.75650613501056e-06	9.17358544922748e-05	3.96171349503334e-06	3.02417678127793e-06
A[Del(C):R8]G	2.2594562450289e-05	1.14628972381066e-07	5.51769216158774e-05	1.17768941316914e-06	6.36746044094886e-06	2.27587796523192e-06	2.26813258595844e-06
A[Del(C):R8]T	4.45160953807821e-05	1.31004539864076e-07	8.37640597381306e-05	8.31692385576001e-05	2.5599412179745e-05	1.39081431208617e-06	7.56044195319482e-06
A[Del(C):R(9,)]A	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0
G[Del(C):R1]A	0.00273513187652889	0.00248852948812301	0.00169076069313449	0.00520579330600525	0.00384978385865314	0.00318681919376012	0.00725121987730915
G[Del(C):R1]G	0.000415715912316753	6.74673380299989e-06	0.00111595948141433	0.000936709793246877	0.000527641583845565	0.000339822296919721	6.04835356255585e-06
G[Del(C):R1]T	0.00148646982315909	0.00611779738267995	0.00143491204867354	0.00542955429450739	0.00722847436499298	0.00303092155314173	0.00871870166042426
G[Del(C):R2]A	0.00452085946831149	0.00201629087304799	0.0021661310947482	0.00694832692771818	0.00575937413885805	0.00140253086901829	0.00165271261096839
G[Del(C):R2]G	0.00191188457159147	0.000478674213095849	0.000351659249303001	0.000808869576948379	0.000717258632558007	7.92342699006668e-06	0.00271722283797822
G[Del(C):R2]T	0.0027000021392724	0.00155774223238876	0.00225707314768297	0.00432500345489403	0.00471440724428442	0.00175537624540573	0.00180089727325101
G[Del(C):R3]A	0.000343521477934367	0.000814373346497543	0.000635658110561194	0.000808910186928143	0.0031204566673524	0.000819863964030676	9.07253034383378e-06
G[Del(C):R3]G	0.00062096587908592	0.000247565829208137	0.00069738885205226	3.84982608167016e-05	0.000708848895560901	0.00102102628862423	9.82857453915326e-06
G[Del(C):R3]T	0.000239298049440268	0.000784684442650847	0.0008587376556462	0.00250677283090017	0.00310783897684684	4.67819359519894e-06	1.28527513204312e-05
G[Del(C):R4]A	0.000723819211771863	0.000178788445779497	0.00200203592853989	0.00192576585041013	0.00132304351726076	0.00289601256486937	6.80439775787533e-06
