hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9
A[Del(C):R1]A	0.0187562988890082	0.00512818751891931	0.0123192768528369	0.00126663888438222	0.00248254243393228	0.00118720960364265	0.00387125589019878	0.00568152178878807	0.00147471840344202
A[Del(C):R1]G	0.00384893322973316	0.000609106981139075	0.00157754412292896	0.00122064435812849	0.000328893065018105	0.000679281527940162	0.00134801954722442	0.000316663122386949	0.00104838212616988
A[Del(C):R1]T	0.00770733419284373	0.00348516321919416	0.00966028862636563	0.000529666071786454	0.000256113733046241	0.00124292575682422	0.00431043308562555	0.000963273665951295	0.00284719326527579
A[Del(C):R2]A	0.0239639357497082	0.00176446055231655	0.00754150485788325	0.000972247406544955	0.000396619807373751	4.7306167795678e-06	0.000619470199034442	0.000927902870391361	0.000754190803617839
A[Del(C):R2]G	0.00529711293335284	0.000289228950096359	0.000878847000462988	9.66282698529342e-05	9.92460849615155e-05	4.02978466407627e-06	0.000864427791409953	0.00127999078955284	0.000467619518600753
A[Del(C):R2]T	0.0142582866216541	0.00244969913901604	0.00773917119914234	0.000391549943958254	9.785577506712e-05	5.43144889505933e-06	0.00280839287644652	0.00071762214075719	0.000359877975226776
A[Del(C):R3]A	0.0151596627770741	0.000875389723017457	0.0050610047609502	0.000704630840244442	0.00028062218368464	2.8033284619661e-06	0.000602005490543011	0.000906140380909447	0.00139398458804003
A[Del(C):R3]G	0.00271290110022492	0.00022884337754295	0.000389870706026659	0.00010524395920882	0.000189989238068892	7.18352918378814e-06	0.00104569942092447	0.000433575751985814	0.000453633373758115
A[Del(C):R3]T	0.00759405695754843	0.00096875998652121	0.00410861858074232	0.00107921450362495	0.000222619133090407	3.15374451971187e-06	0.00031105248054567	0.000711574004722514	0.000891833760103663
A[Del(C):R4]A	0.00649522463108258	0.000518953981746775	0.00257105176704678	3.64509934287475e-05	0.000676936801081573	4.20499269294916e-06	0.00175207912837856	0.000586507191719756	0.000210370909667542
A[Del(C):R4]G	0.00175160258165674	7.89853806977409e-05	0.000865975260352056	3.51255027586112e-05	0.000345500486256647	0.000690845257845772	0.000226288421229497	0.000139971148231066	0.000141790571852951
A[Del(C):R4]T	0.00369406987441303	0.000777572519936578	0.00219734905627058	3.18117760832705e-05	0.000225069130404312	2.97853649083899e-06	0.000351778374053706	0.000502913311526203	0.000147674398303992
A[Del(C):R5]A	0.00895853710432275	0.00151579542497155	0.000652018335841461	0.000887946199924288	0.00128996173451773	3.32895254858475e-06	0.00101242614009165	0.000779021521752067	0.000106101788461392
A[Del(C):R5]G	0.000448291183184078	0.000188163547672186	0.000191169177203094	9.7025917053975e-05	0.000459412645104164	2.27770437534746e-06	0.000228057475753414	0.000413109291654188	0.000460964042779084
A[Del(C):R5]T	0.00394926723458845	0.00045274485179932	0.000654960447866817	0.000531654307791658	0.00145827400673315	3.85457663520339e-06	0.000790089861947502	0.000487414962937346	0.000346277655069452
A[Del(C):R6]A	0.00389011187768858	0.000285609527970975	0.000211219125820333	0.00044218368755746	0.00246305266291268	5.08103283731356e-06	0.00142973481044618	0.00196812826714098	9.44305917306388e-05
A[Del(C):R6]G	0.000657444199516446	3.43845101911442e-05	0.000258320160004038	1.48454955055262e-05	0.000941561943481309	1.40166423098305e-06	8.38230728672806e-05	4.15269340238001e-05	0.000106101788461392
A[Del(C):R6]T	0.00154189827958341	0.000287496577113269	0.000294728796317816	0.000585999425267245	0.00136881095602854	3.15374451971187e-06	0.00030740145312397	0.000522947762141066	0.000610085283653004
A[Del(C):R7]A	0.000775155689684708	0.000276638310737119	0.000112535784969858	0.00112110000880126	0.00297649241141308	5.43144889505933e-06	0.000425250595983177	0.000344419746688943	0.000361903554824675
A[Del(C):R7]G	0.000113253266350038	1.53052059532781e-05	2.34551708688085e-05	3.84392294339519e-06	0.000713873265775971	5.25624086618645e-07	5.55558399425712e-05	0.000562692656083221	2.47892360314343e-05
A[Del(C):R7]T	0.00095897353087803	0.000112921330027192	4.28649377027529e-05	9.13263071723891e-05	0.000575740891268161	5.43144889505933e-06	0.000181610384636115	0.000162597657146505	0.000431062629667237
