hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12
A[Del(C):R1]A	0.00303284348260528	0.00419412649643942	0.00515463336049817	0.00660017109444583	0.00211683832335021	0.000974702691317992	0.00885723476871297	0.00178659114839808	0.00474002470787341	0.000852184362803638	0.002527953256017	0.00832537162487618
A[Del(C):R1]G	0.00011185822653438	0.00126641327117155	0.000331574789998446	0.000331078892756964	0.000407837143816164	0.000388923725817492	0.0018174997031911	0.000164338560614204	0.000793410145658088	0.000684829426184814	0.00165468647809545	0.0020625994161291
A[Del(C):R1]T	0.000198859487798488	0.0023422382847463	0.00382330057326758	0.00135486691120155	0.000571738225215603	0.000944443570671971	0.00898398680188283	0.000119368677408328	0.00548642481378487	0.00193481612443299	0.00137093403145013	0.00256737146924602
A[Del(C):R2]A	0.000390253601616017	0.00193093325281008	0.00268481922201755	0.00175998161505721	0.00216216787012106	0.000868881246798859	0.0030262631707225	0.000638101626430031	0.000824784461025094	0.00130272850766905	0.0017965627014181	0.0179260371621456
A[Del(C):R2]G	4.115463921206e-05	0.00157836190238902	0.000199847324682579	0.000123321681909001	0.000579593629627598	0.000888968516154268	0.000577156089135293	3.01724687812041e-05	0.000492010984919309	0.000435308914360153	0.000713275094103045	0.0027676177100385
A[Del(C):R2]T	0.000210043427633772	0.000882697836027748	0.00578660478610359	0.000727442332378846	0.000843940865803358	0.000199163138715331	0.00391479060877253	0.000263158004701891	0.000858318975155074	0.00051747448956599	0.000973409720756102	0.00608446571635462
A[Del(C):R3]A	0.000336420064954327	0.000633375896915788	0.00202718672498078	0.000913023504183654	0.00159467928991523	0.000256946092265358	0.00145504413134217	0.000848411722472379	0.00139819722155235	0.000762110423671408	0.00122313219020827	0.0128678465831788
A[Del(C):R3]G	4.44269771638653e-05	0.000395225205584811	0.000643062468669581	5.77595007524641e-05	0.00047467246987887	9.86413141963485e-05	0.000381101202022218	0.000130460593121174	0.000249142923996355	0.000431703630805473	0.000416740243089163	0.00182336671594955
A[Del(C):R3]T	0.000241770796348313	0.000599185108252776	0.00213006799880585	0.000483610015763497	0.000859812646029231	0.00103376781099709	0.00153056960852307	0.000132377866086497	0.000375771718149747	0.000749840829638548	0.000526194871225318	0.00582213577505371
A[Del(C):R4]A	0.00117778183374465	0.00326301992002741	0.00138638038301998	0.00032668301647298	0.0027002308780623	3.66699512913635e-05	0.00148735373477221	0.000398540827455192	0.000432108330333343	0.00116904226747215	0.00108726623648938	0.0112705592410299
A[Del(C):R4]G	0.00017431318752364	0.00108107211480522	0.000264639871130042	0.000267651025217257	0.000402396310432447	0.000253868893555594	0.000248686982017766	0.000105468448409736	0.000316726285295119	0.00146828080251053	0.000348595637018317	0.00245425286238743
A[Del(C):R4]T	0.000397156012968904	0.000408258327995959	0.000965138775633593	0.000921821040799366	0.000606990962228447	0.000926664200348886	0.000493766710679012	0.000329746369612915	0.000270984933710872	0.00144705614932573	0.000853542935419061	0.00550014234529807
A[Del(C):R5]A	0.00261463756267367	0.00116333312119247	0.000740730004302092	0.000394020900286337	0.000409253692152754	0.000315498345492827	0.00139409444855006	0.00123316907793648	0.000611816294091243	0.00271448776799977	0.00190491685765498	0.00769185481316252
A[Del(C):R5]G	0.000561028973828125	7.70139051567834e-05	0.000162147257788422	8.05775690949908e-05	0.000120503191451208	5.49621880660763e-05	3.88925072125941e-05	0.000239818893412479	0.000117885132493734	0.00127673557623451	0.000392699164674107	0.000594846032159672
A[Del(C):R5]T	0.00298301281733919	0.00115097704410138	0.00042283416741611	0.000399666130882612	0.000302980372628191	0.000639800898405259	0.000209545391959346	0.000364736601230058	0.000223597716402454	0.00795883789615888	0.0022863573482826	0.00336193760914301
