hdp.1	hdp.2	hdp.3	hdp.4	hdp.5
A[Del(C):R1]A	0.00376750747111929	0.000927533146818864	0.0128967056407603	0.00449203140929552	0
A[Del(C):R1]G	0.000228941190374062	6.28484794247795e-05	0.00170678574508772	0.000730076727083479	0
A[Del(C):R1]T	0.00447350855860721	0.000152679339813414	0.00756967306965969	0.00524388752639724	0
A[Del(C):R2]A	0.00111241101431042	0.000558009566914441	0.0163394240577667	0.000514908596555599	0
A[Del(C):R2]G	0.000461318991680862	2.29566810655647e-05	0.00169478385065829	0.000467403107529117	0
A[Del(C):R2]T	0.00158026570356873	0.000189581588881071	0.00735677094950468	0.00288651019216655	0
A[Del(C):R3]A	0.000309724560313055	0.00098774878453801	0.0102314746660957	0.000484929717247941	0
A[Del(C):R3]G	0.000206480483206521	0.000331933394778197	0.00117273582969763	0.00015429215798428	0
A[Del(C):R3]T	0.000481731540100543	0.000573169639316229	0.00465522388170671	0.000981200181961004	0
A[Del(C):R4]A	0.000605909794071906	0.00109110905407849	0.00463264203016217	0.00152568493241712	0
A[Del(C):R4]G	0.00025792225310595	0.000565381523690212	0.000863625244982141	0.000203263567492759	0
A[Del(C):R4]T	0.000547916984581944	0.001080187007519	0.00239254429009454	0.00178404133560692	0
A[Del(C):R5]A	0.00044502577377654	0.00220292413421612	0.0034550381562473	0.000882838528520619	0
A[Del(C):R5]G	0.000180468100008048	0.000513132355390044	0.00030748790330975	0.000256906591724086	0
A[Del(C):R5]T	0.00058947849804975	0.00313599474165457	0.00173693267489271	0.000329477710091092	0
A[Del(C):R6]A	0.000339649156850137	0.00516918551623499	0.00103741572465643	0.000136459476956028	0
A[Del(C):R6]G	0.000102814500739941	0.00118354727705948	0.000145273666241387	0.00027820271125376	0
A[Del(C):R6]T	0.000339886958053072	0.00246671788704499	0.000680061502041642	0.000139342990871165	0
A[Del(C):R7]A	0.000156649624681813	0.00479138122451446	0.000176286769626081	0.000278814853872616	0
A[Del(C):R7]G	5.91894865111832e-05	0.000950430376620107	1.16412985614827e-05	1.58512720251129e-05	0
A[Del(C):R7]T	0.000275995144529012	0.000910878299771297	9.35430291242502e-05	0.00012200968934777	0
A[Del(C):R8]A	8.40051926884353e-05	0.00128306020049463	4.13923164083759e-05	4.28338743036334e-05	0
A[Del(C):R8]G	6.2135153024959e-07	0.000134911904819273	5.20447644453961e-08	3.22180325713677e-08	0
A[Del(C):R8]T	7.34575586872849e-05	0.000201454855669698	1.38123087354907e-05	8.63443272912655e-05	0
A[Del(C):R(9,)]A	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0
G[Del(C):R1]A	0.00189931053683553	0.000128397744857272	0.00692929755924925	0.000903506396415151	0
G[Del(C):R1]G	0.000398623855178024	4.63889722456953e-05	0.00105384885903006	0.000496930934380776	0
