hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11
A[Del(C):R1]A	0.00218425198856759	0.0291961357397786	0.00766901184320505	0.00489213116613618	0.00421210128702476	0.00594287164162611	0.0012989654314808	0.00722525449789796	0.00916804509119537	0.00100641412666438	0.00283170293199851
A[Del(C):R1]G	5.014085378298e-05	0.00370941136951692	0.000997563969713019	0.000301310221478166	0.000167259988031602	0.00022162132039783	0.000154760742136182	0.00122989310840591	0.00117207998656264	0.000181996233740254	0.000470460196859486
A[Del(C):R1]T	0.00014403760652175	0.00554077198615447	0.00616810401649679	0.00537856570640499	0.000730045926324856	0.00497501287447893	0.000863091748490856	0.000513965793288305	0.0074007387040046	0.00054872771307693	0.000414470835273077
A[Del(C):R2]A	0.000309462776452142	0.0292306458404791	0.00621346799011216	0.00151244138867468	0.00130891504827817	0.000524229875085085	0.000593288437029955	0.00173555207870543	0.0039394447232787	0.00024398920208486	0.00102858243384986
A[Del(C):R2]G	7.12405958254844e-06	0.00320785226960383	0.00101660400689185	4.79696826596139e-05	0.000138850631926341	0.000315374159042879	6.06105545184188e-05	0.000371783190349248	0.00036329249314738	5.37265812111254e-05	4.57800671794907e-05
A[Del(C):R2]T	0.000135492709393449	0.00975890284011485	0.00582566640035775	0.00249689482822199	0.000319468882055215	0.00332492815171208	0.000391307515100815	0.000905705496563352	0.0032998103144151	0.000632867196204517	0.000424314186140215
A[Del(C):R3]A	0.000365973200401315	0.0177846604410937	0.00400992806790949	0.00168555971953311	0.000880103566483111	0.000589004212465968	0.000644868273710272	0.00083705589760871	0.00222448149963503	0.000368550084506042	0.00122632983709991
A[Del(C):R3]G	7.60450972490864e-05	0.00286880437117115	0.000502523003063351	0.000200720414379911	0.000146059893391798	0.000119583392087784	4.63213544281937e-05	0.000333843664262259	0.000366240238799849	8.96175068399233e-05	0.000237088985541237
A[Del(C):R3]T	0.000194536794700433	0.00729089545665112	0.00252747530201481	0.00102359396209683	0.000687727689573453	0.000252193108136034	0.000117767354879319	0.000851323495396731	0.0020918118270961	0.000235666060651657	0.000888266952227084
A[Del(C):R4]A	0.00095915508723864	0.00784479180019338	0.00296017854535399	0.000788558797785491	0.00115994840115163	0.00140453513641347	0.000452137467936617	0.000531918599820444	0.00122111991513083	0.000424003970491327	0.00166782745902113
A[Del(C):R4]G	0.000195727823872555	0.00167626816407778	0.000499673602058392	0.000182085250913501	0.00013470690721902	0.000233440609150692	7.32011869901922e-05	0.000716873789494513	0.000231185972016683	5.99177350373649e-05	0.00115382528445733
A[Del(C):R4]T	0.000553223114523657	0.00260881597616138	0.00192162848966235	0.000556963457554871	0.000712720649659204	0.000403140103058211	0.000207748974466799	0.000721032235427084	0.000885951555280234	0.000255152526082432	0.00125339374845498
A[Del(C):R5]A	0.00184508752149345	0.00809396580001039	0.00102372750940425	0.000917698309844943	0.000998665825645919	0.000903229273991208	0.000180182637492343	0.00264124750639243	0.000923068512627238	0.000316916009649899	0.00559440694439494
A[Del(C):R5]G	0.000399418491865721	0.00130868945511947	0.000195429281509007	2.70593928291373e-05	0.000631774600942088	8.09196403177994e-05	4.7687285888032e-05	0.001186375424821	0.000127625947738944	6.9805321080307e-05	0.00129008886949471
A[Del(C):R5]T	0.0019756661137537	0.00287876985479589	0.000367176455327789	0.000404216900378361	0.00164013387406465	0.000225145863204035	0.000267135144826917	0.00760263598349784	0.000679591761125871	9.63367224114061e-05	0.00545635076636559
A[Del(C):R6]A	0.00377176502847004	0.00421499357207852	0.000460253743122235	0.000119216621477091	0.00225847594343078	0.000572472658262618	0.000691571805852617	0.00576140097862229	0.000359434906000984	0.000448805599470018	0.00648823199560303
