signature	cluster_id	retained
C.H.All.1	1	TRUE
C.H.All.2	2	TRUE
C.H.All.3	3	TRUE
C.H.All.4	4	TRUE
C.H.All.5	5	TRUE
C.H.All.6	6	TRUE
C.H.All.7	7	TRUE
C.H.All.8	8	TRUE
C.H.All.9	9	TRUE
C.H.All.10	10	TRUE
C.H.All.11	11	TRUE
C.H.All.12	12	TRUE
C.H.All.13	13	FALSE
C.H.All.14	14	TRUE
C.H.All.15	15	TRUE
C.H.All.16	16	FALSE
C.H.All.17	17	TRUE
C.H.All.18	18	FALSE
C.H.All.19	19	TRUE
C.H.All.20	20	TRUE
C.H.All.21	21	TRUE
C.H.All.22	22	TRUE
C.H.All.23	23	FALSE
C.H.All.24	24	TRUE
C.H.All.25	25	FALSE
C.H.All.26	26	FALSE
C.H.All.27	27	TRUE
C.H.All.28	28	TRUE
C.H.All.29	29	TRUE
C.H.All.30	30	FALSE
C.H.All.31	31	TRUE
C.H.All.32	32	FALSE
C.H.All.33	33	FALSE
C.H.All.34	34	FALSE
C.H.Biliary.1	3	TRUE
C.H.Biliary.2	35	TRUE
C.H.Biliary.3	17	TRUE
C.H.Biliary.4	24	TRUE
C.H.Biliary.5	36	FALSE
C.H.Bladder.1	37	TRUE
C.H.Bladder.2	3	TRUE
C.H.Bladder.3	38	TRUE
C.H.Bladder.4	24	TRUE
C.H.Bladder.5	39	FALSE
C.H.Bladder.6	11	TRUE
C.H.Bladder.7	20	TRUE
C.H.Bladder.8	40	TRUE
C.H.Bladder.9	41	FALSE
C.H.Bladder.10	42	FALSE
C.H.Bladder.11	43	TRUE
C.H.Bladder.12	44	FALSE
C.H.Bladder.13	45	FALSE
C.H.Bone.SoftTissue.1	46	TRUE
C.H.Bone.SoftTissue.2	40	TRUE
C.H.Bone.SoftTissue.3	24	TRUE
C.H.Bone.SoftTissue.4	29	TRUE
C.H.Bone.SoftTissue.5	47	FALSE
C.H.Bone.SoftTissue.6	14	TRUE
C.H.Bone.SoftTissue.7	6	TRUE
C.H.Bone.SoftTissue.8	48	TRUE
C.H.Bone.SoftTissue.9	49	FALSE
C.H.Bone.SoftTissue.10	50	FALSE
C.H.Breast.1	9	TRUE
C.H.Breast.2	3	TRUE
C.H.Breast.3	51	TRUE
C.H.Breast.4	24	TRUE
C.H.Breast.5	22	TRUE
C.H.Breast.6	17	TRUE
C.H.Breast.7	2	TRUE
C.H.Breast.8	19	TRUE
C.H.Breast.9	29	TRUE
C.H.Breast.10	4	TRUE
C.H.Breast.11	18	FALSE
C.H.Breast.12	52	TRUE
C.H.Breast.13	14	TRUE
C.H.Breast.14	53	FALSE
C.H.Breast.15	54	TRUE
C.H.Breast.16	55	FALSE
C.H.Breast.17	56	TRUE
C.H.Breast.18	48	TRUE
C.H.Breast.19	57	TRUE
C.H.Breast.20	58	FALSE
C.H.Breast.21	59	FALSE
C.H.Breast.22	60	FALSE
C.H.CNS.1	22	TRUE
C.H.CNS.2	61	FALSE
C.H.CNS.3	62	FALSE
C.H.CNS.4	63	TRUE
C.H.CNS.5	64	TRUE
C.H.CNS.6	24	TRUE
C.H.CNS.7	21	TRUE
C.H.CNS.8	65	FALSE
C.H.CNS.9	66	FALSE
C.H.Colon.1	3	TRUE
C.H.Colon.2	32	FALSE
C.H.Colon.3	1	TRUE
C.H.Colon.4	67	FALSE
C.H.Colon.5	20	TRUE
C.H.Colon.6	17	TRUE
C.H.Colon.7	15	TRUE
C.H.Colon.8	46	TRUE
C.H.Colon.9	2	TRUE
C.H.Colon.10	10	TRUE
C.H.Colon.11	24	TRUE
C.H.Colon.12	68	FALSE
C.H.Colon.13	69	FALSE
C.H.Colon.14	70	FALSE
C.H.Colon.15	71	FALSE
C.H.Colon.16	72	FALSE
C.H.Colon.17	30	FALSE
C.H.Esophagus.1	73	TRUE
C.H.Esophagus.2	2	TRUE
C.H.Esophagus.3	74	TRUE
C.H.Esophagus.4	17	TRUE
C.H.Esophagus.5	4	TRUE
C.H.Esophagus.6	75	TRUE
C.H.Esophagus.7	76	FALSE
C.H.Esophagus.8	58	FALSE
C.H.Esophagus.9	52	TRUE
C.H.Head.1	11	TRUE
C.H.Head.2	24	TRUE
C.H.Head.3	20	TRUE
C.H.Head.4	22	TRUE
C.H.Head.5	63	TRUE
C.H.Head.6	5	TRUE
C.H.Head.7	21	TRUE
C.H.Head.8	77	FALSE
C.H.Kidney.1	12	TRUE
C.H.Kidney.2	3	TRUE
C.H.Kidney.3	24	TRUE
C.H.Kidney.4	11	TRUE
C.H.Kidney.5	35	TRUE
C.H.Liver.1	22	TRUE
C.H.Liver.2	78	FALSE
C.H.Liver.3	17	TRUE
C.H.Liver.4	79	FALSE
C.H.Liver.5	24	TRUE
C.H.Lung.1	2	TRUE
C.H.Lung.2	5	TRUE
C.H.Lung.3	13	FALSE
C.H.Lung.4	43	TRUE
C.H.Lung.5	46	TRUE
C.H.Lung.6	4	TRUE
C.H.Lung.7	80	TRUE
C.H.Lung.8	3	TRUE
C.H.Lung.9	24	TRUE
C.H.Lung.10	17	TRUE
C.H.Lung.11	48	TRUE
C.H.Lung.12	14	TRUE
C.H.Lung.13	23	FALSE
C.H.Lung.14	81	FALSE
C.H.Lung.15	7	TRUE
C.H.Lung.16	82	FALSE
C.H.Lymphoid.1	83	FALSE
C.H.Lymphoid.2	75	TRUE
C.H.Lymphoid.3	84	FALSE
C.H.Lymphoid.4	85	FALSE
C.H.Lymphoid.5	74	TRUE
C.H.MSI.1	3	TRUE
C.H.MSI.2	80	TRUE
C.H.MSI.3	6	TRUE
C.H.MSI.4	64	TRUE
C.H.MSI.5	2	TRUE
C.H.MSI.6	28	TRUE
C.H.MSI.7	10	TRUE
C.H.MSI.8	40	TRUE
C.H.MSI.9	86	TRUE
C.H.MSI.10	27	TRUE
C.H.MSI.11	48	TRUE
C.H.MSI.12	87	FALSE
C.H.MSI.13	88	FALSE
C.H.MSI.14	89	FALSE
C.H.MSI.15	90	FALSE
C.H.MSI.16	68	FALSE
C.H.Other.1	38	TRUE
C.H.Other.2	29	TRUE
C.H.Other.3	74	TRUE
C.H.Other.4	3	TRUE
C.H.Other.5	24	TRUE
C.H.Other.6	2	TRUE
C.H.Other.7	8	TRUE
C.H.Other.8	11	TRUE
C.H.Other.9	46	TRUE
C.H.Other.10	17	TRUE
C.H.Other.11	10	TRUE
C.H.Other.12	7	TRUE
C.H.Other.13	33	FALSE
C.H.Ovary.1	17	TRUE
C.H.Ovary.2	24	TRUE
C.H.Ovary.3	5	TRUE
C.H.Ovary.4	91	FALSE
C.H.Ovary.5	19	TRUE
C.H.Ovary.6	54	TRUE
C.H.Ovary.7	56	TRUE
C.H.Ovary.8	14	TRUE
C.H.Pancreas.1	73	TRUE
C.H.Pancreas.2	35	TRUE
C.H.Pancreas.3	17	TRUE
C.H.Pancreas.4	92	FALSE
C.H.Pancreas.5	91	FALSE
C.H.Prostate.1	3	TRUE
C.H.Prostate.2	93	FALSE
C.H.Prostate.3	35	TRUE
C.H.Prostate.4	86	TRUE
C.H.Prostate.5	17	TRUE
C.H.Prostate.6	24	TRUE
C.H.Prostate.7	52	TRUE
C.H.Prostate.8	22	TRUE
C.H.Prostate.9	2	TRUE
C.H.Prostate.10	11	TRUE
C.H.Prostate.11	14	TRUE
C.H.Prostate.12	54	TRUE
C.H.Prostate.13	94	FALSE
C.H.Prostate.14	95	FALSE
C.H.Prostate.15	96	FALSE
C.H.Skin.1	73	TRUE
C.H.Skin.2	80	TRUE
C.H.Skin.3	6	TRUE
C.H.Skin.4	2	TRUE
C.H.Skin.5	97	TRUE
C.H.Skin.6	24	TRUE
C.H.Skin.7	98	TRUE
C.H.Skin.8	31	TRUE
C.H.Skin.9	14	TRUE
C.H.Skin.10	99	FALSE
C.H.Skin.11	100	FALSE
C.H.Skin.12	47	FALSE
C.H.Skin.13	101	FALSE
C.H.Skin.14	102	FALSE
C.H.Stomach.1	73	TRUE
C.H.Stomach.2	28	TRUE
C.H.Stomach.3	63	TRUE
C.H.Thymus.1	103	FALSE
C.H.Thymus.2	104	FALSE
C.H.Thymus.3	5	TRUE
C.H.Uterus.1	3	TRUE
C.H.Uterus.2	17	TRUE
C.H.Uterus.3	5	TRUE
C.H.Uterus.4	75	TRUE
C.H.Uterus.5	46	TRUE
C.H.Uterus.6	14	TRUE
C.H.Uterus.7	105	FALSE
C.H.Uterus.8	86	TRUE
C.P.All.1	35	TRUE
C.P.All.2	57	TRUE
C.P.All.3	106	FALSE
C.P.All.4	3	TRUE
C.P.All.5	56	TRUE
C.P.All.6	107	TRUE
C.P.All.7	17	TRUE
C.P.All.8	108	TRUE
C.P.All.9	21	TRUE
C.P.All.10	109	TRUE
C.P.All.11	12	TRUE
C.P.All.12	10	TRUE
C.P.All.13	110	FALSE
C.P.All.14	111	TRUE
C.P.All.15	112	FALSE
C.P.All.16	22	TRUE
C.P.All.17	2	TRUE
C.P.All.18	113	TRUE
C.P.All.19	97	TRUE
C.P.All.20	114	TRUE
C.P.All.21	115	TRUE
C.P.All.22	116	FALSE
C.P.All.23	117	FALSE
C.P.All.24	9	TRUE
C.P.All.25	118	FALSE
C.P.All.26	27	TRUE
C.P.All.27	119	TRUE
C.P.All.28	120	TRUE
C.P.All.29	121	TRUE
C.P.All.30	122	FALSE
C.P.All.31	123	TRUE
C.P.Biliary.1	124	TRUE
C.P.Biliary.2	125	TRUE
C.P.Biliary.3	126	TRUE
C.P.Biliary.4	127	TRUE
C.P.Biliary.5	128	FALSE
C.P.Bladder.1	129	TRUE
C.P.Bladder.2	130	FALSE
C.P.Bladder.3	131	TRUE
C.P.Bone.SoftTissue.1	56	TRUE
C.P.Bone.SoftTissue.2	22	TRUE
C.P.Bone.SoftTissue.3	132	FALSE
C.P.Breast.1	126	TRUE
C.P.Breast.2	48	TRUE
C.P.Breast.3	133	TRUE
C.P.Breast.4	131	TRUE
C.P.Breast.5	51	TRUE
C.P.Breast.6	119	TRUE
C.P.CNS.1	35	TRUE
C.P.CNS.2	134	FALSE
C.P.CNS.3	21	TRUE
C.P.CNS.4	22	TRUE
C.P.CNS.5	135	FALSE
C.P.CNS.6	136	FALSE
C.P.Colon.1	137	TRUE
C.P.Colon.2	3	TRUE
C.P.Colon.3	138	TRUE
C.P.Colon.4	10	TRUE
C.P.Colon.5	108	TRUE
C.P.Colon.6	120	TRUE
C.P.Colon.7	139	FALSE
C.P.Colon.8	140	FALSE
C.P.Colon.9	141	FALSE
C.P.Colon.10	142	FALSE
C.P.Esophagus.1	1	TRUE
C.P.Esophagus.2	143	TRUE
C.P.Esophagus.3	10	TRUE
C.P.Esophagus.4	133	TRUE
C.P.Esophagus.5	144	FALSE
C.P.Head.1	17	TRUE
C.P.Head.2	2	TRUE
C.P.Head.3	145	TRUE
C.P.Head.4	22	TRUE
C.P.Head.5	146	FALSE
C.P.Kidney.1	1	TRUE
C.P.Kidney.2	12	TRUE
C.P.Kidney.3	147	FALSE
C.P.Kidney.4	148	FALSE
C.P.Kidney.5	124	TRUE
C.P.Liver.1	124	TRUE
C.P.Liver.2	125	TRUE
C.P.Liver.3	127	TRUE
C.P.Liver.4	129	TRUE
C.P.Liver.5	107	TRUE
C.P.Liver.6	17	TRUE
C.P.Liver.7	149	FALSE
C.P.Lung.1	2	TRUE
C.P.Lung.2	17	TRUE
C.P.Lung.3	131	TRUE
C.P.Lung.4	150	FALSE
C.P.Lymphoid.1	151	TRUE
C.P.Lymphoid.2	57	TRUE
C.P.Lymphoid.3	152	TRUE
C.P.Lymphoid.4	153	FALSE
C.P.MSI.1	3	TRUE
